"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","infraspecificEpithet","relationshipType","relatedCatalogItem","fieldNumber","previousCatalogNumber","typeStatus"
"11","2019-10-09 11:28:31-03","UFBA","ALCB","81422","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.f.) Rchb.f.","Menini Neto, L","2005",NA,NA,"Silva, JM; Lucas, E; Mazine, FF; Sakuragui, CM","3792","2003","10","04","Brasil","Paraná","Balsa Nova","Serra São Luis do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Rupícola. Flor creme, labelo vinoso.; Afloramentos de arenito.","ALCB009733","ALCB009733","Monocotyledon",NA,"Southern America",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:46:01-03","NBC","NL-BOTANY","L.1487730","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae alba","(Lindl.) Kraenzl.",NA,NA,NA,NA,"Hatschbach GG",NA,"1967","10","06","Brazil",NA,NA,"Sitio do Belizario ( Mun. Campina Grande do Sul) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1487730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1487730","NL-L1487730",NA,"Asparagales","Southern America",NA,NA,NA,"Magnoliopsidae","alba",NA,NA,NA,NA,NA
"13","2020-02-08 08:46:01-03","NBC","NL-BOTANY","L.1487731","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae pubigera",NA,NA,NA,NA,NA,"Hatschbach GG",NA,"1967","10","06","Brazil",NA,NA,"Sitio do Belizario ( Mun. Campina Grande do Sul) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1487731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1487731","NL-L1487731",NA,"Asparagales","Southern America",NA,NA,NA,"Magnoliopsidae","pubigera",NA,NA,NA,NA,NA
"14","2020-02-08 08:46:01-03","NBC","NL-BOTANY","L.1487731","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae pubigera",NA,NA,NA,NA,NA,"Hatschbach GG",NA,"1967","10","06","Brazil",NA,NA,"Sitio do Belizario ( Mun. Campina Grande do Sul) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1487731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1487731","NL-L1487731",NA,"Asparagales","Southern America",NA,NA,NA,"Magnoliopsidae","pubigera",NA,NA,NA,NA,NA
"15","2020-11-04 12:17:23-03","ESALQ","ESA","17128","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f","Barros, F.",NA,NA,NA,"Sakuragui, C.M. et al.","350.0","1993","10","01","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA017128",NA,"Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-31 13:40:42-03","MN","R","3028","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb. f.",NA,NA,NA,NA,"Regnell, A.F.","III - 1140","1868","10","21","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Ex. herb. Brasil. Regnellian. Musei bot. Stockholm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-31 13:40:42-03","MN","R","15031","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb. f.","Hoehne, F.C.",NA,NA,NA,"Lobo, B.",NA,"1924","11",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-12-19 08:08:17-03","FPS","FPS","954","MachineObservation","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Schwirkowski, P.","2015","09","13","Schwirkowski, P.","1218","2015","09","13","Brasil","Santa Catarina","São Bento do Sul","Minas de caulim","-49.216591","-26.29284","-49.216591","-26.29284",NA,NA,NA,"FPS00954,FURB48354","FPS00954_v01 FPS00954_v02 FPS00954_v03 FPS00954_v04 FURB48354",NA,NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 48354",NA,NA,NA
"19","2020-09-20 15:35:13-03","FPS","FPS","4865","MachineObservation","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Schwirkowski, P.","2020","09","20","Schwirkowski, P.","4291","2020","09","20","Brasil","Santa Catarina","São Bento do Sul","Rio Natal","-49.308121","-26.322823","-49.308121","-26.322823",NA,NA,NA,"FPS04865","FPS04865_v01 FPS04865_v02 FPS04865_v03 FPS04865_v04 FPS04865_v05 FPS04865_v06 FPS04865_v07 FPS04865_v08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-19 08:08:17-03","FPS","FPS","2560","MachineObservation","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Richb. f.","Schwirkowski, P.","2016","10","23","Schwirkowski, P.","1991","2016","10","23","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho. Em beira de estrada, após a capelinha","-49.406125","-26.317273","-49.406125","-26.317273",NA,NA,NA,"FPS02560,FURB52095","FPS02560_v01 FPS02560_v02 FPS02560_v03 FPS02560_v04 FPS02560_v05 FPS02560_v06 FURB52095",NA,NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 52095",NA,NA,NA
"21","2019-08-27 13:26:31-03","IAP","PACA-AGP","2067","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb. F.","J. Dutra","1954","09","03","Rambo, B.",NA,"1935","10","02","Brasil","RS","Montenegro","Zimmersberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"EM PERIGO Habitat: Ad rupes in silvula Fenofase: flor","PACA002067",NA,"Magnoliophyta","Orchidales",NA,NA,"21601","auto","Liliatae",NA,NA,NA,NA,NA,NA
"22","2016-09-01 11:57:59-03","FFCLRP","LBMBP","1266","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-02 18:55:41-03","UFJF","CESJ","40862","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb. f.","L. Menini Neto","2003","05",NA,"L. Menini Neto; R.C. Forzza; R.F.Monteiro; R.Dias-Melo; M.C.M. Garcia","35","2003","10","19","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Erva saxícola, em rocha na base do Paredão da Ponte de Pedra, ao lado do curso d'água, formando grande população. Pseudobulbos piriforme-alongado, tetragonais, verde-escuros a verde-amarelados, pecíolo e folhas verdes, pedúnculo verde, brácteas do pedúnc","CESJ040862",NA,"Angiosperma",NA,"América do Sul",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:40:39-03","UFJF","CESJ","41948","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb. f.","L. Menini Neto; N.Lopes","2004","08","18","M.A. Faria","6","2003","11","03","Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"(Casa de vegetação da UFJF, 020)&nf;Pseudobulbo tetragonal, verde-amarelado, folha verde-clara, sépalas e pétalas creme, labelo externamente creme e internamente densamente estriado de vináceo piloso, calo amarelo ouro, coluna creme.","CESJ041948",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-07-02 18:55:41-03","UFJF","CESJ","41946","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb. f.","L. Menini Neto; N.Lopes","2004","08","17","M.A. Faria","8","2003","11","03","Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"(Casa de vegetação da UFJF, 018)&nf;Pseudobulbo verde-amarelado, folha verde-claro com sépalas dorsal e pétalas creme, sépalas laterais cremes, levemente róseasna base e margens, labelo creme amarelado externamente, densamente estriado de vináceo intername","CESJ041946",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:40:39-03","UFJF","CESJ","58852","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb. f.","L. Menini Neto","2012","03",NA,"R.J.V. Alves; N.L. Abreu","8798","2011","09",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"epífita, labeo laranja, resto do perianto creme","CESJ058852",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:40:39-03","UFJF","CESJ","58850","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb. f.","L. Menini Neto","2012","03",NA,"R.J.V. Alves; N.L. Abreu","8796","2011","09",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, crista da serra","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"rupícola, labelo laranja, resto do perianto creme","CESJ058850",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:40:39-03","UFJF","CESJ","58851","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb. f.","L. Menini Neto","2012","03",NA,"R.J.V. Alves; N.L. Abreu","8797","2011","09",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, crista da Serra","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"rupícola, labelo roxo, resto do perianto creme","CESJ058851",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:40:39-03","UFJF","CESJ","47377","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb. f.","L. Menini Neto","2006","05",NA,"N.L. Abreu; L. Menini Neto; O.J. Bastos Neto","101","2006","05",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Erva saxícola. Frutos.","CESJ047377",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:20:02-03","UNICAMP","UEC","117743","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.",NA,NA,NA,NA,"Gonçalves, RC","s.n.",NA,NA,NA,"Brazil","São Paulo","Apiaí","(sk79).","-49.133333","-24.45","-49.133333","-24.45",NA,NA,"Data de floração: 20/VI/2000. Material coletado para extração de DNA.","UEC083072","UEC083072","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:20:02-03","UNICAMP","UEC","137420","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.",NA,NA,NA,NA,"Gonçalves, RC","s.n.",NA,NA,NA,"Brazil","São Paulo","Apiaí",NA,"-49.133333","-24.45","-49.133333","-24.45",NA,NA,"Data de floração: 20/06/2000. Material coletado para extração de DNA.","UEC083067","UEC083067","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:00:33-03","UNICAMP","UEC","140303","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.",NA,NA,NA,NA,"Belinello, R","s.n.","1997",NA,NA,"Brazil","São Paulo","IIha Comprida",NA,NA,NA,NA,NA,NA,NA,NA,"UEC083063","UEC083063","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:00:33-03","UNICAMP","UEC","137606","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Koehler, S",NA,NA,NA,"s/ coletor","s.n.","1999","10","18","Brazil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,"UEC083073","UEC083073","Liliopsida",NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:20:02-03","UNICAMP","UEC","135436","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Singer, RB","2005","05","14","Simões, AO; Belinello, R; Singer, RB; Matsumoto, K","472","1998","11","12","Brazil","Minas Gerais","Carrancas","Serra de Bicas","-44.6425018310547","-21.4874992370605",NA,NA,"1400","1400","Rupícola. Flores de cor variando de amarelo a branco. Fragrantes.; Afloramento no alto da serra.","UEC083061","UEC083061","Liliopsida",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:20:02-03","UNICAMP","UEC","135433","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Singer, RB","2005","05","14","Simões, AO; Belinello, R; Koehler, S","903","1999","10","03","Brazil","Minas Gerais","Carrancas","Serra de Bicas, Alto da serra.","-44.6425018310547","-21.4874992370605",NA,NA,"1400","1400","Rupícola. Botões brancos a amarelados.; Afloramento a cerca de 1400m de altitude.","UEC083062","UEC083062","Liliopsida",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:20:02-03","UNICAMP","UEC","135437","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Singer, RB","2005","05","14","Simões, AO; Singer, RB; Lopes, CA","316","1998","09","22","Brazil","Minas Gerais","Carrancas","Serra de Bicas, Estrada á esquerda da Fazenda do Sr. Toninho. Subida em direção ao topo da serra.","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Rupícola. Flores amarelo-esverdeadas, fragrantes. Outros indivíduos com lobos vináceos.; Em afloramento.","UEC083064","UEC083064","Liliopsida",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:20:02-03","UNICAMP","UEC","117753","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.",NA,NA,NA,NA,"Simões, AO","s.n.","1999","10",NA,"Brazil","Minas Gerais","Carrancas","(sk40).","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Material coletado para extração de DNA total.","UEC083069","UEC083069","Liliopsida",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:20:02-03","UNICAMP","UEC","17214","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Pabst, G","1976",NA,NA,"Hatschbach, G","38864","1976","09","05","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Rupícola.","UEC083066","UEC083066","Liliopsida",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:20:02-03","UNICAMP","UEC","117758","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Koehler, S",NA,NA,NA,"Koehler, S; et al.","99/04B","1999","10","20","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"Material coletado para extração de DNA total.","UEC083070","UEC083070","Liliopsida",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-20 10:00:33-03","UNICAMP","UEC","137605","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Koehler, S",NA,NA,NA,"s/ coletor","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, Sob #277.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"UEC083074","UEC083074","Liliopsida",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:20:02-03","UNICAMP","UEC","137420","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.",NA,NA,NA,NA,"Gonçalves, RC","s.n.",NA,NA,NA,"Brazil","São Paulo","Apiaí",NA,"-48.8400001525879","-24.5",NA,NA,NA,NA,"Data de floração: 20/06/2000. Material coletado para extração de DNA.",NA,NA,"Liliopsida",NA,NA,NA,"37738","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:20:02-03","UNICAMP","UEC","137422","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Koehler, S",NA,NA,NA,"Borba, EL","s.n.","1997","09",NA,"Brazil","São Paulo","Atibaia","Pedra Grande","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"Material coletado para extração de DNA.","UEC083068","UEC083068","Liliopsida",NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:20:02-03","UNICAMP","UEC","137623","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.",NA,NA,NA,NA,"Koehler, S","00/35",NA,NA,NA,"Brazil","São Paulo","Atibaia","Pedra Grande","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"Material coletado para extração de DNA. Data de floração: 20/X/2000.","UEC083065","UEC083065","Liliopsida",NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:20:02-03","UNICAMP","UEC","137610","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.",NA,NA,NA,NA,"Belinello, R","64",NA,NA,NA,"Brazil","São Paulo","Cananéia","Ilha Comprida","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Data de floração: 26/X/1999 e 21/XII/1999.","UEC083059","UEC083059","Liliopsida",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-20 10:00:33-03","UNICAMP","UEC","140303","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.",NA,NA,NA,NA,"Belinello, R","s.n.","1997",NA,NA,"Brazil","São Paulo","Ilha Comprida",NA,"-47.5400009155273","-24.7399997711182",NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,"49747","auto",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:20:02-03","UNICAMP","UEC","139994","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Breier, TB","2004","09",NA,"Breier, TB; Fernandes, H","1149","2003","09","03","Brazil","São Paulo","Registro","Régis Bitencourt","-47.8400001525879","-24.4799995422363",NA,NA,NA,NA,"Preparado 03/09/2003.","UEC083071","UEC083071","Liliopsida",NA,NA,NA,"25922","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-03-12 10:29:23-03","UFOP","OUPR","34421","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Pedrosa, L.G.","2019","08","27","Pedrosa, L.G.","1869","2019","08","27","Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,NA,"Erva. Em flores. Campo rupestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
