"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","month","day","county","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","individualCount","dayIdentified","class","fieldNumber","sex"
"11","2018-10-09 16:31:11-03","UFLA","ESAL","6382","S","Plantae",NA,NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Carvalho, DA","s.n.",NA,NA,"Brasil","Minas Gerais","Serra da Bocaina/Poço Bonito, Poço Bonito","-44.999444","-21.245278",NA,"erva; 0.50; ;; campo rupestre",NA,NA,"C.B.Clarke","G. Shepherd",NA,NA,"Lavras","-44.999444","-21.245278","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 11:55:22-03","UFPE","UFP","11941","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"M.A.Milauge; Ferreira, W","5","1994",NA,"Brasil","Tocantins",NA,NA,NA,NA,"Raízes em tulfos.; Raízes em tulfos.","UFP011941",NA,"C.B.Clarke","Prata, AP","01","15",NA,NA,NA,NA,NA,NA,NA,"2004","02",NA,NA,NA,NA,NA
"13","2020-09-02 16:23:38-03","Cenargen","CEN","64634","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","cf. fendleri","Bulbostylis cf. fendleri",NA,"Sandra Martins Verboonen","170","1999",NA,"Brasil","GO","12 km após Água Branca , na fazenda do Sr. João Batista de Andrade, cerca de 500 m após a entrada.","-49.02","-14.380833","Exsicatas","Área de influência da UHE Serra da Mesa.","CEN00064634","CEN00064634","C.B.Clarke","B. M. T. Walter","12","01","URUACU","-49.02","-14.380833",NA,NA,NA,NA,"2017","01","3",NA,NA,NA,NA
"14","2020-09-02 16:23:38-03","Cenargen","CEN","39680","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","cf. fendleri","Bulbostylis cf. fendleri",NA,"Ernestino de S. Gomes Guarino","581","2001",NA,"Brasil","DF","Campo sujo na entrada da FAZ.","-47.9296989440918","-15.7797002792358","Exsicatas","Inflorescência castanho-claro.","CEN00039680","CEN00039680","C.B.Clarke","B. M. T. Walter","01","10","BRASILIA","-4800000.0","-1586667.0","1100","1100","70570","auto","1707","01","3",NA,NA,NA,NA
"15","2020-09-02 16:23:39-03","Cenargen","CEN","30067","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Glocimar Pereira-Silva","3381","1996",NA,"Brasil","GO","Alternativa 4 régua de leitura de vazão da hidrometria","-48.55",NA,"Exsicatas",NA,"CEN00030067","CEN00030067","C.B.Clarke","B. M. T. Walter","02","27","CALDAS NOVAS","-48.55","-1793333.0","660","660",NA,NA,"2017","01","4",NA,NA,NA,NA
"16","2020-09-02 16:23:39-03","Cenargen","CEN","40013","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Glocimar Pereira-Silva","4333","2000",NA,"Brasil","GO","Estrada Minaçu - balsa Porto dos Paulistas, cerca de 8,2 km de Minaçu (km marcados no Rio Bonito).","-48.155833",NA,"Exsicatas","Área de influência da futura Hidrelétrica de Cana Brava.","CEN00040013","CEN00040013","C.B.Clarke","A. P. Prata","11","07","MINACU","-48.155833","-1351667.0","380","380",NA,NA,"2008","11","4",NA,NA,NA,NA
"17","2020-09-02 16:23:39-03","Cenargen","CEN","50957","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"José Floriano Barêa Pastore","194","2002",NA,"Brasil","GO","Chácara Jatobá/entorno.","-49.2439002990723","-16.823299407959","Exsicatas",NA,"CEN00050957","CEN00050957","C.B.Clarke","A. P. Prata","12","26","APARECIDA DE GOIANIA",NA,NA,NA,NA,"14888","auto","2008","11","3",NA,NA,NA,NA
"18","2020-09-02 16:23:39-03","Cenargen","CEN","36763","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Roberto Fontes Vieira","1402","1992",NA,"Brasil","GO","A 1 km do rio Peixe. Futuro reservatório do aproveitamento Hidrelétrico Serra da Mesa.","-48.0783004760742","-14.1513996124268","Exsicatas",NA,"CEN00036763","CEN00036763","C.B.Clarke","A. P. Prata","11","24","COLINAS DO SUL","-4806667.0","-1415000.0","450","450","58154","auto","2008","11","2",NA,NA,NA,NA
"19","2019-11-13 11:18:30-03","USP","SPF","172337","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Sasaki, D","422","2003",NA,"Brasil","São Paulo","Parque Estadual das Furnas do Bom Jesus","-47.419444","-20.197222",NA,NA,"SPF00172337",NA,"C.B.Clarke","Sasaki, D","04","18","Pedregulho","-47.419444","-20.197222","900","900",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"20","2021-03-15 18:26:32-03","USP","SPF","66991","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Freire-Fierro, A","CFCR12590","1989",NA,"Brasil","Minas Gerais","Rio Itacambiruçu, solo arenoso-fino com rochas, com cerrado e vegetação da margem do rio. Coletada próximo ao rio.","-42.916667","-16.6",NA,"Cespitosa, heliófila. Inflorescência ocrácea, estigmas creme.","SPF00066991",NA,"C.B.Clarke","Prata, AP","12","12","Grão Mogol","-42.916667","-16.6","1650","1650",NA,NA,"2003","12",NA,NA,NA,NA,NA
"21","2020-04-29 16:30:30-03","UFVJM","HDJF","253","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Oliveira, PA","s.n.","2011","Southern America","Brasil","Minas Gerais","Parque Estadual do Biribiri. BR 367.","-43.590278","-18.201944",NA,NA,"HDJF000253","HDJF000253_01","C.B. Clarke","Eugênio, CUO","12","11","Diamantina","-43.590278","-18.201944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-04-29 16:30:30-03","UFVJM","HDJF","252","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Oliveira, PA","s.n.","2011","Southern America","Brasil","Minas Gerais","Parque Estadual do Biribiri. BR 367.","-43.590278","-18.201944",NA,NA,"HDJF000252","HDJF000252_01","C.B. Clarke","Eugênio, CUO","12","11","Diamantina","-43.590278","-18.201944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-07-16 10:35:59-03","UFSJ","HUFSJ","10152","S","Plantae",NA,NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Costa, MTR; et al.","s.n.","2017",NA,"Brasil","Minas Gerais","Trilha alternativa de acesso às torres de transmissão, campo rupestre, Serra do Lenheiro.","-44.500569","-21.270161",NA,"Erva 0,3 m de altura.","HUFSJ010152",NA,"C.B.Clarke","Gonçalves, J","04","06","São João del-Rei","-44.500569","-21.270161","108","108",NA,NA,"2018","10",NA,NA,NA,NA,NA
"24","2019-02-27 14:01:55-03","UFSJ","HUFSJ","4339","S","Plantae",NA,NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Sobral, M","15181","2012",NA,"Brasil","Minas Gerais","Campo sujo alterado junto à estrada. BR494, junto à estrada para a cidade.","-44.322278","-21.043306",NA,"Erva; inflorescências castanhas.","HUFSJ004339",NA,"C.B.Clarke","Gonçalves, J","12","01","Ritápolis","-44.322278","-21.043306","101","101",NA,NA,"2014","12",NA,"11",NA,NA,NA
"25","2019-11-01 15:13:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Heringer, EP","14322","1974","Southern America","Brasil","Distrito Federal","Cachoeira do Pirapipau","-47.9296989440918","-15.7797002792358",NA,"Planta 0,5m; Cerrado úmido","UB0031522","UB0031522","C.B. Clarke","Prata, AP","12","30","Brasília",NA,NA,NA,NA,"70570","auto","2009","04",NA,"18",NA,NA,NA
"26","2019-11-01 15:13:36-03","UnB","UB","162571","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Irwin, HS; Maxwell, H; Wasshausen, DC","19710","1968","Southern America","Brasil","Minas Gerais","Ca. 45 km S.E. of Belo Horizonte.","-43.96","-19.82",NA,"Culms to ca. 40cm tall.; Sandy slopes, and outcrops.","UB0004116","UB0004116","C.B. Clarke","Prata, AP","02","09","Belo Horizonte","-43.96","-19.82","1500","1500",NA,NA,"2001","10",NA,NA,NA,NA,NA
"27","2019-11-01 15:13:36-03","UnB","UB","205589","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Mello, TRB; Munhoz, CBR; Eugênio, CUO; Emmert, P","61","2010","Southern America","Brasil","Minas Gerais","Fazenda do Seu Geraldão, acesso por Inhaí. Parque Nacional das Sempre Vivas","-43.622231","-17.797706",NA,"Vereda","UB0004115","UB0004115","C.B. Clarke",NA,"05","30",NA,"-43.622231","-17.797706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-01 15:13:36-03","UnB","UB","37915","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Almeida, SP","824","1984","Southern America","Brasil","Distrito Federal","CPAC - Chapada, entre Sobradinho e CPAC, à direita da Rodovia","-47.423","-15.353",NA,"Erva. Touceira pequena, ca. 80cm de altura. Inflorescência amarronzada, com anteras amarelas; Cerrado. Solo arenoso","UB0030075","UB0030075","C.B. Clarke","Prata, AP","01","21","Planaltina","-47.423","-15.353",NA,NA,NA,NA,"2001","09",NA,NA,NA,NA,NA
"29","2019-11-01 15:13:36-03","UnB","UB","78457","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Heringer, EP","14322","1974","Southern America","Brasil","Distrito Federal","Cachoeira do Pirapipau","-47.9296989440918","-15.7797002792358",NA,"Planta 0,5m; Cerrado úmido","UB0031523","UB0031523","C.B. Clarke","Prata, AP","12","30","Brasília",NA,NA,NA,NA,"70570","auto","2009","04",NA,"18",NA,NA,NA
"30","2020-12-17 22:33:01-03","UFSC","FLOR","65127","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Bortolotto, I.M.; Damasceno-Junior, G.A.; et al.","310","1996",NA,"Brasil","Mato Grosso do Sul","Morro do Urucum.","-57.6533012390137","-19.0091991424561",NA,"erva Habitat: campo de altitude; sílico-ferruginoso; morro","FLOR0065127",NA,"C.B.Clarke","Prata, A.P.","06","12","Corumbá",NA,NA,NA,NA,"295160","auto","2003","11",NA,NA,NA,NA,NA
"31","2021-03-04 15:42:07-03","IF","SPSF","36771","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Bulbostylis","fendlleri","Bulbostylis fendlleri",NA,"D.Sasaki & R.Mello-Silva & A.B.Junqueira & F.M.Capeli","422","2003","América do Sul","Brasil","SP","P.E.Furnas do Bom Jesus","-47.4700012207031","-20.25",NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: cerrado com solo arenoso pedregoso com afloramentos rochosos&nf;;",NA,NA,NA,NA,"04","18","Pedregulho",NA,NA,NA,NA,"27552","auto",NA,NA,NA,NA,"Liliopsida",NA,NA
"32","2019-11-21 10:03:23-03","IBt","SP","200574","S","Plantae",NA,NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri",NA,"Klink, C","53","1983",NA,"Brasil","São Paulo","Fazenda Campininha","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"C.B.Clarke",NA,"02","19","Mogi Guaçu",NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA
"33","2010-08-16 16:41:26-03","GH","HU-HERB","GH 00027109","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Bulbostylis","fendleri","Bulbostylis fendleri","Isotype","A. Fendler","1592",NA,"South America","Venezuela","Aragua","Prope coloniam Tovar",NA,NA,"Sheet",NA,NA,NA,"C. B. Clarke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1592","undetermined"
