"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00397754","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","A. Furlan","780","1989","03","12","South America","Brazil","São Paulo","Ubatuba","Picinguaba. Estrada da Casa da Farinha","-45.0697","-23.4303","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397754","NY00397754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","397769","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","M. A. Assis","529","1995","04","19","South America","Brazil","São Paulo","Ubatuba","Picinguaba","-44.833923","-23.380728","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397769","NY00397769_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00397762","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","R. Simão-Bianchini","252","1990","11","06","South America","Brazil","São Paulo","Iguape","Juréia: Mata de restinga próxima a praia do Costao","-47.5497","-24.7003","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198915' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397762","NY00397762_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1017449","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","B. D. Sucre","9722","1972","11","01","South America","Brazil","Rio de Janeiro",NA,"Taquara da Tijuca.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211201' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017449","NY01017449_01","660","660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","397764","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","R. J. Almeida-Scabbia","292","1994","04","10","South America","Brazil","São Paulo","Sete Barras","Sete Barras, Faz. Intervales, Base Saibadela, trilha do quilombo, próximo ao ponto 1","-47.9197","-24.38","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397764","NY00397764_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00397755","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","A. Furlan","1014","1989","12","08","South America","Brazil","São Paulo","Ubatuba","Picinguaba. Trilha do Rio Picinguaba","-45.0697","-23.4303","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198912' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397755","NY00397755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","397756","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","A. Furlan","788","1989","03","13","South America","Brazil","São Paulo","Ubatuba","Picinguaba. Trilha do Rio Picinguaba","-45.0697","-23.4303","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397756","NY00397756_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01093032","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","D. Toldeo Filho","26055","1992","02","17","South America","Brazil","São Paulo","Aguas da Prata","Aguas da Prata. Reserva Estadual de Aguas da Prata","-46.7097","-21.9303","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1246829' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093032","NY01093032_01","1120","1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","397766","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","E. A. da Anunciação","392","1994","10","29","South America","Brazil","São Paulo","Iguape","Estaçao Ecológica Juréia-Itatins, Serra da Juréia","-47.5497","-24.7003","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198910' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397766","NY00397766_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00397765","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","L. Rossi","1031","1992","03","11","South America","Brazil","São Paulo","Iguape","Estaçao Ecológica Juréia-Itatins, trilha entre o caminho do Imperador e a margem do Rio Verde","-47.5497","-24.7003","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397765","NY00397765_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","397767","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","E. A. da Anunciação","190","1993","03","07","South America","Brazil","São Paulo","Iguape","Estaçao Ecológica Juréia-Itatins, Serra da Juréia, arredores do alojamento do IBAMA","-47.5497","-24.7003","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397767","NY00397767_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","397763","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","V. C. Souza","9267","1995","10","09","South America","Brazil","São Paulo","Peruíbe","Arredores da foz do Rio Guaraú (margem esquerda)","-46.99","-24.32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198904' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397763","NY00397763_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","397759","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","M. A. Assis","1","1995","05","16","South America","Brazil","São Paulo","Ubatuba","Rio Claro. Trilha picadao da barra. Picinguaba","-45.0697","-23.4303","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198916' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397759","NY00397759_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","397768","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete",NA,NA,"1891","10","20","South America","Brazil","São Paulo",NA,"Morro de Peruibe",NA,NA,"sheet","Ex Herv. da Com. Geogr. e Geolo. de Sao Paulo no. 1630 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198907' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397768","NY00397768_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00397761","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","P. G. Delprete","F. C. P. Garcia","313","1988","12","05","South America","Brazil","São Paulo","Ubatuba","Picinguaba. Trilha ao lado do Rio Picinguaba","-45.0697","-23.4303","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=198914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397761","NY00397761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","131966","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ixora","riedeliana","Ixora riedeliana","Müll.Arg.",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=120222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00131966","NY00131966_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-08 11:10:04-03","UNESP-IBB","BOTU","29629","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Mantovani, W.","Bignotto, R.B.","204","2004","03","02",NA,"Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,"Árvore 6m, frutos imaturos verdes.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029629",NA,NA,NA,NA,"2013","08","16","48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA
"28","2021-02-08 11:10:04-03","UNESP-IBB","BOTU","30229","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Galhego, A.A.","140","1994","11","06",NA,"Brasil","São Paulo","Botucatu",NA,"-48.434167","-22.872222",NA,"Jardim Botânico UNESP Botucatu","BOTU030229",NA,NA,NA,NA,NA,NA,NA,"48°26'3w","22°52'20s",NA,NA,NA,NA,NA,NA,NA
"29","2021-02-08 11:10:04-03","UNESP-IBB","BOTU","30224","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Galhego, A.A.","4","1994","02","22",NA,"Brasil","São Paulo","Botucatu",NA,"-48.434167","-22.872222",NA,"Jardim Botânico UNESP Botucatu","BOTU030224",NA,NA,NA,NA,NA,NA,NA,"48°26'3w","22°52'20s",NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","19236","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Grombone, M.T.","P4 140186","1986","01","14",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Árvore com 5 m de altura. Botões.","BOTU019236",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","31143","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Ferreira, R.C.C.","151","1998","01","13",NA,"Brasil","São Paulo","Botucatu","Reserva Butignoli, à 1 km a SW do Campus Universitário da UNESP",NA,NA,NA,NA,"BOTU031143",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","19479","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Grombone, M.T.","17 081275","1975","12","08",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Árvore de 3 m de altura, com circunferência de 20 cm; com flores esbranquiçadas.","BOTU019479",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","31142","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Ferreira, R.C.C.","42","1997","06","17",NA,"Brasil","São Paulo","Botucatu","Reserva Butignoli, à 1 km a SW do Campus Universitário da UNESP",NA,NA,NA,NA,"BOTU031142",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"34","2021-02-08 11:10:04-03","UNESP-IBB","BOTU","29628","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Mantovani, W.","Bignotto, R.B.","35","2003","09","30",NA,"Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,"Árvore 4m, frutos maduros vináceos.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029628",NA,NA,NA,NA,"2013","08","16","48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA
"35","2021-02-08 11:10:04-03","UNESP-IBB","BOTU","29627","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Mantovani, W.","Bignotto, R.B.","327","2004","06","16",NA,"Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,"Árvore 8m, frutos imaturos verdes e maduros verdes.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029627",NA,NA,NA,NA,"2013","08","16","48°26'w","22°52's",NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","28488","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Campos, C.J.","Tresmondi, F.","13","2011","01","18",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Arbórea. Cerca de 2 m de altura, folhas glabras, alternas, de coloração verde escura. Estípula interpeciolar persistente lignificada.","BOTU028488",NA,NA,NA,NA,"2011","01","18","9999","9999",NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","31171","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Ferreira, R.C.C.","207","1998","04","15",NA,"Brasil","São Paulo","Botucatu","Reserva Butignoli, à 1 km a SW do Campus Universitário da UNESP",NA,NA,NA,NA,"BOTU031171",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:20:50-03","UFRJ","RFA","25416","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","M.Gomes","A. Quinet","jul-50","2000","11","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá - Taquara. Caminho do Rio Pequeno - Santa Maria.","-43.460556","-22.9175",NA,"Árvore, 2m de altura, 10 cm de DAP, folha verde discolor, botões verdes, comum no local.","RFA29098",NA,"280","280",NA,"2001","01","17","43º27'38''W","22º55'3''S",NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:32:22-03","UFRJ","RFA","32563","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"L. Kollmann; et al.","5273","2002","01","09",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi. Estrada de Nova Lombardia","-40.6002998352051","-19.9356002807617",NA,"Arvoreta 4 m, flores de cor branca","RFA48119",NA,"850","850",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"40","2019-10-09 11:23:42-03","UFBA","ALCB","122327","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Di Maio, FR","Sucre, D","8182","1972","01","04","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Antigo Estado da Guanabara, morro Taquara, Tijuca.","-43.2075004577637","-22.9027996063232",NA,"Arbusto Umbrófilo,ca. de 5 m de altura, flores albas.; Crescendo na mata.","ALCB007421","ALCB007421",NA,NA,NA,"2005","04",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"41","2020-11-04 11:18:26-03","ESALQ","ESA","79122","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Souza, V.C.","Ivanauskas, N.M.; Fonseca, M.G.; Matteo, B.C.; Giarola, N.; Silva, L.N.; Passold, A.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","4593.0","2000","04","22",NA,"Brasil","São Paulo","São Sebastião","Barra do Una, Boracéia, Estrada de acesso a fazenda Águas do Bento. Restinga alta, beira de estrada","-45.4099998474121","-23.7600002288818",NA,"Arbusto com 2 m de altura. Frutos imaturos verdes.","ESA079122","ESA079122",NA,NA,NA,NA,NA,NA,"-45,766,944","-23,731,667","41977","auto",NA,NA,NA,NA,NA
"42","2020-11-04 11:18:26-03","ESALQ","ESA","28488","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Gomes, M.","Souza, V.C.","9459.0","1988","01","01",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica da Juréia. Arredores da foz do Rio Guaraú.","-46.9900016784668","-24.3199996948242",NA,NA,"ESA028488","ESA028488",NA,NA,NA,"1997","04","28",NA,NA,"21922","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:18:26-03","ESALQ","ESA","109933","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana",NA,"Souza, V.C.","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29008.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109933","ESA109933",NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:18:26-03","ESALQ","ESA","109705","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana",NA,"Souza, V.C.","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29294.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109705","ESA109705",NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"45","2020-11-04 11:18:26-03","ESALQ","ESA","128938","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana",NA,"Colletta, G.D. & Ferreira, M.A.P.","Colletta, G.D.","1354.0","2014","04","13",NA,"Brasil","São Paulo","São Miguel Arcanjo","P.E. Carlos BotelhoTrilha da represa","-47.9900016784668","-23.8700008392334",NA,"Arvoreta, 4,5m, frutos imaturos verdes","ESA128938",NA,NA,NA,NA,"2014",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"46","2020-11-04 11:18:26-03","ESALQ","ESA","52157","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Souza, V.C.","Lima, R.A.F.","325.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","trilha de acesso à Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"ESA052157","ESA052157","400","400",NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
