"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","typeStatus","verbatimLongitude","verbatimLatitude","dayIdentified","class","individualCount","relatedCatalogItem"
"11","2021-03-01 16:35:27-03","UNICAMP","UEC","43670","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Versiane, AFA","Furlan, A; Cordeiro, I; Pirani, JR; Rossi, L; Amaral, MCE; Menezes, NL","SPF22702","1981","04","12",NA,"Brazil","Minas Gerais","Grão Mogol","Campo rupestre com abundância de arenito, próximo de Grão-Mogol.","-42.916667","-16.6",NA,NA,NA,"Arbusto de 1,5m. Flores amarelo-claro. A beira de riacho. SPF22702 CFCR 771; Campo rupestre","UEC116665","UEC116665",NA,NA,"2015","10","paratypus","-42.916667","-16.6",NA,NA,NA,NA
"12","2021-03-01 16:35:27-03","UNICAMP","UEC","43671","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Martins, E","Zappi, DC; et al.","CFCR9906","1986","07","27",NA,"Brazil","Minas Gerais","Grão Mogol","Vale do Rio das Mortes a oeste da cidade.","-42.9","-16.583333","900","900",NA,"Planta de 2m alt., entre rochas próximo a córrego. Flores amarelas.","UEC011355","UEC011355",NA,NA,"1999","01",NA,"-42.9","-16.583333",NA,NA,NA,NA
"13","2021-03-01 16:35:27-03","UNICAMP","UEC","60455","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Versiane, AFA","Furlan, A; Cordeiro, I; Pirani, JR; Rossi, L; Amaral, MCE; Menezes, NL","SPF22702","1981","04","12",NA,"Brazil","Minas Gerais","Grão Mogol","Campo rupestre com abundância de arenito, próximo de Grão-Mogol.","-42.916667","-16.6",NA,NA,NA,"Arbusto de 1,5m. Flores amarelo-claro. A beira de riacho. SPF22702 CFCR 771; Campo rupestre","UEC116664","UEC116664",NA,NA,"2015","10","paratypus","-42.916667","-16.6",NA,NA,NA,NA
"14","2021-03-01 16:35:27-03","UNICAMP","UEC","162882","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Martins, E","Mello-Silva, R; Salatino, MLF; Salatino, A; Affonso, P","509","1991","06","15",NA,"Brazil","Minas Gerais","Botumirim","Alto da Serra da Canastra. Subida pelo Vale do Ribeirão da Canastra.","-43.010799407959","-16.872200012207",NA,NA,NA,"Arbusto ca. 1,5 m alt em leito de riacho e também entre rochas no campo entre dois riachos. Folhas discolores, mais claras na face abaxial. Flores inteiramente amarelo-claras. Frutos com hipanto castanho-claro e ovário cor-de-vinho es","UEC038077","UEC038077","39434","auto","1997","03",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:35:27-03","UNICAMP","UEC","180578","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Pacifico, R","Scatigna, AV; Galvão, JC","376","2013","03","30",NA,"Brazil","Minas Gerais","Botumirim","Rio do Peixe. Afloramento rochoso em leito de rio.","-43.010799407959","-16.872200012207",NA,NA,NA,"Arvoreta, ca. 1,5m. Flores amarelas","UEC086656","UEC086656","39434","auto","2015","07",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-16 17:53:48-03","UCS","HUCS","8425","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack","Wurdack, J.J.","Hatschbach, G.","54239","1990","06","13",NA,"Brasil","Minas Gerais","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,"arbusto untuoso ao tacto, flores amarelas; campo rupestre, margens rochosas do rio",NA,NA,"67219","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-06-27 10:25:42-03","UFES","VIES","23012","S","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins",NA,"G. Hatschbach; O.S. Ribas","52005","1988","05","15",NA,"Brasil","Minas Gerais","Grão Mogol","Rio das Mortes","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"VIES023012","VIES023012","67219","auto",NA,NA,"Isotipo",NA,NA,NA,NA,NA,NA
"18","2019-08-16 08:40:05-03","UTFPR","HCF","15748","S","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E. Martins","J.J. Wurdack","G. Hatschbach","41337","1978","04","21",NA,"Brasil","MG","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,"arbusto, 2 m, flor amarela; margem de campo; encosta de morro.",NA,NA,"67219","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:35:19-03","MBM","MBM","416275","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E. Martins","Brotto, M.L.","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3080","2018","11","15","Southern America","Brazil","Minas Gerais","Grão Mogol","Rio das Mortes","-42.899444","-16.577778","804","804",NA,"Arbusto reófito com 1 m de altura; frutos maduros.; Campo rupestre.","MBM416275",NA,NA,NA,"2018","12",NA,"-42.899444","-16.577778","19",NA,NA,NA
"20","2020-12-21 16:35:19-03","MBM","MBM","123464","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E. Martins","Wurdack, J.J.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","52005","1988","05","15","Southern America","Brazil","Minas Gerais","Grão Mogol","Rio das Mortes","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto 1,50m, flores amarelas. Campo rupestre, ao longo de rio encachoeirado; Arbusto 1,50m, flores amarelas.; Campo rupestre, ao longo de rio encachoeirado.","MBM123464","MBM123464","67219","auto","1990",NA,"HOLOTYPE",NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:35:19-03","MBM","MBM","137970","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E. Martins","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54239",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MBM137970","MBM137970","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:35:19-03","MBM","MBM","227385","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E. Martins",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","68067",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MBM227385","MBM227385","67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:35:19-03","MBM","MBM","57283","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E. Martins","Wurdack, J.J.","Hatschbach, G.","41337","1978","04","21","Southern America","Brazil","Minas Gerais","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto 2m, flor amarela; margens de campo, encosta de morro; Arbusto 2m, flor amarela.; Margens de campo, encosta de morro.","MBM057283","MBM057283","67219","auto","1990",NA,"PARATYPE",NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:35:19-03","MBM","MBM","58934","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E. Martins","Wurdack, J.J.; Martins, E.","Leitão Filho, H.F.; et al.; et al.","7893","1978","05","22","Southern America","Brazil","Minas Gerais","Grão Mogol","Rod. Francisco de Sá, Grão Mogol","-42.8897018432617","-16.5594005584717","950","950",NA,"Arbusto até 1,2m; flores amarelas, muito ornamentais. Campo rupestre, a beira de local úmido; Arbusto até 1,2m; flores amarelas, muito ornamentais.; Campo rupestre, à beira de local úmido.","MBM058934","MBM058934","67219","auto","1995",NA,"PARATYPE",NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:38:43-03","UFMG","BHCB","154803","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins",NA,"Araujo, D; Portugal-Santana, A; Miranda, PLS; Góes-Neto, LAA; Bünger, MO","2043","2012","03","20","Southern America","Brasil","Minas Gerais","Rio Pardo de Minas","Parque Estadual Serra Nova, Perto da sede do IEF","-42.736111","-15.646667","836","836",NA,"Arbustos, botões verdes; Açude","BHCB024544",NA,NA,NA,"2016","01",NA,"-42.736111","-15.646667",NA,NA,NA,NA
"26","2020-12-11 11:38:43-03","UFMG","BHCB","48301","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:38:43-03","UFMG","BHCB","100657","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins",NA,"Vidal, CV","129","2006","04","13","Southern America","Brasil","Minas Gerais","Grão Mogol","P.E. de Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Subarbustivo, flores amarelas; Campo rupestre, beira de córrego","BHCB055461",NA,"67219","auto","2020","02",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:38:43-03","UFMG","BHCB","48231","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins",NA,"Hatschbach, G; Ribas, OS","52005","1988","05","15","Southern America","Brasil","Minas Gerais","Grão Mogol","Rio das Mortes","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto, 1,50m. Flores amarelas.; Campo rupestre. Ao longo do rio encachoeirado.","BHCB000322","BHCB000322","67219","auto",NA,NA,"Isotypus",NA,NA,NA,NA,NA,NA
"29","2021-02-11 17:20:25-03","UFPR","UPCB","18994","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Wurdack, J.J.","Hatschbach, G.","52005","1988","05","15",NA,"Brasil","Minas Gerais","Grão Mogol","Rio das Mortes","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto, 1,5m, flor amarela. Campo rupestre, ao longo de rio encachoeirado..","UPCB0002195","UPCB0002195","67219","auto",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA
"30","2021-02-11 17:20:25-03","UFPR","UPCB","18630","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Wurdack, J.J.","Hatschbach, G.","41337","1978","04","21",NA,"Brasil","Minas Gerais","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto, 2m, flor amarela. Margem de campo, encosta de morro..","UPCB0002194","UPCB0002194","67219","auto","1991","01","Paratype",NA,NA,"01",NA,NA,NA
"31","2009-12-04 16:29:00-02","MO","MOBOT","3272959","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","J.J. Wurdack","Gert G. Hatschbach|Maria M. Hatschbach|V. Nicolack","Hatschbach 54239","1990","6","13","South America","Brazil","Minas Gerais",NA,"Rio Itacambirucu (mun. Grão Mogol).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2009-12-04 16:26:00-02","MO","MOBOT","3273129","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","J.J. Wurdack","Gert G. Hatschbach|Maria M. Hatschbach|O.S. Ribas","Hatschbach 52005","1988","5","15","South America","Brazil","Minas Gerais",NA,"Rio das Mortes (mun. Grão Mogol).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-31 09:07:23-03","INPA","INPA","172601","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Wurdack, JJ","Hatschbach, GG","54239","1990","06","13","Southern America","Brasil","Minas Gerais","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"INPA0172601","INPA0172601 INPA0172601_e","67219","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-07-15 14:43:34-03","UNESP-RC","HRCB","33183","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins",NA,"Hatschbach, G.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Grão Mongol","Rio das Mortes; ao longo do rio encaichoeirado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isótipo",NA,NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E. Martins",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"36","2020-09-12 05:00:02-03","US","US","3136865","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E. Martins",NA,"G. Hatschbach, M. M. Hatschbach & O. S. Ribas","52005","1988","5","15","South America - Neotropics","Brazil","Minas Gerais","Grão Mogol","Rio das Mortes.","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"US00479058","US00479058_01","67219","auto",NA,NA,"Isotype",NA,NA,NA,"Dicotyledonae","1",NA
"37","2019-11-13 11:26:03-03","USP","SPF","189816","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Pirani, JR","Forzza, RC","4897","2007","11","18",NA,"Brasil","Minas Gerais","Botumirim",NA,"-42.991667","-16.886667","785","785",NA,NA,"SPF00189816",NA,NA,NA,"2008",NA,NA,"-42.991667","-16.886667",NA,NA,NA,NA
"38","2021-03-15 18:28:52-03","USP","SPF","231860","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Pacífico, RB","Pacífico, RB","353","2017","03","03",NA,"Brasil","Minas Gerais","Grão Mogol","Serra de Grão Mogol, Margem do córrego Escura, no Morro do Jambreiro.","-42.958194","-16.604694","788","788",NA,"Arbusto ca. 0.7 m alt. Folhas verdes. Ocasional.; Campo rupestre.","SPF00231860",NA,NA,NA,"2017","03",NA,"-42.958194","-16.604694","07",NA,NA,NA
"39","2019-11-13 11:26:03-03","USP","SPF","71421","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Martins, E","Mello-Silva, R","509","1991","06","15",NA,"Brasil","Minas Gerais","Botumirim","Serra da Canastra","-43.010799407959","-16.872200012207",NA,NA,NA,NA,"SPF00071421",NA,"39434","auto","1997","03",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 18:28:52-03","USP","SPF","70081","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Wurdack, JJ","Hatschbach, G; Hatschbach, M; Ribas, OS","52005","1988","05","15",NA,"Brasil","Minas Gerais","Grão Mogol","Rio das Mortes","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto 1,50 m, flores amarelas. Campo rupestre, ao longo de rio encachoeirado.","SPF00070081",NA,"67219","auto",NA,NA,"isotype",NA,NA,NA,NA,NA,NA
"41","2021-03-15 18:28:52-03","USP","SPF","47676","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Pirani, JR","Pirani, JR","CFCR10814","1987","05","23",NA,"Brasil","Minas Gerais","Grão Mogol","Vale Ribeirão das Mortes.","-42.8897018432617","-16.5594005584717","900","900",NA,"Arbusto ramificado desde a base, em solo arenoso, entre rochas à beira do rio. Caule nas partes jovens amarelado e hipanto amarelo levemente esverdeado. Pétalas amarelo-claras. Estames com filete e conectivo amarelo-claro. Apêndices","SPF00047676","SPF00047676","67219","auto",NA,NA,"paratype",NA,NA,NA,NA,NA,NA
"42","2019-10-07 09:34:47-03","UEFS","HUEFS","39889","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins",NA,"Hatschbach, G.","41337","1978","04","21",NA,"Brasil","Minas Gerais","Grão Mogol","Rio Itacambiruçu.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Margens de campo, encosta de morro.","HUEFS0039889","HUEFS0039889","67219","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"43","2019-01-25 15:42:47-02","IAC","IAC","45080","S","Plantae",NA,NA,"Melastomataceae-2.Melastomoideae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","E. Martins","T.M. Cerati; M.G.L. Wanderley & R. Kral","246","1985","07","09",NA,"Brasil","Minas Gerais","Grão Mogol","Vargem do Quartel 8km WSW","-42.8897","-16.5594",NA,NA,NA,NA,NA,NA,NA,NA,"1997","03",NA,"-42.8897","-16.5594","12",NA,NA,NA
"44","2020-07-23 12:13:43-03","CEPLAC","CEPEC","133518","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii",NA,"G. Hatschbach","G. Hatschbach","52005","1988","05","15",NA,"Brasil","Minas Gerais","GRÃO MOGOL","Rio das Mortes, ao longo do rio encachoeirado.","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA,"Isótipo",NA,NA,NA,NA,NA,"30/12/1988"
"45","2019-12-09 10:45:59-03","UFSJ","HUFSJ","8285","S","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins",NA,"Hatschbach, G; Hatschbach, M; Ribas, OS","52005","1988","05","15",NA,"Brasil","Minas Gerais","Grão Mogol","Rio das Mortes. Campo rupestre, ao longo do rio encachoeirado.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto, 1,5m, flores amarelas.","HUFSJ008285","HUFSJ008285","67219","auto",NA,NA,"isotype",NA,NA,NA,NA,NA,NA
"46","2019-07-02 15:56:01-03","UEM","HUEM","24345","S","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","Ricardo Pacifico","L.D.Meireles; C.F.Verolla; M.E.Manscenares; M.T.A.Azevedo; R. Belinello","1124","2002","07","27",NA,"Brasil","Minas Gerais","Grão Mogol","Morro do Jambeiro","-42.962639","-16.605056","760","760",NA,"Arbusto, até 1m, flores amarelo claro.","HUEM000007413","HUEM000007413",NA,NA,"2015","06",NA,"-42.962639","-16.605056",NA,NA,NA,NA
"47","2019-07-02 15:56:01-03","UEM","HUEM","33073","S","Plantae",NA,NA,"Melastomataceae","Trembleya","hatschbachii","Trembleya hatschbachii","Wurdack & E.Martins","R.Pacifico","R.Pacifico; P.V.Simões","353","2017","03","03",NA,"Brasil","Minas Gerais","Grão Mogol","Serra de Grão Mogol., Margem do Córrego Escura, no Morro do Jambreiro.","-42.958194","-16.604694","788","788",NA,"Arbusto, aproximadamente 0,7m de altura. Folhas verdes. Ocasional.","HUEM000015577","HUEM000015577",NA,NA,"2017","03",NA,"-42.958194","-16.604694","07",NA,NA,NA
