"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","imagecode","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","relatedCatalogItem","sex"
"12","2019-10-09 11:08:06-03","UFBA","ALCB","040406","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Cordeiro, J; Cruz, JM","1996","10","15","Southern America","Brasil",NA,NA,"80 cm, flor lilás.; próximo ao rio.",NA,"Dicotyledon",NA,"Vell.","1319",NA,"Wasshausen, DC","Paraná","Campina Grande do Sul","Estrada para o Parque das Lauráceas, Rio Capivari.","-49.0553016662598","-25.3055992126465",NA,NA,"55154","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:29:44-03","NBC","NL-BOTANY","L.2843077","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Düsen P","1904","08","24","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2843077 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2843077",NA,"Lamiales","Vell.",NA,"NL-L2843077",NA,NA,NA,"Brésil: Prov. de Rio de janeiro; Serro de Estrella.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:29:44-03","NBC","NL-BOTANY","U.1057346","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Brade AC","1948","08","31","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1057346 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1057346",NA,"Lamiales","Vell.",NA,"NL-U1057346",NA,NA,NA,"Espitio Santo Krun. Cachoeira de Itapemirim, Faz. Sto Antonio.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 10:58:47-03","ESALQ","ESA","35660","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1968","08","07",NA,"Brasil",NA,NA,NA,"ESA035660","Magnoliophyta",NA,"Vell.","19556.0","ESA035660","Ezcurra, C.","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 10:58:47-03","ESALQ","ESA","11465","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Souza, V.C.","1988","07","23",NA,"Brasil",NA,NA,NA,"ESA011465","Magnoliophyta",NA,NA,"57.0","ESA011465","Kameyama, C.","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"21922","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 10:58:47-03","ESALQ","ESA","120308","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Flores, T.B.","2012","08","01",NA,"Brasil",NA,NA,"Erva inteira, fruto imaturo verde.","ESA120308","Magnoliophyta",NA,"Vell.","1125.0",NA,"Azevedo, I.H.F.","Espírito Santo","Sooretama","Reserva Biológica de Sooretama - Estrada do meio - Entrada da picada em frente ao antigo posto de vigia, antes da ponte.","-40.0978012084961","-19.1968994140625",NA,NA,"33715","auto","2018",NA,"08","30",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 10:58:47-03","ESALQ","ESA","105880","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Castro, R.M.","2001","08","31",NA,"Brasil",NA,NA,NA,"ESA105880","Magnoliophyta",NA,NA,"606.0","ESA105880","Profice, S.R.","Minas Gerais","Descoberto",NA,"-42.9674987792969","-21.4596996307373",NA,NA,"11991","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 10:58:47-03","ESALQ","ESA","16341","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1970","09","24",NA,"Brasil",NA,NA,NA,"ESA016341","Magnoliophyta",NA,"Vell.","24751.0","ESA016341","Ezcurra, C.","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 10:58:47-03","ESALQ","ESA","68543","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Kozera, C. ; Borgo, M.","1999","08","11",NA,"Brasil",NA,NA,NA,"ESA068543","Magnoliophyta",NA,"Vell.","1147.0","ESA068543","Kozera, C.","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:18:46-03","MN","R","11340","PreservedSpecimen","Plantae","Acanthaceae","Dipteracanthus","schauerianus","Dipteracanthus schauerianus","Glaziou, A.F.M.","1879","08","07",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000011340",NA,NA,"Nees","11342","R000011340_001",NA,"Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:18:47-03","MN","R","44990","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Freire Allemão, F.; Cysneiros, M.",NA,NA,NA,NA,"Brasil",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 8219","R010050111",NA,NA,"Vell.","1182","R010050111_001 R010050111_002 R010050111_003","Fernandes, V.O.","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"2017",NA,"06","13",NA,NA,NA,NA,NA,NA,NA
"23","2015-07-02 14:55:13-03","JBP","HPL","223","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","H. Lorenzi","2002","04","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Vell.","3281",NA,"V.C. Souza","SP","São Sebastião","Na Br 101 para Bertioga, na beira de estrada e de mata.","-45.49325","-23.828528",NA,NA,NA,NA,"2008",NA,"02","11","45° 29' 35,7 W","23° 49' 42,7 S",NA,NA,NA,NA,NA
"24","2015-07-02 14:00:07-03","JBP","HPL","163","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","E.R. Salviani & H. Lorenzi","1999","08","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Vell.","473",NA,"C. Kameyama","ES","São Gabriel da Palha","Coletada na Fazenda Lorenzoni.","-40.5356","-19.0175",NA,NA,"24907","auto","1999",NA,"12","10",NA,NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:32:58-03","IAP","PACA-AGP","34416","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1946","08","18",NA,"Brasil",NA,NA,"flor violeta-clara Habitat: in silva primaeva Fenofase: flor Hábito: erva Ecossistema: Mata Atlântica","PACA034416","Magnoliophyta","Scrophulariales","Vell.",NA,NA,"C. Ezcurra","PR","Morretes","Formigueiro","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","1991","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-20 21:15:13-03","UFV","VIC","850","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Mexia, Y.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"VIC000850",NA,NA,"Vell.","5009","VIC000850","Pessoa, C.S.","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"13937","auto","2011",NA,"12","11",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-20 21:15:13-03","UFV","VIC","16218","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Valente, G.E.; et al.","1996","08","29",NA,"Brasil",NA,NA,"Planta herbácea, interior de mata,corola azul claro com veios arroxeado, folhas com antocianinas na face abaxial em alguns casos.","VIC016218",NA,NA,"Veel.","192","VIC016218","Kameyama, C.","Minas Gerais",NA,"Parque Estadual do Rio Doce, Trilha da Campolina.",NA,NA,NA,NA,NA,NA,"1999",NA,"05","21",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-24 17:08:27-03","UFES","SAMES","59","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Giaretta,A.O.; Menezes,L.F.T.;Rocha,T.L.;Broggio,I.S.;Rossini,J.","2010","08","04",NA,"Brasil",NA,NA,"Erva com flores lilás. Habitat: Floresta de tabuleiro em regeneração (25 anos)","SAMES00059",NA,NA,"Vell.","850",NA,"Indriunas,A.","Espírito Santo","Conceição da Barra","Floresta Nacional do Rio Preto. Floresta de tabuleiro em regeneração (25 anos).","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto","2014",NA,"07","28","-398486111.0","-183955555.0",NA,NA,NA,NA,NA
"29","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0001463","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","G. Hatschbach; O. Guimaraes","1966","9","13",NA,"Brazil",NA,NA,"1463; Erva, 30cm, flor lilas. Mata pluvial da vertente atlantica.",NA,"Magnoliophyta","Lamiales","Vell.","14708",NA,"C. Ezcurra","Parana",NA,"Estrada Itupava, Rio Sao Joao (Mun. Morretes) Parana","-48.8167","-25.4667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:29:53-03","UFJF","CESJ","34049","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","R.M. Castro; L.S. Fermandes; V.R. Scalon","2001","07","07","América do Sul","Brasil",NA,NA,"Erva terrestre no interior da mata ciliar, na área das parcelas. Folhas discolores com a face abaxial vinácea. Flores com brácteas e cálice verde, corola alva com lacínios lilases.","CESJ034049","Angiosperma",NA,"Vell.","497","CESJ034049","C.S. Pessôa","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"11991","auto","2011",NA,"12","11",NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:29:53-03","UFJF","CESJ","34573","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","A.V. Lopes; V.R. Scalon","2001","10","05","América do Sul","Brasil",NA,NA,"Erva, ca. 30cm, cálice esverdeado, corola lilás com linhas guias de néctar arroxeadas, estames alvos.","CESJ034573","Angiosperma",NA,"Vell.","25","CESJ034573","C.S. Pessôa","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"11991","auto","2011",NA,"12","11",NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:29:53-03","UFJF","CESJ","34404","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","R.M. Castro; R.C. Forzza; V.R. Scalon; L.F.A. Fazza","2001","08","31","América do Sul","Brasil",NA,NA,"Erva ca. 0,25m alt., no interior da mata em terreno sob influência d'água. Flores com cálice lilás claro.","CESJ034404","Angiosperma",NA,"Vell.","606","CESJ034404","S.R. Profice","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"11991","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 14:29:53-03","UFJF","CESJ","40653A","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","A.S.M. Valente; F.R.G. Salimena; P.H. Nobre; Sr. Luiz","2003","09","20","América do Sul","Brasil",NA,NA,"Erva no solo da mata em local sombreado.","CESJ40653A","Angiosperma",NA,"Vell.","318","CESJ40653A","C.S. Pessôa","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"11991","auto","2011",NA,"12","11",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 14:29:53-03","UFJF","CESJ","68808","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","J.A. Lombardi; M.N. Saka; L.G. Temponi; A.P. Cardozo","2011","07","13","América do Sul","Brasil",NA,NA,"Amostra em sílica. Mata atlântica. Erva, folhas papiráceas, na face abaxial roxas, cálice creme de ápice vermelho, corola de base branca e resto lilás.","CESJ068808","Angiosperma",NA,"Vell.","8594","CESJ068808","I.H.F. Azevedo","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos, trilhas a partir da portaria","-43.002639","-22.494722","348","348",NA,NA,"2011",NA,"08","18","-43.002639","-22.494722",NA,NA,NA,NA,NA
"35","2021-03-01 16:21:11-03","UNICAMP","UEC","110051","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Kozera, C; Kozera, OP","1999","07","22",NA,"Brazil",NA,NA,"Herbácea com flores azuis. Sub-bosque, Floresta Ombrófila Densa de Encosta.","UEC097618","Magnoliopsida",NA,"Vell.","1187","UEC097618","Kozera, C","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","1999",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 09:57:56-03","FURB","FURB","32409","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Verdi, M.; Martins, E.M. & Veiga, O.N.","2010","08","25",NA,"Brasil",NA,NA,NA,"FURB13908",NA,NA,"Vell.","5523","FURB13908","Funez, L.A.","Paraná","Morretes","Trilha Noroeste / Parque Estadual Pico Marumbi.","-48.9147222","-25.445","854","854",NA,NA,"2018",NA,"06","18","-48.9147222","-25.4450000",NA,NA,NA,NA,NA
"37","2021-03-16 17:52:40-03","UCS","HUCS","12289","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1968","08","07",NA,"Brasil",NA,NA,"flor lilás - subarbusto até 50 cm; interior da mata pluvial","HUCS006451","Angiospermae","Lamiales","Vell.","19556",NA,"Ezcurra, C.","Paraná","Morretes","Estrada da Graciosa - Ferradura","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-06 19:29:09-03","UFES","VIES","45036","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Assis, A.M.; Santos, J.; Herzog, T.; Rapouso, J. & Cipriano, R.","2012","11","25",NA,"Brasil",NA,NA,NA,"VIES045036",NA,NA,"Vell.","3570","VIES045036",NA,"Espírito Santo","Vitória","ArcelorMittal - floresta de tabuleiro secundária (estágio médio).","-40.228889","-20.223333","30","30",NA,NA,NA,NA,NA,NA,"40º13'44''W","20º13'24''S",NA,NA,NA,NA,NA
"39","2019-06-27 10:23:48-03","UFES","VIES","32941","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Dal col, A.C.S.; Rodrigues Filho, J.; et al.","2013","06","15",NA,"Brasil",NA,NA,NA,"VIES032941",NA,NA,"Vell.","77","VIES032941","Dal col, A.C.S.","Espírito Santo","Guarapari","Parque Natural Municipal Morro da Pescaria.","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-09-27 18:03:24-03","UFES","VIES","22526","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Gomes, J.M.L.","2010","10","24",NA,"Brasil",NA,NA,NA,"VIES022526",NA,NA,"Vell.","3847","VIES022526","Gomes, J.M.L.","Espírito Santo","Linhares","Flona de Goytacazes.","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","2010",NA,"10","24",NA,NA,NA,NA,NA,NA,NA
"41","2020-04-27 16:08:26-03","UFES","VIES","31872","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Zorzanelli, J.P.F.; Abreu, K.M.P.; Lorenzoni, L.S.; Calabianqui, T.N. & Silva, R.D.","2013","09","10",NA,"Brasil",NA,NA,NA,"VIES031872",NA,NA,"Vell.","813","VIES031872","Zorzanelli, J.P.F.","Espírito Santo","Alegre","Rive.","-41.5331001281738","-20.763599395752","189","189","26101","auto","2013",NA,"09","10",NA,NA,NA,NA,NA,NA,NA
"42","2020-04-27 16:08:26-03","UFES","VIES","24451","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Giaretta, A.O.; Menezes, L.F.T.; Rocha, T.L.; Broggio, I.S. & Rossini, J.","2010","08","04",NA,"Brasil",NA,NA,NA,"VIES024451",NA,NA,"Vell.","850","VIES024451","Indriunas, A.","Espírito Santo","Conceição da Barra","Floresta Nacional do Rio Preto.","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto","2014",NA,"07","28",NA,NA,NA,NA,NA,NA,NA
"43","2019-06-27 10:23:48-03","UFES","VIES","32942","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Dal col, A.C.S.; Rodrigues Filho, J.","2013","09","21",NA,"Brasil",NA,NA,NA,"VIES032942",NA,NA,"Vell.","148","VIES032942","Dal col, A.C.S.","Espírito Santo","Guarapari","Parque Natural Municipal Morro da Pescaria.","-40.5110015869141","-20.6580009460449",NA,NA,"28401","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-04-27 16:08:26-03","UFES","VIES","11826","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Dutra, R.L.S.; Assis, A.M.; Pereira, O.J. & Zambom, O.","1996","09","10",NA,"Brasil",NA,NA,NA,"VIES011826",NA,NA,"Vell.","146","VIES011826","Rabelo, R.L.D.","Espírito Santo","Linhares","Pontal do Ipiranga, Mata seca de restinga. Solo arenoso.","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","1996",NA,"09","10",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-16 08:38:06-03","UTFPR","HCF","13873","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","M.G. Caxambu","2014","03","25",NA,"Brasil",NA,NA,"erva semi-ciófila, ca. 0,50 m. Flores com cálice verde e corola roxa.",NA,NA,NA,"Vell.","5139",NA,"E. Barboza","PR","Guaraqueçaba","Rio Serra Negra, proximidades da Prop.","-48.418167","-25.188917","17","17",NA,NA,"2017",NA,NA,NA,"48°25'05,4 W","25°11'20,1 S",NA,NA,NA,NA,NA
"46","2020-06-29 09:28:59-03","UFRRJ","RBR","38010","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","M.M.T. Rosa; G.V. Somner, E.L. Jacques, D.M. Braz, A.V.S. Couto",NA,NA,NA,NA,"Brasil",NA,NA,NA,"RBR00038010",NA,NA,"Vell.","532","RBR00038010",NA,"Espírito Santo","Presidente Kennedy","Praia das Neves, segunda estrada do loteamento, formação arbustiva fechada / floresta de cordão arenoso","-40.970833","-21.2575","4","4",NA,NA,"2012",NA,"10","17","40º58'15''W","21º15'27''S",NA,NA,NA,NA,NA
"47","2020-06-18 10:55:20-03","UFRRJ","RBR","38447","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","D.M. Braz","2013","04","12",NA,"Brasil",NA,NA,NA,"RBR00038447",NA,NA,"Vell.","52",NA,"D.M. Braz","Rio de Janeiro","Paracambi","20 metros após o inicio da trilha de cima. Parque Natural Municipal do Curió","-43.7092018127441","-22.6107997894287",NA,NA,"13366","auto","2013",NA,"04","12",NA,NA,NA,NA,NA,NA,NA
"48","2020-06-18 10:55:20-03","UFRRJ","RBR","38451","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","D.M. Braz; A.H.N. Souza","2010","10","25",NA,"Brasil",NA,NA,NA,"RBR00038451",NA,NA,"Vell.","335",NA,"D.M. Braz","Rio de Janeiro","Paracambi","Nas margens da trilha principal e do lazarito. Parque Natural Municipal do Curió","-43.7092018127441","-22.6107997894287",NA,NA,"13366","auto","2010",NA,"10","25",NA,NA,NA,NA,NA,NA,NA
