"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1487977","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Z. Cordero P.","D. Cárdenas-López","23272","2009","06","06","South America","Colombia","Vaupés","Mitú","Comunidad indígena de Yapu, cñ. Yapu.","-70.34411111","0.591777778","200",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2352230' target='other'> <mi>dwc_moreinfo</mi></a>","NY01487977","NY01487977_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00987686","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"B. V. Rabelo","2169",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272566' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987686","NY00987686_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1652707","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","J. J. Wurdack","B. Maguire","37501","1954","02","04","South America","Venezuela","Amazonas",NA,"Ríos Pacimoni -Yatua, Casiquiare. On top of Piedra Tururumeri.",NA,NA,"220",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1156268' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652707","NY01652707_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3272575","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"P. A. Sagot","1078","1905","01","29","South America","French Guiana","Saint-Laurent-du-Maroni",NA,"Karouany [Acarouany]",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3676125' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3272593","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"J. A. Steyermark","60372","1944","11","20","South America","Venezuela","Bolivar",NA,"wooded slopes of Quebrada O-paru-ma, between Santa Teresita de Kavanayén and Rio Pacairao (tributary of Rio Mouak)",NA,NA,"1065","1220","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3676143' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3272571","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"J. Cuatrecasas","17132","1944","04","21","South America","Colombia","Valle del Cauca",NA,"Costa del Pacífico; río Cajambre: Barco",NA,NA,"5","80","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3676121' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1652711","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","R. Goldenberg","B. Hoffman","2558","1992","09","12","South America","Guyana","Pomeroon-Supenaam",NA,"Akawini River, 1.5-2.5 km SW of Waikinipu Creek mouth, along trail from Wakinipu village to Wariwaru Creek (Pomeroon R.)","-58.76666667","7.316666667","20","20","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1156397' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652711","NY01652711_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00987652","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"R. Spruce","s.n.","1850","06",NA,"South America","Brazil","Pará",NA,"in vicinibus Santarem.","-54.740486","-2.449614",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987652","NY00987652_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1652705","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","J. J. Wurdack","J. A. Steyermark","131579","1985","09","07","South America","Venezuela","Amazonas","Atures","Tobogán de la Selva, Río Coromoto, 35 km. SE of Puerto Ayacucho, among igneous exposures.","-67.55","5.45","200","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1156181' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652705","NY01652705_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00987673","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","J. J. Wurdack","G. T. Prance","20081","1973","12","07","South America","Brazil","Roraima",NA,"Auris Mission, Rio Auaris","-64.5133","4.0411","2600","2600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987673","NY00987673_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","521484","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","J. Meirelles","M. R. dos Santos","634","1979","06","16","South America","Brazil","Pará","Almeirim","Estrada da Agua Azul","-52.5817","-1.5233",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517922' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521484","NY00521484_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00987661","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"N. T. da Silva","1858",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272505' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987661","NY00987661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3272581","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"L. W. Williams","14016","1942","01","27","South America","Venezuela","Amazonas",NA,"Yavita",NA,NA,"128","128","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3676131' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02705220","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"W. Trujillo","1567","2011","02","09","South America","Colombia","Guaviare","San José del Guaviare","corregimiento El Capricho, vereda el Paraíso, finca el Paraíso.","-73.05","2.3369","272","272","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2996806' target='other'> <mi>dwc_moreinfo</mi></a>","NY02705220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00924784","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","J. J. Wurdack","J. A. Ratter","R.1438","1968","05","16","South America","Brazil","Mato Grosso",NA,"C4 km. N. of the Base Camp of the Expedition (Base Camp c. 270 km. N. of Xavantina).","-51.87","-12.9",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924784","NY00924784_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3272588","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"J. S. de la Cruz","4385","1923","10","23","South America","Guyana","Potaro-Siparuni",NA,"Kaieteur Falls, Potaro River.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3676138' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00987653","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"R. Spruce","s.n.","1850","06",NA,"South America","Brazil","Pará",NA,"in vicinibus Santarem.","-54.740486","-2.449614",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987653","NY00987653_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3908216","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","F. A. Michelangeli","C. Díaz Santibañez","9003","1997","06","08","South America","Peru","Madre de Dios","Tambopata","Parque Nacional Bahuaja-Sonere. Ex Santuario Nacional Pampa de Heath Quebrada El Shuyo.","-69.45","-13.2666667",NA,NA,"Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4232809' target='other'> <mi>dwc_moreinfo</mi></a>","NY03908216","NY03908216_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00924781","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","J. J. Wurdack","G. G. Hatschbach","46290","1983","05","12","South America","Brazil","Minas Gerais","Leopoldina","Rod. BR - 116.","-42.614861","-21.517389",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924781","NY00924781_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00987665","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","J. J. Wurdack","G. T. Prance","3621","1966","12","13","South America","Brazil","Amazonas",NA,"Km 64. Reserva Florestal Walter Egler","-59.6838927","-2.69289",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987665","NY00987665_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-27 03:05:00-03","NY","NYBG","1653273","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota",NA,NA,"C. V. Martin","569","2007","05","08","South America","French Guiana",NA,NA,"Gifom track","-53.52769","5.48056",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434506' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653273","NY01653273_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","229211","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota grandifolia","Cogn.",NA,"E. F. Poeppig",NA,"1831","10",NA,"South America","Brazil","Amazonas",NA,"In ripis flum. Teffí ad Ega [Tefé].",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229211","NY00229211_01","grandifolia","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00987680","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"G. L. Sobel","4642","1984","10","17","South America","Brazil","Pará",NA,"Ilha do Marajó, Sitio Campina on river Pracuuba-mirím, ca. 1 hour by boat upstream from São Sebastião de Boa Vista","-49.6395457","-1.6123151",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272571' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987680","NY00987680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1652715","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","J. J. Wurdack","Melinon","s.n.","1864",NA,NA,"South America","French Guiana",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1156442' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652715","NY01652715_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00987685","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"W. R. Anderson","12282","1978","03","26","South America","Brazil","Rondônia",NA,"Along Rio dos Pacaás Novos, just above and below the first cachoeira.","-63.7693262","-10.9794376","220","220","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987685","NY00987685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3272578","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"B. Maguire","29015","1949","03","15","South America","Venezuela","Amazonas",NA,"Rio Cuao, Rio Orinoco. Danta Falls",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3676128' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3677077","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","F. A. Michelangeli","L. Valenzuela G.","3408","2004","04","12","South America","Peru","Madre de Dios","Tambopata","Dist. Las Piedras, Fundo Concepción","-69.0786111","-12.6125","235","235","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3930304' target='other'> <mi>dwc_moreinfo</mi></a>","NY03677077","NY03677077_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3272580","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"L. W. Williams","14606","1942","03","04","South America","Venezuela","Amazonas",NA,"San Carlos, Rio Negro",NA,NA,"100","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3676130' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00987658","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","J. J. Wurdack","C. Davidson","10314","1980","06","17","South America","Brazil","Pará","Oriximiná","Rio Trombetas, river banks downriver from Cachoeira Porteira, N to NE. (Between C. P. and IBDF Reserval-Lago do Jacaré)","-56.941621","-1.2067814",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987658","NY00987658_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3785261","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","F. A. Michelangeli","A. L. Monteagudo Mendoza","8258","2005","05","12","South America","Peru","Pasco","Oxapampa","Dist. Palcazu. Parque Nacional Yanachaga-Chemillén. Parcela permanente 1 ha. Cerro Paujil-Ozuz. Proyecto Dinámica de los bosques montanos en la selva central. Bosque primario muy húmedo tropical.","-75.17","-10.17","850","850","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4056934' target='other'> <mi>dwc_moreinfo</mi></a>","NY03785261","NY03785261_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 05:01:00-03","NY","NYBG","1652717","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota",NA,"D. A. Giraldo-Cañas","P. Franco Rosselli","5453","1994","04","20","South America","Colombia","Putumayo","Mocoa","Corregimiento de San Antonio, vereda Alto Campucana, finca La Mariposa, quebrada.","-76.63","1.2","1350",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1156444' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652717","NY01652717_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3272572","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"French Guiana Forest Service (FGFS)","4006","1948","08","05","South America","French Guiana","Saint-Laurent-du-Maroni",NA,"Maroni, Camp Lorrain",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3676122' target='other'> <mi>dwc_moreinfo</mi></a>","NY03272572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","2423190","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"R. Goldenberg","2166","2015","05","12","South America","Brazil","Espírito Santo","Governador Lindenberg","Pedra de Santa Luzia, floresta na base da pedra, no começo da trilha.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685473' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423190","NY02423190_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
