"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","continentOcean","preparationType","previousCatalogNumber","phylum","order","identifiedBy","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01061601","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"M. G. da Silva","3647","1978","11","10","Brazil","Pará","Itaituba","Tapajós. Margem do rio. Capoeira da beira do rio.","-56.6558075","-4.7009877",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267300' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061601","South America","sheet",NA,"Magnoliophyta","Gentianales","M. G. da Silva","NY01061601_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-27 03:37:00-03","NY","NYBG","397509","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana",NA,NA,NA,"S. G. Tressens","6325","1999","06","26","Argentina","Formosa",NA,"Estancia Guaycolec, Pilagá S. A. Selva marginal del riacho Pilagá",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397509","South America","sheet",NA,"Magnoliophyta","Gentianales","E. L. Cabral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01061609","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"B. V. Rabelo","863",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269648' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061609","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY01061609_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","950280","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"G. T. Prance","26200","1979","06","13","Brazil","Mato Grosso",NA,"Transpantaneira Highway, Fazenda Jofre",NA,NA,NA,NA,NA,"Fruit separate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950280","South America","sheet",NA,"Magnoliophyta","Gentianales","J. A. Kallunki","NY00950280_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01061584","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"L. V. Ferreira","19","1991","12","23","Brazil","Pará","Santarém","Vila de Alter do Chão, praia arenosa interna do Lago Verde, próximo a Vila.","-55","-2.516667",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267296' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061584","South America","sheet",NA,"Magnoliophyta","Gentianales","L. V. Ferreira","NY01061584_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","950281","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"G. T. Prance","59338","1964","10","09","Brazil","Mato Grosso","Água Boa","Serra do Roncador, Riverine forest, 50 km. north of Chavantina, Rio Vau.","-52.1583","-14.0503",NA,NA,NA,"Fruit separate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950281","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY00950281_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02636959","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"R. Chagas","171","2012","02","25","Brazil","Sergipe","Capela","Refúgio de Vida Silvestre Mata do Junco: Área de ocorrência do Callicebus coimbrai, primata ameaçado de extinção","-37.05","-10.533333",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3392126' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636959","South America","Sheet",NA,"Magnoliophyta","Gentianales","M. R. de V. Barbosa","NY02636959_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","403128","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"D. C. Daly","9273","1997","03","06","Brazil","Acre","Senador Guiomard","Basin of Rio Purus, Rio Iquiri, downstream from intersection with BR-364 highway.","-67.53","-10.07",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00403128","South America","sheet",NA,"Magnoliophyta","Gentianales","C. M. Taylor","NY00403128_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01061587","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"W. J. Burchell","9551",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269597' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061587","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY01061587_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01061612","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana caruto","(Humb., Bonpl. & Kunth) K.Schum.",NA,NA,"J. A. Ratter","5501",NA,NA,NA,"Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269650' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061612","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY01061612_01",NA,NA,"caruto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01061595","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"G. T. Prance","10681",NA,NA,NA,"Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269643' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061595","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY01061595_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01061583","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"G. Martinelli","12293","1987","12","05","Brazil","Pará","Óbidos","Campos de Ariramba, confluência do rio Jaramacarú com o rio Ariramba. Mata de galeria de transição, campina com afloramento rochoso.","-55.7591289","-1.1645993",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267208' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061583","South America","sheet",NA,"Magnoliophyta","Gentianales","B. M. Boom","NY01061583_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00891768","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"B. A. S. Pereira","2258","1992","10","15","Brazil","Distrito Federal","Brasília","APA da Cafuringa. Fazenda Dois Irmaos","-47.9294","-15.7797",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891768","South America","sheet",NA,"Magnoliophyta","Gentianales","P. G. Delprete","NY00891768_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01061604","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"S. A. Mori","17339","1984","12","10","Brazil","Amapá","Calçoene","BR156, in vicinity of government road camp Carnot, 53 km WNW of Calçoene","-51.27","2.55",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269601' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061604","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY01061604_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1522987","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"T. L. P. Couvreur","230","2009","10","24","Bolivia","La Paz",NA,"Ixiamas","-67.83724","-13.00764",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306158' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522987","South America","sheet",NA,"Magnoliophyta","Gentianales","B. M. Torke","NY01522987_01","198","198",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","950278","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana caruto","(Humb., Bonpl. & Kunth) K.Schum.",NA,NA,"P. Clausen","683",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950278","South America","sheet",NA,"Magnoliophyta","Gentianales","J. A. Steyermark","NY00950278_01",NA,NA,"caruto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","397505","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"G. G. Hatschbach","15808","1967","01","28","Brazil","Paraná","Icaraíma","Rio Paraná, Barra do Ivai","-53.6139","-23.3958",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509566' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397505","South America","sheet",NA,"Magnoliophyta","Gentianales","L. B. Smith; S. F. Smith","NY00397505_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01061586","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"B. A. Krukoff","5044",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269596' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061586","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY01061586_01 NY01061586_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01061596","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"U. N. Maciel","174","1978","12","05","Brazil","Pará","Santarém","Próximo de Aramanai, margem direita do Rio Tapajós. Praia de rio, arenosa.","-54.99976","-2.71246",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267321' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061596","South America","sheet",NA,"Magnoliophyta","Gentianales","M. G. da Silva","NY01061596_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01061589","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"O. C. Nascimento","821",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269598' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061589","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY01061589_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01061615","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana caruto","(Humb., Bonpl. & Kunth) K.Schum.",NA,NA,"G. T. Prance","4150","1967","01","29","Brazil","Roraima",NA,"Banks of Rio Apiaú, 30 km. from mouth.","-61.4858437","2.6911324",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269653' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061615","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY01061615_01",NA,NA,"caruto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","131584","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana parvifolia","Chodat & Hassl.",NA,NA,"E. Hassler","7953",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=443675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00131584","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY00131584_01",NA,NA,"parvifolia","isotype",NA,NA,NA,NA,NA,NA,NA
"33","2016-10-28 17:01:00-02","NY","NYBG","00891774","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana",NA,NA,NA,"E. P. Heringer","5207","1980","08","08","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9294","-15.7797",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891774","South America","sheet",NA,"Magnoliophyta","Gentianales","B. A. S. Pereira","NY00891774_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","397501","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana americana","L.",NA,NA,"H. N. Whitford","52","1918","07","03","Brazil","Espírito Santo","Colatina","Collatina. Rio Doce","-40.6306","-19.5394",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=15216' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397501","South America","sheet",NA,"Magnoliophyta","Gentianales","J. A. Steyermark","NY00397501_01","50","50","americana",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00891767","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"P. G. Delprete","6539","1998","08","17","Brazil","Tocantins","Lagoa da Confusão","Margem esquerda da Lagoa da Confuçao","-49.62","-10.78",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891767","South America","sheet",NA,"Magnoliophyta","Gentianales","P. G. Delprete","NY00891767_01","170","170",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","397500","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana americana","L.",NA,NA,"G. Gardner","1042","1837","02","01","Brazil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=15215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397500","South America","sheet",NA,"Magnoliophyta","Gentianales","J. A. Steyermark","NY00397500_01",NA,NA,"americana",NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-27 14:16:00-03","NY","NYBG","02065333","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana",NA,NA,NA,"M. A. Baker","6328","1985","08","27","Ecuador","Morona-Santiago",NA,"Alrededores del puente sobre el Rio Bomboiza en la carretera Gualaquiza-Zamora y cerca la Paroquia de Bomboiza",NA,NA,NA,NA,NA,"PROGRAMA NACIONAL FORESTAL - MAG. Herbarios QAME-QCNE-MO-NY; ayuda de USAID <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2143297' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065333","South America","sheet",NA,"Magnoliophyta","Gentianales","C. M. Taylor","NY02065333_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","397503","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana americana","L.",NA,NA,"D. A. Folli","1513","1991","12","11","Brazil","Espírito Santo","Colatina","Ao lado do asfalto de Colantina a S. Rafael","-40.6306","-19.5394",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=15218' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397503","South America","sheet",NA,"Magnoliophyta","Gentianales","B. M. Boom","NY00397503_01",NA,NA,"americana",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01061582","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"G. T. Prance","9558","1969","02","01","Brazil","Roraima",NA,"85 km N of Boa Vista, Fazenda União.","-60.65","3.62",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269461' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061582","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY01061582_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-27 07:37:00-03","NY","NYBG","40229","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana",NA,NA,NA,"S. Tiwari","1007","1992","09","25","Guyana",NA,NA,"Essequibo. Essequibo: Groete creek, 27 km from Bartica","-57.75","6.6",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00040229","South America","sheet",NA,"Magnoliophyta","Gentianales","S. Tiwari",NA,"50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02713741","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"K. Kainer","115A","1989","10","26","Brazil","Acre","Xapuri","Seringal Cachoeira, Col. Sao Luis, Sucam 37. Collected from approx. 15 m tree located 20 m W of house.","-68.5042","-10.6519",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3027649' target='other'> <mi>dwc_moreinfo</mi></a>","NY02713741","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","710194","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"K. Kainer","115",NA,NA,NA,"Brazil","Acre","Xapuri","Seringal Cachoeira, Col. Chora Menino, Sucam 41","-68.5042","-10.6519",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=509569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00710194","South America","sheet",NA,"Magnoliophyta","Gentianales","B. M. Boom","NY00710194_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","950282","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"R. M. Harley","10816","1968","10","24","Brazil","Mato Grosso",NA,"c. 10 km. West along the Suiá Missu road which leaves the main road c. 20 km. North of base camp.","-51.77","-12.82",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1054507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950282","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY00950282_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01061607","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"B. V. Rabelo","2376","1983","08","25","Brazil","Amapá",NA,"Rio Falsino, approx. 10km. upstream of confluence with Rio Araguari. West bank.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269602' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061607","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,"NY01061607_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
