"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"11","2021-04-05 14:33:32-03","UNESC","CRI","2660","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","A. Burkart","1955","09","15","R. Klein","597","1955","09","15","Brasil","Santa Catarina","Itajaí","Morro da Ressacada.","-48.662222","-26.908333","48º39'44''W","26º54'30''S","4","4","CRI002685","CRI002685","Habitat: mata Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:16-03","UNESC","CRI","6813","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","A. Burkart",NA,NA,NA,"R. M. Klein","1597","1955","09","15","Brasil","Santa Catarina","Itajaí","Morro da Ressacada.","-48.662222","-26.908333","48º39'44''W","26º54'30''S","150","150","CRI002703","CRI002703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:33:32-03","UNESC","CRI","2719","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","A. Burkart","1956","03","06","R. Klein","892","1956","03","06","Brasil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.518056","-27.0575","49º31'5''W","27º3'27''S","158","158","CRI002701","CRI002701","Habitat: mata Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:33:31-03","UNESC","CRI","2659","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","A. Burkart","1956","07","18","Reitz; Klein","482","1956","07","18","Brasil","Santa Catarina","Ibirama",NA,"-49.518056","-27.0575","49º31'5''W","27º3'27''S","330","330","CRI002682","CRI002682","Habitat: capoeira Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:40:34-03","E","E","81728","PreservedSpecimen","Plantae","Leguminosae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Hatschbach, G. & Kummrow, R.","57097","1992","07","23","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00081728",NA,"<a href=http://data.rbge.org.uk/herb/E00081728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:90533",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1018789","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"S. de V. A. Pessôa","903","1998","06","24","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Fragmento B. Área FB2b.","-42.2877502","-22.5575863",NA,NA,NA,NA,"NY01018789","NY01018789_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262435' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1921736","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","J. Silva Costa",NA,NA,NA,"M. G. da Silva","3256","1977","07","02","Brazil","Mato Grosso",NA,"Rio Juruena, beira do rio.","-58.3804411","-11.0249185",NA,NA,NA,NA,"NY01921736","NY01921736_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2337618' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","470857","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"R. Reitz","6564","1958","03","06","Brazil","Santa Catarina","Vidal Ramos","Sabiá","-49.3556","-27.3919",NA,NA,"750","750","NY00470857","NY00470857_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769976' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","470885","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"B. Braga",NA,"1969","01","30","Brazil","São Paulo",NA,"Serra da Cantareira, Sao Paulo, Pinheirinho",NA,NA,NA,NA,NA,NA,"NY00470885","NY00470885_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769982' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","470861","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"R. M. Klein","183","1949","10","27","Brazil","Santa Catarina","Brusque","Mata do Hoffmann","-48.9","-27.1",NA,NA,"50","50","NY00470861","NY00470861_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769975' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","470859","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"G. G. Hatschbach","33737","1974","01","24","Brazil","Paraná","Cerro Azul","Rio Ribeira","-49.2608","-24.8236",NA,NA,NA,NA,"NY00470859","NY00470859_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769978' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1921755","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","J. Silva Costa",NA,NA,NA,"A. P. Duarte","7794","1963","05","01","Brazil","Minas Gerais",NA,"Varzea da Palma, Faz. da Mãe d'água","-44.749531","-17.411382",NA,NA,NA,NA,"NY01921755","NY01921755_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2337774' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01096225","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"H. C. de Lima","5022","1995","03","18","Brazil","Rio de Janeiro","Macaé","Região SE. Reserva Ecológica de Macaé de Cima, estarada paraMacaé de Cima, cerca de 50 0 m. apos Hotel Fazenda, São João.","-41.7867","-22.3708",NA,NA,NA,NA,"NY01096225","NY01096225_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1235644' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","470875","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","J. Silva Costa",NA,NA,NA,"Schott",NA,NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NY00470875","NY00470875_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770013' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","470695","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","J. Silva Costa",NA,NA,NA,"R. de Mello-Silva","579","1992","07","06","Brazil","São Paulo","Sete Barras","Fazenda Intervales. Saibadela. Trilha # 2 ou Trilha do Araça","-47.9197","-24.38",NA,NA,NA,NA,"NY00470695","NY00470695_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=31416' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","470860","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"R. Reitz","1624","1954","03","02","Brazil","Santa Catarina","Ibirama",NA,"-49.5178","-27.0569",NA,NA,"100","100","NY00470860","NY00470860_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769981' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","470856","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"R. Reitz","5711","1953","09","04","Brazil","Santa Catarina","Brusque","Azambuja","-48.910147","-27.126635",NA,NA,"50","50","NY00470856","NY00470856_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769980' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2063099","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","J. Silva Costa",NA,NA,NA,"W. R. Anderson","10772","1974","02","11","Brazil","Pará",NA,"Alto Tapajós, Río Cururú. Region of village of Pratatí. Sandy cerrado 6-8 km S of village.","-57.08","-8",NA,NA,"300","400","NY02063099","NY02063099_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2339566' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4282","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"F. Sellow",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00004282","NY00004282_01","Collection date possibly 1837(?) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=236355' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales","isotype",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","470886","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"M. Kuhlmann","3764","1956","03","01","Brazil","São Paulo","Sao Paulo","Sao Paulo (Capital), mata natural do Jardim Botanico (Parque do Estado)","-46.618358","-23.646109",NA,NA,NA,NA,"NY00470886","NY00470886_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769977' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:19:46-03","UFRJ","RFA","26483","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","H. C. de Lima & L. F. G. da Silva","2001","10","08","F. B. Pereira","32/63","2001","01","13","Brasil","Rio de Janeiro","São José do Vale do Rio Preto","Sítio Serra do Capim.","-42.876111","-22.155","42º52'34''W","22º9'18''S","813","813","RFA38964",NA,"Árvore, 20m de altura, 46cm de DAP, flores amarelas, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:30:27-03","UFRJ","RFA","32504","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Sebastião José Silva Neto","2001",NA,NA,"Vânia Alves Garcia",NA,"2000","05","00","Brasil","Minas Gerais","Santana do Deserto","Mata Bela Fama.","-43.1664009094238","-21.9500007629395",NA,NA,NA,NA,"RFA21196",NA,"Habitat: Mata",NA,NA,NA,NA,NA,NA,"12740","auto",NA,NA,NA,NA
"33","2020-11-13 09:19:46-03","UFRJ","RFA","8239","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach",NA,"1963","03","04","Brasil","Paraná","Cerro Azul","Morro Grande","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"RFA27441",NA,"Árvore 15m, flor creme; comum Habito: árvore",NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"34","2020-11-13 09:19:46-03","UFRJ","RFA","17553","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","G.G. Hatschbach","1974",NA,NA,"G.G. Hatschbach","33737","1974","01","24","Brasil","Paraná","Cerro Azul","Rio Ribeira","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"RFA43515",NA,"Árvore de 15m, flor creme",NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"35","2020-11-13 09:19:46-03","UFRJ","RFA","9729","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","20222","1968","11","06","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,"100","100","RFA28456",NA,"Árvore 25m, tronco 50cm",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"36","2020-11-13 09:19:46-03","UFRJ","RFA","11826","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach; C. Koczicki","20913","1969","01","24","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,"50","50","RFA11326",NA,"Árvore 25m, tronco 60cm diâmetro, flor creme Habito: árvore",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"37","2020-06-29 11:30:27-03","UFRJ","RFA","6945","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","A. Burkart","1955",NA,NA,"P. R. Reitz","5711","1953","09","04","Brasil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"RFA43517",NA,"Árvore; vagem; semente preta",NA,NA,NA,NA,NA,NA,"19684","auto",NA,NA,NA,NA
"38","2020-06-29 11:30:27-03","UFRJ","RFA","6946","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","A. Burkart","1955",NA,NA,"Reitz S. Klein","1624","1954","03","02","Brasil","Santa Catarina","Ibirama",NA,"-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"RFA43516",NA,"Árvore, flor branco-esverdeada",NA,NA,NA,NA,NA,NA,"18533","auto",NA,NA,NA,NA
"39","2021-04-08 17:40:55-03","EAO","IAN","1168","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Sello","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN001168","IAN001168",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-08 17:40:55-03","EAO","IAN","175998","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","787","1996","04","27","Brasil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski. Floresta Atlântica. ESA: 29213.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"IAN175998",NA,"Árvore de 20 m de altura. Frutos imaturos verdes.","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:40:55-03","EAO","IAN","178447","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Andrade-Lima, D de","7467","1973","09","15","Brasil","Pernambuco",NA,"Madre de Deus. Propriedade Bituri. Herb. 29604.",NA,NA,NA,NA,NA,NA,"IAN178447",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-08 17:40:55-03","EAO","IAN","178415","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Krieger, PL; Sabino, M","s.n.","1979","07","28","Brasil","Minas Gerais","Lima Duarte","Herb. 16302.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"IAN178415",NA,"Árvore grande, com frutos maduros.","Southern America",NA,NA,"Dicotiledônea",NA,NA,"30417","auto",NA,NA,NA,NA
"43","2021-04-08 17:40:55-03","EAO","IAN","176284","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Hatschbach, G","1963","03",NA,"Hatschbach, G","s.n.","1963","03","04","Brasil","Paraná","Cerro Azul","Morro Grande, mata pluvial vertente atlântica.","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"IAN176284",NA,"Árvore de 15m, flor creme.","Southern America",NA,NA,"Dicotiledônea",NA,NA,"32006","auto",NA,NA,NA,NA
"44","2021-04-08 17:40:55-03","EAO","IAN","178432","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Hatschbach, G",NA,NA,NA,"Hatschbach, G","20222","1968","11","06","Brasil","Paraná","Morretes","Col. Floresta. Mata pluvial da encosta de morro.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"IAN178432",NA,"Árvore de 25 m; tronco 50 cm diameter.","Southern America",NA,NA,"Dicotiledônea",NA,NA,"30514","auto",NA,NA,NA,NA
"45","2021-04-08 17:40:55-03","EAO","IAN","178434","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Andrade-Lima, D de","3425","1960","01","20","Brasil","Pernambuco","Caruarú","Serra dos Cavalos. Mata. Herb. 12110.","-35.9761009216309","-8.28332996368408",NA,NA,NA,NA,"IAN178434",NA,"Material estéril.","Southern America",NA,NA,"Dicotiledônea",NA,NA,"35136","auto",NA,NA,NA,NA
"46","2021-04-08 17:40:55-03","EAO","IAN","178446","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Barreto, R","1982","12","02","Andrade-Lima, D de","7272","1973",NA,NA,"Brasil","Pernambuco","Taquaritinga do Norte","Sítio Cafundó. IPA29932.","-36.0442008972168","-7.90305995941162",NA,NA,NA,NA,"IAN178446",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,"25558","auto",NA,NA,NA,NA
"47","2021-04-08 17:40:55-03","EAO","IAN","106076","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"sc","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim botânico. Cultivada. Sem número de coletor.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"IAN106076",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,"57442","auto",NA,NA,NA,NA
"48","2021-04-08 17:40:55-03","EAO","IAN","175991","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Rodrigues, RR","1990","06",NA,"Moraes, PLR de","24","1990","03","20","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho. Topo de Espigão, trilha Pequena/Grotão. Água 1.","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"IAN175991",NA,"Árvore dominante, +/- 25 m de altura.","Southern America",NA,NA,"Dicotiledônea",NA,NA,"27904","auto",NA,NA,NA,NA
"49","2021-04-08 17:40:55-03","EAO","IAN","106045","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Kuhlmann, M","3236","1947","10",NA,"Brasil","São Paulo","São Paulo","Mata natural do Jardim Botânico. Parque do Estado. Herbárrio 30368","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"IAN106045",NA,"Árvore alta.","Southern America",NA,NA,"Dicotiledônea",NA,NA,"53584","auto",NA,NA,NA,NA
"50","2021-04-08 17:40:55-03","EAO","IAN","90476","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Kuhlmann, M","3236","1947","10",NA,"Brasil","São Paulo","São Paulo","Mata natural do Jardim Botânico. Parque do Estado. Herbárrio 30368","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"IAN090476",NA,"Árvore alta.","Southern America",NA,NA,"Dicotiledônea",NA,NA,"53584","auto",NA,NA,NA,NA
"51","2021-04-08 17:40:55-03","EAO","IAN","106047","PreservedSpecimen","Plantae","Leguminosae-Detarioideae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Kuhlmann, M",NA,NA,NA,"Kuhlmann, M","3764","1956","03","01","Brasil","São Paulo","São Paulo","Mata natural do Jardim Botânico (Parque do Estado). SP 55181.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"IAN106047",NA,"Árvore grande, freqüente, com flores esverdeadas.","Southern America",NA,NA,"Dicotiledônea",NA,NA,"53584","auto",NA,NA,NA,NA
