"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"95","2020-07-27 09:40:29-03","CEPLAC","CEPEC","67948","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla",NA,"SpeciesLink network","L. P. de Queiroz","3862","1994","04","27",NA,"Brasil","Bahia","IAÇÚ","A ca. 14Km do entroncamento para Iaçú, estrada para João Amaro. Morro da Pedreira.","-40.2117004394531","-12.7672004699707",NA,"<ll>dwc_commonname:</ll> Pau-de-colher",NA,NA,NA,NA,NA,NA,"50006","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"96","2021-04-08 17:12:27-03","UESB","HUESB","1026","S","Plantae","Dicotyledoneae",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","Silva-Castro, M.M.; I.F. Castro, RF Brito,; C.R.A Costa; I.F. Castro, RF Brito,; C.R.A Costa","943","2004","12","19",NA,"Brasil","Bahia","Maracás","Entrada da Boca do Mato.","-40.452778","-13.365",NA,"Arbusto, ca. 1,5 m. Folhas coriáceas, duras. Flores amarela-esverdeada.","HUESB000001026",NA,"787",NA,NA,"2020",NA,NA,"-40.452778","-13.365","787","06","26",NA,NA,NA,NA
"97","2021-04-08 17:12:27-03","UESB","HUESB","10963","S","Plantae","Dicotyledoneae",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","Macedo, G.E.L.; Silva, G.S.; Silva, G.S.","2474","2014","12","26",NA,"Brasil","Bahia","Lajedinho","Simpatia, Parcela 5.","-41.015472","-12.438139",NA,"Arbusto, lenhoso, marrom. Folha simples, verde, crassa, discolor.; Caatinga.","HUESB000010963",NA,"596",NA,NA,"2020",NA,NA,"-41.015472","-12.438139","596","06","26",NA,NA,NA,NA
"98","2021-04-08 17:12:27-03","UESB","HUESB","7813","S","Plantae","Dicotyledoneae",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","Menezes, D.; Gomes, D.; et al.; Gomes, D.; et al.","7","2011","12","10",NA,"Brasil","Bahia","Jequié","Morro do Castanhão, Na base do Morro do Castanhão. Jibóia (Boaçu).","-40.0835990905762","-13.8575000762939",NA,"Semi-arbóreo. Folhas coriáceas, espinadas. Flores tetrâmeras, em capítulos. Frutos alaranjados, orbiculares, com alilo.; Caatinga (Mata Branca).","HUESB000007813",NA,NA,NA,NA,"2020","49443","auto",NA,NA,NA,"06","26",NA,NA,NA,NA
"99","2021-04-08 17:12:27-03","UESB","HUESB","10913","S","Plantae","Dicotyledoneae",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","Macedo, G.E.L.; Silva, G.S.; Silva, G.S.","2403","2014","12","26",NA,"Brasil","Bahia","Lajedinho","Lapinha, Lagoa verde.","-40.977528","-12.468889",NA,"Arbusto, Ca de 10 metros de alt. Caule esbranquiçado, lenhoso. Folha cartazea com espinhos nas bordas, discolor. Flor axilares. Fruto alaranjado.; Caatinga.","HUESB000010913",NA,"620",NA,NA,"2020",NA,NA,"-40.977528","-12.468889","620","06","26",NA,NA,NA,NA
"100","2021-04-08 17:12:27-03","UESB","HUESB","10951","S","Plantae","Dicotyledoneae",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","Macedo, G.E.L.; Silva, G.S.; Silva, G.S.","2441","2014","12","26",NA,"Brasil","Bahia","Lajedinho","Morrinhos","-40.004389","-12.454306",NA,"Caule cinzento esbranquiçado. Folha cartazea, discolor. Fruto verde, alaranjado maduro.; Caatinga.","HUESB000010951",NA,"600",NA,NA,"2020",NA,NA,"-40.004389","-12.454306","600","06","26",NA,NA,NA,NA
"101","2019-11-01 14:56:11-03","UnB","UB","121407","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Queiroz, LP","3862","1994","04","27","Southern America","Brasil","Bahia","Iaçu","Fazenda Laranjo","-40.2117004394531","-12.7672004699707",NA,"Arbusto 2m.; Caatinga arbórea",NA,NA,NA,NA,NA,NA,"50006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-05-06 11:54:43-03","UFU","HUFU","72363","S","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","Biral, L.","Biral, L.; Menezes D. & Silva, G.S.","1072","2014","07","04",NA,"Brasil","Bahia","Jequié","Morro do Castanhão","-40.175278","-13.954167",NA,"Arbusto ca. 2 m alt. ramos jovens suberosos, botões quando presentes amarelos. Amostra de DNA. Fotos.; Caatinga solo arenoso.","HUFU00059243","HUFU00059243","344",NA,NA,"2014",NA,NA,"-40.175278","-13.954167","344","07",NA,NA,NA,NA,NA
"103","2020-12-17 22:32:54-03","UFSC","FLOR","44849","PreservedSpecimen","Plantae",NA,"Celastrales","Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","França, F.; Melo, E.; Correia, C. & Jesus, I. de","1480","1995","11","26",NA,"Brasil","Bahia","Itatim","Morro do Agenor.","-39.766667","-12.7",NA,"arbusto, 3m altura, botões esverdeados. Duplicata de HUEFS 22145 Habitat: ápice do morro","FLOR0044849",NA,"280",NA,NA,"2020",NA,NA,"39º46'W","12º42'S","280","06","26",NA,NA,NA,NA
"104","2017-09-11 16:27:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","São Miguel do Anta","Habitat ad S. Miguel prov. Minarum","-42.72","-20.71",NA,NA,NA,"P11P1N0001",NA,NA,NA,NA,NA,NA,"-42.72","-20.71",NA,NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:39:16-03","UFRGS","ICN","103106","S","Plantae","Dicotyledon",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, MLS","Pinto, G","s.n.","1972","07",NA,"América do Sul","Brasil","BA","Itaberaba","Fazenda Caldeirão","-40.3069000244141","-12.5275001525879",NA,"Arbusto.; Mata acaatingada.",NA,NA,NA,NA,NA,"2020","39857","auto",NA,NA,NA,"06",NA,NA,NA,NA,NA
"106","2020-11-19 09:28:48-03","IBt","SP","364106","S","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral",NA,"Melo, E","1973","1997","01","26",NA,"Brasil","Bahia","Itatim",NA,"-39.6981010437012","-12.7118997573853",NA,NA,NA,NA,NA,NA,NA,NA,"24374","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
