"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2019-10-09 11:12:47-03","UFBA","ALCB","62093","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Melo, E","Melo, E; França, F; Correia, C; Oliveira, PP de","1973","1997","01","23","Southern America","Brasil","Bahia","Itatim","Recôncavo Sul, Interior da mata de base do Inselberg","-39.766667","-12.753333",NA,"Ca. 3 m de altura. Folhas coriáceas, discolores. Fruto maduro laranja, externamente, e branco internamente. Semente marron-amarelada envolta por um tecido carnoso branco gosmento.","ALCB036154","ALCB036154","300",NA,NA,"1999",NA,NA,"-39.766667","-12.753333","300","08",NA,NA,NA,NA,NA
"12","2020-08-11 00:15:38-03","UFBA","ALCB","85291","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, ML","Ramos, C.H.A.","162","2008","05","04","Southern America","Brasil","Bahia","Itagibá","Litoral Sul, Mata do Laterítico","-39.7075","-14.181389",NA,"de ca 5 m de altura. Folhas simples com margem espinescente. Frutos cápsulas maduras , castanhas.","ALCB036158","ALCB036158",NA,NA,NA,"2020",NA,NA,"-39.7075","-14.181389",NA,"07","07",NA,NA,NA,NA
"13","2020-08-11 00:15:38-03","UFBA","ALCB","92411","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, ML","Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","16285","2009","07","12","Southern America","Brasil","Bahia","Itagibá","Litoral Sul, Mata da Botinha","-39.708611","-14.181389",NA,"de ca 2 m de altura. Folhas cartáceas, discolores, margem espinescentes. frutos imaturos verdes 'de vez' vermelhos e maduros vináceos.","ALCB036263","ALCB036263",NA,NA,NA,"2020",NA,NA,"-39.708611","-14.181389",NA,"07","07",NA,NA,NA,NA
"14","2020-11-04 11:04:42-03","ESALQ","ESA","91169","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reiss.","Biral, L.","Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Tsuji, R.","5531.0","2005","02","06",NA,"Brasil","Bahia","Iaçu","Estrada para Fazenda Suíbra, seguindo a ferrovia. Caatinga utilizada como pasto","-40.2117004394531","-12.7672004699707",NA,"Arbusto, ca. 80cm alt. Frutos alaranjados","ESA091169","ESA091169","225",NA,NA,NA,"50006","auto","-40,114,167","-12,735,556","225",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:04:42-03","ESALQ","ESA","84261","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reiss.",NA,"Melo, E. et al.","1973.0","1997","01","26",NA,"Brasil","Bahia","Itatim",NA,"-39.6981010437012","-12.7118997573853",NA,NA,"ESA084261",NA,NA,NA,NA,NA,"24374","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 10:55:23-03","ESALQ","ESA","136992","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reiss.","L. Biral","L. Biral","1072.0","2014","07","04",NA,"Brasil","Bahia","Jequié",NA,"-40.0835990905762","-13.8575000762939",NA,NA,"ESA136992",NA,NA,NA,NA,"2020","49443","auto",NA,NA,NA,"07","14",NA,NA,NA,NA
"17","2021-01-14 15:26:56-03","MN","R","8167","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Glaziou, A.F.M.","4931","1871","08","10",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008167","R000008167_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-07-24 11:07:22-03","IPA","IPA","54257","S","Plantae","Plantae",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","Pinto, G.C.P.","54257","1972","07",NA,"Southern America","Brasil","Bahia","Itaberaba","Fazenda Caldeirão.","-40.3069000244141","-12.5275001525879",NA,"Arbusto.; Mata acaatingada.","IPA0054257",NA,NA,NA,NA,"2020","39857","auto",NA,NA,NA,"06",NA,NA,NA,NA,NA
"19","2020-07-24 11:07:22-03","IPA","IPA","63862","S","Plantae","Plantae",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","Melo, E.; França, F.; Silva, M.M. da; Correia, C.; França, F.; Silva, M.M. da; Correia, C.","1912","1996","12","15","Southern America","Brasil","Bahia","Itatim","Morro da Quixaba.","-39.783333","-12.733333",NA,"Arbusto ca. 3,5m de altura. Folha discolor coriácea, face abaxial esbranquiçada. Flores com tépalas verde-amareladas, filetes e anteras brancas, ovário verde.","IPA0063862",NA,"300",NA,NA,"2020",NA,NA,"-39.783333","-12.733333","300","06",NA,NA,NA,NA,NA
"20","2020-09-11 10:58:28-03","IPA","IPA","57698","S","Plantae","Plantae",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","Queiroz, L.P. de; Nascimento, N.S.; Nascimento, N.S.","3881","1994","04","27","Southern America","Brasil","Bahia","Boa Vista do Tupim","ca. 3km após a balsa para travessia do Rio Paraguaçu, para João Amaro, na estrada para Boa Vista do Tupim.","-40.6091995239258","-12.6603002548218",NA,"Arbusto ca. 1,5m de altura, muito ramificado. Folhas coriáceas. Frutos maduros. Pouco frequente, em frutificação.; Caatinga arbustiva densa em solo arenoso.","IPA0057698",NA,NA,NA,NA,"2020","54602","auto",NA,NA,NA,"06",NA,NA,NA,NA,NA
"21","2020-12-20 21:16:34-03","UFV","VIC","11436","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","Bival, L.","Queiroz, L.P. de; et al.","1337","1986","11","20",NA,"Brasil","Bahia","Itaberaba","BA 046, 25 Km S-SE de Itaberaba, Caatinga.","-40.2125","-12.729722",NA,"Arbusto, c.a. de 1,5 metros de altura; com folhas coriáceas, ligeiramente discolores. Flores verdes.","VIC011436","VIC011436",NA,NA,NA,"2013",NA,NA,"-40.2125","-12.729722",NA,"11",NA,NA,NA,NA,NA
"22","2020-12-20 21:16:34-03","UFV","VIC","20561","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","Queiroz, L.P. de; Nascimento, N.S.","3862","1994","04","27",NA,"Brasil","Bahia","Iaçú","Fazenda Laranjo, Ca 14 Km do entroncamento para Iaçú na estrada para João Amaro. Caatinga arbórea no Morro da Pedreira (Sonéia) em solo-argiloso com afloramentos rochosos graníticos.","-40.2117004394531","-12.7672004699707",NA,"Arbusto, c.a. de 2,0 metros de altura, muito ramificado. Folhas coriáceas com face abaxial verde-glaucescente. Pouco frequente.","VIC020561","VIC020561",NA,NA,NA,"2020","50006","auto",NA,NA,NA,"06","30",NA,NA,NA,NA
"23","2020-12-20 21:16:34-03","UFV","VIC","38211","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","Menezes, D.; Gomes, D.","7","2011","12","10",NA,"Brasil","Bahia","Jequié","Morro do Castanhão, Base do morro.","-40.0835990905762","-13.8575000762939",NA,"Semi- arbórea, folhas coriáceas espinadas, flores tetrâmeras em capítulos, frutos alarnanjados, orbiculares com arilo.","VIC038211","VIC038211",NA,NA,NA,"2020","49443","auto",NA,NA,NA,"06","30",NA,NA,NA,NA
"24","2020-12-20 21:16:34-03","UFV","VIC","20560","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","Queiroz, L.P. de; Nascimento, N.S.","3881","1994","04","27",NA,"Brasil","Bahia","Boa Vista do Tupim","C.a. 3 Km após a balsa para João Amaro, Na estrada para Boa Vista do Tupim, Caatinga arbustiva densa em solo arenoso.","-40.6091995239258","-12.6603002548218",NA,"Arbusto, c.a. de 1,5 metros de altura, muito ramificado. Folhas coriáceas. Frutos maduros. Pouco frequente, em frutificação.","VIC020560","VIC020560",NA,NA,NA,"2020","54602","auto",NA,NA,NA,"06","26",NA,NA,NA,NA
"25","2020-12-20 21:16:34-03","UFV","VIC","27182","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes, M.L.S.","Oliveira, D.M. de","s.n.","2003","03","06",NA,"Brasil","Bahia","Maracás","Distrito de Pé-de-Serra - Fazenda de Manelão, Estrada de Pé-de-Serra - Capivara. Transição Caatinga - Cerrado.","-40.4308013916016","-13.4411001205444",NA,NA,"VIC027182","VIC027182",NA,NA,NA,"2020","50558","auto",NA,NA,NA,"06","30",NA,NA,NA,NA
"26","2019-11-27 13:46:51-03","UFS","ASE","39157","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek.",NA,"Jardim, J; Versieux, LM; Thomas, E; Colombo, B","6393","2012","08","24","Southern America","Brasil","Rio Grande do Norte","São Bento","Morro do Cruzeiro, ca. 1 km da cidade., Inselberg com afloramento granítico com floresta estacional margeando o afloramento.","-35.4157","-6.2528",NA,"Arvoreta ca. 2,5m alt. Folhas coriáceas, verdes com a face mais clara. Frutos maduros, vermehos, sementes com arilo branco.; Caatinga associada a Inselberg","ASE0040631",NA,NA,NA,NA,NA,NA,NA,"-35.4157","-6.2528",NA,NA,NA,NA,NA,NA,NA
"27","2020-07-13 13:39:30-03","UNICAMP","UEC","131044","S","Plantae","Magnoliopsida",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral",NA,"Melo, E","1973","1997","01","26",NA,"Brazil","Bahia","Itatim","Base do Inselberg, Interior da mata da base do Inselberg.","-39.783056","-12.753333",NA,"Arbusto de ca. 3 m.; folhas coriáceas, discolores. Frutos maduros laranja externamente e branco internamente. Semente marrom-amarelada, envolta por um tecido carnoso branco gosmento.",NA,NA,"300",NA,NA,NA,NA,NA,"-39.783056","-12.753333","300",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:27:52-03","UNICAMP","UEC","189497","S","Plantae","Magnoliopsida",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Guedes","Aona, LYS; Costa, G; et al.","4294","2015","09","08",NA,"Brazil","Bahia","Tanquinho","Trilha da Serra da Pedra Bonita","-39.104444","-11.983333",NA,"Árvore, frutos avermelhados (HURB 11137); Caatinga Arbórea, com afloramento","UEC128882","UEC128882","420",NA,NA,"2020",NA,NA,"-39.104444","-11.983333","420","06",NA,NA,NA,NA,NA
"29","2020-07-13 13:39:30-03","UNICAMP","UEC","50747","S","Plantae","Magnoliopsida",NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Carvalho-Okano, RM","Mattos Silva, LA; Leme, EMC","1579","1983","01","11",NA,"Brazil","Bahia","Boa Vista do Tupim","Rodovia BR 242, Trecho Itaberaba/Lençóis, Km 35. Margem esquerda da rodovia. Mata.","-40.5","-12.5",NA,"Arbusto 1,5 m. de altura; flores esverdeadas; folhas duras.",NA,NA,NA,NA,NA,"1992",NA,NA,"-40.5","-12.5",NA,"10","13",NA,NA,NA,NA
"30","2019-11-19 14:05:42-03","UFRPE","PEUFR","38743","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"E. Melo; F. França; M.M. da Silva; C. Correia","1912","1996","12","15",NA,"Brasil","Bahia","Itatim","Morro da Quixaba","-39.783333","-12.733333",NA,"Arbusto de 3,5m; folha discolor, coriácea, face abaxial esbranquiçada; flores com tépalas verde-amareladas; filetes e anteras brancas; ovário verde.","PEUFR038743",NA,"300",NA,NA,NA,NA,NA,"39º47'W","12º44'S","300",NA,NA,NA,NA,NA,NA
"31","2019-11-19 14:05:42-03","UFRPE","PEUFR","39009","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"E. Melo; F. França; M.M. da Silva; C. Correia","1912","1996","12","15",NA,"Brasil","Bahia","Itatim","Morro da Quixaba","-39.783333","-12.733333",NA,"Arbusto de 3,5m; folha discolor, coriácea, face abaxial esbranquiçada; flores com tépalas verde-amareladas; filetes e anteras brancas; ovário verde.","PEUFR039009",NA,"300",NA,NA,NA,NA,NA,"39º47'W","12º44'S","300",NA,NA,NA,NA,NA,NA
"32","2019-11-19 14:05:42-03","UFRPE","PEUFR","35733","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","P.S. Okano","G.C. Pinto",NA,"1972","07",NA,NA,"Brasil","Bahia","Itaberaba","Fazenda Caldeirão","-40.3069000244141","-12.5275001525879",NA,NA,"PEUFR035733",NA,NA,NA,NA,"1992","39857","auto",NA,NA,NA,"10","15",NA,NA,NA,NA
"33","2019-11-05 16:46:44-03","UFOP","OUPR","15532","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral",NA,"Oliveira, D.M.","s.n.","2004","04","13",NA,"Brasil","Bahia","Itaberaba","Chapada Diamantina, BR-242 - Bonito, entrada para Boa Vista do Tupim, na margem da Rodovia Município- Boa Vista do Tupim","-40.3069000244141","-12.5275001525879",NA,NA,NA,NA,NA,NA,NA,"2019","39857","auto",NA,NA,NA,"07",NA,NA,NA,NA,NA
"34","2019-11-05 16:46:44-03","UFOP","OUPR","16265","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral",NA,"Menezes, D.","s.n.","2002","05","09",NA,"Brasil","Bahia","Maracás",NA,"-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,NA,"2019","50558","auto",NA,NA,NA,"07",NA,NA,NA,NA,NA
"35","2019-04-23 11:53:41-03","UNEMAT","HERBAM","18879","S","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek.",NA,"Macedo, G.E.L.; Silva, G.S.","2474","2014","12","26",NA,"Brasil","Bahia","Lajedinho",NA,"-40.9056015014648","-12.3557996749878",NA,NA,"HERBAM018879",NA,NA,NA,NA,NA,"35716","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-04-23 11:53:41-03","UNEMAT","HERBAM","18953","S","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek.",NA,"Silva-Castro, M.M.; et al.","943","2004","12","19",NA,"Brasil","Bahia","Maracás",NA,"-40.4308013916016","-13.4411001205444",NA,NA,"HERBAM018953",NA,NA,NA,NA,NA,"50558","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2014-10-14 15:56:28-03","BS","M","M-0146996","S","Plantae","Magnoliophyta","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Pohl, J.B.E.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"In Brasilia ad S. Miguel.",NA,NA,NA,NA,"M0146996",NA,NA,NA,"HOLOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"38","2021-02-12 18:12:00-03","UFES","VIES","7962","S","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","M.L.S. Guedes","Pinto, G.C.P.","s.n.","1972","07",NA,NA,"Brasil","Bahia","Itaberaba","Fazenda Caldeirão.","-40.3069000244141","-12.5275001525879",NA,NA,"VIES007962","VIES007962",NA,NA,NA,"2020","39857","auto",NA,NA,NA,"06","26",NA,NA,NA,NA
"39","2020-07-07 12:37:10-03","UFES","VIES","13186","S","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","M.L.S. Guedes","Melo, E.; França, F.","1912","1996","12","15",NA,"Brasil","Bahia","Itatim","Morro da Quixaba.","-39.6981010437012","-12.7118997573853",NA,NA,"VIES013186","VIES013186",NA,NA,NA,"2020","24374","auto",NA,NA,NA,"06","26",NA,NA,NA,NA
"40","2020-12-21 16:20:29-03","MBM","MBM","397112","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Biral, L.","Biral, L.; Menzes, D.; Silva, G.S.; Menzes, D.; Silva, G.S.","1072","2014","07","04","Southern America","Brazil","Bahia","Jequié","Morro do Castanhão","-40.175278","-13.954222",NA,"Arbusto ca. 2m de altura, folhas coriáceas, botões quando presentes, amarelos. Ramos jovens suberosos.; Caatinga, solo arenoso.","MBM397112","MBM397112","344",NA,NA,"2019",NA,NA,"-40.175278","-13.954222","344","02",NA,NA,NA,NA,NA
"41","2020-12-21 16:20:29-03","MBM","MBM","215193","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Biral, L.","Melo, E.; et al.; et al.","1097","1994","06","04","Southern America","Brazil","Bahia","Feira de Santana","Km 4 da Estrada do Feijão. Inselberg próximo a estrada","-38.9667015075684","-12.2666997909546",NA,"Arvoreta folhosa 5m alt. Flores amarelas. Encosta do lajeado. Visitada por insetos. Perfumada; Arvoreta folhosa 5m alt. Flores amarelas.; Inselberg próximo a estrada. Encosta do lajedo.","MBM215193","MBM215193",NA,NA,NA,"2019","46325","auto",NA,NA,NA,"02",NA,NA,NA,NA,NA
"42","2020-12-21 16:20:29-03","MBM","MBM","186179","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Biral, L.","Queiróz, L.P. de; Nascimento, N.S.; Nascimento, N.S.","3881","1994","04","27","Southern America","Brazil","Bahia","Boa Vista do Tupim","3km após a balsa para a travessia do Rio Paraguaçu, para João Amaro, na estrada para Boa Vista do Tupim","-40.6091995239258","-12.6603002548218",NA,"Arbusto de ca. 1,5m muito ramificado. Folhas coriáceas. Frutos maduros.; Caatinga arbustiva densa em solo arenoso.","MBM186179","MBM186179",NA,NA,NA,"2019","54602","auto",NA,NA,NA,"02",NA,NA,NA,NA,NA
"43","2020-12-21 16:20:29-03","MBM","MBM","186177","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Biral, L.","Queiróz, L.P. de; Nascimento, N.S.; Nascimento, N.S.","3862","1994","04","27","Southern America","Brazil","Bahia","Iaçú","Fazenda Laranjo, A ca. 14km do entroncamento para Iaçu na estrada para João Amaro. Caatinga arbórea no Morro da Pedreira (Sonéia)","-40.2117004394531","-12.7672004699707",NA,"Arbusto de ca. 2,0m, muito ramificado. Folhas coriáceas com face abaxial verde-glucescente.; Caatinga arbórea. Solo areno-argiloso com afloramentos rochosos graníticos.","MBM186177","MBM186177",NA,NA,NA,"2019","50006","auto",NA,NA,NA,"02",NA,NA,NA,NA,NA
"44","2020-12-21 16:20:29-03","MBM","MBM","366183","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","Biral, L.","Cordeiro, J.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","3722","2010","11","05","Southern America","Brazil","Bahia","Milagres","Morro São Cristovão","-39.8588981628418","-12.8699998855591",NA,"Arbusto 1,40m, flor creme.; Caatinga.","MBM366183","MBM366183",NA,NA,NA,"2019","24432","auto",NA,NA,NA,"02",NA,NA,NA,NA,NA
