"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","phylum","order","scientificNameAuthorship","recordNumber","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount"
"13","2020-11-13 09:18:55-03","UFRJ","RFA","5614","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","P. Occhioni","1946","10","29",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RFA25804","Serra dos Órgãos",NA,NA,"A.Rich.","s.n.","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"A.C.G. Ramos",NA,NA,"2004","57442","auto","08","19",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:34:18-03","EAO","IAN","116559","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Mathias, M; Taylor, D","1959","07","05","Southern America","Peru","San Martin",NA,NA,NA,"IAN116559","Pr. Mariscal Caceres. On road between La Divisoria and Aguaytia Cordillera Azul, 1-2km east of Funda Chela, shady bank along roadside stream.","Dicotiledônea",NA,"A.Rich.","612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:34:18-03","EAO","IAN","13824","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Magalhães, MG","1942","07","28","Southern America","Brasil","Minas Gerais",NA,NA,"Herbácea rasteira. Flores alvas. Muito freqüente.","IAN013824","Fazenda do Pastinho. Brejo.","Dicotiledônea",NA,"A.Rich.","3176","Belo Horizonte","-43.937801361084","-19.9207992553711","IAN013824 IAN013824_e","Barreto, M",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:34:18-03","EAO","IAN","69549","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Black, GA","1951","01","29","Southern America","Brasil","São Paulo",NA,NA,NA,"IAN069549",NA,"Dicotiledônea",NA,"A.Rich.","11720","Bastos","-50.7299995422363","-21.9200000762939",NA,"Mendoza, M",NA,NA,"2014","13977","auto","11","20",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-12 15:31:37-03","UFABC","HUFABC","002033","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Keller V.C.; Sérgio Tadeu Meirelles","2018","10","02",NA,"Brasil","São Paulo",NA,NA,"Erva","HUFABC002033","Parque Estadual do Juquery, Próximo à torre de observação do setor B","Angiospermas",NA,"A.Rich.","324","Franco da Rocha","-46.701828","-23.345083",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.701828","-23.345083",NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:43:56-03","NBC","NL-BOTANY","AMD.20519","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Herter WG","1931","11","01","Southern America","Uruguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.20519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD20519","Dep. de Rocha, Dict. Castillos.",NA,"Apiales","A.Rich.",NA,NA,NA,NA,"NL-AMD20519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-02-08 08:43:56-03","NBC","NL-BOTANY","L.2583237","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Mathias ME; Taylor D","1959","07","05","Southern America","Peru",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2583237 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2583237","South America. San Martin Pr Mariscal Caceres. On road between La Divisoria and Aguaytia Cordillera Azul, 1-2 km east of Funda Chela, shady bank along roadside stream.",NA,"Apiales","A.Rich.",NA,NA,NA,NA,"NL-L2583237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0941430",NA,NA,NA,NA
"20","2020-02-08 08:43:56-03","NBC","NL-BOTANY","L.2583238","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Brade AC","1940","07","13","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2583238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2583238","Flora da Serra des Orgäes - Pedra e Cérrego Roncder.",NA,"Apiales","A.Rich.",NA,NA,NA,NA,"NL-L2583238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0941429",NA,NA,NA,NA
"21","2020-02-08 08:43:56-03","NBC","NL-BOTANY","L.2583239","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Balansa B","1883","03","05","Southern America","Paraguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2583239 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2583239","Berges souvent subnergees de l'y acan entre Paraguari et Valenzuela.",NA,"Apiales","A.Rich.",NA,NA,NA,NA,"NL-L2583239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0941428",NA,NA,NA,NA
"22","2020-02-08 08:43:56-03","NBC","NL-BOTANY","L.2583240","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Reitz R; Klein RM","1959","01","12","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2583240 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2583240","Santa Catarina. Serra do Cratório, Bom Jardim, S Joaquim.",NA,"Apiales","A.Rich.",NA,NA,NA,NA,"NL-L2583240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0941427",NA,NA,NA,NA
"23","2020-02-08 08:43:56-03","NBC","NL-BOTANY","L.2583241","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Fiebrig K","1909","01","01","Southern America","Paraguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2583241 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2583241","in regione fluminis Alto Paraná.",NA,"Apiales","A.Rich.",NA,NA,NA,NA,"NL-L2583241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0941426",NA,NA,NA,NA
"24","2020-02-08 08:43:56-03","NBC","NL-BOTANY","U.1077900","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Lindeman JC; Irgang BE","1971","10","17","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1077900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1077900","Brasil pequeno banhado no canpo 13 km NE de Lavras do sul.",NA,"Apiales","A.Rich.",NA,NA,NA,NA,"NL-U1077900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-11-04 11:00:29-03","ESALQ","ESA","95556","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","2006","07","13",NA,"Brasil","Rio de Janeiro",NA,NA,"Erva, flores alvas","ESA095556","Parque Nacional da Serra dos Órgãos. Trilha para a Pedra do Sino","Magnoliophyta",NA,NA,"5878.0","Teresópolis","-43","-22.45","ESA095556","Silveira, M.F.","1170","1170","2006",NA,NA,"07","13","-43","-22.45",NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:23:14-03","MN","R","92289","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Glaziou, A.F.M.; Netto, L.S.M.; Fortunato, R.H.; Rangel, E.S. & Schwacke, C.A.W.","1879","06","20",NA,"Brasil","Minas Gerais",NA,NA,"Plantas do Brasil Central","R000092289",NA,NA,NA,"A. Rich.",NA,"Barbacena","-43.7736015319824","-21.2257995605469","R000092289_001","Mathias, M.E. et Constance, L.",NA,NA,NA,"27982","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-19 08:15:06-03","FPS","FPS","3777","MachineObservation","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Schwirkowski, P.","2018","12","04",NA,"Brasil","Santa Catarina",NA,NA,"<ll>dwc_commonname:</ll> Cairuçu","FPS03777,FURB63628","Bairro Schramm. Próximo à Rua Frieda Pscheidt",NA,NA,"A.Rich.","3204","São Bento do Sul","-49.369835","-26.254692","FPS03777_v01 FPS03777_v02 FPS03777_v03 FPS03777_v04 FPS03777_v05 FPS03777_v06 FURB63628","Schwirkowski, P.",NA,NA,"2018",NA,NA,"12","04","-49.369835","-26.254692",NA,"FURB 63628","voucher",NA,NA,NA
"28","2019-08-27 13:33:50-03","IAP","PACA-AGP","60097","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1957","01","22",NA,"Brasil","SC",NA,NA,"fl. fr. Habitat: in campestribus humidis Fenofase: flor e fruto","PACA060097",NA,"Magnoliophyta","Umbellales","A. Rich.",NA,"Campo dos Padres",NA,NA,NA,"Emrich-Rambo",NA,NA,"1957",NA,NA,"05","01",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"29","2020-12-21 16:37:26-03","IAP","PACA-AGP","54182","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Brade, A.C.","1945","03","03",NA,"Brasil","RJ",NA,NA,"Herb. Jard. Bot. Rio 52151; fl.","PACA054182","km 4, 1000 m","Magnoliophyta","Umbellales","A. Rich.","17517","Itatiaia","-44.5633010864258","-22.4960994720459",NA,"A. C. Brade",NA,NA,"1954","19648","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"30","2019-08-27 13:33:50-03","IAP","PACA-AGP","54135","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Emrich, K.","1953","02",NA,NA,"Brasil","RS",NA,NA,"fl. fr. Habitat: ad rivum in humidis Fenofase: flor e fruto","PACA054135","Caracol","Magnoliophyta","Umbellales","A. Rich.",NA,"Canela","-50.815601348877","-29.3656005859375",NA,"Emrich-Rambo",NA,NA,"1954","16452","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"31","2019-08-27 13:33:50-03","IAP","PACA-AGP","31106","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1946","01","07",NA,"Brasil","RS",NA,NA,"fl. fr. Habitat: in humidis umbrosis Fenofase: flor e fruto","PACA031106","Vila Oliva","Magnoliophyta","Umbellales","A. Rich.",NA,"Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,"Emrich-Rambo",NA,NA,"1954","49662","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"32","2019-08-27 13:33:50-03","IAP","PACA-AGP","44587","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1949","12","03",NA,"Brasil","RS",NA,NA,"fl. fr. Habitat: in umbrosis humidis Fenofase: flor e fruto","PACA044587","Vila Oliva","Magnoliophyta","Umbellales","A. Rich.",NA,"Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,"Emrich-Rambo",NA,NA,"1954","49662","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"33","2019-08-27 13:33:50-03","IAP","PACA-AGP","47260","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1950","07","12",NA,"Brasil","RS",NA,NA,"fl. fr. Habitat: in umbrosis graminosis Fenofase: flor e fruto","PACA047260","Vila Oliva","Magnoliophyta","Umbellales","A. Rich.",NA,"Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,"L. Constance",NA,NA,"1954","49662","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"34","2019-08-27 13:33:50-03","IAP","PACA-AGP","54934","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1954","02","24",NA,"Brasil","RS",NA,NA,"fl. Habitat: in umbrosis subhumidis Fenofase: flor","PACA054934","Vila Oliva","Magnoliophyta","Umbellales","A. Rich.",NA,"Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,"B. Rambo",NA,NA,"1954","49662","auto","02","24",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"35","2019-08-27 13:33:50-03","IAP","PACA-AGP","40339","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1949","01","29",NA,"Brasil","RS",NA,NA,"fl. Habitat: in humidis dumetosis umbrosis Fenofase: flor","PACA040339","Santa Rita","Magnoliophyta","Umbellales","A. Rich.",NA,"Farroupilha","-51.3478012084961","-29.2250003814697",NA,"Emrich-Rambo",NA,NA,"1954","19545","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"36","2019-08-27 13:33:50-03","IAP","PACA-AGP","49415","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Daniela A. Marschner","2004",NA,NA,NA,"Brasil","RS",NA,NA,"HASU-----. Habitat: mata ciliar","PACA049415","Serra Grande","Magnoliophyta","Umbellales","A. Rich.",NA,"Gramado","-50.8739013671875","-29.3785991668701",NA,"D. Marschner e L. Larocca",NA,NA,"2004","13851","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"37","2019-08-27 13:33:50-03","IAP","PACA-AGP","41924","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1949","06","11",NA,"Brasil","RS",NA,NA,"fl. Habitat: in humidis umbrosis graminosis Fenofase: flor","PACA041924","Esteio","Magnoliophyta","Umbellales","A. Rich.",NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"Emrich-Rambo",NA,NA,"1954","29946","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"38","2019-08-27 13:33:50-03","IAP","PACA-AGP","26101","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1945","01",NA,NA,"Brasil","RS",NA,NA,"fl. Habitat: in subpaludosis herbosis Fenofase: flor","PACA026101","Faz. do Jarau","Magnoliophyta","Umbellales","A. Rich.",NA,"Quaraí","-56.4514007568359","-30.3875007629395",NA,"Emrich-Rambo",NA,NA,"1954","74636","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"39","2019-08-27 13:33:50-03","IAP","PACA-AGP","54536","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1953","11","13",NA,"Brasil","RS",NA,NA,"fl. Habitat: in araucarieto humido Fenofase: flor","PACA054536","Taimbesinho","Magnoliophyta","Umbellales","A. Rich.",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"Constance",NA,NA,"1954","76715","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"40","2020-12-21 16:37:26-03","IAP","PACA-AGP","54160","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Brade, A.C.","1938","11","22",NA,"Brasil","RJ",NA,NA,"flores alvas; fr.; 900 m. Habitat: in saxosis humidis Fenofase: flor e fruto","PACA054160","Represa Taquaral sobre pedras","Magnoliophyta","Umbellales","A. Rich.","3610","Itatiaia","-44.5633010864258","-22.4960994720459",NA,"A. C. Brade",NA,NA,"1954","19648","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"41","2019-08-27 13:33:50-03","IAP","PACA-AGP","9023","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1942","01","16",NA,"Brasil","RS",NA,NA,"fl. fr. Habitat: in humidis umbrosis graminosis Fenofase: flor e fruto","PACA009023",NA,"Magnoliophyta","Umbellales","A. Rich.",NA,"Bom Jesus","-50.4166984558105","-28.6678009033203",NA,"Emrich-Rambo",NA,NA,"1954","55856","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"42","2019-08-27 13:33:50-03","IAP","PACA-AGP","32382","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1946","02","28",NA,"Brasil","RS",NA,NA,"fl. fr. Habitat: in humidis umbrosis Fenofase: flor e fruto","PACA032382","Serra da Rocinha","Magnoliophyta","Umbellales","A. Rich.",NA,"Bom Jesus","-50.4166984558105","-28.6678009033203",NA,"Emrich-Rambo",NA,NA,"1954","55856","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"43","2019-08-27 13:33:50-03","IAP","PACA-AGP","26102","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1945","01",NA,NA,"Brasil","RS",NA,NA,"fl. Habitat: in subpaludosis herbosis Fenofase: flor","PACA026102","Faz. do Jarau","Magnoliophyta","Umbellales","A. Rich.",NA,"Quaraí","-56.4514007568359","-30.3875007629395",NA,"Emrich-Rambo",NA,NA,"1954","74636","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"44","2019-08-27 13:33:50-03","IAP","PACA-AGP","36150","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1948","02",NA,NA,"Brasil","RS",NA,NA,"fl. fr. Habitat: in humidis graminosis Fenofase: flor e fruto","PACA036150","Cambará","Magnoliophyta","Umbellales","A. Rich.",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"Emrich-Rambo",NA,NA,"1954","76715","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"45","2019-08-27 13:33:50-03","IAP","PACA-AGP","54024","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1953","02","20",NA,"Brasil","RS",NA,NA,"fl. fr. Habitat: in humidis herbosis Fenofase: flor e fruto","PACA054024","Taimbesinho","Magnoliophyta","Umbellales","A. Rich.",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"Emrich-Rambo",NA,NA,"1954","76715","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"46","2019-08-27 13:33:50-03","IAP","PACA-AGP","7750","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","F. Theissen SJ","1907",NA,NA,NA,"Brasil","RS",NA,NA,"fl. fr. Habitat: in umbrosis graminosis Fenofase: flor e fruto","PACA007750",NA,"Magnoliophyta","Umbellales","A. Rich.",NA,"São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"Emrich-Rambo",NA,NA,"1954","10287","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
