"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"11","2021-04-05 14:25:24-03","UNESC","CRI","3883","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","J. A. Jarenkow","J. A. Jarenkow","1988","10","11","Brasil","Rio Grande do Sul","Marcelino Ramos",NA,"-51.906667","-27.462222","51º54'24''W","27º27'44''S",NA,NA,"CRI003540","CRI003540",NA,NA,NA,"963","Habitat: borda de estrada Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:24-03","UNESC","CRI","10738","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees",NA,"Robson dos Santos; Alecsandro S. Klein & Vanilde C. Zanete","2000","09","08","Brasil","Santa Catarina","Praia Grande","Aparados da Serra.","-49.950556","-29.197222","49º57'2''W","29º11'50''S",NA,NA,"CRI003584","CRI003584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:24-03","UNESC","CRI","9716","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M. Verdi","M. Verdi; B. Grosch & G. Klemz","2008","11","20","Brasil","Santa Catarina","Capinzal","Alto São Roque.","-51.567778","-27.361111","51º34'4''W","27º21'40''S","717","717","CRI003486","CRI003486","2008","11","20","1019","Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:24-03","UNESC","CRI","2772","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees",NA,"R. M. Klein","1970","02","09","Brasil","Santa Catarina","Brusque","Limoeiro.","-48.917778","-27.098611","48º55'4''W","27º5'55''S","20","20","CRI003586","CRI003586",NA,NA,NA,"8598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:24-03","UNESC","CRI","6816","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","G. Pedralli","Reitz; Klein","1958","09","19","Brasil","Santa Catarina","Lauro Muller","Novo Horizonte.","-49.396944","-28.393333","49º23'49''W","28º23'36''S","400","400","CRI003583","CRI003583",NA,NA,NA,NA,"Habitat: capoeira Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:25:24-03","UNESC","CRI","6815","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","G. Pedralli","Reitz; Klein","1958","03","27","Brasil","Santa Catarina","Joinville","Estrada Dona Francisca.","-48.845833","-26.305","48º50'45''W","26º18'18''S","600","600","CRI003543","CRI003543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:25:24-03","UNESC","CRI","2775","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","G. Pedralli","Reitz; Klein","1968","05","18","Brasil","Santa Catarina","Imbuia","Fazenda do Rio Bonito.","-49.424167","-27.493333","49º25'27''W","27º29'36''S","700","700","CRI003585","CRI003585",NA,NA,NA,"18115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:33:35-03","UNESC","CRI","9713","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","A. Stival-Santos","A. Stival-Santos; E. Legal, D. Meyer & S. Silveira","2010","05","03","Brasil","Santa Catarina","Balneário Camboriú","Canto da Praia.","-48.601667","-26.999167","48º36'6''W","26º59'57''S","25","25","CRI003485","CRI003485","2010","05","26","2669","Floresta Ombrófila Densa Habitat: interior do fragmento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:25:24-03","UNESC","CRI","2773","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees",NA,"Reitz & Klein","1958","09","19","Brasil","Santa Catarina","Lauro Muller","Novo Horizonte- Lauro Muller - SC.","-49.395833","-28.441667","49º23'45''W","28º26'30''S",NA,NA,"CRI003536","CRI003536",NA,NA,NA,"7218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:25:24-03","UNESC","CRI","8200","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","André Luis de Gasper","André Luis de Gasper; F. E. Carneiro & S. Dreveck","2009","01","28","Brasil","Santa Catarina","Seara","Linha Dois Irmãos.","-52.289722","-27.168611","52º17'23''W","27º10'7''S","620","620","CRI003589","CRI003589","2009","01","28","2059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:25:24-03","UNESC","CRI","9587","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","S. Dreveck","S. Dreveck; A.L. de Gasper & F.E. Carneiro","2008","11","20","Brasil","Santa Catarina","Ibicaré","Lageado Cruzeiro.","-51.389444","-27.135556","51º23'22''W","27º8'8''S","762","762","CRI003484","CRI003484","2008","11","20","391","Floresta Estacional Decidual Habitat: comum no fragmento Habito: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:25:24-03","UNESC","CRI","7641","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","Vanilde Citadini- Zanette","Caroline de Faveri; Jean Gabriel Cemin","2008","01","30","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","9","9","CRI003542","CRI003542","2008","06","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:25:24-03","UNESC","CRI","6767","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","R. M. Klein","Reitz; Klein","1967","03","09","Brasil","Santa Catarina","Ilhota","Parque Botânico do Morro do Baú.","-48.8275","-26.900278","48º49'39''W","26º54'1''S","300","300","CRI003590","CRI003590",NA,NA,NA,"18036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:25:24-03","UNESC","CRI","9622","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M. Verdi","M. Verdi; R. P. Hasckel & G. Klemz","2009","01","28","Brasil","Santa Catarina","Celso Ramos","Linha Silva.","-51.3025","-27.675","51º18'9''W","27º40'30''S","627","627","CRI003483","CRI003483","2009","12","01","1477","Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:25:24-03","UNESC","CRI","5203","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","V. C. Zanette","V. Citadini-Zanette; V. Boff & A. Gozçe.","1996","09","19","Brasil","Santa Catarina","Lauro Muller","Rio Rocinha.","-49.396944","-28.393333","49º23'49''W","28º23'36''S",NA,NA,"CRI003538","CRI003538",NA,NA,NA,"2354","Habitat: beira de mata atlântica de encosta Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:40:18-03","E","E","259365","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata",NA,NA,"Sellow, Friedrich",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00259365",NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00259365 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","syntype","E. Tropical South America","herbarium specimen of unspecif","BGBASE:269817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:40:18-03","E","E","289770","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata",NA,NA,"Silva, J.M.; Soares, A.; Maschio, W.","1997","10","14","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00289770",NA,NA,NA,NA,"2082","<a href=http://data.rbge.org.uk/herb/E00289770 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:299550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","629501","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","S. F. de Andrade","E. M. Francisco","2000","12","12","Brazil","Paraná","Nova Fátima","Nova Fátima. Fazenda Celeste","-50.5639","-23.4322",NA,NA,NA,NA,"NY00629501","NY00629501_01",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246150' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","355458","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00355458","NY00355458_01",NA,NA,NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757984' target='other'> <mi>dwc_moreinfo</mi></a>","possible syntype","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00918096","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","R. C. Barneby; C. K. Allen","P. Clausen","1841",NA,NA,"Brazil","Minas Gerais",NA,"Brésil (Minas Geraes)",NA,NA,NA,NA,NA,NA,"NY00918096","NY00918096_01",NA,NA,NA,"16","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985969' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","469036","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","J. G. Rohwer","L. B. Smith","1957","02","13","Brazil","Santa Catarina","Lajas","8km east of Encruzilhada",NA,NA,NA,NA,"900","1000","NY00469036","NY00469036_01",NA,NA,NA,"11355","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246178' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1039637","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","M. L. Brotto","M. L. Brotto","2008","10","22","Brazil","Paraná","Campo Largo","FLONA Acunguí.","-49.6322","-25.1817",NA,NA,"800",NA,"NY01039637","NY01039637_01",NA,NA,NA,"228","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488661' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00918098","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","R. C. Barneby; C. K. Allen","J. B. E. Pohl",NA,NA,NA,"Brazil","Minas Gerais",NA,"Brasilia. Barbacema.",NA,NA,NA,NA,NA,NA,"NY00918098","NY00918098_01",NA,NA,NA,"254","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985976' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02423607","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.",NA,"M. L. Brotto","2011","10","12","Brazil","Paraná","Curitiba","Bairro Uberaba","-49.220917","-25.475344",NA,NA,"920",NA,"NY02423607","NY02423607_01",NA,NA,NA,"773","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669376' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","469039","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","R. C. Barneby; C. K. Allen","F. C. Hoehne","1931","10","06","Brazil","São Paulo","Campinas",NA,"-47.06","-22.9",NA,NA,NA,NA,"NY00469039","NY00469039_01 NY00469039_02",NA,NA,NA,"28342","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246168' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","469056","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","S. F. Smith","R. A. Wasum","1988","12","15","Brazil","Rio Grande do Sul","Nova Prata","Nova Prata, Horto Florestal","-51.61","-28.7842",NA,NA,"750","750","NY00469056","NY00469056_01",NA,NA,NA,"4962","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246151' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","533233","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","S. F. de Andrade","J. A. Ferreira","2000","09","22","Brazil","Paraná","Sao Jerônimo da Serra","Cidade: Sao Jerônimo da Serra. Local: Fazenda Fuji.","-50.7408","-23.7278",NA,NA,NA,NA,"NY00533233","NY00533233_01",NA,NA,NA,"30475","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246149' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","469291","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.",NA,"G. G. Hatschbach","1965","10","11","Brazil","Paraná","Faxinal","Rod. do Café, Serra do Cadeado","-51.3192","-24.0006",NA,NA,NA,NA,"NY00469291","NY00469291_01",NA,NA,NA,"12916","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246174' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","469077","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","M. Sobral","M. Sobral","1988","11",NA,"Brazil","Rio Grande do Sul","Faxinal do Soturno","Faxinal do Soturno, Cerro Comprido","-53.57","-29.53",NA,NA,NA,NA,"NY00469077","NY00469077_01",NA,NA,NA,"5956","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246172' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","469050","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","B. Coe-Teixeira","J. C. Lindeman","1966","10","20","Brazil","Paraná","Campina da Lagoa","15km W of Nova Cantú, road to Campina de Lagoa","-52.7989","-24.5919",NA,NA,"600","600","NY00469050","NY00469050_01",NA,NA,NA,"2762","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246176' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00918093","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.",NA,"J. A. Ratter","1976","09","24","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower","-47.9294","-15.7797",NA,NA,NA,NA,"NY00918093","NY00918093_01",NA,NA,NA,"3664","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985952' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","469048","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.",NA,"B. Rambo","1950","02","01","Brazil","Rio Grande do Sul","Farroupilha","Santa Rita prope Farroupilha","-51.3478","-29.2253",NA,NA,NA,NA,"NY00469048","NY00469048_01",NA,NA,NA,"45729","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246179' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","469049","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","B. Coe-Teixeira","G. G. Hatschbach","1967","11","08","Brazil","Paraná","Sao Joao do Triunfo",NA,"-50.2972","-25.6833",NA,NA,NA,NA,"NY00469049","NY00469049_01",NA,NA,NA,"17788","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246147' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","469037","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","R. C. Barneby; C. K. Allen","L. B. Smith","1957","02","25","Brazil","Santa Catarina","Chapecó","6km N of Chapeco","-52.6181","-27.0967",NA,NA,"400","500","NY00469037","NY00469037_01",NA,NA,NA,"11829","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246171' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","469042","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.",NA,"K. Kubitzki","1981","02","11","Brazil","São Paulo","Cunha","Reserva Florestal Estadual de Cunha. Estrada para Cunha","-44.9597","-23.07",NA,NA,NA,NA,"NY00469042","NY00469042_01",NA,NA,NA,"8118","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246173' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","469041","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","J. G. Rohwer","P. E. Gibbs","1976","11","08","Brazil","São Paulo","Cunha","Estrada Cunha a Parati","-44.852794","-23.155388",NA,NA,NA,NA,"NY00469041","NY00469041_01",NA,NA,NA,"3446","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246161' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","469040","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","R. C. Barneby; C. K. Allen","J. C. Lindeman","1966","10","15","Brazil","Paraná",NA,"By road (DER 174) to Jaguariaíva",NA,NA,NA,NA,NA,NA,"NY00469040","NY00469040_01",NA,NA,NA,"3023","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=246175' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
