"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"13","2020-09-23 10:38:32-03","E","E","151985","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus",NA,NA,NA,NA,NA,"Saltzmann","1905","01","04","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151985",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00151985 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:38:32-03","E","E","151986","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus",NA,NA,NA,NA,NA,"Morong, Thomas",NA,NA,NA,"PY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151986",NA,"569","<a href=http://data.rbge.org.uk/herb/E00151986 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:38:38-03","E","E","151979","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos",NA,NA,NA,NA,NA,"Reineck, E.M. & Czermak, J.",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151979",NA,"437","<a href=http://data.rbge.org.uk/herb/E00151979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:38:38-03","E","E","151971","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos",NA,NA,NA,NA,NA,"Reineck, E.M.",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151971",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00151971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:38:38-03","E","E","151975","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos",NA,NA,NA,NA,NA,"Morong, Thomas",NA,NA,NA,"PY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151975",NA,"566","<a href=http://data.rbge.org.uk/herb/E00151975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:38:38-03","E","E","153059","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos",NA,NA,NA,NA,NA,"Hassler, E.","1905","03","27","PY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00153059",NA,"42545","<a href=http://data.rbge.org.uk/herb/E00153059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-23 10:38:38-03","E","E","151974","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos",NA,NA,NA,NA,NA,"Morong, Thomas",NA,NA,NA,"PY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151974",NA,"84","<a href=http://data.rbge.org.uk/herb/E00151974 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:38:38-03","E","E","151978","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos",NA,NA,NA,NA,NA,"Spruce, R.",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151978",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00151978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:38:38-03","E","E","151977","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos",NA,NA,NA,NA,NA,"Saltzmann","1905","01","04","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151977",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00151977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:38:38-03","E","E","151976","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos",NA,NA,NA,NA,NA,"Clarke, C.B.",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151976",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00151976 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-23 10:38:38-03","E","E","153065","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos",NA,NA,NA,NA,NA,"Scoular, Dr.",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00153065",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00153065 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-23 10:38:38-03","E","E","151972","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos",NA,NA,NA,NA,NA,"Sellow, F.",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151972",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00151972 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-23 10:38:38-03","E","E","151980","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","polystachyos","Cyperus polystachyos",NA,NA,NA,NA,NA,"Gardner, George",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151980",NA,"1214","<a href=http://data.rbge.org.uk/herb/E00151980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:38:39-03","E","E","151983","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos",NA,NA,NA,NA,NA,"Harley, R.M.","1974","02","01","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151983",NA,"15819","<a href=http://data.rbge.org.uk/herb/E00151983 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:38:39-03","E","E","151982","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos",NA,NA,NA,NA,NA,"Harley, R.M.","1974","02","28","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151982",NA,"16551","<a href=http://data.rbge.org.uk/herb/E00151982 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-23 10:38:39-03","E","E","151981","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos",NA,NA,NA,NA,NA,"Harley, R.M.","1977","03","01","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151981",NA,"19215","<a href=http://data.rbge.org.uk/herb/E00151981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-23 10:38:39-03","E","E","151973","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos",NA,NA,NA,NA,NA,"Reineck, E.M.",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151973",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00151973 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-23 10:38:39-03","E","E","151991","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","propinquus","Pycreus propinquus",NA,NA,NA,NA,NA,"Harley, R.M.","1977","03","25","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151991",NA,"19984","<a href=http://data.rbge.org.uk/herb/E00151991 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-09-23 10:38:39-03","E","E","151992","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","propinquus","Pycreus propinquus",NA,NA,NA,NA,NA,"Harley, R.M.","1974","01","25","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00151992",NA,"15510","<a href=http://data.rbge.org.uk/herb/E00151992 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","668427","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","G. C. Tucker",NA,NA,NA,"B. Bruderreck","1988","04","10","Bolivia","Santa Cruz","José Miguel de Velasco","San Ignacio 26 km hacia SE, comunidad 'Paraiso', pampa pequeña con muchos arbustos, humeda.",NA,NA,NA,NA,"400","400","NY00668427",NA,"292","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719937' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01174597","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","H. T. O'Neill",NA,NA,NA,"A. Goeldi","1913",NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"NY01174597","NY01174597_01","s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396052' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","622560","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","H. T. O'Neill",NA,NA,NA,"H. Luederwaldt","1910","11",NA,"Brazil","São Paulo",NA,"Alto da Serra, S. Paulo.",NA,NA,NA,NA,NA,NA,"NY00622560","NY00622560_01","9361","Ex.Herv.do Museu Paulista n°1704. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719940' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-10-19 09:35:00-02","NY","NYBG","668428","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens",NA,"G. Davidse",NA,NA,NA,"G. Davidse","1981","12","01","Venezuela","Anzoátegui",NA,"Distrito Freites: Burro trail between San Durrial and Los Pajaritos, 30 airline km ENE of Bergantín and N of Mundo Nuevo.",NA,NA,NA,NA,"1200","1400","NY00668428",NA,"19818","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719934' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00919002","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","G. C. Tucker",NA,NA,NA,"G. G. Hatschbach","1973","02","04","Brazil","Minas Gerais","Três Corações","Rod. 3 Corações - S. Tomé das Letras.","-45.2531","-21.6969",NA,NA,NA,NA,"NY00919002","NY00919002_01","31226","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995155' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00919004","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","G. C. Tucker",NA,NA,NA,"W. R. Anderson","1973","04","30","Brazil","Goiás","Caiapônia","Serra do Caiapó, ca. 12 km (straight line) S of Caiapônia.","-51.81666667","-17.0566",NA,NA,"860","860","NY00919004","NY00919004_01","9523","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995157' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","684378","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"W. W. Thomas","2002","03","10","Brazil","Bahia","Morro do Chapéu","Cachoeira de Ferro Doido, 29.1 km E of Morro do Chapéu on road to Mundo Novo","-41.001517","-11.625",NA,NA,"920","920","NY00684378","NY00684378_01","12833","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200510' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00919003","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","G. C. Tucker",NA,NA,NA,"W. R. Anderson","1973","04","30","Brazil","Goiás","Caiapônia","Serra do Caiapó, ca. 12 km (straight line) S of Caiapônia.","-51.81666667","-17.0566",NA,NA,"860","860","NY00919003","NY00919003_01","9523","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995156' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","306333","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"M. H. Nee","1998","04","11","Bolivia","Santa Cruz","Florida","Valley along small stream (Quebrada Yunga), along road from Mairana to Yunga de Mairana, 11.8 km (by road), 5 km (by air) NE from the main square at Mairana.","-63.92","-18.1",NA,NA,"1700","1700","NY00306333",NA,"48950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553330' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","636608","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"R. M. Harley","1974","01","25","Brazil","Bahia",NA,"About 2 km. N. of the town of Rio de Contas in flood plain of the Rio Brumado. Serra do Rio de Contas.","-41.83","-13.58",NA,NA,"980","980","NY00636608","NY00636608_01","15510","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719933' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01174596","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","H. T. O'Neill",NA,NA,NA,"A. Goeldi","1913",NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"NY01174596","NY01174596_01","s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396053' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","622559","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","G. C. Tucker",NA,NA,NA,"K. Mizoguchi","1978","02","07","Brazil","São Paulo","Itanhaém","Gaibota, on sandy soil by road side.","-46.834771","-24.201377",NA,NA,NA,NA,"NY00622559","NY00622559_01","368","Herb. Oomoto Kameyama Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719938' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01174579","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","H. T. O'Neill",NA,NA,NA,"A. Goeldi","1913",NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"NY01174579","NY01174579_01","s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396049' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","622561","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"B. J. Pickel","1933","06","28","Brazil","Pernambuco",NA,"In a swamp, Tapera.","-35.18","-8.12",NA,NA,NA,NA,"NY00622561","NY00622561_01","2449","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553332' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","668430","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"H. S. Irwin","1969","03","14","Brazil","Goiás","Cavalcante","Ca. 40 km north of Veadeiros. Chapada dos Veadeiros.","-47.4583015441895","-13.7974996566772",NA,NA,"1000","1000","NY00668430","NY00668430_01","24352","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553329' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales","piceus","92497","auto",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","637182","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"G. Davidse","1976","02","25","Brazil","Minas Gerais",NA,"8 km NE of Cambui.","-46.058189","-22.61045",NA,NA,"910","910","NY00637182","NY00637182_01","10577","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719929' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
