"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","individualCount"
"13","2020-06-29 09:30:40-03","UFRRJ","RBR","26428","S","Plantae",NA,NA,"Leguminosae","Inga","bullata","Inga bullata","Benth.","M.V.L. Pereira","603","1993","11","12",NA,"Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,NA,"RBR00026428","RBR00026428",NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-18 10:57:18-03","UFRRJ","RBR","25592","S","Plantae",NA,NA,"Leguminosae","Inga","bullata","Inga bullata","Benth.",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,NA,"RBR00025592","RBR00025592",NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:26:39-03","MBM","MBM","410094","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Silva Neto, S.J.; Silva, W. da; Silva, W. da","1476","2001","09","14","Southern America","Brazil","Rio de Janeiro","Nova Iguaçu","Trilha Barrelão-Boa Esperança.","-43.451099395752","-22.7591991424561",NA,"Árvore ciófila ca. 7,0 m de alt. casca lisa; ca. de 10cm de DAP; folhas breve discolores cartáceas; botões verde-claros; flores com cálice verde-claro e corola branca.","MBM410094","MBM410094",NA,"25743","auto","Lima, H.C. de","2009","08",NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-01-07 02:06:23-02","MNHN","RECOLNAT_MNHN_P","P00340533","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Pignal, M.|de Oliviera Soares filho, A.",NA,"2003","8","18",NA,"Brasil","Bahia","Vitoriá da Conquista",NA,"-40.47722","-14.74167","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00340533' target='other'> <mi>dwc_moreinfo</mi></a>","P00340533","P00340533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"940",NA,"2130",NA,NA
"17","2015-11-06 14:47:19-02","MNHN","RECOLNAT_MNHN_P","P01818393","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Glaziou, A.",NA,"1879","8","23",NA,"Brésil",NA,NA,"Rio de Janeiro, Fazenda da Limeira",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818393' target='other'> <mi>dwc_moreinfo</mi></a>","P01818393","P01818393_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10580",NA,NA
"18","2015-11-06 14:51:29-02","MNHN","RECOLNAT_MNHN_P","P01818394","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Glaziou, A.",NA,"1879","8","23",NA,"Brésil",NA,NA,"Rio de Janeiro, Fazenda da Limeira",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818394' target='other'> <mi>dwc_moreinfo</mi></a>","P01818394","P01818394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10580",NA,NA
"19","2015-09-04 02:36:00-03","MNHN","RECOLNAT_MNHN_P","P03110060","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Riedel, L.",NA,"1823","3","2",NA,"Brésil",NA,NA,"In sylvis umbr. Mand.",NA,NA,"hb","Reçu le 3 janvier 1914 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03110060' target='other'> <mi>dwc_moreinfo</mi></a>","P03110060","P03110060_01 P03110060_02",NA,NA,NA,"Jobert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2017-12-25 18:57:44-02","MNHN","RECOLNAT_MNHN_P","P01037018","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Glaziou",NA,"1878","8","4",NA,"Brasil","Rio de Janeiro","Magé","Mandioca","-43.040599822998","-22.6527996063232","hb","Donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01037018' target='other'> <mi>dwc_moreinfo</mi></a>","P01037018","P01037018_01",NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,"9400",NA,NA
"21","2016-03-09 17:11:54-03","MNHN","RECOLNAT_MNHN_P","P01037019","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Glaziou",NA,"1878","8","4",NA,"Brasil","Rio de Janeiro","Magé","Mandiocca","-43.040599822998","-22.6527996063232","hb","Donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01037019' target='other'> <mi>dwc_moreinfo</mi></a>","P01037019","P01037019_01",NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,"9400",NA,NA
"22","2020-12-11 11:36:04-03","UFMG","BHCB","43548","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Oliveira, PP de","1727","1997","06","02","Southern America","Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,NA,"BHCB023120",NA,NA,"17620","auto",NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:36:04-03","UFMG","BHCB","43507","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Oliveira, PP de","2997","1997","09","22","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica da União","-41.9449996948242","-22.5268993377686",NA,NA,"BHCB023121",NA,NA,"17620","auto",NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:36:04-03","UFMG","BHCB","44808","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Oliveira, PP de","787a","1998","02","14","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica da União, Trilha 8","-41.9449996948242","-22.5268993377686",NA,"Brejo","BHCB023122",NA,NA,"17620","auto",NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:36:04-03","UFMG","BHCB","44809","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Oliveira, PP de","787b","1997","09","10","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,"Fruto maduro; Brejo","BHCB023124",NA,NA,"17620","auto",NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:36:04-03","UFMG","BHCB","47323","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Oliveira, PP de","787","1999","01","13","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,"Mata atlântica, brejo","BHCB023118",NA,NA,"17620","auto",NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:36:04-03","UFMG","BHCB","57228","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Oliveira, PP de","9507","2000","09","13","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,"Mata atlântica","BHCB023123",NA,NA,"17620","auto",NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:36:04-03","UFMG","BHCB","44063","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Oliveira, PP de","185","1998","02","17","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Trilha 3","-41.9449996948242","-22.5268993377686",NA,"Baixada","BHCB023116",NA,NA,"17620","auto",NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:36:04-03","UFMG","BHCB","44000","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Oliveira, PP de","185",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Trilha 3","-41.9449996948242","-22.5268993377686",NA,"Baixada","BHCB023117",NA,NA,"17620","auto",NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:36:04-03","UFMG","BHCB","44807","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Oliveira, PP de","787","1997","05","27","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Trilha 8","-41.9449996948242","-22.5268993377686",NA,"Brejo","BHCB023119",NA,NA,"17620","auto",NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-08-10 11:15:00-03","MO","MOBOT","101213343","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Ludwig Riedel","Riedel 673",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Mandiocca in sylv. umbrosis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1"
"32","2020-06-15 15:30:42-03","UNESP-RC","HRCB","30467","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Ivanauskas, N.M.","857","1996","08","02",NA,"Brasil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski","-47.876944","-24.675833",NA,"Arvoreta de 3m. Material vegetativo.",NA,NA,NA,NA,NA,"Garcia, F.C.P.","1996","08","08","47º52'37W","24º40'33S",NA,NA,NA,NA,NA
"33","2021-02-09 10:13:16-03","UENF","HUENF","6574","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","bullata","Inga bullata","Benth.","Lima, H.C.; Nascimento, M.T. ; Da silva, G.C. ; De azevedo, P.H.F.",NA,"1997","07","16",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.391389",NA,"Árvore pequena com 5-6 metros de altura. Tronco com casca lisa e acinzentada. DAP 6 cm. Estéril. Ocasional no sub-bosque.","HUENF00006577",NA,NA,NA,NA,NA,NA,NA,NA,"41º5'40''W","21º23'29''S","39","39",NA,NA,NA
"34","2021-02-09 10:13:16-03","UENF","HUENF","11172","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","bullata","Inga bullata","Benth.","Haroldo C. de Lima; D.S. Farias; P.R.C. Farag.","5175","1995","10","26",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Trilha para a Portuguense. Mata de baixada inundada.","-42.3917007446289","-22.6508007049561",NA,"Arvoreta com 4,5 m alt. Estéril. Vi um único indivíduo.","HUENF00011990",NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","1442525","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","bullata","Inga bullata","Benth.","A. Ducke & J. G. Ruhlmann","19245","1925","10","20","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Estrella (cir. Rio de Janeiro), silva secundaria loeis paludonris [interpreted]",NA,NA,NA,NA,"US02187280","US02187280_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"36","2019-11-13 11:22:25-03","USP","SPF","141110","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","bullata","Inga bullata","Benth.","Oliveira, PP","787","1999","01","13",NA,"Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,NA,"SPF00141110",NA,NA,"17620","auto","Lombardi, JA","2000","02",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-09-04 18:30:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","bullata","Inga bullata",NA,"J. B. E. Pohl",NA,"1818","3",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"38","2020-07-23 12:14:16-03","CEPLAC","CEPEC","139134","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","bullata","Inga bullata",NA,"S. J. Silva Neto","1476",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"25743","auto","H. C. de Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-04 15:43:15-03","IF","SPSF","25817","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","bullata","Inga bullata",NA,"M.P.Costa","57","1991","12","13","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga&nf;;",NA,NA,"Magnoliopsida","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-04 15:43:15-03","IF","SPSF","25816","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","campanulata","Inga campanulata",NA,"E.A.Anunciacao","103","1991","12","15","América do Sul","Brasil","SP","Iguape","E.Ecol.Jureia-Itatins, Serra da Jureia","-47.5499992370605","-24.7000007629395",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliopsida","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-04 15:43:15-03","IF","SPSF","25780","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","campanulata","Inga campanulata",NA,"L.Rossi","829","1991","03","19","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliopsida","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-04 15:43:15-03","IF","SPSF","25779","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","campanulata","Inga campanulata",NA,"D.F.Pereira","52","1991","08","13","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliopsida","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:09:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in silvis Basso da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:09:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in provinciae Rio de Janeiro silvis umbrosis ad Mandiocca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:09:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Inga","campanulata","Inga campanulata","Benth.","Burchell, WJ","2556","1826","02","21","Southern America","Brazil","Rio de Janeiro","Guapimirim","IBB/Freixal, Guapimirim, RJ, Forest descent from Serra dos Órgãos to Frechal","-43.066667","-22.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.066667","-22.55",NA,NA,NA,NA,NA
"46","2019-11-21 10:05:47-03","IBt","SP","237939","S","Plantae",NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Rossi, L; Romaniuc Neto, S; Cordeiro, I","494","1988","08","24",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Morro de Foles","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"37574","auto","Pennington, TD","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:05:47-03","IBt","SP","253037","S","Plantae",NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Aragaki, S; Cordeiro, I; Rossi, L; Nicolau, SA","3","1992","03","11",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Mata ao redor do alojamento","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 10:05:47-03","IBt","SP","252421","S","Plantae",NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Anunciação, EA; Rossi, L; Cordeiro, I; Costa, MP","103","1991","12","15",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, mata nos arredores do alojamento","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:05:47-03","IBt","SP","251441","S","Plantae",NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Pereira, DF; Rossi, L; Gomes da Silva, SJ; Sugiyama, M; Ferreira, S","52","1991","08","13",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha na restinga entre margem do Rio Verde e caminho do Imperador","-47.5499992370605","-24.7000007629395",NA,"Arvoreta ca. 2,0m alt., frutos imaturos verdes","SP025291","SP025291",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 10:05:47-03","IBt","SP","250109","S","Plantae",NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Sugiyama, M; et al.","909","1991","08","13",NA,"Brasil","São Paulo","Iguape","Reserva Ecológica Juréia-Itatins, Trilha do Imperador","-47.5499992370605","-24.7000007629395",NA,"Árvore 6-7,0m alt., frutos imaturos verdes",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 10:05:47-03","IBt","SP","1173","S","Plantae",NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Loefgren, A","CGG4217","1898","11","22",NA,"Brasil","São Paulo","Praia Grande","Mata, cam. da ponte, Boqueirão.","-46.4000015258789","-24",NA,NA,"SP006462","SP006462",NA,"22363","auto","Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 10:05:47-03","IBt","SP","123480","S","Plantae",NA,NA,"Fabaceae","Inga","bullata","Inga bullata","Benth.","Silva, JS","323","1974","06","06",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"34265","auto","Pennington, TD","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
