"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","642475","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","T. D. Pennington",NA,NA,NA,"W. W. Thomas","12323","2001","03","18","Brazil","Bahia","Itanhém","Fazenda Pedra Grande, 16.2 km west of Itanhém on road to Batinga, then 0.6 km north to Fazenda (owner Otevaldo Resende da Silva)","-40.4214","-17.1325",NA,NA,"260","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642475","NY00642475_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","823080","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","T. D. Pennington",NA,NA,NA,"P. Fiaschi","1196","2002","12","01","Brazil","Bahia","Jussari","Estrada Jussari - Palmira, entrada à esquerda, ca. 7.5 km. Fazenda Teimoso. RPPN Serra do Teimoso.","-39.5286","-15.1581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823080","NY00823080_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","374837","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","22608","1969","10","23","Brazil","Paraná","Medianeira","Flôr da Serra","-54.0939","-25.2956",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374837","NY00374837_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01174637","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","T. D. Pennington",NA,NA,NA,"C. A. Cid Ferreira","4606","1984","06","18","Brazil","Rondônia","Rolin de Moura","Estrada para Brasilandia, linha 180, km 12.","-62.03","-11.2",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1331272' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174637","NY01174637_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00859605","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","T. D. Pennington",NA,NA,NA,"E. P. Heringer","s.n.","1956","11","08","Brazil","Minas Gerais","Paraopeba","Fazenda Rasgão, 3 km. de Paraopeba.","-44.4042","-19.2744",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859605","NY00859605_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","374827","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","919","1966","03","05","Brazil","Paraná","Sao Tomé","Ca. 15 km. E. of Sao Tomé. Forest near a spring, towards airstrip Lagoa.","-52.5906","-23.5381",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374827","NY00374827_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00749609","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","P. Fiaschi",NA,NA,NA,"A. M. Amorim","3577","2000","06","28","Brazil","Bahia","Itaju do Colônia","Estrada Santa Cruz da Vitória-Itajú do Colônia, ca. 81 km de Santa Cruz da Vitória, Fazenda Uruguaiana","-39.7963889","-15.0305556",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=899885' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749609","NY00749609_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","720549","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","A. Alves-Araújo",NA,NA,NA,"G. S. Z. Rezende","51","2001","12","06","Brazil","Rio de Janeiro","Cabo Frio","Distrito Tamoios, Condomínio Folrestinha.","-42.0186","-22.8794",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505658' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720549","NY00720549_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","374826","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","G. G. Hatschbach",NA,NA,NA,"S. M. Silva","1891","1997","03","23","Brazil","Paraná","Londrina","Rio Tibagi, Fazenda Soa José do Remansinho","-51.1628","-23.3106",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366609' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374826","NY00374826_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","374833","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","S. M. Silva",NA,NA,NA,"S. B. Mikich","177","1995","09","22","Brazil","Paraná","Fênix",NA,"-52.45","-23.4",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374833","NY00374833_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","374859","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","H. de F. L. Filho",NA,NA,NA,"H. de F. Leitão Filho","192","1967","10","25","Brazil","São Paulo","Campinas","Fazenda Sao Quirino.","-47.06","-22.9",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374859","NY00374859_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","374850","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","T. D. Pennington",NA,NA,NA,"A. Strieder","35328","1946","11","11","Brazil","Rio Grande do Sul","Sao Leopoldo","S. Leopoldo, In silvula campestri","-51.1469","-29.7606",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374850","NY00374850_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00859606","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","T. D. Pennington",NA,NA,NA,"J. A. Ratter","R2494","1972","09","18","Brazil","Goiás","Padre Bernardo","Region of Fazenda Lagoa Santa, Nr Padre Bernardo. About 140 Km N of Brasília.","-48.58","-15.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959834' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859606","NY00859606_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","374853","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","A. Cronquist",NA,NA,NA,"P. K. H. Dusén","11819","1911","06","03","Brazil","Santa Catarina",NA,"Rio Uruguay, in silva prim.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366568' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374853","NY00374853_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00374842","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","S. F. Smith",NA,NA,NA,"B. A. S. Pereira","2220","1992","09","08","Brazil","Distrito Federal","Brasília","APA de Cafuringa. Fazenda da Palestina. Margem esquerada do rio do Sal.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374842","NY00374842_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","374838","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","20574","1968","12","08","Brazil","Paraná","Laranjeiras do Sul","Campo Novo","-52.4158","-25.4081",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366608' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374838","NY00374838_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02890615","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","A. Alves-Araújo",NA,NA,NA,"W. W. Thomas","12139","2000","04","01","Brazil","Bahia","Jussari","Reserva Natural Serra do Teimoso, Fazenda Teimoso, 7 km. NW of Jussari, Southern Bahian moist forest near transition with drier forests","-39.5239","-15.155",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=139119' target='other'> <mi>dwc_moreinfo</mi></a>","NY02890615","NY02890615_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","374835","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","T. D. Pennington",NA,NA,NA,"G. G. Hatschbach","17056","1967","08","28","Brazil","Paraná","Icaraíma","Pôrto Camargo","-53.6139","-23.3958",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374835","NY00374835_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","374829","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","G. G. Hatschbach",NA,NA,NA,"J. M. Silva","2087","1997","10","14","Brazil","Paraná","Quedas do Iguaçu","Barra do Rio Perdid, Fazenda ADM","-52.9081","-25.4497",NA,NA,"315","315","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374829","NY00374829_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","374844","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","T. D. Pennington",NA,NA,NA,"S. A. Mori","10761","1978","09","20","Brazil","Bahia","Itamarajú","Ca. 5 km a W de Itamaraju. Mata Higrófila Sul Baiana bastante perturbada. Folha SE-24 (17-40d)","-39.5815229","-17.0363517",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374844","NY00374844_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","374834","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","A. Cronquist",NA,NA,NA,"P. K. H. Dusén","10741","1910","11","23","Brazil","Paraná","Jaguariaíva","Jaguariahyva, in silvula","-49.713647","-24.340602",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374834","NY00374834_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1182784","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","D. B. O. S. Cardoso",NA,NA,NA,"D. B. O. S. Cardoso","788","2005","09","20","Brazil","Bahia","Ruy Barbosa","Serra do Orobó. Faz. de Eduardo Alencar.","-40.4728","-12.3039",NA,NA,"490","490","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408970' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182784","NY01182784_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","374831","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","T. D. Pennington",NA,NA,NA,"G. G. Hatschbach","14313",NA,NA,NA,"Brazil","Paraná","Cianorte","Fda. Lagoa, Rio Ligeiro","-52.6047","-23.6633",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366581' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374831","NY00374831_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","374836","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","T. D. Pennington",NA,NA,NA,"E. L. Ekman","2039","1907","11","22","Brazil","Paraná",NA,"Posadas, in ripa fluminis Alto-Paraná",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366583' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374836","NY00374836_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00374841","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","M. H. Nee",NA,NA,NA,"B. A. S. Pereira","3394","1997","05","13","Brazil","Distrito Federal","Brasília","Area de Proteçao Ambiental (APA) de Cafuringa. Margem do córrego Lage, Faz. Palestina.","-47.9296989440918","-15.7797002792358",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374841","NY00374841_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales","70570","auto",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02447577","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.",NA,NA,NA,NA,"A. A. da Luz","207","2004","07","09","Brazil","Minas Gerais","Rio Piracicaba","Estrada da barragem.","-43.1741981506348","-19.92919921875",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623533' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447577","NY02447577_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales","17919","auto",NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","374849","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","T. D. Pennington",NA,NA,NA,"C. A. Cid Ferreira","4893","1984","06","29","Brazil","Rondônia","Ouro Preto do Oeste","BR 364, rodovia Cuiabá-Porto Velho, km 378, Reserva Ecológica do CNPq-INPA","-62","-10.18",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374849","NY00374849_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1182867","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.",NA,NA,NA,NA,"S. de V. A. Pessôa","604","1992","03","24","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Parcela 16 - Fazenda Sta. Rita. rea 16C.","-42.883","-22.483",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411014' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182867","NY01182867_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","374843","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","T. D. Pennington",NA,NA,NA,"L. A. Mattos Silva","3659","1997","11","20","Brazil","Bahia","Una","Parque Ecotutístico de Una, próximo á REBIO (Reserva Biologica de Una). Zona do Baro Vermelho. Regiao de Mata Higrofila Sua Baiana (Mata Atlantica). Solo argilosilicoso.","-39.0753","-15.2933",NA,NA,"60","60","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374843","NY00374843_01","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","374866","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","M. E. Múlgura de Romero",NA,NA,NA,"N. B. Deginani","1341","1999","05","13","Argentina","Misiones",NA,"Dpto. San Pedro, Reserva Esmeralda.","-53.9","-26.88",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=366601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374866",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
