"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","coordinatePrecision","geoFlag","class","order","individualCount","imagecode","typeStatus"
"11","2009-08-21 06:48:00-03","MO","MOBOT","2896859","PreservedSpecimen","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer","Ronald Liesner",NA,NA,"Howard S. Irwin|Thomas R. Soderstrom","Irwin 7290","1964","10","24","South America","Brazil","Goiás",NA,"Serra do Caiapó. Burned-over cerrado, ca. 30km N. of Jataí on road to Caiaponia.","-51.78333","-17.2",NA,NA,"800.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-12 05:00:02-03","US","US","2564730","PreservedSpecimen","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer",NA,NA,NA,"G. Hatschbach","14776","1966","10","3","South America","Brazil","Paraná",NA,"Gruta do Monje (mun. Lapa).",NA,NA,NA,NA,NA,NA,NA,"US03199146",NA,NA,"Dicotyledonae","Lamiales","1","US03199146_01",NA
"13","2019-09-04 19:00:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Verbenaceae","Lippia","nana","Lippia nana",NA,NA,NA,NA,"J. B. E. Pohl","6063",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Type [status unknown]"
"14","2020-03-16 13:44:56-03","UFU","HUFU","15886","S","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer","Cardoso, P.H.","2019","05","Romero, R.; Nakajima, J.N.; Farinaccio, M.A.; Furlan, A. & Prado, P.M.M.","4554","1997","08","23",NA,"Brasil","Minas Gerais","São Roque de Minas","Estrada para a Fazenda do Fundão","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Herbáceo, ca. 0,1 m. Cálice esverdeado. Corola amarelada.; Campo limpo, solo pedregoso.","HUFU00076930","57119","auto",NA,NA,NA,NA,NA
"15","2020-03-16 13:44:56-03","UFU","HUFU","9962","S","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer","Cardoso, P.H.","2019","05","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","2773","1995","09","26",NA,"Brasil","Minas Gerais","São Roque de Minas","Morro após a nascente do Rio São Francisco","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Herbáceo, ca. 0,07 m. Cálice verde. Corola amarela.; Campo rupestre.","HUFU00076929","57119","auto",NA,NA,NA,NA,NA
"16","2020-03-16 13:44:56-03","UFU","HUFU","6520","S","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer","Cardoso, P.H.","2019","05","Romero, R.","1267","1994","10","16",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Naciona da Serra da Canastra, Estrada S. R. Minas-Sacramento; 5km da sede.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Herbácea, ca. 0,10 m. Brácteas esverdeadas, corola amarelada.; Campo rupestre.","HUFU00076924","57119","auto",NA,NA,NA,NA,NA
"17","2020-03-16 13:44:56-03","UFU","HUFU","6104","S","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer","Cardoso, P.H.","2019","05","Nakajima, J.N.; Romero, R. & Simão, D.","s.n.","1994","08","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Herbácea, ca. 0,05 m. Cálice verde, corola amarela.; Campo limpo.","HUFU00076926","57119","auto",NA,NA,NA,NA,NA
"18","2020-03-16 13:44:56-03","UFU","HUFU","6597","S","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer","Cardoso, P.H.","2019","05","Romero, R.","1363","1994","10","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada S. R. Minas-Sacramento; próx. a garagem de pedras.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Herbácea, ca. 0,05 m. Cálice esverdeado. Corola amarela.; Campo limpo.","HUFU00076925","57119","auto",NA,NA,NA,NA,NA
"19","2020-03-16 13:44:56-03","UFU","HUFU","30393","S","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer","Cardoso, P.H.","2019","05","Fleury-Silva, H.R.; Lima, D. & Pinheiro, A.","205","2002","11","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Guarita de Sacramento, 3 km da entrada.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Erva, apróx. 0,15 m; corola amarela.; Cerrado.","HUFU00076932","57119","auto",NA,NA,NA,NA,NA
"20","2020-03-16 13:44:56-03","UFU","HUFU","6571","S","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer","Cardoso, P.H.","2019","05","Romero, R.","1337","1994","10","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra Canastra, Estrada S. R. Minas-Sacramento; próx. a garagem de pedras.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Herbácea, ca. 0,20 m. Cálice esverdeado. Corola amarela.; Campo limpo.","HUFU00076928","57119","auto",NA,NA,NA,NA,NA
"21","2020-03-16 13:44:56-03","UFU","HUFU","6064","S","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer","Cardoso, P.H.","2019","05","Nakajima, J.N.; Romero, R. & Simão, D.","s.n.","1994","08","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Herbácea, ca. 0,10 m. Brácteas verdes, cálice verde, corola amarela, estames amarelos.; Campo limpo.","HUFU00076927","57119","auto",NA,NA,NA,NA,NA
"22","2020-03-16 13:44:56-03","UFU","HUFU","30371","S","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer","Cardoso, P.H.","2019","05","Pacheco, R.A.; Araújo, B.B. & Oliveira, G.C.","269","2002","11","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Erva, ca. 0,06 m. Br#?#cteas verdes, corola amarela.; Cerrado.","HUFU00076931","57119","auto",NA,NA,NA,NA,NA
"23","2020-01-25 23:59:31-03","FMM","FMM","1562","MachineObservation","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer","Fátima Salimena",NA,NA,NA,NA,"2014","10","18",NA,"Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.880333","-15.898114","47°52'49.20W","15°53'53.21S",NA,NA,"Hábito: Erva; Domínio Fitogeográfico: Cerrado; Vegetação: Cerrado (lato sensu)","FMM01562",NA,NA,NA,NA,NA,"FMM01562_v",NA
"24","2020-01-25 23:59:31-03","FMM","FMM","1563","MachineObservation","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer","Fátima Salimena",NA,NA,NA,NA,"2011","10","08",NA,"Brasil","Distrito Federal","Brasília","Campus da Universidade de Brasília","-47.867192","-15.775617","47°52'01.89W","15°46'32.22S",NA,NA,"Hábito: Erva; Domínio Fitogeográfico: Cerrado; Vegetação: Cerrado (lato sensu)","FMM01563",NA,NA,NA,NA,NA,"FMM01563_v1 FMM01563_v2",NA
"25","2017-09-11 17:14:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Verbenaceae","Lippia","nana","Lippia nana","Schauer",NA,NA,NA,"Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In montibus Serra Urubu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
