"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","yearIdentified","infraspecificEpithet","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02695350","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","R. S. Souza","R. S. Souza","412","2014","04","05","Brazil","Bahia","Jequié","Oriente Novo. Estrada sentido Oriente Novo ao município de Boa Nova-BA. Borda da Mata.","-40.135972","-14.239528",NA,NA,"771",NA,"NY02695350","NY02695350_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952886' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00906486","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","parnahibensis","Myrcia parnahibensis","(O.Berg) Kiaersk.","P. O. Rosa","W. R. Anderson","7260","1973","03","16","Brazil","Goiás","Teresina de Goiás","Chapada dos Veadeiros, 13 km by road S of Terezina","-47.2647","-13.8939",NA,NA,"1000","1000","NY00906486","NY00906486_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981591' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00908151","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.","C. M. D. E. Legrand","L. Duarte","s.n.","1962","09",NA,"Brazil","Distrito Federal","Brasília","Distrito Federal","-47.9294","-15.7797",NA,NA,NA,NA,"NY00908151","NY00908151_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991558' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00908152","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.",NA,"E. P. Heringer","9019","1962","09","09","Brazil","Distrito Federal","Brasilia","Fundaçao Zoobotanica","-47.9294","-15.7797",NA,NA,NA,NA,"NY00908152","NY00908152_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991560' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00908150","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.",NA,"J. A. Ratter","R1974","1968","06","25","Brazil","Mato Grosso",NA,"8 km. NE of the Base Camp of the Expedition (c. 270 km. N. of Xavantina)","-51.87","-12.9",NA,NA,NA,NA,"NY00908150","NY00908150_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991555' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00908155","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.",NA,"A. F. M. Glaziou","21162","1895","09","01","Brazil","Goiás",NA,"Guariroba",NA,NA,NA,NA,NA,NA,"NY00908155","NY00908155_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991568' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00906488","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.","C. E. B. Proença","P. W. Richards","6415","1968","07","14","Brazil","Mato Grosso",NA,"Near Plot 4, P/C transect, Xavantina","-52.23","-14.63",NA,NA,NA,NA,"NY00906488","NY00906488_01","Taituba in Richards <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981595' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00908148","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.",NA,"D. Philcox","3286","1967","11","28","Brazil","Mato Grosso",NA,"c. 1km. W. of Km. 247 Xavantina-Cachimbo road","-51.77","-12.82",NA,NA,NA,NA,"NY00908148","NY00908148_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991550' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00908154","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.",NA,"J. F. Ramos","R. & S.45","1967","10",NA,"Brazil","Mato Grosso",NA,"Near the base camp of the expedition (c. 270 km N. of Xavantina)","-51.87","-12.9",NA,NA,NA,NA,"NY00908154","NY00908154_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991567' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00908149","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.",NA,"D. Philcox","4107","1968","01","19","Brazil","Mato Grosso",NA,"c. 1-3 km W. of km. 261 Xavantina-Cachimbo road","-51.77","-12.82",NA,NA,NA,NA,"NY00908149","NY00908149_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991553' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00908125","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.",NA,"P. W. Richards","6869","1968","09","09","Brazil","Mato Grosso",NA,"Base Camp","-51.77","-12.82",NA,NA,NA,NA,"NY00908125","NY00908125_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991541' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00908124","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.","C. M. D. E. Legrand","H. S. Irwin","7962","1965","09","04","Brazil","Distrito Federal","Brasília","Chapada da Contagem","-47.9297","-15.7797",NA,NA,"1000","1000","NY00908124","NY00908124_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991538' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00908153","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.","C. E. B. Proença","R. Lopes","36","1991","12","05","Brazil","Tocantins",NA,"Km 61 da estrada Dianópolis /Taguatinga",NA,NA,NA,NA,NA,NA,"NY00908153","NY00908153_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991564' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00906511","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.","N. Silveira","G. G. Hatschbach","36218","1975","02","17","Brazil","Distrito Federal","Brasília","BR 60, km 20","-47.9294","-15.7797",NA,NA,NA,NA,"NY00906511","NY00906511_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981702' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00908146","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.",NA,"R. M. Harley","10516","1968","10","07","Brazil","Mato Grosso",NA,"c. 3 km E. of base camp","-51.77","-12.82",NA,NA,NA,NA,"NY00908146","NY00908146_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991542' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00908147","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.",NA,"R. M. Harley","10856","1968","10","26","Brazil","Mato Grosso",NA,"R12, c. 5 km S. of Base Camp","-51.77","-12.82",NA,NA,NA,NA,"NY00908147","NY00908147_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991545' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1182931","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","J. E. Q. de Faria","P. G. Delprete","9207","2005","07","24","Brazil","Goiás","Pirenópolis","Serra dos Pireneus. 5-8 km da cidade em direção para Cocalzinho. Mata de galeria próxima ao Córrego dos Alunos.","-48.8783","-15.8075",NA,NA,"1180","1180","NY01182931","NY01182931_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411214' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00906843","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","P. O. Rosa","H. S. Irwin","25230","1970","01","23","Brazil","Goiás","Catalão","Contraforte Central, ca. 26 km N.E. of Catalão","-47.77624","-18.0006",NA,NA,"875","875","NY00906843","NY00906843_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982899' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00906376","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","P. O. Rosa","B. Maguire","56145","1963","08","13","Brazil","Tocantins",NA,"Between Cristalandia and Gurupi, Belem-Brasília Highway.",NA,NA,NA,NA,"300","300","NY00906376","NY00906376_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981107' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00906665","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","J. E. Q. de Faria","H. S. Irwin","34074","1972","01","14","Brazil","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 20 km E. of Pirenópolis","-48.76328","-15.85",NA,NA,"1000","1000","NY00906665","NY00906665_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982195' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","818373","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","C. E. B. Proença","F. H. F. Oldenburger","1574","1975","10","23","Brazil","Distrito Federal","Brasília","Brasília, University Campus","-47.9294","-15.7797",NA,NA,NA,NA,"NY00818373","NY00818373_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=861457' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00906508","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","P. O. Rosa","H. S. Irwin","25706","1970","01","29","Brazil","Minas Gerais",NA,"Morro das Pedras, ca. 40 km N.E. of Patrocínio","-43.2485756","-19.9480039",NA,NA,"1000","1000","NY00906508","NY00906508_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981673' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:20:20-03","UFRJ","RFA","17577","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","rubella","Calyptranthes rubella","(O.Berg) D.Legrand","G.G. Hatschbach","G.G. Hatschbach","26265","1971","02","04","Brasil","Paraná","Guaraqueçaba","Rio do Costa","-48.3288993835449","-25.3066997528076",NA,NA,"50","50","RFA14622",NA,"Arvoreta 7 m de altura; flor alva",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-19 15:44:45-03","UNEB","HUNEB","9828","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.",NA,"Guedes, M.L.","10165ALCB","2002","03","14","Brasil","Bahia","Salvador","Região Metropolitana de Salvador, Dunas do Aeroporto , atrás do Motel Sky.","-38.316667","-12.683333","38W19'0''","12S41'0''",NA,NA,"HUNEB0009828",NA,"Arbustiva-Arbórea.",NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:46:03-03","EAO","IAN","93746","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","Kiaersk.",NA,"Glaziou, AFM","21162",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093746",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-08 21:32:49-03","UFBA","ALCB","11739","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","rubella","Aulomyrcia rubella","O. Berg.",NA,"s.col.","s/n",NA,NA,NA,"Brasil",NA,NA,"De quase todo o Brasil",NA,NA,NA,NA,NA,NA,"ALCB015430","ALCB015430",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 21:32:49-03","UFBA","ALCB","11740","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","rubella","Aulomyrcia rubella","O. Berg.",NA,"s.col.","s/n",NA,NA,NA,"Brasil",NA,NA,"De quase todo o Brasil",NA,NA,NA,NA,NA,NA,"ALCB015431","ALCB015431",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:21:02-03","UFBA","ALCB","133431","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","rubella","Calyptranthes rubella","(O.Berg) D.Legrand",NA,"Sobral, M; et al.","9196","2001","01",NA,"Brasil","Rio Grande do Sul","Torres","Lagoa do Jacaré.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ALCB053297","ALCB053297","3-4 m, flores brancas; casca rugosa.; Resto de mata","Southern America",NA,NA,"Dicotyledon",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:05:50-03","NBC","NL-BOTANY","U.1441275","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","rubella","Calyptranthes rubella","(O.Berg) D.Legrand",NA,"Reitz R",NA,"1953","02","05","Brazil",NA,NA,"Santa catarina. Loc. Campo do Massiambu, Palhoca. Hab. Mata.",NA,NA,NA,NA,NA,NA,"NL-U1441275","NL-U1441275","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441275 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:07:12-03","NBC","NL-BOTANY","L.2527043","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.",NA,"Riedel L",NA,"1834","08","01","Brazil",NA,NA,"Brasilia: Seira de St. marcos.",NA,NA,NA,NA,NA,NA,"NL-L2527043","NL-L2527043","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527043 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:07:12-03","NBC","NL-BOTANY","U 0005141","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rorida","Myrcia rorida","(O.Berg) Kiaersk.",NA,"Riedel L",NA,"1834","08","01","Brazil",NA,NA,"Serra de St. Marcos",NA,NA,NA,NA,NA,NA,"NL-U0005141","NL-U0005141","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae","isotype","104056 B",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:07:12-03","NBC","NL-BOTANY","U.1443695","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Fernandes Lima D","Ramos J; Sousa R",NA,"1967","10","01","Brazil",NA,NA,"Flora of Mato Grosso. Xavantina-Cachimbo expedition. Collected near the base camp of the expedition. c. 270 km n of Xavantina.","-51.866667","-12.9","-51.866667","-12.9",NA,NA,"NL-U1443695","NL-U1443695","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:07:12-03","NBC","NL-BOTANY","U.1443696","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Fernandes Lima D","Harley RM; Souza R; Castro R de; Ferreira A",NA,"1968","10","26","Brazil",NA,NA,"Central Brazilian Plateau. State of Mato Grosso. R12, c. 5km S. of base camp.","-51.766667","-12.816667","-51.766667","-12.816667",NA,NA,"NL-U1443696","NL-U1443696","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 10:07:12-03","NBC","NL-BOTANY","U.1443697","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Fernandes Lima D","Philcox D; Fereira A",NA,"1968","01","19","Brazil",NA,NA,"Central Brazilian Plateau. State of Mato Grosso. v.n. araca. C. 1-3 km W. of Km. 261 Xavantina-Cachimbo road. Cerrado.","-51.766667","-12.816667","-51.766667","-12.816667",NA,NA,"NL-U1443697","NL-U1443697","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1443697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
