"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","phylum","order","typeStatus","continentOcean","preparationType","imagecode","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"246","2021-02-11 17:20:05-03","UFPR","UPCB","71917","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Caddah, M.K.","2011","02","08","Caddah, M.K.","852","2011","02","08","Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,"9999","9999","780","780","Arvoreta ca. 2,5m. Flores velhas. Botões de pétalas brancas. Coleta em sílica..","UPCB0021305",NA,NA,NA,NA,NA,"UPCB0021305",NA,NA,NA,NA,NA,NA,NA,NA
"247","2021-02-11 17:20:05-03","UFPR","UPCB","71918","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Caddah, M.K.","2011","02","08","Caddah, M.K.","853","2011","02","08","Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,"9999","9999","780","780","Arvoreta ca. 2m. Flores velhas. Domáceas com um buraquinho. Coleta em sílica..","UPCB0021340",NA,NA,NA,NA,NA,"UPCB0021340",NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-02-11 17:20:05-03","UFPR","UPCB","73123","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Franco, G.A.D.C.","2010","02","08","Santos, R.L.R.","65","2009","08","31","Brasil","São Paulo","Itaberá","Estação Ecológica de Itaberá.","-43.143611","-23.841667","-43.143611","-23.841667","665","665","Arvoreta 1,5m, frutos imaturos verdes..","UPCB0021072",NA,NA,NA,NA,NA,"UPCB0021072",NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-02-11 17:20:05-03","UFPR","UPCB","74591","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2010","01","01","Kollmann, L.","10456","2008","01","24","Brasil","Espírito Santo","Divino de São Lourenço",NA,NA,NA,"9999","9999",NA,NA,"Arbusto 2m no sol, flores brancas, folhas novas vináceas..","UPCB0021332",NA,NA,NA,NA,NA,"UPCB0021332",NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-02-11 17:20:05-03","UFPR","UPCB","77669","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Meirelles, J.","2010",NA,NA,"Amorim, A.M.A. | Kollmann, L. | Daneu, L.","7799","2009","04","09","Brasil","Espírito Santo","Castelo","Entorno do alojamento em fragmentos de florestas ombrófila densa. Floresta Ombrófila Densa Montana.","-41.075","-20.519444","-41.075000","-20.519444",NA,NA,"Arbusto ca. 3m alt. Folhas verdes a face superior escura e brilhante. Frutos imaturos verdes..","UPCB0021070",NA,NA,NA,NA,NA,"UPCB0021070",NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-02-11 17:20:05-03","UFPR","UPCB","77670","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Meirelles, J.","2010",NA,NA,"Goldenberg, R. | Labiak, P.H. | Fraga, C.N. | Fontana, A.P. | Viana, P. | Saavedra, M.M.","1175","2008","07","18","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Trilha da Balança. Floresta Ombrófila Densa Altomontana. Elev.: 1250-1600m.","-41.101667","-20.526944","-41.101667","-20.526944",NA,NA,"Árvore 6m. Frutos imaturos verdes, maduros enegrecidos..","UPCB0021100",NA,NA,NA,NA,NA,"UPCB0021100",NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-02-11 17:20:05-03","UFPR","UPCB","77671","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Meirelles, J.","2010",NA,NA,"Goldenberg, R. | Fraga, C.N. | Forzza, R.C.","1278","2009","01","21","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Trilha para o Forninho. Floresta Ombrófila Densa Altomontana com inselbergues.","-41.083611","-20.516111","-41.083611","-20.516111",NA,NA,"Arbusto 1m, em subosque de matinha, sobre pedra. Botões e frutos maduros enegrecidos..","UPCB0021084",NA,NA,NA,NA,NA,"UPCB0021084",NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-02-11 17:20:05-03","UFPR","UPCB","77672","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Meirelles, J.","2010",NA,NA,"Kollmann, L. | Fraga, C.N. | Forzza, R.C. | Fontana, A.P. | Labiak, P.H.","10588","2008","02","13","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, localidade de Bateias. Floresta Ombrófila Densa Altomontana. Elev.: 1250m.","-41.101667","-20.526944","-41.101667","-20.526944",NA,NA,"Arbusto 2m na sombra, frutos verdes, flores brancas. Material prensado em álcool..","UPCB0021036",NA,NA,NA,NA,NA,"UPCB0021036",NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-02-11 17:20:05-03","UFPR","UPCB","80338","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Goldenberg, R.","2089","2014","10","14","Brasil","Bahia","Lençois","Chapadinha, 1070m","-41.453","-12.457","-41.453","-12.457",NA,NA,"Arvoreta 4m, em grotão, à sombra; frutos imaturos verdes..","UPCB0016926",NA,NA,NA,NA,NA,"UPCB0016926",NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-02-11 17:20:05-03","UFPR","UPCB","84194","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2012","03","06","Caglioni, E.","38","2011","12","01","Brasil","Santa Catarina","Blumenau","Floresta Ombrófila Densa","-49.078","-27.059","-49.078","-27.059","320","320","Arbusto de 2,5m de altura, com botão floral, em floresta secundária. Parque Nacional da Serra do Itajaí.","UPCB0021071",NA,NA,NA,NA,NA,"UPCB0021071",NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-02-11 17:20:05-03","UFPR","UPCB","87798","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2016","10",NA,"Völtz, R.R. et al.","1009","2016","02","04","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.716944","-24.858889","-48.716944","-24.858889","920","920","Arvoreta 1,3 m alt., flores alvas; interior da Floresta Ombrófila Densa Montana primária..","UPCB0023553",NA,NA,NA,NA,NA,"UPCB0023553",NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-02-11 17:20:05-03","UFPR","UPCB","83584","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Goldenberg, R.","2015",NA,NA,"Romaniuc Neto, S.","937","1988","03","31","Brasil","São Paulo","Ibiúna","Bairro do Murundu","-47.2200012207031","-23.6499996185303",NA,NA,NA,NA,"Frutos verdes quando jovens e maduros são negros.","UPCB0016928",NA,NA,NA,NA,NA,"UPCB0016928","43112","auto",NA,NA,NA,NA,NA,NA
"258","2021-02-11 17:20:05-03","UFPR","UPCB","79839","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Kollmann, L.","6182","2003","05","21","Brasil","Espírito Santo","Santa Maria de Jetibá","Belém, terreno de Paulo Seik, Alt. 700m.","-40.7461013793945","-20.040599822998",NA,NA,NA,NA,"Arbusto 3m. Frutos verdes..","UPCB0016927",NA,NA,NA,NA,NA,"UPCB0016927","31867","auto",NA,NA,NA,NA,NA,NA
"259","2021-02-11 17:20:05-03","UFPR","UPCB","83508","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2009",NA,NA,"Tamashiro, J.Y.","962","1995","05","08","Brasil","São Paulo","Pedra Bela","do outro lado da cidade em estrada de terra","-46.439998626709","-22.7900009155273",NA,NA,NA,NA,"Arvoreta de 2m., frutos verdes.","UPCB0021322",NA,NA,NA,NA,NA,"UPCB0021322","10848","auto",NA,NA,NA,NA,NA,NA
"260","2021-02-11 17:20:05-03","UFPR","UPCB","87979","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2011",NA,NA,"Kollmann, L. | Goldenberg, R.","8566","2006","01","19","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arbusto 3m. Flores com pétalas e estames brancos..","UPCB0023500",NA,NA,NA,NA,NA,"UPCB0023500","23813","auto",NA,NA,NA,NA,NA,NA
"261","2021-02-11 17:20:05-03","UFPR","UPCB","79826","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Boone, W.","149","1984","05","15","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Porte arbustivo com frutos jovens.","UPCB0016924",NA,NA,NA,NA,NA,"UPCB0016924","23813","auto",NA,NA,NA,NA,NA,NA
"262","2021-02-11 17:20:05-03","UFPR","UPCB","79827","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Thomaz, L.D.","854","1994","01","13","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Mata Atlântica de encosta 650 a 800m de altitude.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Não amostrada, 5m, botões verdes..","UPCB0016908",NA,NA,NA,NA,NA,"UPCB0016908","23813","auto",NA,NA,NA,NA,NA,NA
"263","2021-02-11 17:20:05-03","UFPR","UPCB","79825","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Thomaz, L.D.","838","1994","04","20","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Mata Atlântica de encosta 650 a 800m de altitude.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Não amostrada, arbusto com 3m, fruto verde dentro da P40..","UPCB0016875",NA,NA,NA,NA,NA,"UPCB0016875","23813","auto",NA,NA,NA,NA,NA,NA
"264","2021-02-11 17:20:05-03","UFPR","UPCB","79834","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Kollmann, L.","1414","1998","12","22","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lucia, trilha do sagui. (Área 3, parc 27) Altitude 750m.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arbusto 3m. Botões brancos..","UPCB0016936",NA,NA,NA,NA,NA,"UPCB0016936","23813","auto",NA,NA,NA,NA,NA,NA
"265","2021-02-11 17:20:05-03","UFPR","UPCB","68195","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Ivanauskas, N.M. & Santos, R.L.R.","2008","05",NA,"Polisel, R.T.","549","2008","03","28","Brasil","São Paulo","Bananal","Estação Ecológica de Bananal, ao longo da trilha para a Pedra Vermelha.","-44.3199996948242","-22.6800003051758",NA,NA,"1115","1115","Arvoreta 1,5m, frutos vináceos. Floresta ombrófila mista..","UPCB0021324",NA,NA,NA,NA,NA,"UPCB0021324","26795","auto",NA,NA,NA,NA,NA,NA
"266","2021-02-11 17:20:05-03","UFPR","UPCB","67755","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2010",NA,NA,"Camargo, E.","101","2007","04","21","Brasil","Paraná","Tunas do Paraná","Estrada para Tunas.","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"Arbusto 1,5m, pétalas e estames alvos. Sobre barranco. Primeiro registro para o Paraná..","UPCB0016863",NA,NA,NA,NA,NA,"UPCB0016863","41885","auto",NA,NA,NA,NA,NA,NA
"267","2021-02-11 17:20:05-03","UFPR","UPCB","79833","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Fontana, A.P.","455","2002","12","31","Brasil","Espírito Santo","Fundão","Goiapaba-açu, estrada 2.","-40.4067001342773","-19.9325008392334",NA,NA,NA,NA,"Arbusto; cálice verde corola branca..","UPCB0016935",NA,NA,NA,NA,NA,"UPCB0016935","27186","auto",NA,NA,NA,NA,NA,NA
"268","2021-02-11 17:20:05-03","UFPR","UPCB","4686","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.","9558","1962","12","16","Brasil","Paraná","Campina Grande do Sul","Jaguatirica","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbusto, flor alva. Mata..","UPCB0019885",NA,NA,NA,NA,NA,"UPCB0019885","55154","auto",NA,NA,NA,NA,NA,NA
"269","2021-02-11 17:20:05-03","UFPR","UPCB","47670","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2004","01","01","Goldenberg, R.","616","2004","02",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arbusto 15m, flores brancas, pleiostêmones, odor levemente acre e adocicado..","UPCB0021024",NA,NA,NA,NA,NA,"UPCB0021024","12577","auto",NA,NA,NA,NA,NA,NA
"270","2021-02-11 17:20:05-03","UFPR","UPCB","50619","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Reginato, M.","2005","01","01","Reginato, M.","185","2005","01",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arbusto, 1,5m, estames e pétalas alvas..","UPCB0021314",NA,NA,NA,NA,NA,"UPCB0021314","12577","auto",NA,NA,NA,NA,NA,NA
"271","2021-02-11 17:20:05-03","UFPR","UPCB","50620","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Reginato, M.","2005","01","01","Reginato, M.","189","2005","01",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arbusto, 1,5m..","UPCB0021306",NA,NA,NA,NA,NA,"UPCB0021306","12577","auto",NA,NA,NA,NA,NA,NA
"272","2021-02-11 17:20:05-03","UFPR","UPCB","50726","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Reginato, M.","2004","01","01","Reginato, M.","131","2004","12",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arbusto 1,5m..","UPCB0021325",NA,NA,NA,NA,NA,"UPCB0021325","12577","auto",NA,NA,NA,NA,NA,NA
"273","2021-02-11 17:20:05-03","UFPR","UPCB","58662","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2008","01","01","Goldenberg, R.","1157","2008","03","01","Brasil","Paraná","Piraquara","Mananciais da Serra.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arbusto 1,5m, flores brancas. Floresta ombrófila densa montana..","UPCB0021307",NA,NA,NA,NA,NA,"UPCB0021307","12577","auto",NA,NA,NA,NA,NA,NA
"274","2021-02-11 17:20:05-03","UFPR","UPCB","79840","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Kollmann, L.","1720","1999","01","27","Brasil","Espírito Santo","Santa Teresa","Mata Fria, terrenoi de Clerio Loss. Altitude 750m.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arbusto 2m. Flores brancas..","UPCB0016939",NA,NA,NA,NA,NA,"UPCB0016939","23813","auto",NA,NA,NA,NA,NA,NA
"275","2021-02-11 17:20:05-03","UFPR","UPCB","45843","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2002","01","01","Farah, F.T.","2234","2001","04","13","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu, Rio Mambu","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Floresta ribeirinha ao longo do rio, 750m s.n.m..","UPCB0021330",NA,NA,NA,NA,NA,"UPCB0021330","53584","auto",NA,NA,NA,NA,NA,NA
"276","2021-02-11 17:20:05-03","UFPR","UPCB","78756","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2012",NA,NA,"Goldenberg, R.","1646","2012","02","14","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu, trilha do mirante (próximo ao mirante)","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arvoreta 5m. Frutos muito jovens verdes. Floresta Ombrófila Densa Montana.","UPCB0021087",NA,NA,NA,NA,NA,"UPCB0021087","53584","auto",NA,NA,NA,NA,NA,NA
"277","2021-02-11 17:20:05-03","UFPR","UPCB","76899","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2012",NA,NA,"Tonaco, A.C.","178","2011","05","17","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi. Lagoa Seca.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Em uma dolina (20m de profundidade), no interior do capão de mata. Arvoreta prostrada. Flores com pétalas alvas, cálice verde e anteras alvas, odor levemente desagradável. Campo rupestre quartzítico..","UPCB0016864",NA,NA,NA,NA,NA,"UPCB0016864","44599","auto",NA,NA,NA,NA,NA,NA
"278","2021-02-11 17:20:05-03","UFPR","UPCB","56177","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2007","01","01","Mota, N.F.O.","546","2006","02","09","Brasil","Minas Gerais","Carandaí","Pedra do Sino Hotel Fazenda, BR 040 km 6, Trilha do Sagui","-43.8064002990723","-20.9535999298096",NA,NA,"1000","1200","Arbusto 3m, tricomas ferrugíneos, cálice verde, estames creme, estigma branco. Borda de mata..","UPCB0021315",NA,NA,NA,NA,NA,"UPCB0021315","23079","auto",NA,NA,NA,NA,NA,NA
"279","2021-02-11 17:20:05-03","UFPR","UPCB","79832","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Kollmann, L.","5377","2002","01","29","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi. Trilha da cachoeira, sede nova. Altitude 800m.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arvoreto 4m. Frutos verdes..","UPCB0016871",NA,NA,NA,NA,NA,"UPCB0016871","23813","auto",NA,NA,NA,NA,NA,NA
"280","2021-02-11 17:20:05-03","UFPR","UPCB","79831","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Kollmann, L.","1383","1998","12","29","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica da Caixa D'água. Trilha do Caravagem. Altitude 750m.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arbusto 8m. Botões brancos, folhas novas avermelhadas..","UPCB0016940",NA,NA,NA,NA,NA,"UPCB0016940","23813","auto",NA,NA,NA,NA,NA,NA
"281","2021-02-11 17:20:05-03","UFPR","UPCB","45928","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2002","01","01","Lopes, A.V.","5","2001","10","05","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Arbusto prostrado, ca.2m, frutos imaturos verdes..","UPCB0021309",NA,NA,NA,NA,NA,"UPCB0021309","11991","auto",NA,NA,NA,NA,NA,NA
"282","2021-02-11 17:20:05-03","UFPR","UPCB","79836","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Kollmann, L.","5478","2002","02","05","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Nova Lombardia, estrada de goiapaba-açu, divisa a direita. Altitude 800m.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arvoreto 4m. Flores brancas. Frutos verdes..","UPCB0016876",NA,NA,NA,NA,NA,"UPCB0016876","23813","auto",NA,NA,NA,NA,NA,NA
"283","2021-02-11 17:20:05-03","UFPR","UPCB","59274","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2008","01","01","Lafetá, R.",NA,"1998","01","31","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Municipal Santa Cândida.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Na mata entre a Reserva e o Cartódromo..","UPCB0021335",NA,NA,NA,NA,NA,"UPCB0021335","36144","auto",NA,NA,NA,NA,NA,NA
"284","2021-02-11 17:20:05-03","UFPR","UPCB","45927","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2002","01","01","Forzza, R.C.","2066","2002","01","27","Brasil","Minas Gerais","Descoberto","Reseva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Arbusto ca. 2m alt. Folhas discolores e flores alvas..","UPCB0021298",NA,NA,NA,NA,NA,"UPCB0021298","11991","auto",NA,NA,NA,NA,NA,NA
"285","2021-02-11 17:20:05-03","UFPR","UPCB","79829","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Kollmann, L.","2547","1999","06","15","Brasil","Espírito Santo","Santa Teresa","São Antônio, terreno do Boza. Altitude 850m.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Mata de encosta., Arbusto 2m. Frutos verdes, pretos maduros..","UPCB0016907",NA,NA,NA,NA,NA,"UPCB0016907","23813","auto",NA,NA,NA,NA,NA,NA
"286","2021-02-11 17:20:05-03","UFPR","UPCB","91420","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2019",NA,NA,"Kollmann, L. | Bausen, E. | Pizziolo, W.","1974","1999","02","22","Brasil","Espírito Santo","Município de Santa Teresa","São Lourenço, Country Club.","-40.6002998352051","-19.9356002807617",NA,NA,"750","750","Mata de encosta. Arvoreto 9 m. DAP 12 cm. Fuste 6m. Botões verdes.","UPCB0016169",NA,NA,NA,NA,NA,"UPCB0016169","23813","auto",NA,NA,NA,NA,NA,NA
"287","2021-02-11 17:20:05-03","UFPR","UPCB","79837","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Kollmann, L.","1969","1999","02","22","Brasil","Espírito Santo","Santa Teresa","São Lourenço, Country Club. Altitude 750m.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Mata de encosta. Arbusto na sombra 2m. Frutos verdes..","UPCB0016938",NA,NA,NA,NA,NA,"UPCB0016938","23813","auto",NA,NA,NA,NA,NA,NA
"288","2021-02-11 17:20:05-03","UFPR","UPCB","79835","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2014",NA,NA,"Kollmann, L.","1172","1998","12","02","Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria, terreno de Clério Loss. Valão a direita do asfalto. Altitude 750m.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Mata de encosta. Arbusto 4m. Botões brancos..","UPCB0016874",NA,NA,NA,NA,NA,"UPCB0016874","23813","auto",NA,NA,NA,NA,NA,NA
"289","2021-02-11 17:20:05-03","UFPR","UPCB","46344","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2017",NA,NA,"Conceição, A.A.","743","2000","01","27","Brasil","Bahia","Palmeiras","Serra dos Brejões (Chapadinha)","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"Árvore 3, ramos jovens vináceos com algumas folhas de tons vináceos na face abaxial, frutos verdes. Grotão. Alt.: 950-1100m s.n.m..","UPCB0014847",NA,NA,NA,NA,NA,"UPCB0014847","20767","auto",NA,NA,NA,NA,NA,NA
"290","2021-02-11 17:20:05-03","UFPR","UPCB","62985","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2009","01","01","Valente, A.S.M.",NA,"2007","01","01","Brasil","Minas Gerais","Rio Preto","Serra Negra.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,NA,"UPCB0021318",NA,NA,NA,NA,NA,"UPCB0021318","20815","auto",NA,NA,NA,NA,NA,NA
"291","2021-02-11 17:20:05-03","UFPR","UPCB","62987","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Goldenberg, R.","2009","01","01","Valente, A.S.M.","495","2006","08","27","Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata da Cachoeira do Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,"1300","1300","Árvore ca. 4m, interior da mata nebular. Fitossociologia = 482N..","UPCB0021299",NA,NA,NA,NA,NA,"UPCB0021299","20815","auto",NA,NA,NA,NA,NA,NA
