"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","phylum","order","typeStatus","continentOcean","preparationType","imagecode","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1519486","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"A. M. Amorim","6720","2007","01","20","Brazil","Bahia","Arataca","Serra do Peito-de-Moça. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca, com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.3417","-15.1736",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1745002' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519486","Magnoliophyta","Myrtales",NA,"South America","sheet","NY01519486_01",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","521509","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"A. F. M. Glaziou","13854",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521509","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00521509_01",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","521929","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"F. Segadas-Vianna","2764","1951","03",NA,"Brazil","São Paulo","Sao José do Barreiro","Barreiro Co. Serra da Bocaina. Lageado Farm","-44.622423","-22.796043",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=35674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521929","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00521929_01",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1145628","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"R. Goldenberg","1028","2008","01","05","Brazil","Espírito Santo","Santa Maria de Jetibá","Mata - Projeto Muriqui","-40.7461","-20.0406",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320699' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145628","Magnoliophyta","Myrtales",NA,"South America","sheet","NY01145628_01",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","521557","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"J. Bowie","159","1818","05","26","Brazil","São Paulo",NA,"..was collected in the neighborhood of Sta. Paulo","-46.614556","-23.657005",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521557","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00521557_01",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","521548","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"R. M. Klein","934","1954","12","27","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5178","-27.0569",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649544' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521548","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00521548_01",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00917052","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"Y. E. J. Mexia","4576","1930","04","07","Brazil","Minas Gerais","Viçosa","Road to San Miguel. Beyond kilo. 4.","-42.8817","-20.7542",NA,NA,"690","690","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917052","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00917052_01",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","521553","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"L. P. de Queiroz","1568","1987","05","27","Brazil","Bahia","Castro Alves","Subida da Serra da Jiboia, 6 km SE de Pedra Branca. Floresta Nebular","-39.4719","-12.8458",NA,NA,"680","680","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521553","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00521553_01",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01198038","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"M. M. M. Lopes","1002","2006","08","06","Brazil","Bahia","Arataca","RPPN Caminho das Pedras, em trilha de acesso ao Peito-de-Moça. Coletas efetuadas na trilha após a residência do Sr. Mormaço","-39.3417","-15.1736",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408951' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198038","Magnoliophyta","Myrtales",NA,"South America","sheet","NY01198038_01",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00822772","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"P. Fiaschi","1375","2003","02","25","Brazil","Bahia","Santa Teresinha","Estrada de Santa Teresinha para Elísio Medrado, ca. 10.2 km à esq., estrada para o alto da serra.","-39.47","-12.83",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822772","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00822772_01",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1654181","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"M. K. Caddah","853","2011","02","08","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Trilha Indaiá-açu.","-40.53495","-19.97022",NA,NA,"780",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568339' target='other'> <mi>dwc_moreinfo</mi></a>","NY01654181","Magnoliophyta","Myrtales",NA,"South America","sheet","NY01654181_01",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1519466","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"J. G. Jardim","5007","2007","05","04","Brazil","Bahia","Wenceslau Guimarães","Estação Ecológica Estadual Nova Esperança; trilha para o Pico do Urubu, parte inicial","-39.7161","-13.5928",NA,NA,"450","650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1744072' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519466","Magnoliophyta","Myrtales",NA,"South America","sheet","NY01519466_01",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","521545","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"G. G. Hatschbach","23450","1970","02","06","Brazil","Paraná","Sao José dos Pinhais","Rio Pequeno","-49.2064","-25.5347",NA,NA,NA,NA,"Coll. no. illegible, could also be 23458 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649547' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521545","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00521545_01",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1654182","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"M. K. Caddah","852","2011","02","08","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Trilha Indaiá-açu.","-40.53495","-19.97022",NA,NA,"780",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568340' target='other'> <mi>dwc_moreinfo</mi></a>","NY01654182","Magnoliophyta","Myrtales",NA,"South America","sheet","NY01654182_01",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","521547","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"G. F. J. Pabst","5208","1959","11","29","Brazil","Rio de Janeiro","Petrópolis","Petrópolis, caminho para Indepêndencia","-43.1783","-22.505",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521547","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00521547_01",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","521930","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","C. A. Cogniaux",NA,NA,NA,"H. W. Schott","4127",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=35673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521930","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00521930_01",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","521546","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"R. M. Klein","2339","1959","12","15","Brazil","Santa Catarina","Blumenau","Mata da Companhia Hering, Bom Retiro","-49.082834","-26.926032",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521546","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00521546_01",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1519487","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"A. M. Amorim","6384","2006","09","24","Brazil","Bahia","Arataca","Serra do Peito-de-Moça. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca, com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.3417","-15.1736",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1745016' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519487","Magnoliophyta","Myrtales",NA,"South America","sheet","NY01519487_01",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1738436","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"M. K. Caddah","829","2011","02","04","Brazil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi. Floresta secundária, próximo à canga.","-43.51192","-20.44297",NA,NA,"1350",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568276' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738436","Magnoliophyta","Myrtales",NA,"South America","sheet","NY01738436_01",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","521551","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"L. B. Smith","1804","1929","02","03","Brazil","São Paulo","Sao Paulo","Cidade Jardim, vicinity of Sao Paulo","-46.72","-23.58",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521551","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00521551_01",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","521549","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"F. C. Hoehne","5986","1921","01","04","Brazil","São Paulo","Sao Paulo","Bosque da Saude","-46.622763","-23.61166",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521549","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00521549_01",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01874695","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"R. Goldenberg","2089","2014","10","14","Brazil","Bahia","Lençóis","Chapadinha","-41.45303","-12.45706",NA,NA,"1070","1070","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2495806' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874695","Magnoliophyta","Myrtales",NA,"South America","sheet","NY01874695_01",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","521550","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"A. C. Brade","17432","1945","02","11","Brazil","Rio de Janeiro","Itatiaia","Lote 88","-44.65833","-22.358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=649542' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521550","Magnoliophyta","Myrtales",NA,"South America","sheet","NY00521550_01",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1519467","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg",NA,NA,NA,"P. Fiaschi","3119","2006","07","19","Brazil","Espírito Santo","Ibatiba","Ca. 22 km de Ibatiba , na estrada para Vitória. Ramal à esquerda, ca. 1,5km.","-41.34342","-20.2303",NA,NA,"1050","1050","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1744077' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519467","Magnoliophyta","Myrtales",NA,"South America","sheet","NY01519467_01",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","31280","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Wurdack, J.J.","1995",NA,NA,"Hatschbach, G.","61390","1994","12","28","Brasil","Paraná","Bocaiúva","Parque das Lauráceas",NA,NA,"9999","9999",NA,NA,NA,"BOTU031280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:24-03","UFRJ","RFA","2733","PreservedSpecimen","Plantae","Melastomataceae","Miconia","depauperata","Miconia depauperata","Gardner",NA,NA,NA,NA,"J. T. Moura",NA,"1888","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"RFA45419",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:20:16-03","UFRJ","RFA","8320","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","13062","1966","10","29","Brasil","Paraná","Campina Grande do Sul","Rio Pardinho","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbusto de flor alva, mata pluvial","RFA45424",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:24-03","UFRJ","RFA","5422","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin",NA,NA,NA,NA,"P. Occhioni","1783","1959","04","30","Brasil","Rio de Janeiro","Rio de Janeiro","Nova estrada Rio - Teresópolis","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Arbusto","RFA45459",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:44:33-03","EAO","IAN","14925","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Barreto, M",NA,NA,NA,"Oliveira, E","s.n.","1940","07","13","Brasil","Minas Gerais","Conceição","Mata Serra do Cipó, pouco frequente.",NA,NA,NA,NA,NA,NA,NA,"IAN014925","Dicotiledônea",NA,NA,"Southern America",NA,"IAN014925 IAN014925_e",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-01-20 14:40:38-03","UPM","MACK","1328","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cong.","A. A. de Oliveira","2010","06","29","A. Stival-Santos","2855","2010","05","21","Brasil","SC","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro, floresta Ombrófila Densa, interior do Fragmento.","-48.7785987854004","-27.6881008148193","S","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22435","auto",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:20:22-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Melastomataceae","Miconia","depauperata","Miconia depauperata","Gardner",NA,NA,NA,NA,"Hoehne, W","13405","1951","08","17","Brasil","São Paulo","São Paulo","Parque do Estadom de S. Paulo","-46.633333","-26.533333","-46.633333","-26.533333",NA,NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:20:22-03","UFBA","ALCB","036482","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Guedes, ML","2016","12",NA,"Giulietti, AM; Funch, L","PCD1567","1995","02","05","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.416667","-12.450278","-41.416667","-12.450278","700","700","Árvore: de ca. de 5 m de altura, DAP de ca. de 5 cm, tronco muito fino. Folhas simples. Flores cremes. Frutos imaturos verdes.; Mata de grotão em local muito úmido, com açaí de até 30 m de altura, imbés e ciclantera. Afloramentos rochosos de arenito.",NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:20:22-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Goldenberg, R","2002",NA,NA,"Ribas, OS; Silva, JM; Vaz, J","4640","2002","04","06","Brasil","São Paulo","Barra do Turvo","Bela Vista","-48.5","-24.75","-48.5","-24.75",NA,NA,"2 m. Fruto negro.",NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:20:27-03","UFBA","ALCB","125007","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Coelho, J","2016","07",NA,"Guedes, ML; Casaes, M","24676","2016","03","27","Brasil","Bahia","Varzedo","Recôncavo Sul, Fazenda do Sr. Getúlio, Rio Cai Camarão.","-39.750833","-13.602222","-39.750833","-13.602222",NA,NA,"Folhas cartáceas, com ápice acuminado. Inflorescência jovem.","ALCB019863","Dicotyledon",NA,NA,"Southern America",NA,"ALCB019863",NA,NA,NA,NA,NA,NA,NA,NA
