"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02474126","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","J. L. da Costa Lima",NA,NA,NA,"L. Biral","2012","10","05","Brazil","São Paulo","Bauru","Fragmento urbano em avenida em frente ao câmpus da Unesp.","-49.0558","-22.5767",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685514' target='other'> <mi>dwc_moreinfo</mi></a>","NY02474126","NY02474126_01",NA,"794","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00997247","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Standley",NA,NA,NA,"Y. E. J. Mexia","1930","02","19","Brazil","Minas Gerais","Viçosa","Agricultural College lands; hill northwest of main buildings.","-42.868031","-20.7613428",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1153026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997247","NY00997247_01",NA,"4364","South America","sheet",NA,"Magnoliophyta","Malpighiales","690","690",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00997253","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","T. C. Plowman",NA,NA,NA,"G. T. Prance","1973","10","24","Brazil","Mato Grosso","Chapada dos Guimarães","5 km E of town of Chapada dos Guimarães on road to EMBRATAL. Disturbed forest on south facing slope of Chapada.","-55.7494","-15.4608",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1153034' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997253","NY00997253_01",NA,"19373","South America","sheet",NA,"Magnoliophyta","Malpighiales","720","720",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","393272","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","T. C. Plowman",NA,NA,NA,"P. I. S. Braga","1969","11","15","Brazil","Rio de Janeiro","Petrópolis","Petropólis. Vale do Bonsucesso","-43.1783","-22.505",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393272","NY00393272_01",NA,"1734","South America","sheet",NA,"Magnoliophyta","Malpighiales","750","750",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02175309","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"M. J. Balick","1983","09","07","Brazil","Tocantins","Tocantinópolis","Posto Indígena São José, ca. 20 Km west of Tocantinópolis, (FUNAI Reservation - Apinanjé Indians)","-47.5","-6.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2324574' target='other'> <mi>dwc_moreinfo</mi></a>","NY02175309","NY02175309_01",NA,"1561","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00997246","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","O. E. Schulz",NA,NA,NA,"Y. E. J. Mexia","1930","01","02","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Near eastern boundary.","-42.868031","-20.7613428",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1153025' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997246","NY00997246_01",NA,"4196","South America","sheet",NA,"Magnoliophyta","Malpighiales","700","700",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","884920","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","J. L. da Costa Lima",NA,NA,NA,"I. Cordeiro","1987","11","03","Brazil","Minas Gerais","Grão Mogol","Montanha a esquerda do riacho Ribeirao. Trilha da Tropa.","-42.92","-16.5417",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969078' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884920",NA,NA,"s.n.","South America","sheet",NA,"Magnoliophyta","Malpighiales","1000","1100",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00919303","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","J. L. da Costa Lima",NA,NA,NA,"P. T. Sano","1989","12","13","Brazil","Minas Gerais","Grão Mogol","Na estrada para o Rio Ventania","-42.82","-16.53",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1005787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919303","NY00919303_01",NA,"CFCR12722","South America","sheet",NA,"Magnoliophyta","Malpighiales","750","750",NA,NA,NA,NA,NA,NA,NA
"19","2016-09-28 13:47:00-03","NY","NYBG","393266","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum",NA,"T. C. Plowman",NA,NA,NA,"D. C. Daly","1983","07","22","Bolivia","Santa Cruz","Chiquitos","Santa Isabel. 20-35 km SSE of Santiago de Chiquitos","-59.47","-18.53",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71390' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393266",NA,NA,"2272","South America","sheet",NA,"Magnoliophyta","Malpighiales","400","400",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00997244","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","T. C. Plowman",NA,NA,NA,"R. Goodland","1967",NA,NA,"Brazil","Minas Gerais",NA,"Triángulo region.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1152988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997244","NY00997244_01",NA,"954","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00997255","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"J. A. Ratter","1987","11","20","Brazil","Mato Grosso do Sul","Corumbá","Fazenda of Dr. Romeu.","-57.65","-19.02",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1153036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997255","NY00997255_01",NA,"R.6035","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00997250","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","J. J. Peyritsch",NA,NA,NA,"J. E. B. Warming",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa",NA,"-43.8894","-19.6272",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1153029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997250","NY00997250_01",NA,"s.n.","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","393270","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","T. C. Plowman",NA,NA,NA,"G. G. Hatschbach","1980","01","23","Brazil","Paraná","Cerro Azul","Garaipos","-49.2608","-24.8236",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393270","NY00393270_01",NA,"42737","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","393267","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"A. Amaral","1986","09","05","Brazil","São Paulo","Botucatu","Rodovia que liga Vitoriana ao Rio Bonito (estrada do Roberto), Faz. Gold Farm","-48.4397","-22.88",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393267","NY00393267_01",NA,"1388","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00997248","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Standley",NA,NA,NA,"Y. E. J. Mexia","1930","10","04","Brazil","Minas Gerais","Viçosa","Agricultural College lands; hill northwest of main buildings.","-42.868031","-20.7613428",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1153027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997248","NY00997248_01",NA,"5144","South America","sheet",NA,"Magnoliophyta","Malpighiales","675","675",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","393264","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","T. C. Plowman",NA,NA,NA,"W. W. Thomas","1985","10","21","Brazil","Mato Grosso","Cuiabá","Chapada dos Guimaraes, Veu da Novia falls, along Rio Coxipozinho at base of falls.","-55.83","-15.4",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393264","NY00393264_01",NA,"4492","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","393265","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","T. C. Plowman",NA,NA,NA,"F. J. Fernández Casas","1980","10","09","Paraguay","Amambay",NA,"Parque Nacional de Cerro Corá, en la base del Cerro Muralla",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=71384' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393265",NA,NA,"4096","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00997249","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Standley",NA,NA,NA,"Y. E. J. Mexia","1930","10","28","Brazil","Minas Gerais",NA,"Districto Rio Branco. Road from Viçosa to Barroso; Fazenda do Reserva.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1153028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997249","NY00997249_01",NA,"5228","South America","sheet",NA,"Magnoliophyta","Malpighiales","740","740",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","399919","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","praecox","Erythroxylum praecox","S.Moore",NA,NA,NA,NA,"S. L. M. Moore","1891",NA,NA,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00399919","NY00399919_01","isotype","341","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","1546","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A.","1973",NA,NA,"Loefgren, A.","1905",NA,NA,"Brasil","São Paulo","Rio Claro",NA,NA,NA,"9999","9999","Arbusto pequeno lenhoso, flor alva, folha nova","BOTU001546",NA,NA,"607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 11:08:21-03","UNESP-IBB","BOTU","22272","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Amaral Jr., A.","1998","10","17","Brasil","Mato Grosso do Sul","Anaurilândia",NA,"-52.865278","-22.367778","52°51'55w","22°22'4s","Arbusto 2,5m flores e frutos novos.","BOTU022272",NA,NA,"244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","15435","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Sobral, M.","1982","07",NA,"Brack, P.","1982","01",NA,"Brasil","Rio Grande do Sul","Tenente Portela",NA,NA,NA,"9999","9999","Arbusto ca., 2 m de altura","BOTU015435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","20778","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Amaral Jr., A.","1974","02","19","Brasil","São Paulo","Agudos",NA,NA,NA,"9999","9999","Arbusto de 2 m de altura, estéril","BOTU020778",NA,NA,"1717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","31931","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A.",NA,NA,NA,"Klein, R.M.","1971","10","19","Brasil","Santa Catarina","Paulo Lopes","Costa do Morro de Paulo Lopes.",NA,NA,"9999","9999",NA,"BOTU031931",NA,NA,"9819",NA,NA,NA,NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","5421","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Campos, C.J.","1972","06","13","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999","Arbusto com 1,20 m de altura, flores brancas","BOTU005421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-08 11:08:21-03","UNESP-IBB","BOTU","25377","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A.","2010","08","16","Silva Pereira, G.","2000","12","13","Brasil","Goiás","Cavalcante",NA,"-48.101111","-13.571111","48°06'04w","13°34'16s","Subarbusto com 2,5 m de altura, frutos imaturos verdes","BOTU025377",NA,NA,"4479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","4570","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A.","1997","06","16","Pinheiro, M.H.O.","1997","06","16","Brasil","São Paulo","Bauru",NA,NA,NA,"9999","9999","Arbusto de 2,0 m de altura, frutos verdes","BOTU004570",NA,NA,"545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","20493","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A.","1996","08","26","Amaral Jr., A.","1993","02","12","Brasil","Paraná","Foz do Iguaçu",NA,NA,NA,"9999","9999","Arbusto, frutos vermelhos","BOTU020493",NA,NA,"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","20892","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Amaral Jr., A.","1997","01","21","Brasil","São Paulo","Cardoso",NA,NA,NA,"9999","9999","Arbusto 3 m de altura, folhas grandes","BOTU020892",NA,NA,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","15440","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A.","1997",NA,NA,"Amaral Jr., A.","1985","03","22","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999","Arbusto 1-2 m de altura, frutos novos","BOTU015440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","1215","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A.","1996","10","22","Christianini, S.R.","1996","10","04","Brasil","São Paulo","Agudos",NA,NA,NA,"9999","9999","Arbusto, cerca de 1,5 m de altura, caule liso, folhas membranáceas, cálice verde-claro, corola amarelo-claro, frutos verdes","BOTU001215",NA,NA,"343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","5015","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A.","1997","06","16","Pinheiro, M.H.O.","1997","11","01","Brasil","São Paulo","Bauru",NA,NA,NA,"9999","9999","Arbusto de 1,5 m de altura, frutos verdes","BOTU005015",NA,NA,"573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 11:08:21-03","UNESP-IBB","BOTU","23211","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Amaral Jr., A.","2001","07","04","Brasil","Mato Grosso do Sul","Três Lagoas",NA,"-51.654028","-20.764472","51°39'14.5w","20°45'52.1s","Arbusto 2m estéril.","BOTU023211",NA,NA,"790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:23-03","UNESP-IBB","BOTU","17950","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A.",NA,NA,NA,"Andrade","1984","09","21","Brasil","Minas Gerais","Caratinga",NA,NA,NA,"9999","9999","Arbustivo, flores esverdeadas","BOTU017950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
