"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","sex"
"52","2020-09-12 05:00:02-03","US","US","1985796","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B. Sm.",NA,NA,NA,"M. B. Foster","1948","11","7","Brazil","Paraná",NA,"On rocks and small trees, near Ponta Grossa.",NA,NA,NA,"1",NA,NA,"2527","South America","305",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","2565267","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B. Sm.",NA,NA,NA,"-- Reitz & Klein, --","1961","3","23","Brazil","Santa Catarina",NA,"Morro do Campo Alegre, S. Francisco do Sul. Sôbre pedras no campo.",NA,NA,NA,"1",NA,NA,"10974","South America","1200",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","1952998","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B. Sm.",NA,NA,NA,"G. Hatschbach","1948","9","5","Brazil","Paraná",NA,"Mun. Piraquara. Morro Albino Souza (Morro da Queimada).",NA,NA,NA,"1",NA,NA,"1016*","South America",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","1832661","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B. Sm.",NA,NA,NA,"M. B. Foster & R. C. Foster","1939","8","26","Brazil","Paraná",NA,"Beyond Campo Largo, road to Ponta Grossa.",NA,NA,NA,"1",NA,NA,"405","South America","1000","1000",NA,"US00091536","US00091536_01",NA,NA,"Monocotyledonae",NA,NA,"Isotype",NA,NA
"56","2020-09-12 05:00:02-03","US","US","2048040","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B. Sm.",NA,NA,NA,"G. Hatschbach","1951","5","24","Brazil","Paraná",NA,"Mun. Campo Largo. Serra São Luis de Puruña.",NA,NA,NA,"1",NA,NA,"2301","South America",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA
"57","2019-12-09 17:29:36-03","UFPR","EFC","2856","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Tardivo, R.C.",NA,NA,"Tramujas, A.P.","1992","07","19","Brasil","Paraná","Tijucas do Sul","Serra do Araçatuba","-48.996","-25.9022",NA,NA,"Gregária sobre rochas, 1600m s.n.m. Flores creme-rosado",NA,"604",NA,"1600","1600",NA,"EFC002856",NA,"-48.9960","-25.9022",NA,NA,NA,NA,NA,NA
"58","2019-12-09 17:29:36-03","UFPR","EFC","14248","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Blum, C.T.","2015","05","Blum, C.T.","2015","05","30","Brasil","Paraná","Tijucas do Sul","Morro Araçatuba, cume","-48.9929","-25.9022",NA,NA,"Herbácea rupícola 50 cm, brácteas e flores vermelho-rosadas, em Refúgio Vegetacional Altomontano",NA,"2171",NA,"1640","1640",NA,"EFC014248",NA,"-48.9929","-25.9022",NA,NA,"30",NA,NA,NA
"59","2019-12-09 17:29:36-03","UFPR","EFC","2526","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.","1999","02","Tramujas, A.P.","1990","10","16","Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.8569","-25.2546",NA,NA,"Erva geófita 40 cm, comum em afloramento de rocha sobre campo de altitude a 1713 m s.n.m., pico Camapuã. Flores róseas.",NA,"179",NA,"1713","1713",NA,"EFC002526",NA,"-48.8569","-25.2546",NA,NA,"05",NA,NA,NA
"60","2019-12-09 17:29:36-03","UFPR","EFC","6329","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Tardivo, R.C.","1996","07","Galvão, F.; Tardivo, R.C.","1996","07","11","Brasil","Paraná","Campina Grande do Sul","Morro Capivari Grande","-48.8215","-25.1377",NA,NA,"Rupícola, comum nos campos de altitude (1500 m s.n.m.); bainha com coloração vinosa; flores com pétalas róseas; brácteas vermelhas.",NA,"50",NA,"1500","1500",NA,"EFC006329",NA,"-48.8215","-25.1377",NA,NA,"11",NA,NA,NA
"61","2019-12-09 17:29:36-03","UFPR","EFC","10152","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Cordeiro, F.","2011","07","Kuniyoshi, Y.S.; Galvão, F.","2004","06","17","Brasil","Paraná","Guaratuba","Morro dos Perdidos","-48.9562","-25.8893",NA,NA,"Epífita comum, sobre rochas, 1600m s.n.m.. Escapo e flores vermelho-pink. Folhas tanque com 25 à 30cm.",NA,"6420",NA,"1600","1600",NA,"EFC010152",NA,"-48.9562","-25.8893",NA,NA,"22",NA,NA,NA
"62","2021-03-25 13:51:52-03","UNIVILLE","JOI","943","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Mancinelli, W. S.","2005","05","Mancinelli, W.S.","2005","04","21","Brasil","Santa Catarina","Garuva","Serra Quiriri.","-48.8549995422363","-26.0266990661621","22441",NA,"; HABITAT: campos de altitude, rochoso; HABITO: rupícola","auto","255",NA,"1300","1300",NA,"JOI000943",NA,NA,NA,NA,NA,"30",NA,NA,NA
"63","2021-03-05 16:09:36-03","MN","R-TIPOS","32512","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B. Sm.","Smith, L.B.","1964","10","Foster, M.B. ; Foster, R.","1939","08","26","Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"405",NA,"1000","1000",NA,"R000032512","R000032512_001",NA,NA,NA,NA,"01","Isotypus",NA,NA
"64","2019-11-21 10:02:44-03","IBt","SP","41498","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Forzza, RC","2005",NA,"Kuhlmann, M","1939","08","27","Brasil","Paraná",NA,"Serra São Luiz",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"SP052565","SP052565",NA,NA,NA,NA,NA,NA,NA,NA
"65","2010-08-16 16:41:47-03","GH","HU-HERB","GH 00029347","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L. B. Smith",NA,NA,NA,"M. B. Foster & R. Foster","1939","8","26","Brazil","Paraná",NA,"Beyond Campo Largo, on road to Ponte Grosse, 1000 m.",NA,NA,NA,NA,NA,NA,"405","South America",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,"Type","405","undetermined"
"66","2010-08-16 16:41:26-03","GH","HU-HERB","GH 00057248","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L. B. Smith",NA,NA,NA,"M. B. Foster & R. Foster","1939","8","26","Brazil","Paraná",NA,"Beyond Campo Largo, on road to Ponte Grosse, alt. 1000 m",NA,NA,NA,NA,NA,NA,"405","South America",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,"Type","405","undetermined"
