"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","459394","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","foliolosa","Plathymenia foliolosa","J. S. Blanchet",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232922' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459394","Magnoliophyta","Fabales","Benth.",NA,"3375","Bahia",NA,"NY00459394_01","Jacobina","-40.5181","-11.1808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","459393","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","foliolosa","Plathymenia foliolosa","R. P. Belém","1966","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232910' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459393","Magnoliophyta","Fabales","Benth.","G. M. Barroso","2935","Bahia","Coarací","NY00459393_01","Coaraci","-39.53","-14.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","459392","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","foliolosa","Plathymenia foliolosa","E. M. N. Ferraz","1998","05","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459392","Magnoliophyta","Fabales","Benth.","A. Laurênio","310","Pernambuco","Sao Vicente Ferrer, mata do Estado","NY00459392_01",NA,"-35.5","-7.58","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3261","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","foliolosa","Plathymenia foliolosa paraguariensis","E. Hassler",NA,NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568807' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003261","Magnoliophyta","Fabales","Chodat",NA,"7674",NA,"In campo Y-cua pona prope Concepción","NY00003261_01",NA,NA,NA,NA,NA,"isotype","paraguariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","459388","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","foliolosa","Plathymenia foliolosa","D. Coêlho","1926","02","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232915' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459388","Magnoliophyta","Fabales","Benth.","J. G. Kuhlmann",NA,"Rio de Janeiro","Jardim Botanico","NY00459388_01","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3260","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","foliolosa","Plathymenia foliolosa","J. S. Blanchet","1838","08",NA,"South America","Brazil","sheet",NA,"Collection Numbers 3375 & 3833 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232919' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003260","Magnoliophyta","Fabales","Benth.",NA,NA,"Bahia","Igreja Velha","NY00003260_01",NA,NA,NA,NA,NA,"possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","459390","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","foliolosa","Plathymenia foliolosa","G. P. Lewis","1981","12","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459390","Magnoliophyta","Fabales","Benth.","G. P. Lewis","878","Bahia","Estrada de Lençois para rodovia BR 242, ±9km ao N de Lençois and 1km de BR 242.","NY00459390_01","Lençóis","-41.33","-12.5","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01017924","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","foliolosa","Plathymenia foliolosa","S. Tavares","1997","12","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233370' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017924","Magnoliophyta","Fabales","Benth.","M. de L. Rico-Arce","52","Pernambuco","Mun. Ipojuca, ENgenho de Conceição Velha, Mata das Três Passagens, à direira da PE-60, em direção a Barreiras, após a tubulação que cruza a estrada para a Usina Ipojuca.","NY01017924_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","459395","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","foliolosa","Plathymenia foliolosa","A. F. M. Glaziou",NA,NA,NA,"South America","Brazil","sheet",NA,"Number in specimen packet is 11940; Reçu le 12 mai 1881 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459395","Magnoliophyta","Fabales","Benth.",NA,NA,"Rio de Janeiro",NA,"NY00459395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","632406","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","foliolosa","Plathymenia foliolosa","K. Almeida","2001","05","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=232912' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632406","Magnoliophyta","Fabales","Benth.","K. Almeida","142","Pernambuco","Estaçao Ecológica do Tapacurá","NY00632406_01","Sao Lourenço da Mata","-34.9503","-8.0128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00932623","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","J. A. Lombardi","1998","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006658' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932623","Magnoliophyta","Fabales","Benth.","R. C. Barneby","2236","Minas Gerais","Serra do Cipó, ao lado da sede do Ibama, próximo às Pousadas no rio Cipó","NY00932623_01","Santana do Riacho","-43.7142","-19.1692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00932702","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","J. H. Kirkbride Jr.","1981","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932702","Magnoliophyta","Fabales","Benth.",NA,"4527","Distrito Federal","Na Fazenda Vale Verde, perto do Córrego Açude","NY00932702_01","Brasília","-47.47","-15.65","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00932709","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","H. S. Irwin","1966","06","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932709","Magnoliophyta","Fabales","Benth.","H. S. Irwin","16823","Mato Grosso","Ca. 20 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","NY00932709_01",NA,"-52.32","-14.82","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00932667","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","G. T. Prance","1964","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932667","Magnoliophyta","Fabales","Benth.","R. C. Barneby","59648","Goiás","Serra do Caiapó: 40 km S of Caiaponia","NY00932667_01","Caiapônia","-51.8103","-16.9569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00932730","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","E. P. Heringer","1980","09","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932730","Magnoliophyta","Fabales","Benth.","B. A. S. Pereira","5427","Distrito Federal","Bacia do Rio São Bartolomeu","NY00932730_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00932701","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","J. H. Kirkbride Jr.","1982","10","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932701","Magnoliophyta","Fabales","Benth.",NA,"5003","Distrito Federal","Parque Florestal do Gama","NY00932701_01","Brasília","-48.05","-16.05","1140","1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2686758","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","J. M. Pires","1962","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2960269' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686758","Magnoliophyta","Fabales","Benth.",NA,"51988","Amapá","Road to Amapa, km 48","NY02686758_01",NA,"-51.08","0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00932728","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","E. P. Heringer","1981","07","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932728","Magnoliophyta","Fabales","Benth.","B. A. S. Pereira","7243","Distrito Federal","Avenida das Naçoes","NY00932728_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","459404","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","H. S. Irwin","1966","04","13","South America","Brazil","sheet",NA,"wood voucher <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459404","Magnoliophyta","Fabales","Benth.","H. S. Irwin","14731","Bahia","Rio Piau, ca. 150km SW of Barreiras","NY00459404_01","Sao Desidério","-44.9731","-12.3633","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00932663","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","H. S. Irwin","1966","04","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006689' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932663","Magnoliophyta","Fabales","Benth.","H. S. Irwin","15152","Goiás","Serra do Morcêgo, Côrrego Estrema, ca. 42 km N.E. of Formosa","NY00932663_01","Formosa","-47.05647","-15.26491","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00932733","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","H. S. Irwin","1966","05","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932733","Magnoliophyta","Fabales","Benth.","H. S. Irwin","16138","Mato Grosso","Ca. 160 km. N. of Xavantina. Serra do Roncador.","NY00932733_01",NA,"-51.82","-13.3","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","632407","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","W. Ganev","1994","05","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409191' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632407","Magnoliophyta","Fabales","Benth.","G. P. Lewis","3272","Bahia","Baixa da Onça","NY00632407_01","Abaíra","-41.75","-13.3","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00932682","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","W. R. Anderson","1973","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932682","Magnoliophyta","Fabales","Benth.",NA,"8819","Minas Gerais","Serra do Espinhaço, By Rio Jequití, 2 km from Mendanha","NY00932682_01",NA,"-43.55","-18.12","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00932679","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","D. Alvarenga","1997","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932679","Magnoliophyta","Fabales","Benth.","R. C. Barneby","1088","Minas Gerais","Parque Nacional Grande Sertao Veredas; nascente do Rio Preto ; próximo à Vereda do Veado","NY00932679_01","Formoso","-45.9206","-15.4056","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","459401","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","R. M. Harley","1981","07","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459401","Magnoliophyta","Fabales","Benth.","G. P. Lewis","21772","Bahia","Chapadao Ocidental da Bahia. Islets and banks of the Rio Corrente, by Correntina. F3","NY00459401_01",NA,"-44.63","-13.33","580","580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00932693","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","S. P. Cordovil-Silva","1992","01","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932693","Magnoliophyta","Fabales","Benth.","S. P. Cordovil-Silva","52","Goiás","Fazenda Macaco","NY00932693_01","Uruaçu","-49.1406","-14.5247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00932692","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","R. F. Vieira","1993","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932692","Magnoliophyta","Fabales","Benth.","R. C. Barneby","1753","Goiás","Alternativa 9; margem direita do Rio Corumba","NY00932692_01","Caldas Novas","-48.53","-17.7","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00932651","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","P. W. Lund","1834","02",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932651","Magnoliophyta","Fabales","Benth.",NA,"9","Minas Gerais","Brasilia: Minas Geraes","NY00932651_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00932647","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","R. Goodland","1965","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932647","Magnoliophyta","Fabales","Benth.","J. W. Grimes","106","Minas Gerais","Jaguara, Lagoa Santa","NY00932647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-11-01 12:50:00-02","NY","NYBG","459412","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Collector unspecified",NA,NA,NA,"South America",NA,"sheet",NA,"Collector possibly L. Riedel; Collection date illegible - Oct. ? <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459412","Magnoliophyta","Fabales",NA,NA,"768",NA,"[Brazil?] in Campis pr. Casa-branca","NY00459412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","459399","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","R. M. Harley","1988","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459399","Magnoliophyta","Fabales","Benth.","G. P. Lewis","25613","Bahia","Livramento do Brumado. 5km da cidade na estrada para Rio de Contas","NY00459399_01",NA,"-41.82","-13.62","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","2686754","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","C. A. Cid Ferreira","1987","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2960265' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686754","Magnoliophyta","Fabales","Benth.",NA,"9477","Pará","Serra da Paituna, próximo à Pedra do Pilão, a 30 km de Monte Alegre.","NY02686754_01","Monte Alegre","-54.25","-1.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00932664","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","H. S. Irwin","1968","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006691' target='other'> <mi>dwc_moreinfo</mi></a>","NY00932664","Magnoliophyta","Fabales","Benth.","G. P. Lewis","21529","Tocantins","Ca. 9 km S. of Guará.","NY00932664_01","Guaraí","-48.52","-8.92","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
