"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","individualCount","relatedCatalogItem"
"11","2019-02-15 11:41:00-02","IPA","IPA","47019","S","Plantae","Plantae",NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Andrade-Lima","9451","1980","10","31","Southern America","Brasil","Alagoas",NA,NA,NA,NA,NA,NA,"IPA0047019",NA,"Mori, S.A.",NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-02-15 11:41:00-02","IPA","IPA","30620","S","Plantae","Plantae",NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Lima, V.C.; Andrade-Lima; Andrade-Lima","13","1981","08","07","Southern America","Brasil","Pernambuco","Recife","Sítio do Pitiguarí.","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0030620",NA,"Lima, V.C.","18865","auto","1981","08",NA,NA,"07",NA,NA,NA,NA,NA
"13","2021-04-01 14:00:33-03","UNICAMP","UEC","198423","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Folli, DA","6542","2010","02","04",NA,"Brazil","Espírito Santo","Jaguaré","Estrada: Jaguaré para Fátima","-40.125486","-19.515967",NA,"Porte: arbóreo&nf;Forma Vida: terrestre.&nf;Cor fruto maduro: marrom&nf;Cor fruto imaturo: marrom&nf;Cor exsudação: incolor&nf;Descamação: ausente&nf;Forma fuste: cilíndrico&nf;Altura total: 23m&nf;Altura fuste: 12m&nf;Cap fuste: 84cm&nf;Diametro copa: 6m","UEC050624","UEC050624","Mori, S",NA,NA,"2010","12","-40.125486","-19.515967","29","82","82",NA,NA,NA
"14","2021-04-01 14:00:33-03","UNICAMP","UEC","198425","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Folli, DA","6755","2010","12","28",NA,"Brazil","Espírito Santo","Jaguaré","estrada para Fátima. UTM 377616 7909417","-40.125486","-19.515967",NA,"porte arbóreo, cor do botão verde, flores amarelas e seiva incolor. ausência de descamação. Forma Fuste cilíndrica, altura total 23 m, altura fuste 12m, cap fuste 120 cm e diâmetro da copa 5m.; mata de tabuleiro.","UEC050621","UEC050621","Mori, S",NA,NA,"2010","12","-40.125486","-19.515967","29","48","48",NA,NA,NA
"15","2021-03-01 16:32:50-03","UNICAMP","UEC","133700","S","Plantae","Magnoliopsida",NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Amorim, AM; Mansano, VF; Sant'Ana, SC","2634","1998","11","10",NA,"Brazil","Bahia","Una","REBIO de Una. Coletas efetuadas na estrada que leva à sede Maruim.","-39.0752983093262","-15.2932996749878",NA,"Arvoreta ca. 3 m alt. Folhas verde, concolores, brilhantes. Flores com cálice amarelo-pálido, corola amarela. Frequente na orla da mata.","UEC095820","UEC095820","Guedes, ML","36070","auto","2020","07",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-19 14:07:29-03","UFRPE","PEUFR","37499","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"K. Almeida; A. Lima","207","2002","01","09",NA,"Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-34.950278","-8.012778",NA,NA,"PEUFR037499",NA,NA,NA,NA,NA,NA,"34°57'01''W","8°00'46''S",NA,NA,NA,NA,NA,NA
"17","2019-11-19 14:07:29-03","UFRPE","PEUFR","37055","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"K. Almeida; E. Santos","15","2000","02","04",NA,"Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-34.901944","-8.012778",NA,"Árvore com cerca de 20m. Flores com sépalas verdes, pétalas amarelas e vários estames amarelos.","PEUFR037055",NA,"T.M.C. da Silva",NA,NA,"2000","05","34°54'07''W","8°00'46''S","08",NA,NA,NA,NA,NA
"18","2019-11-19 14:07:29-03","UFRPE","PEUFR","37054","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"K. Almeida; M. Andrade","85","2000","12","28",NA,"Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-34.901944","-8.012778",NA,"Árvore com cerca de 9m. Sépalas verdes; pétalas amarelas; filetes e anteras amarelas","PEUFR037054",NA,NA,NA,NA,NA,NA,"34°54'07''W","8°00'46''S",NA,NA,NA,NA,NA,NA
"19","2019-11-19 14:07:29-03","UFRPE","PEUFR","50869","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"R. M. Silva  ","2","2011","08","04",NA,"Brasil","Pernambuco","São Lourenço da Mata","Reserva Biológica de Tapacurá","-35.193806","-8.030722",NA,"Árvore com +/- 20 m de altura; flores vistosas, amarelas e perfumadas; frutos imaturos com opérculo.","PEUFR050869",NA,"S. I. da Silva.",NA,NA,"2011","08","35º11'37,7''W","08º01'50,6''S","04","20","207",NA,NA,NA
"20","2019-11-19 14:07:29-03","UFRPE","PEUFR","50624","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"R. M. Silva  ","1","2011","04","13",NA,"Brasil","Pernambuco","Camaragibe","Estrada de Aldeia; trilha do Km 16","-34.9810981750488","-8.0216703414917",NA,"Árvore com cerca de 2,5m de altura; flores vistosas amarelas e perfumadas; fruto maduro com opérculo; três sementes marrons escuras,intactas no interior do fruto","PEUFR050624",NA,"S.I. da Silva; R. M. Silva    ","11122","auto","2011","04",NA,NA,"13",NA,NA,NA,NA,NA
"21","2019-11-19 14:07:29-03","UFRPE","PEUFR","50624","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"R. M. Silva  ","1","2011","04","13",NA,"Brasil","Pernambuco","Camaragibe","Estrada de Aldeia; trilha do Km 16","-34.9810981750488","-8.0216703414917",NA,"Árvore com cerca de 2,5m de altura; flores vistosas amarelas e perfumadas; fruto maduro com opérculo; três sementes marrons escuras,intactas no interior do fruto","PEUFR050624",NA,"S. I. da Silva; R. M. Silva    ","11122","auto","2011","04",NA,NA,"13",NA,NA,NA,NA,NA
"22","2019-11-19 14:07:29-03","UFRPE","PEUFR","40974","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"Marta; Dora, J. Félix",NA,"1992","01","16",NA,"Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,"PEUFR040974",NA,"M. Borges & R. Pereira","18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-19 14:07:29-03","UFRPE","PEUFR","12251","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"Fátima; Paulo e Bruno",NA,"1992","01","16",NA,"Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,"Flores amarelas.","PEUFR012251",NA,"M. Borges & R. Pereira","18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-04-22 16:19:54-03","UFPB","JPB","44885","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"García-González, JD; Araújo, DA; Amorim, BS; Maciel, JR; Alves-Araújo, AG","1493","2010","07","23","Southern America","Brasil","Pernambuco","Paudalho","Mata do lado da PE-027 (Recife-Aldeia) no kilometro 17. Mata bastante mexida, com individuos de Eucalypto de a#?#te 18 metros. Entre mais longe da estrada principal a mata apresenta melhor estado de conservacao. Em geral apresenta um dossel de 12-15 metros","-35.046667","-7.907222",NA,"; DESC: Árvore de 16 metros. Frutos coletados no olo no lado da árvore.",NA,NA,"García-González, JD",NA,NA,"2010","08","-35.046667","-7.907222",NA,"140","140",NA,NA,NA
"25","2020-04-22 16:19:55-03","UFPB","JPB","57619","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"Groupo Pedra Talhada","3769","2013","03","08","Southern America","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Localité de Quebrangulo.","-36.435319","-9.23689",NA,"; HABITAT: Submontane tropical moist forest (plain); DESC: Tree, 10 m, 12 cm DBH; white to rose buds, white flower with a flexible label ended with yellow sterile stamens, white ovary surrounded by a circle of yellow fertile stamens","JPB0057619",NA,"Mori, SA",NA,NA,"2013","06","-36.435319","-9.23689","03","800","800",NA,NA,NA
"26","2020-04-22 16:19:55-03","UFPB","JPB","57689","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"Nusbaumer, L","3859","2014","04","11","Southern America","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Localité de Quebrangulo.","-36.435727","-9.236599",NA,"; HABITAT: Forêt ombrophile submontagnarde de plateau; DESC: arbre, 14 m, DBH 16 cm; fruit ligneux, brun, en forme de bol; récolte photographiée in situ, individu num. H0421 du relevé hectare H; échantillon séché à l'air chaud","JPB0057689",NA,NA,NA,NA,NA,NA,"-36.435727","-9.236599",NA,"810","810",NA,NA,NA
"27","2020-07-14 17:17:08-03","UFPB","JPB","29097","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"Almeida, K; Santos, E","15","2000","02","04","Southern America","Brasil","Pernambuco","São Lourenço da Mata",NA,"-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-14 17:17:08-03","UFPB","JPB","29098","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"Almeida, K; Andrade, MJG de","85","2000","12","28","Southern America","Brasil","Pernambuco","São Lourenço da Mata",NA,"-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:31:27-03","MBM","MBM","87930","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","Mori",NA,"Santos, T.S. dos; et al.; et al.","3550",NA,NA,NA,"Southern America","Brazil","Bahia","Itacaré","Rodovia Ibaitaba - Itacaré","-38.9967002868652","-14.2775001525879",NA,NA,"MBM087930","MBM087930","Scott Mori","41230","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-15 09:03:45-03","UESC","UESC","9304","S","Plantae","Angiospermae","Florideophycidae","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"Amorim, A.M.A.","1600","1994","03","22",NA,"Brasil","Bahia","Una",NA,"-39.083333","-15.15",NA,"Árvore com aprox. 7m altura.; Flores em álcool 70%.","UESC0009304",NA,"S.A.Mori",NA,NA,"1994",NA,"39W5'","15S9'",NA,NA,NA,"Dicotyledoneae",NA,NA
"31","2012-04-23 10:36:00-03","MO","MOBOT","100461982","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"D.A. Folli","Folli 6755","2010","12","28","South America","Brazil","Espírito Santo",NA,"Jaguaré para Fátima.",NA,NA,NA,NA,NA,NA,"S.A. Mori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"32","2015-01-19 16:20:00-02","MO","MOBOT","3164828","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"André M. Amorim|V. F. Mansano|Sérgio C. de Sant'Ana","Amorim 2634","1998","11","10","South America","Brazil","Bahia",NA,"Municipio de Una. REBIO de Una. Coletas efetuadas na estrada que leva á sede Marium.",NA,NA,NA,NA,NA,NA,"S.A. Mori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","3289083","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"Jomar G. Jardim","Jardim 3108","2000","10","29","South America","Brazil","Bahia",NA,"Itacaré: Loteamento da Marambaia, viscinal que leva a fazenda, ca 1 km da Rod. BA-001. Mata Higrofila Sul Baiana.","-39.02944","-14.32805",NA,NA,NA,NA,"S.A. Mori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-10-11 10:21:00-03","MO","MOBOT","3453487","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"Armando C. Cervi|Rodolphe E. Spichiger|Pierre A. Loizeau|E. Cottier","Cervi 7385","1994","2","7","South America","Brazil","Alagoas",NA,"Mun. de Quebrangulo. Reserva Biológica de Pedra Talhada. Agreste, Area de transição Florestas Estacional Semidecidual/Decidual Contrafortes de Borborema, solos argilosos profundos com aflor. de rochas (gneiss).","-36.4166667","-9.25",NA,NA,NA,NA,"S. Mori (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"35","2014-11-04 19:47:00-02","MO","MOBOT","3164742","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"André M. Amorim|Sérgio C. de Sant'Ana|Jomar G. Jardim|Edgar B. dos Santos","Amorim 1600","2007","3","22","South America","Brazil","Bahia",NA,"Município de Una, Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 IIhéus/Una. Região da Mata Higrófila Sul Baiana. Fazenda Maruim e Dois de Julho, ao Fundo da Reserva.","-39.08333","-15.15",NA,NA,NA,NA,"S. Mori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-07-10 09:46:44-03","MBML","MBML-HERBARIO","6810",NA,"Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","Mori",NA,"J. G. Jardim; et al","117","1993","04","15",NA,"Brasil","Bahia","Una","Ibama","-39.083333","-15.15",NA,"Árvore com até 12m de altura X 10cm de diâmetro, folhas verdes concolores, frutos velhos de cor marrom.","MBML006810","MBML006810","S. Mori/1993",NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,NA,NA
"37","2021-01-26 13:55:31-03","IMA","MAC","52681","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Chagas-Mota; R.C.Pinto; J.W.Alves-Silva","10771","2011","04","12",NA,"Brasil","Alagoas","Flexeiras","Estação Ecológica de Murici, Fazenda São João.","-35.7807998657227","-9.19750022888184",NA,"Árvore ca. 10 m de altura. Frutos passados.; Mata Atlântica.","MAC0052681","MAC0052681","E.C.O.Chagas","21617","auto","2011","04",NA,NA,"12",NA,NA,NA,NA,NA
"38","2021-01-26 13:55:31-03","IMA","MAC","57242","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"L.Nusbaumer","3859","2014","04","11",NA,"Brasil","Alagoas","Quebrangulo","Reserva Biológica Federal da Pedra Talhada, Floresta tropical de planalto.","-36.732575","-9.401664",NA,"Árvore ca. 14 m. Frutos castanho madeira em forma de taça. Amostra seca com ar quente.; Mata Atlântica.","MAC0057242","MAC0057242",NA,NA,NA,NA,NA,"-36.732575","-9.401664",NA,NA,NA,NA,NA,NA
"39","2021-01-26 13:55:31-03","IMA","MAC","53469","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Chagas-Mota; J.W.Alves-Silva","11231","2011","10","21",NA,"Brasil","Alagoas","Murici","Estação Ecológica de Murici, Bananeiras.","-35.9432983398438","-9.30667018890381",NA,"Árvore ca. 7 m de altura. Botões róseos.; Mata Atlântica.","MAC0053469","MAC0053469","E.C.O.Chagas","22851","auto","2011","10",NA,NA,"21",NA,NA,NA,NA,NA
"40","2021-02-25 10:11:50-03","CVRD","CVRD","2104","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Farias, G.L.","242","1988","10","26","América do Sul","BRASIL","BA","Porto Seguro",NA,"-39.0647010803223","-16.4496994018555",NA,"<ll>dwc_commonname:</ll> Inhaiba branca","CVRD002104",NA,"Schott Mori","68835","auto","1992","10",NA,NA,"15",NA,NA,"Magnoliopsida",NA,NA
"41","2020-09-12 05:00:02-03","US","US","3095743","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori","Isotype","S. A. Mori, T. S. Santos & C. B. Thompson","10819","1978","10","18","South America - Neotropics","Brazil","Bahia",NA,"Região Cacaueira da Bahia. Município de Sta. Cruz de Cabrália. Arredores da Est. Ecológica do Pau-brasil (Ca. 17 km a W de Porto Seguro), estrada velha de Sta. C. de Cabrália, 4-6 km a E da sede da Estação.",NA,NA,NA,NA,"US00008081","US00008081_01","Mori, S. A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"42","2020-09-12 05:00:02-03","US","US","3301579","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"A. M. Amorim, S. C. Sant' Ana, J. Jardim & E. B. Santos","1600","1994","3","22","South America - Neotropics","Brazil","Bahia","Una","Reserva Biológica do Mico-leão (Ibama). Entrada no Km 46 da Rod. BA 001 Ilhéus/Una. Fazenda Maruim e Dois de Julho, ao fundo da Reserva","-39.0752983093262","-15.2932996749878",NA,NA,"US01883697","US01883697_01 US01883697_02",NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"43","2020-09-12 05:00:02-03","US","US","3595612","PreservedSpecimen","Plantae",NA,"Lecythidales","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"J. G. Járdim, A. Amorim, S. C. Sant'Ana & E. B. Santos","117","1993","4","15","South America - Neotropics","Brazil","Bahia","Una","Reserva Biológica do Mico-Leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.0752983093262","-15.2932996749878",NA,NA,"US01883698","US01883698_01 US01883698_02",NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"44","2020-09-02 16:30:27-03","Cenargen","CEN","57541","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"G. L. Farias - Pau-Brasil","242","1988","10","26",NA,"Brasil","BA","PORTO SEGURO",NA,"-39.0647010803223","-16.4496994018555","Exsicatas","Aceiro do Posseiro. Doaçaõ do Banco Genético do Pau-Brasil. Registro nº226. Coleçaõ de Referência. EMBRAPA, CEPLAC, VERACEL.","CEN00057541","CEN00057541","S. A. Mori","68835","auto","1988","10",NA,NA,NA,NA,NA,NA,"1",NA
"45","2019-10-07 09:12:44-03","UEFS","HUEFS","158573","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Sem coletor","35","2008","08","01",NA,"Brasil","Bahia","Igrapiúna","Rodovia para Itubera (BA 001). Reserva de Michelin.Mata de vila","-39.2","-13.816667",NA,"Mata atlântica.","HUEFS0158573","HUEFS0158573","M.Ribeiro",NA,NA,"2014","10","39W12'","13S49'",NA,NA,NA,"Asteranae",NA,NA
"46","2019-10-07 09:12:44-03","UEFS","HUEFS","213947","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Popovkin, A.V.","1822","2014","11","26",NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,"HUEFS0213947","HUEFS0213947 HUEFS0213947_e1","A.V.Popovkin",NA,NA,"2019","02","37W58'0''","12S10'",NA,"130","130","Asteranae",NA,NA
