"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","infraspecificEpithet"
"96","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18773","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Sellow, F.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"sin. loc.",NA,NA,NA,NA,NA,NA,"K000196344",NA,"syntype",NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"97","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18776","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Ratter, J.A.; Fonseca, S.G. da; Fonseca filho, J.","R3430","1976","08","07","Southern America","Brazil","Distrito Federal",NA,"Fazenda Agua Limpia (University of Brasilia field station), near Vargen Bonita, c. 18 km SSW of Brasilia TV tower, on Corrego Capitipaga","-47.943353","-15.947036",NA,NA,NA,"weedy herb to shrub, strggling over other vegetation; corollas white; in newly abandoned cultivation in a clearing in gallery forest",NA,NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-47.943353","-15.947036","F1934015",NA,NA,NA
"98","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18777","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Ratter, J.A.; Fonseca, S.G. da; Fonseca filho, J.; Ribeiro, J.; Silva, J.C.S.","R3867","1976","10","27","Southern America","Brazil","Distrito Federal",NA,"Fazenda Agua Limpia (University of Brasilia field station), near Vargen Bonita, c. 18 km SSW of Brasilia TV tower, cabeceira do Corrego Capitinga","-47.943353","-15.947036",NA,NA,NA,"small straggling herb; floor of gallery forest","K000196346",NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-47.943353","-15.947036",NA,NA,NA,NA
"99","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18782","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Soderstrom, T.R.","5392","1964","08","21","Southern America","Brazil","Distrito Federal",NA,"Planalto do Brasil, ca. 35 km E of Brasília",NA,NA,"700","1000",NA,"trailing herb with nutating petioles; corolla white; occasional; partial shade, gallery forest","K000196351",NA,NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"100","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","26446","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Blanchet, J.S.","3828",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Tamandua, Jacobina","-41.15","-15.1",NA,NA,NA,NA,"G00070170","G00070170","isolectotype",NA,NA,"2009","12",NA,"Dicotyledoneae","-41.15","-15.1",NA,NA,NA,NA
"101","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","26446","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Blanchet, J.S.","3828",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Tamandua, Jacobina","-41.15","-15.1",NA,NA,NA,NA,"G00144822","G00144822","lectotype",NA,NA,"2009","12",NA,"Dicotyledoneae","-41.15","-15.1",NA,NA,NA,NA
"102","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","48315","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Smith, L.B.; Klein, R.M.","14004","1964","12","15","Southern America","Brazil","Santa Catarina","Ponte Serrada","Ponte Serrada, 94 km W of Joaçaba","-52.083333","-26.866667","700","900",NA,"ruderal","NY00669393","NY00669393 NY00669393_01","isoneotype",NA,NA,"2010","01","01","Dicotyledoneae","-52.083333","-26.866667",NA,NA,NA,NA
"103","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32351","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Souza, R.; Reis dos Santos, R.","11355","1965","12","17","Southern America","Brazil","Distrito Federal",NA,"Chapada da Contagem, ca. 10 km E of Brasilia (Planalto do Brasil)","-47.933333","-15.616667","1000","1000",NA,"twining vien to 1.5 m long; in wet places in cerrado",NA,NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae","-47.933333","-15.616667",NA,NA,NA,NA
"104","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32352","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Fonseca, S.F. da; Souza, R.; Reis dos Santos, R.; Ramos, J.","27093","1970","03","07","Southern America","Brazil","Minas Gerais",NA,"Joaquim Felício, 8 km W of Joaquim Felicio, Serra do Cabral","-44.220969","-17.783333","1200","1200",NA,"twining herbaceous vine to ca. 3 m long; corolla lavender, stamens yellow; fruit green maturing black-violet; cerrado and low forest among sandstone outcrops, summit grey sandy soil",NA,NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae","-44.220969","-17.783333","2424275",NA,NA,NA
"105","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32354","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Gounelle, ?","47","1885","01",NA,"Southern America","Brazil",NA,NA,"Caraca, Campos de la Serre",NA,NA,NA,NA,NA,NA,"P00549334",NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"106","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32806","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Grear, J.W.; Souza, R.; Reis dos Santos, R.","18165","1966","07","12","Southern America","Brazil","Distrito Federal",NA,"Riacho Vicente Pires, ca. 15 km W of Brasilia",NA,NA,"1000","1000",NA,"slender twining vine; corolla cream; in partial shade; gallery forest and adjacent wet campo",NA,NA,NA,NA,NA,"2008","06",NA,"Dicotyledoneae",NA,NA,"2430813",NA,NA,NA
"107","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32807","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Grear, J.W.; Souza, R.; Reis dos Santos, R.","18293","1966","07","20","Southern America","Brazil","Distrito Federal",NA,"Planaltina, Planalto do Brasil","-47.663769","-15.640186",NA,NA,NA,"semiscandent herb, the stems to ca. 2 m long; corolla lilac, anthers yellow; gallery forest",NA,NA,NA,NA,NA,"2008","06",NA,"Dicotyledoneae","-47.663769","-15.640186","2821917",NA,NA,NA
"108","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32808","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Riedel, L.; Luschnath, B.","s.n.","1831","01","01","Southern America","Brazil",NA,NA,"sin. loc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","06",NA,"Dicotyledoneae",NA,NA,"3864220",NA,NA,NA
"109","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32810","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Glaziou, A.F.M.","18409","1890","09","01","Southern America","Brazil","Rio de Janeiro",NA,"Nova Friburgo","-42.533697","-22.287136",NA,NA,NA,"fl. bleues",NA,NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae","-42.533697","-22.287136","F997974",NA,NA,NA
"110","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32812","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Brade, A.C.","20553","1950","11","25","Southern America","Brazil","São Paulo",NA,"Campos de Bocaina, Estação Ecológica de Aracuri, Esmeralda",NA,NA,"1600","1600",NA,"trepadeira; flor roxa; no bordo da mata",NA,NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae",NA,NA,"F1802518",NA,NA,NA
"111","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","32813","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Mello Barreto, H.L.","7825","1933","09","02","Southern America","Brazil","Minas Gerais","Santa Luzia","Serra do Cipó, km 132","-43.65","-19",NA,NA,NA,"flor violacea; trepadeira; capao",NA,NA,NA,NA,NA,"2008","06",NA,"Dicotyledoneae","-43.65","-19","F924197",NA,NA,NA
"112","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","38970","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Herb. Fischer","1438","1825","01","01","Southern America","Brazil",NA,NA,"Mt. Carapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","10",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"113","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","41126","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Lund, P.W.","s.n.","1834","11",NA,"Southern America","Brazil","MInas Gerais",NA,"Inficionado",NA,NA,NA,NA,NA,"in sylvis","G00144907","G00144907",NA,NA,NA,"2009","12",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"114","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","48059","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Reis dos Santos, R.; Souza, R.; Fonseca, S.F. da","22864","1969","01","29","Southern America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 17 km E of Diamantina, road to Mendanha","-43.503628","-18.141625","1250","1250",NA,NA,NA,NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-43.503628","-18.141625",NA,NA,NA,NA
"115","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","48315","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Smith, L.B.; Klein, R.M.","14004","1964","12","15","Southern America","Brazil","Santa Catarina","Ponte Serrada","Ponte Serrada, 94 km W of Joaçaba","-52.083333","-26.866667","700","900",NA,"ruderal",NA,NA,"isoneotype",NA,NA,"2010","01","01","Dicotyledoneae","-52.083333","-26.866667",NA,NA,NA,NA
"116","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","48315","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Smith, L.B.; Klein, R.M.","14004","1964","12","15","Southern America","Brazil","Santa Catarina","Ponte Serrada","Ponte Serrada, 94 km W of Joaçaba","-52.083333","-26.866667","700","900",NA,"ruderal","P000384880",NA,"isoneotype",NA,NA,"2010","01","01","Dicotyledoneae","-52.083333","-26.866667",NA,NA,NA,NA
"117","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54290","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Williams, L.O.; Assis, V.","6810","1945","05","05","Southern America","Brazil","Minas Gerais","Serro","Serra de Monjolos, 18 km north of Sêrro","-43.383875","-18.443781",NA,NA,NA,"vine in forest; flower blue; sandstone area",NA,NA,NA,NA,NA,"2011","02",NA,"Dicotyledoneae","-43.383875","-18.443781","1906053",NA,NA,NA
"118","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54293","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Hunt, D.R.; Ferreira Ramos, J.","6684","1966","07","19","Southern America","Brazil","Distrito Federal",NA,"Fazenda Vargem Bonita, ca. 10 km south of Brasilia",NA,NA,NA,NA,NA,"gallery forest",NA,NA,NA,NA,NA,"2011","02",NA,"Dicotyledoneae",NA,NA,"2570060",NA,NA,NA
"119","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54297","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Schwacke, A.","25695","1885","06","18","Southern America","Brazil","Santa Catarina",NA,"São Bento","-49.381347","-26.247481",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","02",NA,"Dicotyledoneae","-49.381347","-26.247481","1570251",NA,NA,NA
"120","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54298","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Smith, L.B.; Klein, R.","7341","1956","11","06","Southern America","Brazil","Santa Catarina","Campo Alegre","Campo Alegre, 4 km south on road to Jaraguá do Sul","-49.265917","-26.192803","900","1000",NA,"campo and pinheiral",NA,NA,NA,NA,NA,"2011","02",NA,"Dicotyledoneae","-49.265917","-26.192803","30939",NA,NA,NA
"121","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54299","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Reitz, P.R.; Klein, R.","8510","1959","02","21","Southern America","Brazil","Santa Catarina",NA,"Pinhal da Compania, Lauro Muller-Urussanga","-49.3175","-28.522675","300","300",NA,"erva; flor roxa; pinhal",NA,NA,NA,NA,NA,"2011","03",NA,"Dicotyledoneae","-49.3175","-28.522675","30757",NA,NA,NA
"122","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","66642","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Glaziou, A.F.M.","18409a","1890","09","20","Southern America","Brazil","Rio de Janeiro",NA,"Nova Friburgo, au Coneyo",NA,NA,NA,NA,NA,NA,"P00384879","P00384879",NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"123","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54623","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Reitz, P.R.; Klein, R.","7040","1958","08","23","Southern America","Brazil","Santa Catarina","Pinhal da Compania","Lauro Muller-Urussanga","-49.317606","-28.522675","300","300",NA,"erva; flor azul; pinhal",NA,NA,NA,NA,NA,"2011","03",NA,"Dicotyledoneae","-49.317606","-28.522675","137072",NA,NA,NA
"124","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","66644","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Hatschbach, G.","7385","1959","10","18","Southern America","Brazil","Paraná","Mun. Campina Grande do Sul","Taquari de Baixo",NA,NA,NA,NA,NA,"liana de flor lilaz",NA,NA,NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,"42836",NA,NA,NA
"125","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","66648","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Hatschbach, G.","7385","1960","10","18","Southern America","Brazil","Paraná","Mun. Guarapuava","Serra da Esperança",NA,NA,"1125","1125",NA,NA,NA,NA,NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,"45142",NA,NA,NA
"126","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","96670","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Davis, P.H.; Shepherd, G.J.","D59670","1976","07","31","Southern America","Brazil","Minas Gerais",NA,"Ouro Preto, between Itabirita and junction with Belo Horizonte road at Km 16.",NA,NA,NA,NA,NA,"RBGE_270422","E00262041",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"127","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54622","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Hatschbach, G.","6348","1959","10","18","Southern America","Brazil","Paraná","Campina Grande do Sul","Taquari de Baixo","-49.0553","-25.3056",NA,NA,NA,"liana; flor lila",NA,NA,NA,"55154","auto","2011","03",NA,"Dicotyledoneae",NA,NA,"428836",NA,NA,NA
"128","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54291","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Macedo, A.","2767","1950","12","28","Southern America","Brazil","Minas Gerais","Ouro Preto","Stacoloni","-43.5081","-20.2875",NA,NA,NA,"arbusto meio escandente; fl. azues; da mata",NA,NA,NA,"44599","auto","2011","02",NA,"Dicotyledoneae",NA,NA,"2055642",NA,NA,NA
"129","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54622","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Hatschbach, G.","6348","1959","10","18","Southern America","Brazil","Paraná","Campina Grande do Sul","Taquari de Baixo","-49.0553","-25.3056",NA,NA,NA,"liana; flor lila",NA,NA,NA,"55154","auto","2011","03",NA,"Dicotyledoneae",NA,NA,"2283884",NA,NA,NA
"130","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54622","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Hatschbach, G.","6348","1959","10","18","Southern America","Brazil","Paraná","Campina Grande do Sul","Taquari de Baixo","-49.0553","-25.3056",NA,NA,NA,"liana; flor lila",NA,NA,NA,"55154","auto","2011","03",NA,"Dicotyledoneae",NA,NA,"960218-584",NA,NA,NA
"131","2020-02-08 10:36:12-03","NBC","NL-BOTANY","L.4150307","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","jasminifolium","Solanum jasminifolium","Sendtn.",NA,"Venturi S",NA,"1903","11","13","Southern America","Argentina",NA,NA,"Chaco Santa Fecino, Mocovi.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4150307 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4150307","NL-L4150307",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"132","2020-02-08 10:36:12-03","NBC","NL-BOTANY","U.1747738","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","jasminifolium","Solanum jasminifolium","Sendtn.",NA,"Lillo M",NA,"1897","10","17","Southern America","Argentina",NA,NA,"Provincia Tucumán, Dep. Capital.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1747738 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1747738","NL-U1747738",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"133","2020-02-08 10:36:41-03","NBC","NL-BOTANY","L.2874538","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.",NA,"Reitz R; Klein RM",NA,"1959","02","21","Southern America","Brazil",NA,NA,"Santa Catarina, Pinhal da Companhia, Lauro Müller-Urussanga.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2874538 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2874538","NL-L2874538",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"134","2020-02-08 10:36:41-03","NBC","NL-BOTANY","L.2874539","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.",NA,"Reitz R; Klein RM",NA,"1958","08","23","Southern America","Brazil",NA,NA,"Santa Catarina, Pinhal da Companhia, Lauro Müller-Urussanga.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2874539 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2874539","NL-L2874539",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"135","2020-02-08 10:36:41-03","NBC","NL-BOTANY","L.2874540","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.",NA,"Hatschbach GG",NA,"1959","10","18","Southern America","Brazil",NA,NA,"Est. Parana, Mun. Campina Grande do Sul, Taquary de Baio*.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2874540 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2874540","NL-L2874540",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"136","2020-02-08 10:36:41-03","NBC","NL-BOTANY","L.2874541","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.",NA,"Dusén PKH",NA,"1910","03","17","Southern America","Brazil",NA,NA,"Parana: Cahmon, ad marg, silvae primaevae.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2874541 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2874541","NL-L2874541",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"137","2020-02-08 10:36:41-03","NBC","NL-BOTANY","L.4153432","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.",NA,"Pedersen TM",NA,"1984","03","04","Southern America","Brazil",NA,NA,"Santa Catarina, mun. Rio Negrinho: around R. Negrinho. Woodland.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4153432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4153432","NL-L4153432",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"138","2020-02-08 10:36:41-03","NBC","NL-BOTANY","WAG.1229045","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.",NA,"Pedersen TM",NA,"1984","03","04","Southern America","Brazil",NA,NA,"Santa Catarina, mun. Rio Negrinho: around R. Negrinho. Woodland.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1229045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1229045","NL-WAG1229045",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"139","2020-11-04 11:20:02-03","ESALQ","ESA","131763","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","jasminifolium","Solanum jasminifolium",NA,"Stehmann, J.R.","Stehmann, J.R. ; Mota, R.C.","2345.0","1998","05","12",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"ESA131763",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-01-14 15:33:40-03","MN","R","11844","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","jasminifolium","Solanum jasminifolium","Sendtn.","Giacomin, L.L.","Glaziou, A.F.M.","18909","1890","09","18",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Suspiro","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Plantas do Brasil Central","R000011844","R000011844_001",NA,"33190","auto","2009","12","02",NA,NA,NA,NA,NA,NA,NA
"141","2021-01-14 15:33:40-03","MN","R","11849","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viscosissimum","Solanum viscosissimum",NA,"Stehmann, J.R.","Glaziou, A.F.M.","18409 a","1890","09","20",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,"Plantas do Brasil Central","R000011849","R000011849_001",NA,"33190","auto","2017","05","10",NA,NA,NA,NA,NA,NA,NA
"142","2020-08-27 21:23:10-03","FPS","FPS","4762","MachineObservation","Plantae",NA,NA,"Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Schwirkowski, P.","Schwirkowski, P.","4187","2020","08","27",NA,"Brasil","Santa Catarina","Campo Alegre","Rio Vermelho","-49.272864","-26.247716",NA,NA,NA,"<ll>dwc_commonname:</ll> Joá-cipó-melado","FPS04762","FPS04762_v01 FPS04762_v02 FPS04762_v03 FPS04762_v04 FPS04762_v05 FPS04762_v06 FPS04762_v07 FPS04762_v08 FPS04762_v09 FPS04762_v10 FPS04762_v11 FPS04762_v12",NA,NA,NA,"2020","08","27",NA,"-49.272864","-26.247716",NA,NA,NA,NA
"143","2019-08-27 13:33:35-03","IAP","PACA-AGP","31238.1","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","H. Sleumer","Rambo, B.",NA,"1946","02","07",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Confirmado por: L. A. Mentz, 24.10.1995. Habitat: In araucarieto aperto Fenofase: flor e fruto submaturo","PACA031238-1",NA,NA,"49662","auto","1954","09","22","Magnoliatae",NA,NA,NA,NA,NA,NA
"144","2019-08-27 13:33:35-03","IAP","PACA-AGP","116389","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Giacomin, L. L.","Verdi & Carneiro","628","2008","04","30",NA,"Brasil","SC","Correia Pinto",NA,"-50.22","-27.630833",NA,NA,NA,"estágio médio de regeneração; IFFSC - 1/301/florística/liana Fenofase: fruto preto Hábito: liana Ecossistema: Floresta Ombrófila Mista","PACA116389",NA,NA,NA,NA,"2009","08","03","Magnoliatae","50º13'12''W","27º37'51''S",NA,NA,NA,NA
