"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","00697047","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","M. H. Nee","W. R. Anderson","36073","1972","02","17","South America","Brazil","Minas Gerais",NA,"Serra do Cipó","-43.565347","-19.391335","1200","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=829161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697047","NY00697047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","669392","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","T. M. Pedersen","T. M. Pedersen","13742","1984","03","04","South America","Brazil","Santa Catarina","Rio Negrinho","Around R. Negrinho.","-49.5181","-26.2544",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669392","NY00669392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00697044","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","M. H. Nee","H. S. Irwin","27093","1970","03","07","South America","Brazil","Minas Gerais",NA,"Ca. 8km W. of Joaquim Felício",NA,NA,"1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=829157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697044","NY00697044_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00697036","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","S. D. Knapp","J. A. Ratter","3430","1976","08","09","South America","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=829125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697036","NY00697036_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","669396","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.",NA,"R. Reitz","7525","1958","10","25","South America","Brazil","Santa Catarina",NA,"Pinhal da Companhia, Lauro Müller - Urussanga.",NA,NA,"300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669396","NY00669396_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00697035","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.",NA,"G. H. von Langsdorff","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=829121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697035","NY00697035_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","669391","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.",NA,"P. K. H. Dusén","9379","1910","03","17","South America","Brazil","Paraná",NA,"Calmon.",NA,NA,"1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325424' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669391","NY00669391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","669395","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","L. B. Smith","R. Reitz","7040","1958","08","23","South America","Brazil","Santa Catarina",NA,"Pinhal da Companhia, Lauro Müller - Urussanga.",NA,NA,"300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325421' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669395","NY00669395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00697034","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.",NA,"S. R. Silva","84","1995","10","31","South America","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=829113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697034","NY00697034_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","669393","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","L. B. Smith","L. B. Smith","14004","1964","12","15","South America","Brazil","Santa Catarina","Ponte Serrada","Near Ponte Serrada, 94km west of Joaçaba.","-52.08","-26.87","700","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669393","NY00669393_01","isoneotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1522529","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","L. A. Mentz","G. Seger","1013","2009","03","05","South America","Brazil","Santa Catarina","Campo Belo do Sul","Fazenda Gateados.","-50.760799407959","-27.8992004394531",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753346' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522529","NY01522529_01",NA,"35150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00724526","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.",NA,"R. M. Harley","H50631","1992","01","02","South America","Brazil","Bahia","Abaíra","Mata do Barbado","-41.9","-13.3","1600","1700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=866278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724526","NY00724526_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","669394","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","L. B. Smith","R. Reitz","8510","1959","02","21","South America","Brazil","Santa Catarina",NA,"Pinhal da Companhia, Lauro Müller - Urussanga.",NA,NA,"300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325420' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669394","NY00669394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00697042","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","S. D. Knapp","H. S. Irwin","18165b","1966","07","12","South America","Brazil","Distrito Federal","Brasília","Riacho Vicente Pires, ca. 15 km. W. of Brasília, D.F.","-47.9294","-15.7797","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=829150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697042","NY00697042_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00724527","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.",NA,"M. Aparecida da Silva","2817","1995","10","26","South America","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Riacho Roncador, acima da chácara 2","-47.88527778","-15.9447222","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=866277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00724527","NY00724527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","669397","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","M. H. Nee","O. dos S. Ribas","1154","1996","02","10","South America","Brazil","Santa Catarina","Lages","Rod. BR-282, Campo do Areiao.","-50.3258","-27.8161",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=325423' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669397","NY00669397_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:50:00-03","EAO","IAN","107676","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Giacomin, LL","Magalhães, MG","15590","1959","11",NA,"Southern America","Brasil","Minas Gerais",NA,"Serra Sapucaia, Colônia de Ataléis.Jequitinhonha.",NA,NA,NA,NA,NA,NA,"IAN107676",NA,NA,NA,NA,"2019","05","07",NA,NA,NA,NA,NA,NA,NA
"28","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18631","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Glaziou, A.F.M.","18409","1890","09","18","Southern America","Brazil","Rio de Janeiro",NA,"Nova Friburgo","-42.533697","-22.287136",NA,NA,NA,"fl. bleus","P00319628","P00319628_001","isotype",NA,NA,"2010","01","01","Dicotyledoneae","-42.533697","-22.287136",NA,NA,NA,NA
"29","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","48315","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Smith, L.B.; Klein, R.M.","14004","1964","12","15","Southern America","Brazil","Santa Catarina","Ponte Serrada","Ponte Serrada, 94 km W of Joaçaba","-52.083333","-26.866667","700","900",NA,"ruderal",NA,NA,"neotype",NA,NA,"2010","01","01","Dicotyledoneae","-52.083333","-26.866667","HBR-31751",NA,NA,NA
"30","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18625","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Claussen, P.","137","1842","11",NA,"Southern America","Brazil","Rio de Janeiro",NA,"Nova Friburgo","-42.533697","-22.287136",NA,NA,NA,NA,"P00325621",NA,"holotype",NA,NA,"2009","12",NA,"Dicotyledoneae","-42.533697","-22.287136",NA,NA,NA,NA
"31","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18627","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Schwacke, A.","6943","1890","01","25","Southern America","Brazil","Santa Catarina",NA,"ad Sao Bento","-49.378611","-26.252778",NA,NA,NA,"herba scandens","P00319626",NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-49.378611","-26.252778",NA,NA,NA,NA
"32","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18628","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Glaziou, A.F.M.","15304","1884","02","22","Southern America","Brazil","Minas Gerais",NA,"Gandarela",NA,NA,NA,NA,NA,NA,"P00319625","P00319625",NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"33","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18629","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Sellow, F.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Sin. loc.",NA,NA,NA,NA,NA,NA,"P00319627",NA,"syntype",NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"34","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18631","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Glaziou, A.F.M.","18409","1890","09","18","Southern America","Brazil","Rio de Janeiro",NA,"Nova Friburgo","-42.533697","-22.287136",NA,NA,NA,"fl. bleus","P00319629","P00319629","isotype",NA,NA,"2010","01","01","Dicotyledoneae","-42.533697","-22.287136",NA,NA,NA,NA
"35","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18775","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Glaziou, A.F.M.","18409","1891","01","01","Southern America","Brazil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"K000196343",NA,NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"36","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18776","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Ratter, J.A.; Fonseca, S.G. da; Fonseca filho, J.","R3430","1976","08","07","Southern America","Brazil","Distrito Federal",NA,"Fazenda Agua Limpia (University of Brasilia field station), near Vargen Bonita, c. 18 km SSW of Brasilia TV tower, on Corrego Capitipaga","-47.943353","-15.947036",NA,NA,NA,"weedy herb to shrub, strggling over other vegetation; corollas white; in newly abandoned cultivation in a clearing in gallery forest","E00394019",NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-47.943353","-15.947036",NA,NA,NA,NA
"37","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18776","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Ratter, J.A.; Fonseca, S.G. da; Fonseca filho, J.","R3430","1976","08","07","Southern America","Brazil","Distrito Federal",NA,"Fazenda Agua Limpia (University of Brasilia field station), near Vargen Bonita, c. 18 km SSW of Brasilia TV tower, on Corrego Capitipaga","-47.943353","-15.947036",NA,NA,NA,"weedy herb to shrub, strggling over other vegetation; corollas white; in newly abandoned cultivation in a clearing in gallery forest","K000196345",NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-47.943353","-15.947036",NA,NA,NA,NA
"38","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32351","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Souza, R.; Reis dos Santos, R.","11355","1965","12","17","Southern America","Brazil","Distrito Federal",NA,"Chapada da Contagem, ca. 10 km E of Brasilia (Planalto do Brasil)","-47.933333","-15.616667","1000","1000",NA,"twining vien to 1.5 m long; in wet places in cerrado","K000196348",NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae","-47.933333","-15.616667",NA,NA,NA,NA
"39","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","48315","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Smith, L.B.; Klein, R.M.","14004","1964","12","15","Southern America","Brazil","Santa Catarina","Ponte Serrada","Ponte Serrada, 94 km W of Joaçaba","-52.083333","-26.866667","700","900",NA,"ruderal","GH00310386",NA,"isoneotype",NA,NA,"2010","01","01","Dicotyledoneae","-52.083333","-26.866667",NA,NA,NA,NA
"40","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18777","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Ratter, J.A.; Fonseca, S.G. da; Fonseca filho, J.; Ribeiro, J.; Silva, J.C.S.","R3867","1976","10","27","Southern America","Brazil","Distrito Federal",NA,"Fazenda Agua Limpia (University of Brasilia field station), near Vargen Bonita, c. 18 km SSW of Brasilia TV tower, cabeceira do Corrego Capitinga","-47.943353","-15.947036",NA,NA,NA,"small straggling herb; floor of gallery forest","E00394020",NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-47.943353","-15.947036",NA,NA,NA,NA
"41","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18778","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Soderstrom, T.R.","6221","1964","09","14","Southern America","Brazil","Distrito Federal",NA,"Planalto do Brasil, Chapada da Contagem, ca. 20 km E of Brasilia","-47.729478","-15.786281","700","1000",NA,"liana in thicket, climbing by hooked petioles to about 2 m; corolla lavender; only 1 seen; wet hillside, gallery forest",NA,NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-47.729478","-15.786281",NA,NA,NA,NA
"42","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18778","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Soderstrom, T.R.","6221","1964","09","14","Southern America","Brazil","Distrito Federal",NA,"Planalto do Brasil, Chapada da Contagem, ca. 20 km E of Brasilia","-47.729478","-15.786281","700","1000",NA,"liana in thicket, climbing by hooked petioles to about 2 m; corolla lavender; only 1 seen; wet hillside, gallery forest","K000196347",NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-47.729478","-15.786281",NA,NA,NA,NA
"43","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18780","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Grear, J.W.; Souza, R.; Reis dos Santos, R.","18166","1966","07","12","Southern America","Brazil","Distrito Federal",NA,"Planalto do Brasil, riacho Vicente Pires, ca. 15 km W of Brasília","-48.028944","-15.793381","1000","1000",NA,"decumbent herb, the stems to ca. 1 m long; corolla lavender purple; anthers yellow-orange; fruit green; gallery margin, gallery forest and adjacent wet campo","K000196349",NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-48.028944","-15.793381",NA,NA,NA,NA
"44","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18782","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Soderstrom, T.R.","5392","1964","08","21","Southern America","Brazil","Distrito Federal",NA,"Planalto do Brasil, ca. 35 km E of Brasília",NA,NA,"700","1000",NA,"trailing herb with nutating petioles; corolla white; occasional; partial shade, gallery forest",NA,NA,NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"45","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","26073","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Aparecida da Silva, M.","2817","1995","10","26","Southern America","Brazil","Distrito Federal",NA,"Reserva Ecológica do IBGE. Riacho Roncador, acima da chácara 2.","-47.885278","-15.944722","1100","1100",NA,"Trepadeira até 5.0 m de altura sobre as árvores nas clareiras das florestas de galerias, flores de cor branca, frutos imaturos de cor verde, cheiro caracteristico, folhas membranáceas pubescente às vezes com bordo liso às vezes recor","BM000935448",NA,NA,NA,NA,"2008","06",NA,"Dicotyledoneae","-47.885278","-15.944722",NA,NA,NA,NA
