"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","identifiedBy","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","756083","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","B. Nelson","1980","11","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00756083","Magnoliophyta","Malpighiales","Kunth","852","Acre","Vizinhança de Brasileia","-68.75","-11","NY00756083_01",NA,"H. O. Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2150243","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","W. L. Balée","1985","11","01","South America","Brazil","sheet",NA,"Inventory voucher #27. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2304943' target='other'> <mi>dwc_moreinfo</mi></a>","NY02150243","Magnoliophyta","Malpighiales","Kunth","1655","Pará","Igarapé Ipixuna, affluent of Rio Xingu; 5 km S of settlement, Araweté Indian Reserve.","-52.2064018249512","-3.20333003997803","NY02150243_01","Altamira",NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02150240","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","G. P. Lewis","1987","03","29","South America","Brazil","sheet",NA,"Antonio Lisé in G.P. Lewis 1589. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2304909' target='other'> <mi>dwc_moreinfo</mi></a>","NY02150240","Magnoliophyta","Malpighiales","Kunth","1589","Roraima","Estrada para Tepequem ± 30 km north of Ilha de Maracá.","-60.6733016967773","2.81972002983093","NY02150240_01","Boa Vista",NA,"90031","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02154017","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","M. J. G. Hopkins","1986","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2305011' target='other'> <mi>dwc_moreinfo</mi></a>","NY02154017","Magnoliophyta","Malpighiales","Kunth","707","Roraima","Ilha de Maracá. Furo Paraná de Firmino.-Ilha de Maraca. SEMA Estaçao. Furo do Parana de Firmino of Rio Uraricuera on S side of island. Within 1 km of end of Nova Olinda.","-61.433333","3.4","NY02154017_01 NY02154017_02","Alto Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00897132","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","W. W. Thomas","1985","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897132","Magnoliophyta","Malpighiales","Kunth","4725","Mato Grosso","41 km NNW of Pontes e Lacerda on BR364 to Vilhena","-59.58","-14.95","NY00897132_01","Vila Bela de Santíssima Trindade","K. A. Vincent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02154001","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","R. de Lemos Fróes","1948","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2304989' target='other'> <mi>dwc_moreinfo</mi></a>","NY02154001","Magnoliophyta","Malpighiales","Kunth","23122","Roraima","Porto Alegre; Rio Amajary",NA,NA,"NY02154001_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00897134","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","N. A. Rosa","1978","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897134","Magnoliophyta","Malpighiales","Kunth","2999","Maranhão","Margem do Rio Grajao,, km 285 da Rod. BR-316","-45.1197","-4.1392","NY00897134_01","Olho d'Água das Cunhãs","N. T. da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2150244","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","W. A. Egler","1960","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2304944' target='other'> <mi>dwc_moreinfo</mi></a>","NY02150244","Magnoliophyta","Malpighiales","Kunth","1326","Pará","Alto Tapajós, Rio Cururú. Igapó.",NA,NA,"NY02150244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02150236","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","M. A. D. de Souza","1997","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2304905' target='other'> <mi>dwc_moreinfo</mi></a>","NY02150236","Magnoliophyta","Malpighiales","Kunth","464","Amazonas","Estrada para o Tinga.","-59.966667","-2.883333","NY02150236_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2154002","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","A. J. Henderson","1986","07","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2304993' target='other'> <mi>dwc_moreinfo</mi></a>","NY02154002","Magnoliophyta","Malpighiales","Kunth","579","Roraima","Ilha de Maracá, along edge of Rio Maracá","-61.43","3.4","NY02154002_01","Alto Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2150247","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","G. T. Prance","1971","02","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2304947' target='other'> <mi>dwc_moreinfo</mi></a>","NY02150247","Magnoliophyta","Malpighiales","Kunth","10677","Roraima","Rio Uraricoeira between Igarapé Cutalba","-63.117","3.517","NY02150247_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2150246","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","J. M. Pires","1947","04","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2304946' target='other'> <mi>dwc_moreinfo</mi></a>","NY02150246","Magnoliophyta","Malpighiales","Kunth","455","Amazonas","Rio Negro, Vila Içana.","-67.3246935","0.3606582","NY02150246_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2150237","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","E. Lleras","1973","07","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2304906' target='other'> <mi>dwc_moreinfo</mi></a>","NY02150237","Magnoliophyta","Malpighiales","Kunth","16924","Amazonas","Rio Javari, Miraflor.","-71.9616938","-4.6077301","NY02150237_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00897131","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","D. C. Daly","1980","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897131","Magnoliophyta","Malpighiales","Kunth","D421","Maranhão","Road from Sao Luiz Gonzaga to Santo Antonio, 53 to 35 km from Bacabal","-44.67","-4.32","NY00897131_01",NA,"H. O. Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2154004","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","G. T. Prance","1969","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2304995' target='other'> <mi>dwc_moreinfo</mi></a>","NY02154004","Magnoliophyta","Malpighiales","Kunth","9750","Roraima","Vicinity of Auaris, Rio Auaris, near Auaris","-64.37","4.05","NY02154004_01",NA,NA,NA,NA,"760","760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02150242","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","W. Milliken","1987","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573882' target='other'> <mi>dwc_moreinfo</mi></a>","NY02150242","Magnoliophyta","Malpighiales","Kunth","10","Roraima","SEMA Ecological Reserve, Ilha de Maraca. Fuiro de Santa Rosa, close to subcamp. 'Igarape Pedra Sentada'. Poorly drained, unforest patch 3 km SW subcamp.","-61.716667","3.5","NY02150242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","476217","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","F. de Barros","1985","11","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476217","Magnoliophyta","Malpighiales","Kunth","1203","São Paulo","Pereira Barreto, prox. Ilha Solteira","-51.0997","-20.63","NY00476217_01","Pereira Barreto","R. B. Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","756084","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","P. J. M. Maas","1971","05","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=733440' target='other'> <mi>dwc_moreinfo</mi></a>","NY00756084","Magnoliophyta","Malpighiales","Kunth","P12823","Acre","Igarapé Sao Francisco","-72.6697","-7.6311","NY00756084_01","Cruzeiro do Sul","H. O. Sleumer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","677545","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","D. C. Daly","1994","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00677545","Magnoliophyta","Malpighiales","Kunth","8231","Acre","Rio Tarauacá, river at low water.","-71.279","-8.3717","NY00677545_01","Tarauacá","R. L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2154003","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","W. L. Balée","1985","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2304994' target='other'> <mi>dwc_moreinfo</mi></a>","NY02154003","Magnoliophyta","Malpighiales","Kunth","1797","Pará","Igarapé Ipixuna, affluent of Rio Xingu. 5 km S of settlement, Araweté Indian Reserve","-52.2064018249512","-3.20333003997803","NY02154003_01","Altamira",NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02154016","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","M. G. A. Lobo","1978","12","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2305010' target='other'> <mi>dwc_moreinfo</mi></a>","NY02154016","Magnoliophyta","Malpighiales","Kunth","123","Pará","Belterra, Porto Novo. Estrada para o acampamento.","-54.980084","-2.626469","NY02154016_01 NY02154016_02","Santarém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:48:38-03","EAO","IAN","195353","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","Lobato, LCB; Smith, N","2015","09","22","Southern America","Brasil",NA,NA,"Árvore de 7 m. de altura, frutos imaturos jovens.","IAN195353","Dicotiledônea",NA,"Kunth","4467","Pará","Rio Xingu. Sítio Palmeira 1","-52.2064018249512","-3.20333003997803",NA,"Altamira","Lobato, LCB","748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-26 18:09:42-03","CPAN-UFMS","COR","6198","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","Damasceno - Junior; G.A.; Nakagima, J.; Resende, U.M. e equipe do projeto Aquarap","1998","09","03",NA,"Brasil",NA,NA,"interior da mata Habito: Árvore",NA,NA,NA,"Kunth","1595","Mato Grosso do Sul","Rio da Prata. Mata de ciliar; rico em calcário; suavemente ondulado.","-56.429167","-21.435833",NA,"Bonito","Nakajima, J.",NA,NA,NA,NA,"56º25'45''W","21º26'9''S",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-02 16:29:17-03","CPAN-UFMS","COR","6197","PreservedSpecimen","Plantae","Salicaceae","Casearia","mariquitensis","Casearia mariquitensis","Damasceno-Júnior, G. A.","1998","09","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Kunth","1590","Mato Grosso do Sul","Rio Mutum","-56.433611","-21.3",NA,"Bonito","Nakajima, J.",NA,NA,NA,NA,"56º26'1''W","21º18'0''S",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:51:28-03","NBC","NL-BOTANY","U 0276732","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","mariquitensis","Casearia mariquitensis","Lindeman JC; Heyde NM",NA,NA,NA,"Southern America","Surinam",NA,NA,"marsh forest next to sandridge<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276732 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276732",NA,"Malpighiales","Kunth",NA,"Commewijne","S of LBB post perica near the Perica R.","-54.666667","5.8",NA,NA,NA,NA,NA,NA,NA,"-54.666667","5.8","Magnoliopsidae","Uw22856",NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:51:28-03","NBC","NL-BOTANY","U 0276730","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","mariquitensis","Casearia mariquitensis","Lindeman JC","1953","01","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276730",NA,"Malpighiales","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3830",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:51:28-03","NBC","NL-BOTANY","U 0276731","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","mariquitensis","Casearia mariquitensis","Lindeman JC","1953","01","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276731",NA,"Malpighiales","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw4255",NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:51:28-03","NBC","NL-BOTANY","U.1584100","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","mariquitensis","Casearia mariquitensis","McDowell T; Gopaul D","1990","04","24","Southern America","Guyana",NA,NA,"Banks of creek and river.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1584100 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1584100",NA,"Malpighiales","Kunth",NA,"East Berbice-Corentyne","Guyana. E.Berbice-Corentyne Region. Corentyne River and Potoko Creek.","-57.316667","5.1","NL-U1584100",NA,"Alford MH",NA,NA,NA,NA,"-57.316667","5.1","Magnoliopsidae","U 0184205",NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:51:28-03","NBC","NL-BOTANY","U 0276728","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","mariquitensis","Casearia mariquitensis","Lindeman JC","1953","01","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276728",NA,"Malpighiales","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3854",NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:51:28-03","NBC","NL-BOTANY","U 0276733","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","mariquitensis","Casearia mariquitensis","Lindeman JC","1953","01","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276733 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276733",NA,"Malpighiales","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3866",NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:51:28-03","NBC","NL-BOTANY","U 0277047","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","mariquitensis","Casearia mariquitensis","Lindeman JC","1953","01","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277047",NA,"Malpighiales","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3861",NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:51:28-03","NBC","NL-BOTANY","U 0276729","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","mariquitensis","Casearia mariquitensis","Lindeman JC","1953","01","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0276729",NA,"Malpighiales","Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3473",NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:51:28-03","NBC","NL-BOTANY","L.2451574","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","mariquitensis","Casearia mariquitensis","Davidse G; Llanos F","1974","01","01","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2451574 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2451574",NA,"Malpighiales","Kunth",NA,NA,"Meta: Floodplain of Rio Mhetica just E of Puerto Lopez.",NA,NA,"NL-L2451574",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:51:28-03","NBC","NL-BOTANY","U.1584117","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","mariquitensis","Casearia mariquitensis","Fróes RL","1948","03","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1584117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1584117",NA,"Malpighiales","Kunth",NA,NA,"Amazonia, Territ. Rio Branco, Porto Alegre, Rio Amajary.",NA,NA,"NL-U1584117",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
