"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","individualCount","coordinatePrecision","geoFlag","infraspecificEpithet","continentOcean","preparationType","class","fieldNumber","typeStatus"
"11","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","328","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Elton. C. M. Leme","Elton M. C. Leme; Rafael Oliveira; Jones Caldas da Silva; Alexandre; Rubem Rangel",NA,"1995","10","09","Brasil","São Paulo","São Sebastião","Praia de Maresias","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,"2011","08",NA,"254","Magnoliophyta","Poales","1","41977","auto",NA,NA,NA,NA,NA,NA
"12","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","683","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Elton. C. M. Leme","Elton M. C. Leme;",NA,"2003","11","19","Brasil","Santa Catarina","Florianópolis","Praia do Santinho, caminho para o alto do Morro das Aranhas","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,"2011","08",NA,"254","Magnoliophyta","Poales","1","27000","auto",NA,NA,NA,NA,NA,NA
"13","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","318","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Elton. C. M. Leme","Jones Caldas da Silva;",NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","08",NA,"254","Magnoliophyta","Poales","1",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","161","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata var. eipperi","Lindm.","Elton. C. M. Leme","Jones Caldas da Silva;","Silvan49",NA,NA,NA,"Brasil","Santa Catarina","Joinville","Divisa entre São Bento do Sul e Joinvile","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,NA,"2009","05",NA,"254","Magnoliophyta","Poales",NA,"37150","auto","var. eipperi",NA,NA,NA,NA,NA
"15","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","168","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata var. eipperi","Lindm.","Elton. C. M. Leme","Jones Caldas da Silva;",NA,"1990","03",NA,"Brasil","Santa Cararina","Porto Belo",NA,"-48.5531005859375","-27.1578006744385",NA,NA,NA,NA,NA,NA,"2009","05",NA,"254","Magnoliophyta","Poales","1","13032","auto","var. eipperi",NA,NA,NA,NA,NA
"16","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","179","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata var. eipperi","Lindm.","Elton. C. M. Leme","Elton M. C. Leme; Jones Caldas da Silva; Luiz Cláudio Marigo",NA,"1990","11","13","Brasil","Santa Catarina","São Francisco do Sul","Bairro Iperoba","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,NA,NA,"2011","08",NA,"254","Magnoliophyta","Poales","1","23627","auto","var. eipperi",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","376305","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","L. B. Smith","P. K. H. Dusén","14608","1914","01","13","Brazil","Paraná","Curitiba","Curityba","-49.2731","-25.4278",NA,NA,NA,NA,"NY00376305","NY00376305_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561276' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","376306","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","L. B. Smith","R. Reitz","17388","1965","12","11","Brazil","Paraná","Lapa","Parque do Monge, Lapa","-49.7156","-25.7697",NA,NA,"900","900","NY00376306","NY00376306_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561277' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","376307","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.",NA,"M. Cacilda","1s.n.","1967","09","17","Brazil","Paraná",NA,"Araguari - Santa Catarina",NA,NA,NA,NA,NA,NA,"NY00376307","NY00376307_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561278' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1018197","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.",NA,"G. Martinelli","15033","1998","05","27","Brazil","Paraná","Guaraqueçaba","Parque Nacional do Superagui. Em cultivo no JBRJ.","-48.3289","-25.3069",NA,NA,NA,NA,"NY01018197","NY01018197_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250214' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","376308","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","R. C. Tardivo","C. Giongo","6","1997","10","05","Brazil","Paraná",NA,"Município: Tagaçaba. Fazenda Jurueri","-48.48","-25.22",NA,NA,NA,NA,"NY00376308","NY00376308_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=561275' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"22","2020-06-29 11:29:35-03","UFRJ","RFA","43810","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","T. Wendt","T. Wendt; G.K. Brown; A.P.G. Faria","341","2000","11","24","Brasil","Rio de Janeiro","Rio de Janeiro","Vargem Grande, propriedade de João Márcio de Mello. Planta em cultivo proveniente de Sta. Maria Madalena","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA56287",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-24 17:10:34-03","UTFPR","DVPR","6275","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Gasper, AL","Verdi, M; Souza, NL; Klemz, G; Klettenberg, DH","4537","2010","04","28","Brasil","Santa Catarina","Garopaba","Morro da Ressacada.","-48.6133003234863","-28.0233001708984",NA,NA,"147","147","DVPR006275",NA,"2010","05","26","Epífita.; Floresta Ombrófila Densa em estágio médio, no interior do fragmento.","Magnoliophyta",NA,NA,"11115","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-24 17:10:34-03","UTFPR","DVPR","6274","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Rodrigues, AV","Cadorin, TJ; Clemes, SM; Oliveira, C","2157","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.3786010742188","-26.2502994537354",NA,NA,"417","417","DVPR006274",NA,"2010","07","22","Epífita com fruto laranja.; Floresta Ombrófila Densa em estágio avançado no interior do fragmento.","Magnoliophyta",NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:44:51-03","EAO","IAN","36776","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","platzmannii","Aechmea platzmannii","Wittm.",NA,"Strauss","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN036776","IAN036776_f",NA,NA,NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"26","2021-04-08 17:44:51-03","EAO","IAN","36776","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","platzmannii","Aechmea platzmannii","Wittm.",NA,"Strauss","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN036776","IAN036776_f",NA,NA,NA,NA,"Monocotiledônea",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"27","2019-12-04 15:26:25-03","PUCPR","HUCP","24084","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Kersten, RA","Kersten, RA","1646","2016","04","01","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"28","2019-12-04 15:26:25-03","PUCPR","HUCP","22072","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Kersten, RA","Ariati, V","427","2010","05","19","Brasil","Paraná","Curitiba","Campus da PUC","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00004788","HUCP00004788",NA,NA,NA,NA,"Monocotiledonea",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:26:25-03","PUCPR","HUCP","11822","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Jaszczerski, JC","Cazarote, H","004","1998","03","29","Brasil","Paraná","Curitiba","Xaxim","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:25-03","PUCPR","HUCP","18728","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Kersten, RA","Bonaldi, R","137","2006","07","22","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00004739","HUCP00004739","2008",NA,NA,NA,"Monocotiledonea",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:26:25-03","PUCPR","HUCP","18729","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Kersten, RA","Bonaldi, R","258","2007","09","01","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:26:25-03","PUCPR","HUCP","21841","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Kersten, RA","Mascarenhas, A; Bianchi, J","015","2008","06","11","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:26:25-03","PUCPR","HUCP","21817","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Kersten, RA","Kersten, RA","1533","2011","05","26","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00004732","HUCP00004732",NA,NA,NA,NA,"Monocotiledonea",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:26:25-03","PUCPR","HUCP","19578","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Kersten, RA","Mascarenhas, A; Bianchi, J","026","2008","06","11","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00004791","HUCP00004791",NA,NA,NA,NA,"Monocotiledonea",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:27:31-03","UFBA","ALCB","74524","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindman","Tardino, RC","Sonehara, J; Uhlmann, A; Pena, L","34","2003","04","21","Brasil","Paraná","Matinhos","Parque Estadual do Rio da Onça","-48.533333","-25.816667","-48.533333","-25.816667",NA,NA,"ALCB011750","ALCB011750","2004","01",NA,"folhas verde-escuras, borda levemente serrilhadas. Inflorescência alaranjada.","Monocotyledon",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"36","2020-11-04 11:03:42-03","ESALQ","ESA","83183","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lind.","Matteo, B.C.","Matteo, B.C. Santos, M.J.C.","448.0","1999","08","22","Brasil","São Paulo",NA,"BLOQUEADO",NA,NA,NA,NA,NA,NA,"ESA083183",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:03:42-03","ESALQ","ESA","64197","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindl.","Wanderley, M.G.L.","Sampaio, D. et al.","138.0","1999","01","10","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA064197","ESA064197",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:03:42-03","ESALQ","ESA","31819","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindman","Proença, S.L.","Souza, V.C.; Souza, J.P.; Ivanauskas, N.M.; Duarte, A.R.; Eterovic, A.; Marques, O.A.V.","11022.0","1996","04","11","Brasil","São Paulo","Itanhaém","BLOQUEADO","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"ESA031819",NA,NA,NA,NA,"Epífita em partes baixas dos troncos; flores alaranjadas. Mata.","Magnoliophyta",NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:03:42-03","ESALQ","ESA","71166","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindman","Matteo, B.C.","Forster, W.; Mazine, F.F.; Moura, C.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","440.0","2000","04","19","Brasil","São Paulo","São Sebastião","BLOQUEADO","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"ESA071166",NA,NA,NA,NA,"Epífita. Brácteas da inflorescência verde avermelhado. Flores esverdeadas. Brácteas florais avermelhadas","Magnoliophyta",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA
"40","2020-11-04 10:55:09-03","ESALQ","ESA","140631","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Brito, T.R.O","Gibau, A.; Gissi, D.S.; Orlandini, P.","266.0","2017","03","11","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela -","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"ESA140631",NA,"2017","05","21","Epifita. Inflorescência com brácteas e cálice alaranjada e corola azul esbranquiçada",NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:25:26-03","MN","R","193484","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Brade, A.C.","Mello Filho, L.E. 1970; Rente, J.A.",NA,"1961","10","29","Brasil","São Paulo",NA,"Ilha da Queimada Grande.",NA,NA,NA,NA,NA,NA,"R010000167,R010000168,R010000169,R010000170","R010000167 R010000168 R010000169 R010000170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:25:26-03","MN","R","211020","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Cadorin, T.J.","Cadorin, T.J. 1469; Grosch, B.; Zimmermann, R. & Lopes, C.P.",NA,"2010","03","10","Brasil","Santa Catarina","Florianópolis",NA,"-48.535","-27.724167","48°32'06''W","27°43'27''S","317","317","R010000172","R010000172","2010","03","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:25:27-03","MN","R","48881","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Smith, L.B.","Reitz, R.M.","2214","1946","11","28","Brasil","Rio Grande do Sul","Orleans",NA,NA,NA,NA,NA,"95","95","R010000166","R010000166","1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:25:27-03","MN","R","32449","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.",NA,"Foster, M.B.","290","1939","07","27","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"R010000163","R010000163",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:25:27-03","MN","R","211023","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.",NA,"Martins, S.E. 921; Versieux, L; Santos, A.L. & Silva, G.O.",NA,"2006","04","04","Brasil","São Paulo","Praia Grande",NA,"-46.4000015258789","-24",NA,NA,NA,NA,"R010000173,R010000174","R010000173 R010000174",NA,NA,NA,NA,NA,NA,NA,"22363","auto",NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:25:27-03","MN","R","32548","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.",NA,"Foster, M.B.","482","1939","09","09","Brasil","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"R010000164,R010000165","R010000164 R010000165",NA,NA,NA,NA,NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:25:26-03","MN","R","211019","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.",NA,"Martinelli, G. 15498; Barbará, T.; Heron, H. & Azoury, R.",NA,"1999","06","27","Brasil","Rio de Janeiro","Petrópolis","Rocio","-43.1786003112793","-22.5049991607666",NA,NA,"1700","1700","R010000171","R010000171",NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA
"48","2019-08-27 13:25:12-03","IAP","PACA-AGP","54241","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","B. Rambo",NA,NA,"1953",NA,NA,"Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA054241",NA,"1954","05","18","SEM MATERIAL Habitat: pracas e jardins culta Fenofase: fruto","Magnoliophyta","Bromeliales",NA,"29946","auto",NA,NA,NA,"Liliatae",NA,NA
"49","2019-11-21 14:32:41-03","UFJF","CESJ","13884","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.",NA,"L. Krieger","CESJ13884","1975","07","27","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"CESJ013884",NA,NA,NA,NA,"Epífita, na beira da mata, rosetas grandes, base da folha azulada. Cálice inicialmente amarelo, depois alaranjado e depois vermelho. Corola amarela.","Angiosperma",NA,NA,"41937","auto",NA,"América do Sul",NA,NA,NA,NA
"50","2019-11-21 14:32:41-03","UFJF","CESJ","59154","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","V.C. Martins; E.D.Lozano","J.M. Silva; E.F. Costa; M.Morales","7615","2010","04","30","Brasil","Paraná","Tijucas do Sul","Serra Papanduva","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"CESJ059154",NA,NA,NA,NA,"Rupícola, flor rosada. Campo de altitude.","Angiosperma",NA,NA,"25228","auto",NA,"América do Sul",NA,NA,NA,NA
"51","2021-04-07 11:41:58-03","UFMS","CGMS","76607","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.",NA,"M. Cacilda",NA,"1967","09","17","Brasil","Santa Catarina","Araquari",NA,"-48.7221984863281","-26.3700008392334",NA,NA,NA,NA,"CGMS1109595",NA,NA,NA,NA,"Cálice vermelho, pétalas brancas. Doação UPCB 5807. Habitat: Terreno seco. Habito: Muito freqüente.",NA,NA,NA,"25329","auto",NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:19:01-03","UNICAMP","UEC","198767","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Romanini, RP","Romanini, RP; Bordon, NG; Castello, ACD","380","2015","11","03","Brazil","Paraná","Matinhos","Parque Nacional Saint-Hillaire/Lange","-48.994722","-26.246944","-48.994722","-26.246944","16","16","UEC167192","UEC167192","2015","11","03","Flores passadas, cálice laranja-claro, mais pálido na face voltada para o forófito.; Epífita, em área sombreada. Propriedade em frente à entrada da trilha salto do tigre, com plantação de palmito em restinga arbórea.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:19:01-03","UNICAMP","UEC","198765","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Romanini, RP","Castello, ACD; Bordon, NG","109","2015","11","08","Brazil","Santa Catarina","Florianópolis","Praia do Matadeiro, acesso pela praia da Armação","-48.834722","-28.2525","-48.834722","-28.2525","16","16","UEC167178",NA,"2015","11","10","Folhas serreadas. Pedúnculo verde-escuro na base, clareando para o ápice, lanugem acumulando para o ápice; raque toda tomada pelos tricomas, branca, angulada, avermelhando para o ápice, leve odor adocicado. Brácteas dos ramos basais","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
