"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","sex"
"13","2021-04-05 14:25:05-03","UNESC","CRI","8944","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Lislaine Cardoso de Oliveira","2011","10","19","Lislaine Cardoso de Oliveira","2011","04","14","Brasil","Santa Catarina","Araranguá","Sanga do Veado.","-49.486111","-28.935278","49º29'10''W","28º56'7''S","4","4","Floresta brejosa","CRI006408","CRI006408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:04-03","UNESC","CRI","14128","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Renato Colares","2018","09","25","Aline Votri Guislon; Renato Colares, Iara Zanoni & Felipe Seron","2018","09","25","Brasil","Santa Catarina","Criciúma","APA do Morro Albino e Esteves","-49.583333","-29.016667","49º35'0''W","28º60'60''S","170","170","Inflorescência rosa. Habito: Epífita","CRI012778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:33:22-03","UNESC","CRI","5008","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Ricardo Moura","2000","09","04","Mileide Pirola","1996","11","10","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","30","30","Habito: epífita","CRI006414","CRI006414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:22-03","UNESC","CRI","5023","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Alexandra Tonetto",NA,NA,NA,"Alexandra Toneto","1996","10","13","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","30","30","Habitat: Floresta Atlântica Habito: epífita","CRI006412","CRI006412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:25:04-03","UNESC","CRI","3511","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Ricardo Moura","2000","09","04","Robson dos Santos","1994","09","22","Brasil",NA,"Brasil","Proximidades do Alojamento da UNISUL.","-49.7","-29.133333","49º42'W","29º8'S","30","30",NA,"CRI006418","CRI006418","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-06-10 10:10:47-03","FZB-BH","CVJBFZB","3374","S","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Sergio Gurken",NA,NA,NA,NA,NA,NA,NA,"Brasil","RJ","Rio de Janeiro","Maciço da Pedra Branca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"254",NA,NA,NA,"Magnoliophyta","Poales","57442","1","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-06-10 10:10:47-03","FZB-BH","CVJBFZB","1432","S","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Carlos A. Ferreira Jr.","2009","05","24","Carlos Alberto F. Jr.; Alysson Rezende","2009","05","24","Brasil","Minas Gerais","Caeté","Serra da Piedade, área da capelinha de baixo","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,"254",NA,NA,NA,"Magnoliophyta","Poales","22051","1","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:36:45-03","E","E","318765","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora",NA,NA,NA,NA,NA,"Ganev, Wilson","1993","10","25","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00318765 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00318765",NA,"2362",NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:322086",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","822294","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","R. C. Tardivo",NA,NA,NA,"P. K. H. Dusén","1914","09","21","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822294","NY00822294_01","15528","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00687036","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.",NA,NA,NA,NA,"R. M. Harley","1991","12","24","Brazil","Bahia","Abaíra","Arredores de Catolés","-41.85","-13.28",NA,NA,"1000","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2775463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687036","NY00687036_01","H50326","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","822298","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","R. C. Tardivo",NA,NA,NA,"J. E. Leite","1940",NA,NA,"Brazil","Rio Grande do Sul",NA,"Vicinity of Sao Leopoldo.","-51.143791","-29.75136",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822298","NY00822298_01","131","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","873328","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","L. B. Smith",NA,NA,NA,"B. Maguire","1963","10","01","Brazil","Goiás","Rio Verde","64 km beyond Jatai en route to Goiania","-50.9281","-17.7983",NA,NA,"870","870","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873328","NY00873328_01","56990","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","873324","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","L. B. Smith",NA,NA,NA,"H. S. Irwin","1964","09","06","Brazil","Distrito Federal","Brasília","Ca. 35 km. S.W. of Brasília, rd. to Anápolis.","-48.23","-15.98",NA,NA,"700","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873324","NY00873324_01","6041","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","486374","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","H. E. Luther",NA,NA,NA,"A. M. Amorim","1998","08","13","Brazil","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486374","NY00486374_01","2464","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","822293","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","R. C. Tardivo",NA,NA,NA,"H. de F. Leitão Filho","1976","10","08","Brazil","São Paulo",NA,"Ca. 10 km SW de Jundiaí. Serra do Japí.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822293","NY00822293_01","3143","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","822296","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","R. C. Tardivo",NA,NA,NA,"R. A. Wasum","1992","02","11","Brazil","Rio Grande do Sul","Teutônia","Lagoa da Harmonia","-51.801087","-29.395988",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822296","NY00822296_01","8196","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","873320","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","L. B. Smith",NA,NA,NA,"G. T. Prance","1964","10","23","Brazil","Goiás","Caiapônia","Serra do Caiapó. 50 km. south of Caiaponia.","-51.8103","-16.9569",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955020' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873320","NY00873320_01","59592","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","873327","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","L. B. Smith",NA,NA,NA,"H. S. Irwin","1964","10","29","Brazil","Goiás","Caiapônia","Ca. 35 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.82","-17.22",NA,NA,"800","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873327","NY00873327_01","7563","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","822297","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","R. C. Tardivo",NA,NA,NA,"R. M. Harley","1974","01","19","Brazil","Bahia",NA,"Serra do Rio de Contas. 10 km N of town of Rio de Contas on road to Mato Grosso.","-41.83","-13.47",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822297","NY00822297_01","15305","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","873323","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","L. B. Smith",NA,NA,NA,"H. S. Irwin","1965","10","01","Brazil","Distrito Federal","Brasília","Ca. 10 km E. of Brasília, near Sobradinho","-47.85071","-15.7194",NA,NA,"1075","1075","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873323","NY00873323_01","8844","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","486356","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","H. E. Luther",NA,NA,NA,"A. M. Amorim","1998","02","23","Brazil","Bahia","Jussari","Rod. Jussari/Palmira. RPPN Serra do Teimoso. Coletas efetuadas em mata de altitude","-39.5286","-15.1581",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486356","NY00486356_01","2341","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","873325","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","L. B. Smith",NA,NA,NA,"H. S. Irwin","1965","10","19","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 12 km N.W. of Alto Paraíso de Goiás (formerly Veadeiros).","-47.59528","-14.04001",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873325","NY00873325_01","9299","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","873322","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","L. B. Smith",NA,NA,NA,"H. S. Irwin","1971","03","23","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 30 km N of Alto do Paraíso","-47.5167","-13.84555",NA,NA,"1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873322","NY00873322_01","33062","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","376896","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","M. das G. L. Wanderley; Forzza",NA,NA,NA,"R. M. Harley","1991","12","24","Brazil","Bahia","Abaíra","Arredores de Catolés","-41.85","-13.28",NA,NA,"1000","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376896","NY00376896_01","H50326","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","873326","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","L. B. Smith",NA,NA,NA,"H. S. Irwin","1969","03","21","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, Alto Paraíso (formerly Veadeiros)","-47.5167","-14.1167",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873326","NY00873326_01","24829","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","822299","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","R. C. Tardivo",NA,NA,NA,"B. Rambo","1946","02","10","Brazil","Rio Grande do Sul","Porto Alegre",NA,"-51.23","-30.0331",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911376' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822299","NY00822299_01","31300","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","873319","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","L. B. Smith",NA,NA,NA,"G. T. Prance","1964","10","23","Brazil","Goiás","Caiapônia","Serra do Caiapó. 50 km. south of Caiaponia.","-51.8103","-16.9569",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873319","NY00873319_01","59592","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","873321","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","L. B. Smith",NA,NA,NA,"G. T. Prance","1973","10","16","Brazil","Mato Grosso",NA,"Marombade Mato in grass field, behind Buriti Football stadium","-55.793376","-15.4185",NA,NA,"720","720","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873321","NY00873321_01","19051","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","687035","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","M. das G. L. Wanderley",NA,NA,NA,"W. Ganev","1993","10","25","Brazil","Bahia","Abaíra","Riacho da Cruz - Catolés, acima da fonte do meio.","-41.85","-13.32",NA,NA,"1150","1150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=852402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687035","NY00687035_01","2362","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","822295","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","R. C. Tardivo",NA,NA,NA,"L. B. Smith","1964","10","18","Brazil","Santa Catarina","Itapiranga","Forest above Rio Uruguai, Brra Macao Branco.","-53.77","-27.17",NA,NA,"150","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911368' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822295","NY00822295_01","12704","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 11:07:46-03","UNESP-IBB","BOTU","1120","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Nunes, J.V.C.","2007","12","18","Jaquetti Jr., J.","1972","09","19","Brasil","São Paulo","Botucatu","A 20 km de Botucatu, fazenda Mac","-48.375","-22.875","48°22'30w","22°52'30s",NA,NA,"Epífita, flor rosa","BOTU001120",NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1133","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Wanderley, M.G.L.","2006","07","29","Milde, L.C.E.","1972","09","05","Brasil","São Paulo","Botucatu","A 20 km de Botucatu, fazenda 4 Meninas",NA,NA,"9999","9999",NA,NA,"Epífita, hábito aéreo, altura de 30 cm, flores rosas","BOTU001133",NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","4227","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Ogawa, K.","1997","07","04","Garcia, W.","1974","10","05","Brasil","São Paulo","Botucatu","Morro da Igreja de Santo Antonio",NA,NA,"9999","9999",NA,NA,"Epífita com flor cor de rosa","BOTU004227",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 11:07:46-03","UNESP-IBB","BOTU","1137","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Nunes, J.V.C.","1997","10","21","Jaquetti Jr., J.","1972","09","19","Brasil","São Paulo","Botucatu","A 20 km de Botucatu, fazenda Mac","-48.375","-22.875","48°22'30w","22°52'30s",NA,NA,"Epífita, flor rosa","BOTU001137",NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
