"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","sex"
"452","2021-02-11 16:53:01-03","UFSM","SMDB","12413","S","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Záchia, R.A",NA,NA,NA,"Záchia, R.A; Vendruscolo, G; Porto, C; Bicca, E","1999","09","25","Brasil","Rio Grande do Sul","São Pedro do Sul",NA,"-54.1789016723633","-29.6205997467041",NA,NA,NA,NA,"Flor rosa. Pesquisa Etnobotânica - jujeiro Edson Bicca","SMDB012413",NA,"3353",NA,NA,"32227",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2020-12-21 16:19:29-03","MBM","MBM","143294","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Schinini, A.",NA,NA,NA,"Zardini, E.M.","1988","10","29","Paraguay",NA,NA,"Depto. Caazapa, Tavaí",NA,NA,NA,NA,NA,NA,"Epífita.","MBM143294","MBM143294","7777",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2020-12-21 16:19:29-03","MBM","MBM","180598","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Smith, L.B.",NA,NA,NA,"Stellfeld, C.","1951","07","17","Brazil","São Paulo","Saquarema","Saquarema",NA,NA,NA,NA,NA,NA,"Epífita.","MBM180598",NA,"s.n.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2020-12-21 16:19:29-03","MBM","MBM","207130","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.; et al.; et al.","1993","02","13","Brazil","Rio Grande do Sul","Teixeira Soares","Marcelino Ramos",NA,NA,NA,NA,NA,NA,NA,"MBM207130","MBM207130","2309",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2020-12-21 16:19:29-03","MBM","MBM","389672","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bochorny, T.","2012","09","23","Bochorny, T.","2012","09","23","Brazil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","-50.706944","-24.100556","520","750","Epífita, flores róseas, brácteas e folhas aveludadas acinzentadas.","MBM389672","MBM389672","114",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2020-12-21 16:19:29-03","MBM","MBM","393547","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Barboza, E.","2014","11","28","Cordeiro, J.; Barboza, E.; Daniel, V.; Ariati, V.; Barboza, E.; Daniel, V.; Ariati, V.","2014","09","29","Brazil","Santa Catarina","Timbé do Sul","Serra da Rocinha","-49.948333","-28.798883","-49.948333","-28.798883","720","720","Rupícola; flor vermelha.; Sobre paredões rochosos.","MBM393547","MBM393547","5325",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2020-12-21 16:19:29-03","MBM","MBM","406165","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Ferreira, P.C.","2016","02","01","Ferreira, P.C.; Ariati, V.; Marinero, F.; Ariati, V.; Marinero, F.","2015","07","15","Brazil","São Paulo","Cajati","Parque Estadual do Rio Turvo, Próximo ao alojamento do Núcleo Capelinha","-48.243889","-24.846944","-48.243889","-24.846944","337","337","Epífita sobre árvore isolada; flor rosa.; Floresta Ombrófila Densa Submontana.","MBM406165","MBM406165","38",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2020-12-21 16:19:29-03","MBM","MBM","426454","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Martins, S.E.; Araújo, C.C.","2014","11","06","Araújo, C.C.","2014","09","06","Brazil","Distrito Federal","Brasília","Monumento Natural Morro da Pedreira","-47.9296989440918","-15.7797002792358",NA,NA,"768","768","Epífita. Folhas com muitas escamas, verde-cinéras. Bracteas florais róseas. Flores tubulares sépalas e pétalas róseas.; Mata seca.","MBM426454",NA,"26",NA,NA,"70570",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2020-12-21 16:19:29-03","MBM","MBM","169496","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Leme, E.M.C.",NA,NA,NA,"Hatschbach, G.; Kautsky, R.; Kautsky, R.","1994","10","08","Brazil","Espírito Santo","Alfredo Chaves","São Bento de Urânia","-40.749698638916","-20.6350002288818",NA,NA,NA,NA,"Epífita.","MBM169496","MBM169496","61143",NA,NA,"32447",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2020-12-21 16:19:29-03","MBM","MBM","277095","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Martinelli, G.",NA,NA,NA,"Urbano","1970","07",NA,"Brazil","Minas Gerais","Santa Rita de Jacutinga","Santa Rita de Jacutinga","-44.0950012207031","-22.1494007110596",NA,NA,NA,NA,NA,"MBM277095","MBM277095","8923",NA,NA,"20148",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2020-12-21 16:19:29-03","MBM","MBM","180597","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Smith, L.B.",NA,NA,NA,"Saito, Y.","1964","10","11","Brazil","Paraná","Antonina","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Epífita.","MBM180597",NA,"279",NA,NA,"38300",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2020-12-21 16:19:29-03","MBM","MBM","34097","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1965","09","17","Brazil","Paraná","Antonina","Rio Cotia","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Epífita.","MBM034097","MBM034097","12788",NA,NA,"38300",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2020-12-21 16:19:29-03","MBM","MBM","34098","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Reitz, R.",NA,NA,NA,"Hatschbach, G.","1962","10","28","Brazil","Paraná","Campina Grande do Sul","Jaguatirica","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita.","MBM034098","MBM034098","9423",NA,NA,"55154",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2020-12-21 16:19:29-03","MBM","MBM","12090","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1969","10","31","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita.","MBM012090","MBM012090","22775",NA,NA,"55154",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2020-12-21 16:19:29-03","MBM","MBM","180605","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Moura, R.",NA,NA,NA,"Britez, R.M.; et al.; et al.","1991","10","21","Brazil","Paraná","Guarapuava","Rio Jordão","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"Epífita.","MBM180605","MBM180605","2122",NA,NA,"53832",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2020-12-21 16:19:29-03","MBM","MBM","180600","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.","1978","09",NA,"Brazil","Paraná","Guaraqueçaba","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Epífita.","MBM180600",NA,"10559",NA,NA,"37295",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2020-12-21 16:19:29-03","MBM","MBM","34099","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Smith, L.B.",NA,NA,NA,"Hatschbach, G.","1957","10","10","Brazil","Paraná","Guaratuba","Garuva","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita.","MBM034099","MBM034099","4170",NA,NA,"41937",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2020-12-21 16:19:29-03","MBM","MBM","180602","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.","1964","12","05","Brazil","Paraná","Guaratuba","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita.","MBM180602",NA,"1087",NA,NA,"41937",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2020-12-21 16:19:29-03","MBM","MBM","87590","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Smith, L.B.",NA,NA,NA,"Kummrow, R.","1983","11","08","Brazil","Paraná","Guaratuba","Rio Itararé","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita.","MBM087590","MBM087590","2374",NA,NA,"41937",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2020-12-21 16:19:29-03","MBM","MBM","5202","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Smith, L.B.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","1966","10","16","Brazil","Paraná","Jaguariaíva","Lajeado Cinco Reis","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"Epífita.","MBM005202","MBM005202","3054",NA,NA,"44368",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2020-12-21 16:19:29-03","MBM","MBM","9482","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1968","09","22","Brazil","Paraná","Laranjeiras do Sul","Foz do Chopim","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"Epífita.","MBM009482","MBM009482","19798",NA,NA,"28404",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2020-12-21 16:19:29-03","MBM","MBM","335868","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Blum, C.T.","2009","12","18","Cervi, A.C.; Silva, J.M.; Campos, A.R.; Silva, J.M.; Campos, A.R.","2007","10","02","Brazil","Paraná","Morretes","Marta, entrada para a Colônia Limeira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita, flor com brácteas e pétalas lilases","MBM335868","MBM335868","9069",NA,NA,"30514",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2020-12-21 16:19:29-03","MBM","MBM","180601","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Dombrowski, L.T.",NA,NA,NA,"Kuniyoshi, Y.S.","1978","09","23","Brazil","Paraná","Morretes","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita.","MBM180601",NA,"4445",NA,NA,"30514",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2020-12-21 16:19:29-03","MBM","MBM","9483","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1968","09","17","Brazil","Paraná","Morretes","Rio Sagrado de Cima","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita.","MBM009483","MBM009483","19731",NA,NA,"30514",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2020-12-21 16:19:29-03","MBM","MBM","150959","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Moura, R.",NA,NA,NA,"Hatschbach, G.","1967","09","25","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM150959","MBM150959","17235",NA,NA,"24916",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2020-12-21 16:19:29-03","MBM","MBM","180596","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.","1972","12","13","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Epífita.","MBM180596",NA,"4473",NA,NA,"12577",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2020-12-21 16:19:29-03","MBM","MBM","395628","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Engels, M.E.","2013","10","13","Engels, M.E.; Lozano, E.D.; Buturi, C.; Pereira, S.; Hekavey, C.; Lozano, E.D.; Buturi, C.; Pereira, S.; Hekavey, C.","2013","10","13","Brazil","Paraná","São José dos Pinhais","RPPN Nhandara Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Epífita. Folhas verdes. Inflorescência com brácteas rosadas claras. Flores rosas escuras.; Ecótono entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM395628","MBM395628","1751",NA,NA,"45291",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2020-12-21 16:19:29-03","MBM","MBM","34110","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Moura, R.",NA,NA,NA,"Hatschbach, G.","1953","10","26","Brazil","Paraná","Tibagi","Fazenda Monte Alegre","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,"MBM034110","MBM034110","3388",NA,NA,"56988",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2020-12-21 16:19:29-03","MBM","MBM","219575","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Costa, A.",NA,NA,NA,"Cordeiro; Poliquesi, C.B.; Poliquesi, C.B.","1997","09","18","Brazil","Paraná","Tijucas do Sul","Matulão, Rio do Fojo","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"MBM219575","MBM219575","1976",NA,NA,"25228",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2020-12-21 16:19:29-03","MBM","MBM","407986","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Leitman, P.; Saraiva, D.","2013","02",NA,"Valduga, E.","2012","10","13","Brazil","Rio Grande do Sul","Cidreira","Fazenda Azaléia, Lagoa Manuel","-50.2056007385254","-30.1811008453369",NA,NA,"10","10","Em mata de restinga.","MBM407986","MBM407986","480",NA,NA,"19547",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2020-12-21 16:19:29-03","MBM","MBM","407960","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Valduga, E.","2014",NA,NA,"Salinas, A.; Wasum, R.; Wasum, R.","1995","08","28","Brazil","Rio Grande do Sul","Uruguaiana","Parque do Espinilho","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"Sobre arbustos no interior do parque.","MBM407960","MBM407960","s.n.",NA,NA,"93142",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2020-12-21 16:19:29-03","MBM","MBM","19305","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Koczicki, C.; Koczicki, C.","1971","10","16","Brazil","Santa Catarina","Laguna","Laguna","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Epífita.","MBM019305","MBM019305","27521",NA,NA,"21199",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2020-12-21 16:19:29-03","MBM","MBM","180596","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Handro, O.",NA,NA,NA,"Handro, O.",NA,NA,NA,"Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Epífita.","MBM180596",NA,"4845",NA,NA,"53584",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2020-12-21 16:19:29-03","MBM","MBM","180599","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.",NA,NA,NA,NA,"s.c.","1933","09","28","Brazil","São Paulo","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Epífita.","MBM180599",NA,"s.n.",NA,NA,"53584",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2020-12-21 16:19:29-03","MBM","MBM","268607","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","et al.; Faria, A.P.G.",NA,NA,NA,"Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","2001","12","13","Brazil","Santa Catarina","Timbé do Sul","Rod. BR-285, Serra da Rocinha","-49.8471984863281","-28.8302993774414",NA,NA,NA,NA,NA,"MBM268607","MBM268607","72685",NA,NA,"15081",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2020-12-21 16:19:29-03","MBM","MBM","49275","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora geminiflora","Brongn.","Leme, E.M.C.",NA,NA,NA,"Filho, H.F. .L.; et al.; et al.","1976","10","08","Brazil","São Paulo","Jundiaí","10km SW de Jundiaí, Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Epífita.","MBM049275","MBM049275","3143",NA,NA,"17840",NA,"auto","Southern America",NA,NA,"geminiflora",NA,NA,NA,NA,NA,NA
"488","2020-12-21 16:19:29-03","MBM","MBM","286","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1965","10","02","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Epífita.","MBM000286","MBM000286","12872",NA,NA,"46557",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2020-12-21 16:19:29-03","MBM","MBM","40629","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1975","09","30","Brazil","Paraná","Morretes","Ilha do Turco","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita.","MBM040629","MBM040629","38118",NA,NA,"30514",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2020-12-21 16:19:29-03","MBM","MBM","34100","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1962","09","02","Brazil","Paraná","Paranaguá","Serra da Prata","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Epífita.","MBM034100","MBM034100","9268",NA,NA,"24916",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2020-12-21 16:19:29-03","MBM","MBM","320529","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.",NA,"2008","02",NA,"Silva, J.M.; Sampaio, D.; Coutinho, A.P.S.; Sampaio, D.; Coutinho, A.P.S.","2006","10","24","Brazil","Paraná","São José dos Pinhais","Chaminé","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Epífita, flor rosada.; Floresta atlântica.","MBM320529","MBM320529","5162",NA,NA,"45291",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2019-11-01 15:28:05-03","PUC-RIO","FCAB","4196","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","JV Coffani-Nunes","1996","07","26","J.C. Siqueira; Sobral","1987","09","15","Brasil","Rio de Janeiro","Nova Friburgo","Cascatinha, reserva da EMHASA","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"Sobre árvores. Flores roxas.","004196",NA,"s.n.",NA,"Angiospermae","33190",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2015-09-03 21:17:44-03","MNHN","RECOLNAT_MNHN_P","P02175355","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.",NA,NA,NA,NA,"Glaziou, A.","1879","7","10","Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175355' target='other'> <mi>dwc_moreinfo</mi></a>","P02175355","P02175355_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"11676",NA,NA
"494","2015-09-03 21:17:44-03","MNHN","RECOLNAT_MNHN_P","P02175356","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.",NA,NA,NA,NA,"Glaziou, A.","1879","7","10","Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175356' target='other'> <mi>dwc_moreinfo</mi></a>","P02175356","P02175356_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"11676",NA,NA
"495","2015-09-03 21:17:11-03","MNHN","RECOLNAT_MNHN_P","P02175363","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175363' target='other'> <mi>dwc_moreinfo</mi></a>","P02175363","P02175363_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"B 132",NA,NA
"496","2015-09-03 21:17:44-03","MNHN","RECOLNAT_MNHN_P","P02175365","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.",NA,NA,NA,NA,"Sello",NA,NA,NA,"Brasil",NA,NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . 86 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175365' target='other'> <mi>dwc_moreinfo</mi></a>","P02175365","P02175365_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"15",NA,NA
"497","2015-09-03 21:17:44-03","MNHN","RECOLNAT_MNHN_P","P02175359","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.",NA,NA,NA,NA,"Glaziou, A.","1885","11","18","Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . N. 180. Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175359' target='other'> <mi>dwc_moreinfo</mi></a>","P02175359","P02175359_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"16453",NA,NA
"498","2015-09-04 03:33:13-03","MNHN","RECOLNAT_MNHN_P","P00753228","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.",NA,NA,NA,NA,"Urville, J.S.C.D.d'",NA,NA,NA,"Brésil",NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753228' target='other'> <mi>dwc_moreinfo</mi></a>","P00753228","P00753228_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"type",NA
"499","2015-09-28 18:43:43-03","MNHN","RECOLNAT_MNHN_P","P00438705","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.",NA,NA,NA,NA,"Dumont d'Urville, J.S.C.","1822","10","4","Brésil",NA,NA,"Ile de Sainte Catherine",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438705' target='other'> <mi>dwc_moreinfo</mi></a>","P00438705","P00438705_01 P00438705_02",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"holotype",NA
"500","2015-09-03 21:17:44-03","MNHN","RECOLNAT_MNHN_P","P02175358","PreservedSpecimen",NA,"Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.",NA,NA,NA,NA,"s.c.","1961","9","23","Brasil",NA,NA,"Serra Jaguary. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Ex Herb. brasil. Regnelli. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02175358' target='other'> <mi>dwc_moreinfo</mi></a>","P02175358","P02175358_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
