"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","monthIdentified","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2019-11-25 16:51:17-03","UFBA","ALCB","138344","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Stadnik, A; Vasconcelos, T; Faria, J","366","2016","07","11","Southern America","Brasil",NA,NA,"ca. 4m. Folhas discolores. Sépalas verdes. Pétalas e estames alvos.","ALCB069183","Dicotyledon",NA,"O.Berg","Stadnik, A","Minas Gerais","Estrada de terra para o Morro do Pilar.","ALCB069183","Santana do Riacho","-43.326667","-19.346111","834","2016",NA,NA,"-43.326667","-19.346111","834","07",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:21:46-03","UFBA","ALCB","124717","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Tuler, AC; Carrijo, TT; Siqueira, G","452","2013","10","15","Southern America","Brasil",NA,NA,"ca. 2m alt. Botões florais com lobos arredondados. Flores brancas.","ALCB060857","Dicotyledon",NA,"O.Berg","Tuler, AC","Espírito Santo","Reserva Vale. Arboreto da Vale.",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,"2014","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:07:35-03","NBC","NL-BOTANY","WAG.1116539","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrsinoides","Psidium myrsinoides","Irwin HS; Maxwell H; Wasshausen DC",NA,"1968","01","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116539 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1116539",NA,"Myrtales","Berg",NA,NA,"20 km N of Corumbá de Goias on road to Niquelândia, Goias in valley of Rio Corumbá.","NL-WAG1116539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"14","2020-11-04 11:15:10-03","ESALQ","ESA","110412","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Colletta, G.D.","253.0","2009","05","13",NA,"Brasil",NA,NA,NA,"ESA110412","Magnoliophyta",NA,NA,"Caliari, C.P.","Espírito Santo",NA,"ESA110412","Sooretama","-40.0978012084961","-19.1968994140625",NA,"2012","33715","auto",NA,NA,NA,"03",NA,"22",NA,NA,NA,NA
"15","2020-11-04 11:15:10-03","ESALQ","ESA","5941","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA005941","Magnoliophyta",NA,"O.Berg","Tuler, A.C.","São Paulo",NA,"ESA005941","Piracicaba","-47.6399993896484","-22.7199993133545",NA,"2018","44778","auto",NA,NA,NA,"08",NA,"06",NA,NA,NA,NA
"16","2020-11-04 11:15:10-03","ESALQ","ESA","105509","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Aguiar, O.T.",NA,"2002","03","13",NA,"Brasil",NA,NA,NA,"ESA105509","Magnoliophyta",NA,NA,"Aguiar, O.T.","São Paulo",NA,"ESA105509","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,"2002","27904","auto",NA,NA,NA,"03",NA,"17",NA,NA,NA,NA
"17","2020-11-04 11:15:10-03","ESALQ","ESA","86962","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Mendonça, F.B.","177.0","2002","10","11",NA,"Brasil",NA,NA,NA,"ESA086962","Magnoliophyta",NA,"O.Berg","Tuler, A.C.","São Paulo",NA,"ESA086962","São Paulo","-46.6300010681152","-23.5400009155273",NA,"2018","53584","auto",NA,NA,NA,"08",NA,"06",NA,NA,NA,NA
"18","2020-11-04 11:15:10-03","ESALQ","ESA","91549","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Viani, R.A.G. et al.","524.0","2004","07","12",NA,"Brasil",NA,NA,NA,"ESA091549","Magnoliophyta",NA,"O.Berg.","Sobral, M.","São Paulo","Fazenda Santa Terezinha (Eucatex) . Remanescente de Floresta Estacional Semidecidual","ESA091549","Bofete","-481.833","-230.333",NA,NA,NA,NA,"-481,833","-230,333",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 10:56:25-03","ESALQ","ESA","91794","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Savassi-Coutinho, A.P.","743.0","1905","06","24",NA,"Brasil",NA,NA,NA,"ESA091794",NA,NA,"O.Berg","Tuler, A.C.","São Paulo",NA,"ESA091794","Assis","-50.4099998474121","-22.6599998474121",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:15:10-03","ESALQ","ESA","53850","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Lucas, E.J. et al.","850.0","2006","11","30",NA,"Brasil",NA,NA,NA,"ESA053850","Magnoliophyta",NA,"O.Berg","Tuler, A.C.","Espírito Santo",NA,"ESA053850","Linhares","-40.0722007751465","-19.3910999298096",NA,"2018","48094","auto",NA,NA,NA,"08",NA,"06",NA,NA,NA,NA
"21","2020-11-04 11:15:10-03","ESALQ","ESA","86963","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Mendonça, F.B.","248.0","2003","03","19",NA,"Brasil",NA,NA,NA,"ESA086963","Magnoliophyta",NA,"O.Berg","Tuler, A.C.","São Paulo",NA,"ESA086963","São Paulo","-46.6300010681152","-23.5400009155273",NA,"2018","53584","auto",NA,NA,NA,"08",NA,"06",NA,NA,NA,NA
"22","2020-11-04 11:15:10-03","ESALQ","ESA","126306","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Sobral, M.","14926.0","1905","07","04",NA,"Brasil",NA,NA,NA,"ESA126306","Magnoliophyta",NA,NA,"Sobral, M.","Minas Gerais",NA,NA,"São Gotardo","-46.048900604248","-19.3111000061035",NA,"1905","27592","auto",NA,NA,NA,"07",NA,"04",NA,NA,NA,NA
"23","2020-11-04 11:15:10-03","ESALQ","ESA","91900","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Savassi-Coutinho, A.P.","849.0","1905","06","24",NA,"Brasil",NA,NA,NA,"ESA091900","Magnoliophyta",NA,"O.Berg","Tuler, A.C.","São Paulo",NA,NA,"Assis","-50.4099998474121","-22.6599998474121",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:15:10-03","ESALQ","ESA","31500","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","10084.0","1996","01","11",NA,"Brasil",NA,NA,"Arbusto, ca. 2 m alt.; flores alvas.","ESA031500","Magnoliophyta",NA,"O.Berg","Landrum, L.R.","Minas Gerais","Serra da Piedade. 19º49'23,6S, 43º41'11,6W. 1520 m.s.m. Campo rupestre.",NA,"Caeté","-43.6697006225586","-19.8799991607666","1520",NA,"22051","auto","-43,686,556","-19,823,222","1520",NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:32:12-03","MN","R","161940","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrsinoides","Psidium myrsinoides","Freire Allemão, F. 704; Cysneiros, M.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 8023","R010052277",NA,NA,"O. Berg","Landrum, L.R.","Ceará",NA,"R010052277_001",NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,"10",NA,"20",NA,NA,NA,NA
"26","2015-07-02 14:03:25-03","JBP","HPL","11643","S","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","H. Lorenzi","6222","2007","02","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"H. Lorenzi","SP","Coletado e cultivado no Instituto Agronômico de Campinas (IAC, Monjolinho).",NA,"Campinas","-47.06","-22.9",NA,"2007","23900","auto",NA,NA,NA,"02",NA,"07",NA,NA,NA,NA
"27","2015-07-02 14:03:25-03","JBP","HPL","5720","S","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","H. Lorenzi","1213","1993","12","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,"O. Berg.","H. Lorenzi","SP","Coletado no arboreto da Campininha.",NA,"Mogi Guaçu","-46.9422","-22.3722",NA,"1993","39309","auto",NA,NA,NA,"12",NA,"16",NA,NA,NA,NA
"28","2015-07-02 14:03:25-03","JBP","HPL","9179","S","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","H. Lorenzi","205","1993","05","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"O. Berg","H. Lorenzi","SP","Coletado na Fazenda Barro Preto, na Usina São Francisco.",NA,"Jaboticabal","-48.32","-21.25",NA,"1993","22420","auto",NA,NA,NA,"05",NA,"19",NA,NA,NA,NA
"29","2015-07-02 14:03:25-03","JBP","HPL","10496","S","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","R. Tsuji","2166","2007","07","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,"O. Berg","C. Proença","SP","Coletado na Escola Superior de Agricultura Luiz de Queiroz (ESALQ); departamento de Horticultura.",NA,"Piracicaba","-47.64","-22.72",NA,"2009","44778","auto",NA,NA,NA,"10",NA,"10",NA,NA,NA,NA
"30","2015-07-02 14:03:25-03","JBP","HPL","11652","S","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","H. Lorenzi","6232","2007","02","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"MG","Coletado na localidade de Chico Santos, em pasto de região de altitude (cerca de 1000 m).",NA,"Paraguaçu","-45.7375","-21.5472",NA,NA,"18686","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-07-02 14:03:25-03","JBP","HPL","5722","S","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","H. Lorenzi","1056","1993","10","25",NA,"Brasil",NA,NA,NA,NA,NA,NA,"O. Berg.","H. Lorenzi","SP","Coletado na fazenda Palmital, na estrada da mata do lado direito do carreador da estrada principal.",NA,"Santo Antonio de Posse","-46.91","-22.6",NA,"1993","14002","auto",NA,NA,NA,"10",NA,"25",NA,NA,NA,NA
"32","2015-07-02 14:03:25-03","JBP","HPL","9153","S","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","H. Lorenzi","155","1993","02","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,"O. Berg","H. Lorenzi","SP","Fazenda Barro Preto, Usina São Francisco, em área de mata.",NA,"Jaboticabal","-48.32","-21.25",NA,"1993","22420","auto",NA,NA,NA,"02",NA,"05",NA,NA,NA,NA
"33","2015-07-02 14:03:25-03","JBP","HPL","9863","S","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","H. Lorenzi","1263","1994","01","18",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"H. Lorenzi","SP","Coletado e cultivado na Escola Superior de Agronomia Luiz de Queiroz (ESALQ); junto ao IPEF.",NA,"Piracicaba","-47.64","-22.72",NA,"1994","44778","auto",NA,NA,NA,"01",NA,"18",NA,NA,NA,NA
"34","2015-07-02 14:03:25-03","JBP","HPL","5723","S","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","E.R. Salviani & H. Lorenzi","68","1998","06","08",NA,"Brasil",NA,NA,NA,NA,NA,NA,"O. Berg.","E.R. Salviani & H. Lorenzi","SP","Coletado no IAC Monjolinho próximo a casa do Jeremias.",NA,"Campinas","-47.06","-22.9",NA,"1998","23900","auto",NA,NA,NA,"06",NA,"08",NA,NA,NA,NA
"35","2014-09-25 12:12:45-03","FEMACT","MIRR","4609","S","Plantae","Myrtaceae","Psidium","myrsinoides","Psidium myrsinoides","Sanaiotti, T.M.","239","1993","09","09",NA,"Brasil",NA,NA,"ÁRvore 2,5m de altura, estéril. Araçá folha lustrosa.",NA,NA,NA,"O.Berg",NA,"Roraima","Savana não inundável argilo-arenosa, com alguns morros de pedregulho. BR 174, Km 98 N de Boa Vista. Entre verbascifolia e crassifolia.",NA,NA,"-60.966667","3.633333",NA,NA,NA,NA,"-60.966667","3.633333",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:18:41-03","UFV","VIC","11955","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Meira, Neto J A; et al.","s.n.","1987","11","16",NA,"Brasil",NA,NA,"Árvore de 4 m, botões e flores brancas, na beira da mata","VIC011955",NA,NA,"O.Berg",NA,"São Paulo","Fazenda Grota Funda","VIC011955","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-24 17:09:39-03","UFES","SAMES","8490","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","BARROS, B.L.A.; BUFFON, S.B.; MORAIS, A. L.; SIQUEIRA, G.S.","1","2017","10","06",NA,"Brasil",NA,NA,"Indivíduo plantado, espaçamento de 2m por 3m, sub-bosque limpo, em consórcio com outras frutíferas tropicais nativas e exóticas, próximo a uma área de vegetação nativa composta por remanescente de Floresta de Tabuleiro. Superfície da","SAMES08490",NA,NA,"O.Berg",NA,"Espírito Santo","Coleção de plantas tropicias da Reserva Natural da Vale. Arboreto da RNV. Reserva Natural da Vale",NA,"Linhares","-40.0722007751465","-19.3910999298096","63",NA,"48094","auto","-400730556.0","-191483333.0","63",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-24 17:09:39-03","UFES","SAMES","9477","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Smarzaro, R.; Saporetti, A.M.J.; Barcellos, B.B.; Jesus,V.L.P.; Souza,K.J.","114","2019","06","03",NA,"Brasil",NA,NA,"CAP: 13.7 cm Caule mosqueado branco-avermelhado acinzentado Habitat: Mussununga Habito: Árvore","SAMES09477",NA,NA,"O.Berg",NA,"Espírito Santo","Região de Jaguaré. Cedro/Fibria.",NA,"São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"56510","auto","-398766667.0","-188863889.0",NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059724","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","E. Melo; F. Franca, R. M. Ramos","2625","1999","3","1",NA,"Brazil",NA,NA,"Arbusto ca. 2 m. Folha coriacea discolor. Fruto imaturo verde.",NA,"Magnoliophyta","Myrtales","O.Berg","L. R. Landrum","Bahia","Maracas. Ca. 5 km da cidade de Maracas.",NA,NA,"-40.46444","-13.45306","890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009499","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Furlan et al. CFSC","7512","1981","10","5",NA,"Brazil",NA,NA,NA,NA,"Magnoliophyta","Myrtales","O.Berg",NA,"Minas Gerais","Santana do Riacho, Serra do Cipo, Estrada da Usina Dr. Pacifico Mascarenhas",NA,"Santana do Riacho","-43.7","-19.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0010483","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Tamashiro et al.","186","1994","5","26",NA,"Brazil",NA,NA,"2 seeds in 1 fruit.; Arvore de 4m, frutos imaturos de cor verde.",NA,"Magnoliophyta","Myrtales","O.Berg","L.R. Landrum, 2005.","Sao Paulo","Bauru. Parque Ecologico do Bauru.",NA,NA,"-49.061771","-22.314844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009491","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Cordeiro","1695","1997","11","29",NA,"Brazil",NA,NA,"Arvoreta da beira da mata, casca semelhante a da j",NA,"Magnoliophyta","Myrtales","O.Berg",NA,"Sao Paulo","Bairro de Interlagos, SESC Interlagos, fragmento de mata ombrofila.",NA,"Sao Paulo","-46.6167","-23.5333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009493","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Kuhlmann","4337","1958","3","15",NA,"Brazil",NA,NA,NA,NA,"Magnoliophyta","Myrtales","O.Berg",NA,"Sao Paulo","Boracea, margem do Rio Claro.",NA,"Salesopolis","-45.85","-23.5333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009504","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Hatschbach","71498","2000","10","21",NA,"Brazil",NA,NA,"Coor from www.fallingrain.com/world; Arvore, 8m, flor alva.",NA,"Magnoliophyta","Myrtales","O.Berg","L.R. Landrum, 2004.","Espirito Santo","Bom Jesus.",NA,"Marechal Floriano","-40.6667","-20.4167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009505","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Souza et al.","10084","1996","1","11",NA,"Brazil",NA,NA,"Arbusto, ca. 2m; flores alvas.",NA,"Magnoliophyta","Myrtales","O.Berg","L.R. Landrum, 2002.","Minas Gerais","Serra da Piedade.",NA,"Caete","-43.6866","-19.8232","1520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009494","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Mattos","13861","1966","8","26",NA,"Brazil",NA,NA,"Arbusto de 2m de altura. Casca cinzenta. Ramos e f",NA,"Magnoliophyta","Myrtales","O.Berg",NA,"Sao Paulo","Estacao Biologica de Boraceia, perto do Rio Claro.",NA,"Salesopolis","-45.85","-23.5333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015767","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Franca et al.","2628","1999","2","4",NA,"Brazil",NA,NA,"Arbustoca. 2.5m; folha subcoriacea, levemente disc",NA,"Magnoliophyta","Myrtales","O.Berg",NA,"Bahia","3km na estrada Maracas para Pe de Serra.",NA,"Maracas","-40.4642","-13.4531","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009492","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Cordeiro","1624","1996","1","10",NA,"Brazil",NA,NA,"Arvore ca. 8m alto; flores alvas, odoriferas.",NA,"Magnoliophyta","Myrtales","O.Berg",NA,"Sao Paulo","Bairro de Interlagos, SESC Interlagos, fragmento de mata ombrofila.",NA,"Sao Paulo","-46.6167","-23.5333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009506","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Ginzbarg et al.","850","1988","3","23",NA,"Brazil",NA,NA,NA,NA,"Magnoliophyta","Myrtales","O.Berg",NA,"Bahia","Maracas, 7 km SW de Maracas na estrada para Contendas do Sicora.",NA,NA,"-40.5","-13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009490","PreservedSpecimen","Plantae","Myrtaceae","Psidium","myrtoides","Psidium myrtoides","Pirani et al. CFCR","11739","1988","1","8",NA,"Brazil",NA,NA,NA,NA,"Magnoliophyta","Myrtales","O.Berg",NA,"Minas Gerais","Datas, Rodovia Datas-Serra, Morro de Coco",NA,NA,"-43.6833","-18.4333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
