"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","relatedCatalogItem","occurrenceRemarks","barcode","imagecode","phylum","yearIdentified","recordNumber","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus"
"11","2021-03-24 17:09:24-03","UFES","SAMES","3235","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","wiotii","Calathea wiotii","(E.Morren) Regel","Braga,J.M.A.","Folli,D.A.","1999","11","25",NA,"Brasil","Espírito Santo",NA,"Herbáceo, terrestre, cor botão branco, cor flor branco, exsudação seiva, cor exsudação, folha com frente verde pintada de verde escuro e verso roxo.","SAMES03235",NA,NA,"2003","3522","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","02","Reserva Natural Vale. Localização RFL 01/80 B.A, Mata de Tabuleiro, estrada Gávea, 21700 m.",NA,NA,NA,NA,NA
"12","2021-03-24 17:09:24-03","UFES","SAMES","3237","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","wiotii","Calathea wiotii","(E.Morren) Regel","Folli,D.A.","Folli,D.A.","2003","12","09",NA,"Brasil","Espírito Santo",NA,"Planta de porte herbáceo, terrestre, cor botão branca, cor da flor branca, cor exsudação incolor, exsudação seiva.","SAMES03237",NA,NA,"2003","4693","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","09","Reserva Natural Vale. Mata de tabuleiro, final da estrada Farinha Seca, 4500 metros.",NA,NA,NA,NA,NA
"13","2021-03-24 17:09:24-03","UFES","SAMES","3236","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","wiotii","Calathea wiotii","(E.Morren) Regel","Kennedy,H.","Folli,D.A.","1993","11","25",NA,"Brasil","Espírito Santo",NA,"Herbáceo, terrestre, cor botão verde, cor flor branco, exsudação seiva.","SAMES03236",NA,NA,"1997","2104","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","09","03","Reserva Natural Vale. Capoeira, estrada Jequitibá Rosa, 1000 m.",NA,NA,NA,NA,NA
"14","2021-03-24 17:09:24-03","UFES","SAMES","3235","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","wiotii","Calathea wiotii","(E.Morren) Regel","Braga,J.M.A.","Folli,D.A.","1999","11","25",NA,"Brasil","Espírito Santo",NA,"Herbáceo, terrestre, cor botão branco, cor flor branco, exsudação seiva, cor exsudação, folha com frente verde pintada de verde escuro e verso roxo.","SAMES03235",NA,NA,"2003","3522","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","02","Reserva Natural Vale. Localização RFL 01/80 B.A, Mata de Tabuleiro, estrada Gávea, 21700 m.",NA,NA,NA,NA,NA
"15","2021-03-24 17:09:24-03","UFES","SAMES","3237","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","wiotii","Calathea wiotii","(E.Morren) Regel","Folli,D.A.","Folli,D.A.","2003","12","09",NA,"Brasil","Espírito Santo",NA,"Planta de porte herbáceo, terrestre, cor botão branca, cor da flor branca, cor exsudação incolor, exsudação seiva.","SAMES03237",NA,NA,"2003","4693","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","09","Reserva Natural Vale. Mata de tabuleiro, final da estrada Farinha Seca, 4500 metros.",NA,NA,NA,NA,NA
"16","2021-03-24 17:09:24-03","UFES","SAMES","3240","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Goeppertia","wiotii","Goeppertia wiotii","(E.Morren) Borchs. & Suárez","Saka,M.N.","Ribeiro,M.; Broggio,I.S.;Rocha,T.L.","2010","12","18",NA,"Brasil","Espírito Santo",NA,"Erva terrestre, folhas jovens com tons roxo parte abaxial, flor branca.","SAMES03240",NA,NA,NA,"394","Pinheiros","-40.2132987976074","-18.3703002929688","28525","auto",NA,NA,"Reserva Biológica Córrego do Veado. Estrada à esquerda da sede da reserva, floresta alta de tabuleiro, mata da água limpa.",NA,NA,NA,NA,NA
"17","2021-03-24 17:09:24-03","UFES","SAMES","6723","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Goeppertia","wiotii","Goeppertia wiotii","(E.Morren) Borchs. & Suárez","Saka,M.N.","Ribeiro,M.; Penha,J.S.","2011","11","12",NA,"Brasil","Espírito Santo",NA,"Erva, cálice marronzado, corola branca.","SAMES06723",NA,NA,NA,"685","Conceição da Barra","-39.7322006225586","-18.5932998657227","41644","auto",NA,NA,"Reserva Biológica do Córrego Grande. Floresta de tabuleiro.","-398050000.0","-182625000.0",NA,NA,NA
"18","2020-04-27 16:10:29-03","UFES","VIES","29628","S","Plantae",NA,NA,"Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","M.N. Saka","Folli, D.A.","1991","04","16",NA,"Brasil","Espírito Santo",NA,NA,"VIES029628",NA,NA,"2017","1341","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","Reserva Natural Vale.",NA,NA,NA,NA,NA
"19","2020-04-27 16:10:29-03","UFES","VIES","29639","S","Plantae",NA,NA,"Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","M.N. Saka","Folli, D.A.","2003","11","10",NA,"Brasil","Espírito Santo",NA,NA,"VIES029639",NA,NA,"2017","4666","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","Reserva Natural Vale.",NA,NA,NA,NA,NA
"20","2020-04-27 16:10:29-03","UFES","VIES","29333","S","Plantae",NA,NA,"Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","M.N. Saka","Folli, D.A.","2003","12","09",NA,"Brasil","Espírito Santo",NA,NA,"VIES029333",NA,NA,"2017","4693","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","Reserva Natural Vale.",NA,NA,NA,NA,NA
"21","2020-04-27 16:10:29-03","UFES","VIES","29335","S","Plantae",NA,NA,"Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","M.N. Saka","Folli, D.A.","1997","03","04",NA,"Brasil","Espírito Santo",NA,NA,"VIES029335",NA,NA,"2017","2949","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","Reserva Natural Vale.",NA,NA,NA,NA,NA
"22","2020-04-27 16:10:29-03","UFES","VIES","29340","S","Plantae",NA,NA,"Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","M.N. Saka","Folli, D.A.","1999","11","25",NA,"Brasil","Espírito Santo",NA,NA,"VIES029340",NA,NA,"2019","3519","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","Reserva Natural Vale.",NA,NA,NA,NA,NA
"23","2020-04-27 16:10:29-03","UFES","VIES","29346","S","Plantae",NA,NA,"Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","M.N. Saka","Folli, D.A.","1993","11","17",NA,"Brasil","Espírito Santo",NA,NA,"VIES029346",NA,NA,"2017","2083","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","Reserva Natural Vale.",NA,NA,NA,NA,NA
"24","2019-11-29 19:27:18-03","UFES","VIES","29347","S","Plantae",NA,NA,"Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","in dupl.: M.N. Saka (CVRD)","Braga, J.M.A.","2003","12","03",NA,"Brasil","Espírito Santo",NA,NA,"VIES029347",NA,NA,"2017","7312","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","Reserva Natural Vale.",NA,NA,NA,NA,NA
"25","2020-04-27 16:10:29-03","UFES","VIES","29634","S","Plantae",NA,NA,"Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","M.N. Saka","Folli, D.A.","1999","11","25",NA,"Brasil","Espírito Santo",NA,NA,"VIES029634",NA,NA,"2017","3522","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","Reserva Natural Vale.",NA,NA,NA,NA,NA
"26","2020-04-27 16:10:29-03","UFES","VIES","29642","S","Plantae",NA,NA,"Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","M.N. Saka","Folli, D.A.","1993","11","25",NA,"Brasil","Espírito Santo",NA,NA,"VIES029642",NA,NA,"2017","2104","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","Reserva Natural Vale.",NA,NA,NA,NA,NA
"27","2020-09-03 19:37:20-03","MBML","MBML-HERBARIO","12708",NA,"Plantae",NA,NA,"Marantaceae","Goeppertia","wiotii","Goeppertia wiotii","(E.Morren) Borchs. & S.Suárez","M.N. Saka/IX-2014","C. N. de Fraga; et al","1999","11","19",NA,"Brasil","Espírito Santo",NA,"Mata seca de restinga. Terrestre, flores brancas.","MBML012708","MBML012708",NA,NA,"550","Conceição da Barra","-39.695278","-18.405556",NA,NA,NA,NA,"Próximo ao final do Parque Estadual de Itaúnas","39W41'43","18S24'20",NA,NA,NA
"28","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","25429",NA,"Plantae",NA,NA,"Marantaceae","Goeppertia","wiotii","Goeppertia wiotii","(E.Morren) Borchs. & S.Suárez","D. Araújo/XII-2012","L. Kollmann; et al","2005","11","18",NA,"Brasil","Espírito Santo",NA,"Erva 20cm na sombra, brácteas verdes.","MBML025429",NA,NA,NA,"8461","Santa Teresa","-40.510556","-19.823611",NA,NA,NA,NA,"Nova Lombardia","40W30'38","19S49'25",NA,NA,NA
"29","2021-02-25 10:11:37-03","CVRD","CVRD","8413","PreservedSpecimen","Plantae","Liliopsida","Zingiberales","Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","Mariana Naomi Saka","Folli, D.A.","2003","11","10","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Caeté listrado","CVRD008413",NA,"Magnoliophyta","2017","4666","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11",NA,NA,NA,NA,NA,NA
"30","2021-02-25 10:11:37-03","CVRD","CVRD","4694","PreservedSpecimen","Plantae","Liliopsida","Zingiberales","Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","Mariana Naomi Saka","Folli, D.A.","1993","11","17","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Caeté listrado","CVRD004694","CVRD004694","Magnoliophyta","2017","2083","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11",NA,NA,NA,NA,NA,"NEOTYPUS"
"31","2021-02-25 10:11:37-03","CVRD","CVRD","4715","PreservedSpecimen","Plantae","Liliopsida","Zingiberales","Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","Mariana Naomi Saka","Folli, D.A.","1993","11","25","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Caeté pintado","CVRD004715",NA,"Magnoliophyta","2017","2104","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11",NA,NA,NA,NA,NA,NA
"32","2021-02-25 10:11:37-03","CVRD","CVRD","5646","PreservedSpecimen","Plantae","Liliopsida","Zingiberales","Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","Mariana Naomi Saka","Folli, D.A.","1997","03","04","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Caeté listrado","CVRD005646",NA,"Magnoliophyta","2017","2949","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","Ao lado da torre",NA,NA,NA,NA,NA
"33","2021-02-25 10:11:37-03","CVRD","CVRD","6044","PreservedSpecimen","Plantae","Liliopsida","Zingiberales","Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","Mariana Naomi Saka","Folli, D.A.","1998","11","19","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Caeté listrado","CVRD006044",NA,"Magnoliophyta","2017","3289","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","Área RFL 132 talhão 29",NA,NA,NA,NA,NA
"34","2021-02-25 10:11:37-03","CVRD","CVRD","8439","PreservedSpecimen","Plantae","Liliopsida","Zingiberales","Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","Mariana Naomi Saka","Folli, D.A.","2003","12","09","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Caeté pintado","CVRD008439","CVRD008439","Magnoliophyta","2017","4693","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","final da estrada",NA,NA,NA,NA,NA
"35","2021-02-25 10:11:37-03","CVRD","CVRD","3168","PreservedSpecimen","Plantae","Liliopsida","Zingiberales","Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","Mariana Naomi Saka","Folli, D.A.","1991","04","16","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Caeté listrado","CVRD003168","CVRD003168","Magnoliophyta","2017","1341","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","Localizada na beira da estrada.",NA,NA,NA,NA,NA
"36","2021-02-25 10:11:37-03","CVRD","CVRD","6358","PreservedSpecimen","Plantae","Liliopsida","Zingiberales","Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","Mariana N. Saka","Folli, D.A.","1999","11","25","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Caeté listrado","CVRD006358",NA,"Magnoliophyta","2019","3519","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","RFL 01/80",NA,NA,NA,NA,NA
"37","2021-02-25 10:11:37-03","CVRD","CVRD","6361","PreservedSpecimen","Plantae","Liliopsida","Zingiberales","Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","Mariana Naomi Saka","Folli, D.A.","1999","11","25","América do Sul","BRASIL","ES",NA,"FOLHA C/ FRENTE VERDE PINTADADA DE VERDE ESCURO E VERSO ROXO <ll>dwc_commonname:</ll> Caeté pintado","CVRD006361",NA,"Magnoliophyta","2017","3522","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","RFL 01/80 B. A",NA,NA,NA,NA,NA
"38","2021-02-25 10:11:37-03","CVRD","CVRD","8517","PreservedSpecimen","Plantae","Liliopsida","Zingiberales","Marantaceae","Goeppertia","wiotiana","Goeppertia wiotiana","(Jacob-Makoy ex É.Morren) Saka","Mariana Naomi Saka","Braga, J.M.A.","2003","12","03","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Caeté listrado","CVRD008517","CVRD008517","Magnoliophyta","2017","7312","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","12","11","trilha do tatu canastra",NA,NA,NA,NA,NA
"39","2017-09-11 17:10:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Marantaceae","Calathea","wiotii","Calathea wiotii","(E.Morren) Regel",NA,"?",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA
"40","2017-09-11 17:10:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Marantaceae","Calathea","wiotii","Calathea wiotii","(E.Morren) Regel",NA,"?",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA
