"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","individualCount","occurrenceRemarks","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","continentOcean","barcode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","imagecode","infraspecificEpithet","typeStatus"
"11","2020-12-21 16:13:31-03","MBM","MBM","383603","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","emensis","Acrocomia emensis","(Toledo) Lorenzi",NA,"Palmeira 50cm; flores cremes.; Campo cerrado, solo arenoso.","Barboza, E.; Cordeiro, J.; Brotto, M.L.; Vaz, J.; Cordeiro, J.; Brotto, M.L.; Vaz, J.","3773","2013","04","23","Brazil","Goiás","São Domingos","Estrada de São Domingos à BR-020","-46.106333","-13.311861",NA,NA,"Brotto, M.L.","2013","07","04","Southern America","MBM383603","-46.106333","-13.311861","794","794",NA,NA,NA,NA
"12","2020-09-02 16:20:23-03","Cenargen","CEN","23400","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","emensis","Acrocomia emensis","(Toledo) Lorenzi","4",NA,"Eduardo Lleras Perez","2411","1987","09","03","Brasil","CE","BELA CRUZ","BR 153, km 151, 23 km ao sul de Prata (MG).","-48.833333","-19.516666",NA,NA,"R. C. Martins","2011","07",NA,NA,"CEN00023400","-48.833333","-19.516666","500","500","Exsicatas","CEN00023400 CEN00023400_1 CEN00023400_2 CEN00023400_3",NA,NA
"13","2021-03-15 18:25:06-03","USP","SPF","171148","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acanthococos","emensis","Acanthococos emensis","Toledo",NA,"Palmeira nº 5 ou Indaya nova?","Rachid, M","s.n.","1946","05","31","Brasil","São Paulo","Pirassununga","Pirassununga - Carvalho","-47.4199981689453","-21.9899997711182","24621","auto",NA,NA,NA,NA,NA,"SPF00171148",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-01-27 18:24:28-03","IAC","IAC","56733","S","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","emensis","Acrocomia emensis","(Toledo) Lorenzi",NA,"Espinhos castanhos, ca. 2.5 cm de comp. disperso por toda a raque foliar. Espata marrom, tomentosa e espinescente na face externa com 28 cm comp.; nome popular: macaubinha","S.A. Vianna & C.F. Nardin","95","2018","05","24","Brasil","São Paulo","Mogi Guaçu","Reserva do Instituto de Botânica","-46.9422","-22.3722",NA,NA,"s/det.","2018","05","24",NA,NA,"-46.9422","-22.3722",NA,NA,NA,NA,NA,NA
"15","2020-11-19 14:06:00-03","Unimontes","MCMG","4362","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","emensis","Acrocomia emensis","(Toledo) Lorenzi",NA,NA,"Sarah Carvalho |",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-01 15:13:05-03","UnB","UB","167687","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Arecaceae","Acrocomia","emensis","Acrocomia emensis","(Toledo) Lorenzi",NA,"Fotos S.A. Harris. &nf;Projeto Reflora - Subprojeto Refazendo o caminho de Gardner; Palmeira acaule solitária. Folhas novas e algumas velhas cinzas, muito quebradas, persistentes. Espata cor de mel com espinhos negros de base clara; Cerrado alto com ár","Proença, CEB; Harris, SA","3841","2011","08","23","Brasil","Minas Gerais",NA,"Entre Urucuia e Pintópolis","-45.485833","-16.091667",NA,NA,"Proença, CEB","2012",NA,NA,"Southern America",NA,"-45.485833","-16.091667","670","670",NA,NA,NA,NA
"17","2019-11-01 15:13:05-03","UnB","UB","167767","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Arecaceae","Acrocomia","emensis","Acrocomia emensis","(Toledo) Lorenzi",NA,"Projeto Reflora - Subprojeto Refazendo o caminho de Gardner; Palmeira acaule única. Folhas verdes e velhas acinzentadas presentes. Espata velha, escurecida, com muitos espinhos negros; Cerrado alto com áreas abertas, muito arenosas","Proença, CEB; Harris, SA","3843","2011","08","23","Brasil","Minas Gerais",NA,"Entre Urucuia e Pintópolis","-45.485833","-16.091667",NA,NA,"Proença, CEB","2011",NA,NA,"Southern America",NA,"-45.485833","-16.091667","670","670",NA,NA,NA,NA
"18","2019-11-21 09:59:27-03","IBt","SP","53727","S","Plantae",NA,NA,NA,"Arecaceae","Acanthococos","emensis","Acanthococos emensis pubifolia","Toledo",NA,"= Acrocomia hassleri (Barb. Rodr.) Hahn, H.Q. Boudet Fernandes, 9/2/2000","Labouriau, LG","717","1949","09","03","Brasil","Minas Gerais","Prata","Morrinhos, Triangulo Mineiro","-48.9241981506348","-19.3071994781494","56565","auto","Toledo, JF","1950","01","11",NA,"SP002443",NA,NA,NA,NA,NA,"SP002443","pubifolia","Holotype"
"19","2019-11-21 09:59:27-03","IBt","SP","52941a","Extra","Plantae",NA,NA,NA,"Arecaceae","Acanthococos","emensis","Acanthococos emensis emensis","Toledo",NA,"Flores em 18/9/1948. Campo cerrado&nf;= Acrocomia hassleri (Barb. Rodr.) Hahn, H.Q. Boudet Fernandes, 9/2/2000","Rachid, M","s.n.","1945","09","21","Brasil","São Paulo","Pirassununga","Emas","-47.4199981689453","-21.9899997711182","24621","auto","Toledo, JF","1949","09","28",NA,"SP002442",NA,NA,NA,NA,NA,"SP002442","emensis","Holotype"
"20","2019-11-21 09:59:27-03","IBt","SP","52941","S","Plantae",NA,NA,NA,"Arecaceae","Acanthococos","emensis","Acanthococos emensis emensis","Toledo",NA,"Flores em 18/9/1948. Campo cerrado&nf;= Acrocomia hassleri (Barb. Rodr.) Hahn, H.Q. Boudet Fernandes, 9/2/2000","Rachid, M","s.n.","1945","09","21","Brasil","São Paulo","Pirassununga","Emas","-47.4199981689453","-21.9899997711182","24621","auto","Toledo, JF","1949","09","28",NA,"SP002441",NA,NA,NA,NA,NA,"SP002441","emensis","Holotype"
"21","2019-11-21 09:59:27-03","IBt","SP","53727","S","Plantae",NA,NA,NA,"Arecaceae","Acanthococos","emensis","Acanthococos emensis pubifolia","Toledo",NA,"= Acrocomia hassleri (Barb. Rodr.) Hahn, H.Q. Boudet Fernandes, 9/2/2000","Labouriau, LG","717","1949","09","03","Brasil","Minas Gerais","Prata","Morrinhos, Triangulo Mineiro","-48.9241981506348","-19.3071994781494","56565","auto","Toledo, JF","1950","01","11",NA,"SP002443",NA,NA,NA,NA,NA,"SP002443","pubifolia","Holotype"
"22","2019-11-21 09:59:27-03","IBt","SP","299159A","S","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","emensis","Acrocomia emensis","(Toledo) Lorenzi",NA,NA,"Aragaki, S; Batalha, M; Fritsch, VA; Villarroel, C","167","1994","10","01","Brasil","São Paulo","Pirassununga","Cerrado de Emas","-47.5","-22.033333",NA,NA,"Lima, GP","2017","03","28",NA,NA,"-47.5","-22.033333",NA,NA,NA,NA,NA,NA
"23","2019-11-21 09:59:27-03","IBt","SP","74358","S","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","emensis","Acrocomia emensis","(Toledo) Lorenzi",NA,NA,"Eiten, G; Eiten, LT","2391","1960","09","22","Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha, Campos das Sete Lagoas, justo north of Rio Mogi-Guaçu, 9,7 km NNE of Padua Sales","-47.116667","-22.183333",NA,NA,"Lima, GP","2017","03","28",NA,"SP055701","-47.116667","-22.183333","650","650",NA,"SP055701 SP055701_01",NA,NA
"24","2019-11-21 09:59:27-03","IBt","SP","199296","S","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","emensis","Acrocomia emensis","(Toledo) Lorenzi",NA,NA,"Kirizawa, M; Mantovani, W","1316","1984","09","17","Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha","-46.9421997070312","-22.372200012207","39309","auto","Lima, GP","2017","03","28",NA,"SP055695",NA,NA,NA,NA,NA,"SP055695 SP055695_01 SP055695_02",NA,NA
"25","2019-11-21 09:59:27-03","IBt","SP","167574","S","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","emensis","Acrocomia emensis","(Toledo) Lorenzi",NA,NA,"Mantovani, W","1059","1980","10","14","Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha, Martinho Prado, Reserva Biológica","-46.9421997070312","-22.372200012207","39309","auto","Lima, GP","2017","03","28",NA,"SP055696",NA,NA,NA,NA,NA,"SP055696 SP055696_01 SP055696_02",NA,NA
"26","2019-11-21 09:59:27-03","IBt","SP","156471","S","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","emensis","Acrocomia emensis","(Toledo) Lorenzi",NA,NA,"Mattos, J","12475","1965","09","02","Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha, Perto de Pádua Sales, Reserva Florestal, junto à torre","-46.9421997070312","-22.372200012207","39309","auto","Lima, GP","2017","03","28",NA,"SP055694",NA,NA,NA,NA,NA,"SP055694",NA,NA
"27","2019-11-21 09:59:27-03","IBt","SP","411939","S","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","emensis","Acrocomia emensis","(Toledo) Lorenzi",NA,NA,"Aguiar, FFA","s.n.","2008","09","26","Brasil","São Paulo","Mogi Guaçu","Reserva Biológica e Estação Experimental de Mogi Guaçu","-46.9421997070312","-22.372200012207","39309","auto","Lima, GP","2017","03","28",NA,"SP055693",NA,NA,NA,NA,NA,"SP055693 SP055693_01 SP055693_02 SP055693_03",NA,NA
