"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"11","2020-04-22 16:24:02-03","UFPB","JPB","43649","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Faramea","rivularis","Faramea rivularis","Gardner","Jardim, JG; Aona, L; Fiaschi, P; Paixão, JL; Sant'Ana, SC","4476","2005","02","24","Southern America","Brasil","Bahia","Jussari","RPPN Serra do Teimoso, Rod. Jussari/Palmira, entrada ca. 7 Km da cidade. Faz. Teimoso.","-39.536111","-16.569444","700","700",NA,"; HABITAT: Floresta Higrófila.; DESC: Arvoreta ou arbusto com 4-7 m alt. Folhas verde-brilhantes na face superior e a face inferior mais clara. Flores com corola branca, cálice verde-claro, perfumadas (antese noturna). For em álcool 7","JPB0043649",NA,"Jardim, JG",NA,NA,NA,"-39.536111","-16.569444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-12 18:12:30-03","UFES","VIES","36987","S","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Gurtler, J.; Dutra, S.C.","JAC 505","2018","02","23",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P7).","-40.439444","-18.782222",NA,NA,NA,NA,"VIES036987","VIES036987",NA,NA,NA,NA,"40º26'22''W","18º46'56''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 09:31:57-03","UFRRJ","RBR","39213","S","Plantae",NA,NA,"Rubiaceae","Faramea","rivularis","Faramea rivularis","Gardner","R.R. Moraes","s.n.","2016","05","31",NA,"Brasil","Rio de Janeiro","Paracambi","'Parque Natural Municipal do Curió de Paracambi, Trilha dos Escravos. Coordenadas: 22°35#?#49.07''S43°42#?#19.70''O. Floresta Ombrófila Densa Submontana'","-43.7092018127441","-22.6107997894287",NA,NA,NA,NA,"RBR00039213",NA,"R.R. Moraes","2016","05","31",NA,NA,"13366","auto",NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 09:31:57-03","UFRRJ","RBR","30085","S","Plantae",NA,NA,"Rubiaceae","Faramea","rivularis","Faramea rivularis","Gardner","J.G. Jardim","s.n.",NA,NA,NA,NA,"Brasil","Bahia","Ilhéus","Jussari, Reserva Particular do Patrimônio Natural Serra do Teimoso, Rod Jussari/Palmira, entrada ca 7 km da cidade. Faz Teimoso 15º9#?#37' 39º32#?#10'Alt 700m.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"RBR00030085",NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 09:31:57-03","UFRRJ","RBR","33006","S","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","A.T. Silva","s.n.","1991","07","05",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Parque Estadual da Ilha Grande, Unidade amostral trilha do riacho 204/6.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"RBR00033006",NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 09:31:57-03","UFRRJ","RBR","11505","S","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","L.F.T. Menezes","352","1999","03","18",NA,"Brasil","Rio de Janeiro","Barra de Guaratiba","Restinga da Marambaia, Campo de provas da Marambaia, duna da linha IV.",NA,NA,NA,NA,NA,NA,"RBR00011505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 09:31:57-03","UFRRJ","RBR","11506","S","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","L.F.T. Menezes","965","2002","05","05",NA,"Brasil","Rio de Janeiro","Barra de Guaratiba","Restinga da Marambaia, Campo de provas da Marambaia, linha III.",NA,NA,NA,NA,NA,NA,"RBR00011506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 09:31:57-03","UFRRJ","RBR","11507","S","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","M.C. Souza","151","2000","11","03",NA,"Brasil","Rio de Janeiro","Barra de Guaratiba","Restinga da Marambaia, Campo de provas da Marambaia, duna da linha IV.",NA,NA,NA,NA,NA,NA,"RBR00011507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 09:31:57-03","UFRRJ","RBR","11508","S","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","M.C. Souza","161","2000","12","29",NA,"Brasil","Rio de Janeiro","Barra de Guaratiba","Restinga da Marambaia, Campo de provas da Marambaia, duna da linha IV.",NA,NA,NA,NA,NA,NA,"RBR00011508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 09:31:57-03","UFRRJ","RBR","42618","S","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","M.C. Souza; L.R. Suzart","s.n.","2017","11","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Barra de Guaratiba, Restinga da Marambaia, Duna próxima das linhas de tiro 1 e 4 no Campo de Provas da Marambaia - Exército","-43.593611","-23.044444",NA,NA,NA,NA,"RBR00042618","RBR00042618",NA,NA,NA,NA,"43º35'37''W","23º2'40''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-21 19:38:22-03","UFC","EAC","485","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Bezerra, P.","394","1942","01","07","Southern America","Brasil","Ceará","São Benedito","Próx. à uma corrente, Faz. Penha. Sa. Ibiapaba","-40.8650016784668","-4.0486102104187",NA,NA,NA,"Fruto maduro cor uva e furto semimaduro amarelo, folha oposta; Mata","EAC0000485",NA,"Sousa, E.B.","2015","10","25",NA,NA,"27894","auto",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-21 19:38:22-03","UFC","EAC","28880","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Delprete, P.G.; Souza, E.B.; Cavalcanti, F.S.; Fernandes, A.","7212","2000","03","21","Southern America","Brasil","Ceará","São Benedito","Serra da Ibiapaba, Fazenda Penha, Cachoeira do Burado da Velha.","-40.85","-4.033333","800","900",NA,"Arbusto, ca.4m, folha finamente subcoriácea, discolor; estéril.; Floresta úmida perenefólia com copa arbórea de 15-20 m.","EAC0028880",NA,"Jardim, J.","2014","12",NA,"-40.85","-4.033333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-21 19:38:22-03","UFC","EAC","28886","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Delprete, P.G.; Souza, E.B.; Cavalcanti, F.S.; Fernandes, A.","7218","2000","03","21","Southern America","Brasil","Ceará","São Benedito","Serra da Ibiapaba, Fazenda Penha, Cachoeira do Buraco da Velha, copa arbórea 15-20m","-40.85","-4.033333",NA,NA,NA,"Arvoreta, 5m, folha subcoriácea discolor, ráquis verde, ovário e cálice verde-claros.; Floresta úmida perenifólia com copa arbórea de 15-20 m.","EAC0028886",NA,"Jardim, J.","2014","12",NA,"-40.85","-4.033333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-21 19:38:22-03","UFC","EAC","28896","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Delprete, P.G.; Souza, E.B.; Cavalcanti, F.S.; Fernandes, A.","7228","2000","03","21","Southern America","Brasil","Ceará","São Benedito","Serra da Ibiapaba, Fazenda Penha, Cachoeira do Buraco da Velha.","-40.85","-4.033333",NA,NA,NA,"Arvoreta piramidal de 4-5m, com ramas laterais quase horizontais. Folhas papiráceas, discolores. Ráquis verde. Cálice e ovário verde-claro-esbranquiçados. Corolas brancas. Flores fragantes.; Floresta úmida perenifolia com copa arbórea","EAC0028896",NA,"Jardim, J.","2014","12",NA,"-40.85","-4.033333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-21 19:38:22-03","UFC","EAC","28900","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Delprete, P.G.; Souza, E.B.; Cavalcanti, F.S.; Fernandes, A.","7232","2000","03","21","Southern America","Brasil","Ceará","São Benedito","Serra da Ibiapaba, Fazenda Penha, Cachoeira do Buraco da Velha, copa arbórea 15-20m.","-40.85","-4.033333","800","900",NA,"Arvoreta piramidal, 4-5m, folha papirácea discolor, ráquis verde-claro, ovário e cálice verde-claro-esbranquiçado, corola branca, flor fragante.; Floresta úmida perenifolia.","EAC0028900",NA,"Souza, E.B.","2015","07","03","-40.85","-4.033333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-21 19:38:22-03","UFC","EAC","47930","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Souza, E.B.; Marreira, E.M.; Brandão, E.K.S.; et al.","1920","2010","07","06","Southern America","Brasil","Ceará","São Benedito","Pl. Ibiapaba, Sítio Penha, Floresta subperenifólia tropical plúvio-nebular","-40.846667","-4.015833","921","921",NA,"Arbusto com perfume, ca. 1-2m, caule verde-escuro, folha cartácea discolor, infrutescência com pedúnculo verde a verde-amarelado, fruto imaturo verde-amarelado.; Mata úmida","EAC0047930",NA,"Souza, E.B.; Marreira, E.M.","2010","07",NA,"-40.846667","-4.015833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:43:17-03","MBM","MBM","392845","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","DC.","Labiak, P.H.; Paixão, J.L.; Amorim, A.M.A.; Forzza, R.C.; Paixão, J.L.; Amorim, A.M.A.; Forzza, R.C.","4714","2008","02","19","Southern America","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante, Serra de Baixo","-40.443889","-18.776944","313","313",NA,"Arvoreta ca. 4m alt. Cálice esverdeado, pétalas brancas. Material prensado em álcool.; Floresta Estacional Semidecidual.","MBM392845","MBM392845","Jardim, J.","2012","05","28","-40.443889","-18.776944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:43:17-03","MBM","MBM","429040","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","DC.","Lozano, E.D.; Bochorny, T.; Bochorny, T.","3143","2015","12","15","Southern America","Brazil","Rio de Janeiro","Teresópolis","PARNA Serra dos Órgãos, Trilha Suspensa","-42.997389","-22.455306",NA,NA,NA,"Arvoreta, 3 m, flores alvas, interior da mata.; Floresta Ombrófila Densa Montana.","MBM429040",NA,"Lozano, E.D.","2017",NA,NA,"-42.997389","-22.455306",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:43:17-03","MBM","MBM","171128","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","DC.","Santos, T.S. dos","1409",NA,NA,NA,"Southern America","Brazil","Bahia","Camacan","Estrada a Canavieiras","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,"MBM171128","MBM171128","Gomes, M.",NA,NA,NA,NA,NA,"22686","auto",NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 16:34:33-03","MNHN","RECOLNAT_MNHN_P","P04620007","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Faramea","rivularis","Faramea rivularis","Gardner","Glaziou",NA,"1869","1","1",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado, à Paineiras.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04620007' target='other'> <mi>dwc_moreinfo</mi></a>","P04620007","P04620007_01",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,"3026",NA,NA,NA
"31","2015-09-04 15:02:00-03","MNHN","RECOLNAT_MNHN_P","P03907660","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03907660' target='other'> <mi>dwc_moreinfo</mi></a>","P03907660","P03907660_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13957",NA,NA,NA
"32","2015-09-04 15:02:00-03","MNHN","RECOLNAT_MNHN_P","P03907661","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Miers",NA,"1838","1","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03907661' target='other'> <mi>dwc_moreinfo</mi></a>","P03907661","P03907661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4128",NA,NA,NA
"33","2015-09-04 15:02:00-03","MNHN","RECOLNAT_MNHN_P","P03907662","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Glaziou",NA,"1882","12","23",NA,"Brasil","Rio de Janeiro",NA,"Serra da Estrella.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03907662' target='other'> <mi>dwc_moreinfo</mi></a>","P03907662","P03907662_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13957",NA,NA,NA
"34","2015-09-04 15:02:00-03","MNHN","RECOLNAT_MNHN_P","P03907663","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Glaziou",NA,"1882","12","23",NA,"Brasil","Rio de Janeiro",NA,"Serra da Estrella.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03907663' target='other'> <mi>dwc_moreinfo</mi></a>","P03907663","P03907663_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13957",NA,NA,NA
"35","2015-09-04 15:02:00-03","MNHN","RECOLNAT_MNHN_P","P03907664","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Glaziou",NA,"1882","12","23",NA,"Brasil","Rio de Janeiro",NA,"Serra da Estrella.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03907664' target='other'> <mi>dwc_moreinfo</mi></a>","P03907664","P03907664_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13957",NA,NA,NA
"36","2015-09-04 16:32:33-03","MNHN","RECOLNAT_MNHN_P","P04620293","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Lucas, E.J.|Mazine, F.F.|Caliari, C.P.|Flores, T.B.|Lima, M.T.G.|Brummitt, N.A.",NA,"2006","11","20",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha Suspensa.","-43.00722","-22.45861","1131",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04620293' target='other'> <mi>dwc_moreinfo</mi></a>","P04620293","P04620293_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"578",NA,NA,NA
"37","2010-09-10 10:41:00-03","MO","MOBOT","100302787","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","rivularis","Faramea rivularis","Gardner","Jomar G. Jardim","Jardim 4476","2005","2","24","South America","Brazil","Bahia","Jussari","Reserva Particular do Patrimônio Natural Serra do Teimoso, Rod. Jussari/Palmira, entrada ca. 7 km da cidade. Faz. Teimoso.","-39.5361111","-15.1602778","700.00000000",NA,NA,NA,NA,NA,"J.G. Jardim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"38","2020-11-10 04:40:00-03","MO","MOBOT","100888162","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","rivularis","Faramea rivularis","Gardner","Pedro L. R. de Moraes|H. van der Werff|Lukas H. Daneu","Moraes 4242","2014","11","28","South America","Brazil","Bahia",NA,"Camacã. RPPN Serra Bonita.",NA,NA,NA,NA,NA,NA,NA,NA,"C.M. Taylor (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"39","2018-06-26 05:23:00-03","MO","MOBOT","101020475","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","rivularis","Faramea rivularis","Gardner","André M. Amorim|W.D. Rocha|A.B. Rodrigues|J. Lima da Paixão","Amorim 6564","2006","11","25","South America","Brazil","Bahia","Arataca","RPPN Camino das Pedras. Serra do Peito-de-Moça, entrada a 9,5 km no Assent. Santo Antônio, mais 8,9 até a sede da RPPN. Trilha de acesso ao Mormaço.","-39.3394444","-15.1741667","400.00000000","936.00000000",NA,NA,NA,NA,"C.M. Taylor (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"40","2018-01-04 11:24:00-02","MO","MOBOT","100302838","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","rivularis","Faramea rivularis","Gardner","Eve J. Lucas","Lucas 578","2006","11","20","South America","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha Suspensa","-42.8188889","-22.4586111","1131.00000000",NA,NA,NA,NA,NA,"C.M. Taylor (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"41","2020-07-10 09:49:08-03","MBML","MBML-HERBARIO","53654",NA,"Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","Müll.Arg.","J.A. Oliveira; R.C. Forzza, M.O.O. Pellegrini & V.B. Sarnagalia Junior","331","2013","04","19",NA,"Brasil","Espírito Santo","Itarana","Alto Várzea Alegre. Fazenda Pedra da Onça. Floresta alterada na base da Pedra da Onça com muitos matações. Propr.: Valdir Erler","-40.805","-19.906944","517","517",NA,"Arbusto, ca. 2m alt. Folhas concolores, infrutescência verde, frutos imaturos verdes, maduros atropúrpureos. Material em sílica. Material prensado em álcool","MBML053654",NA,"M. Gomes/2014",NA,NA,NA,"40W48'18","19S54'25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-09-12 05:00:02-03","US","US","67198","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Faramea","caudata","Faramea caudata","Gardner","Wilkes Explor. Exped.","s.n.","1838",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Organ Mts.",NA,NA,NA,NA,NA,NA,"US00990960","US00990960_01 US00990960_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"43","2020-09-12 05:00:02-03","US","US","3581103","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Faramea","truncata","Faramea truncata","DC.","E. Lucas, F. F. Mazine, N. A . Brummitt, C. Caliari & et al.","578","2006","11","20","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Mun. Teresopolis, Parque Nacional da Serra dos Orgaos, trilha Suspensa",NA,NA,"1131",NA,NA,NA,"US02691026","US02691026_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"44","2019-11-13 11:30:06-03","USP","SPF","200026","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Farney, C","4330","2000","11","22",NA,"Brasil","Rio de Janeiro","Saquarema",NA,"-42.5102996826172","-22.9200000762939","100","200",NA,NA,"SPF00200026",NA,"Gomes, M","2004","06",NA,NA,NA,"17036","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-10-07 09:14:28-03","UEFS","HUEFS","127555","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Faramea","truncata","Faramea truncata","(Vell.) Müll.Arg.","Jardim, J.G.","4476","2005","02","24",NA,"Brasil","Bahia","Jussari","Reserva Particular do Patrimônio Natural Serra do Teimoso, Rod. Jussari / Palmira, entrada ca. 7 km da cidade. Faz. Teimoso.","-39.536111","-15.160278","700","700",NA,"Floresta higrófila.","HUEFS0127555","HUEFS0127555","J.Jardim","2014","09",NA,"39W32'10''","15S9'37''",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
