"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","verbatimLongitude","verbatimLatitude","relatedCatalogItem"
"11","2021-02-11 17:18:57-03","UFPR","UPCB","18144","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","ulmea","Chamaecrista ulmea","H.S.Irwin & Barneby",NA,"Hatschbach, G.","54297","1990","06","14",NA,"Brasil","Minas Gerais","Trilha dos Garimpeiros.","1250","1250",NA,"Arbusto delgado, 1,80m, ramos longos pendentes, flor amarela. Campo rupestre, solo arenoso junto a córrego..",NA,NA,NA,"Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA
"12","2008-05-27 22:02:00-03","MO","MOBOT","3247672","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","ulmea","Chamaecrista ulmea","H.S. Irwin & Barneby",NA,"Gert G. Hatschbach","Hatschbach 41627","1978","10","21","South America","Brazil","Minas Gerais","Corrego do Pasto (mun. Grão Nogol). Solo rochoso. junto a corrego no alto da Serra Geral.",NA,NA,NA,NA,NA,NA,"R. Barneby 79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","2801748","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Chamaecrista","ulmea","Chamaecrista ulmea","H.S. Irwin & Barneby","Isotype","H. S. Irwin","23535","1969","2","19","South America - Neotropics","Brazil","Minas Gerais","Serra do Espinhaco, 15 km W of Grao Mogol.",NA,NA,NA,NA,"US00002206","US00002206_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"14","2019-11-13 11:22:04-03","USP","SPF","201413","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","ulmea","Chamaecrista ulmea","H.S.Irwin & Barneby",NA,"Santos, MF","650","2011","02","12",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00201413",NA,"Rando, JG","Botumirim","-43.085025","-17.141833","2013","07",NA,NA,NA,NA,NA,NA,"-43.085025","-17.141833",NA
"15","2019-11-13 11:22:04-03","USP","SPF","66031","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","ulmea","Chamaecrista ulmea","H.S.Irwin & Barneby",NA,"Zappi, DC","CFCR12000","1988","05","27",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00066031",NA,"Queiroz, LP","Grão Mogol","-42.916667","-16.533333","1996","07",NA,NA,NA,NA,NA,NA,"-42.916667","-16.533333",NA
"16","2019-11-13 11:22:04-03","USP","SPF","70754","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","ulmea","Chamaecrista ulmea","H.S.Irwin & Barneby",NA,"Hatschbach, G","54297","1990","06","14",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00070754",NA,"Anônimo","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA
"17","2019-11-13 11:22:04-03","USP","SPF","204445","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Chamaecrista","ulmea","Chamaecrista ulmea","H.S.Irwin & Barneby",NA,"Pirani, JR","CFCR13034","1990","06","15",NA,"Brasil","Minas Gerais","Coord. entre 1633'-16°34'S e 42°54'-42°55'W.","960","960",NA,NA,"SPF00204445",NA,"Queiroz, LP","Grão Mogol","-42.8897018432617","-16.5594005584717","1996","07",NA,"67219","auto",NA,NA,NA,NA,NA,NA
"18","2021-03-04 11:16:35-03","UEFS","HUEFS","203804","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","ulmea","Chamaecrista ulmea","H.S.Irwin & Barneby",NA,"Santos, M.F.","650","2011","02","12",NA,"Brasil","Minas Gerais","Estrada Botumirim - povoado do Canta Galo - Várzea da Estiva.Vereda na Vargem da Estiva. Na beira da estrada.",NA,NA,NA,"Área talvez não-alagável. Solo argiloso.","HUEFS0203804","HUEFS0203804",NA,"Botumirim","-43.085278","-17.141667",NA,NA,NA,NA,NA,NA,"Rosanae",NA,"43W5'7''","17S8'30''",NA
"19","2021-03-04 11:16:35-03","UEFS","HUEFS","243408","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","ulmea","Chamaecrista ulmea","H.S.Irwin & Barneby",NA,"Cota, M.M.T.","971","2017","06","24",NA,"Brasil","Minas Gerais","Campina do Bananal. Trilha de São Domingos, entrando pela Fazenda Serra da Canastra do senhor Afonso.","1200","1350",NA,NA,"HUEFS0243408","HUEFS0243408",NA,"Botumirim","-43.045","-16.831944",NA,NA,NA,NA,NA,NA,"Rosanae",NA,"43W2'42''","16S49'55''",NA
"20","2021-03-04 11:16:35-03","UEFS","HUEFS","31066","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","ulmea","Chamaecrista ulmea","H.S.Irwin & Barneby",NA,"Zappi, D.C.","12000","1988","05","27",NA,"Brasil","Minas Gerais","Subida da trilha da tropa a esquerda do riacho Ribeirão","1100","1100",NA,NA,"HUEFS0031066","HUEFS0031066",NA,"Grão Mogol","-42.916667","-16.533333",NA,NA,NA,NA,NA,NA,"Rosanae",NA,"42W55'","16S32'",NA
"21","2021-03-04 11:16:35-03","UEFS","HUEFS","31067","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","ulmea","Chamaecrista ulmea","H.S.Irwin & Barneby",NA,"Pirani, J.R.","13034","1990","06","15",NA,"Brasil","Minas Gerais","Alto do Morro Papo da Ema","960","960",NA,NA,"HUEFS0031067","HUEFS0031067",NA,"Grão Mogol","-42.9","-16.55",NA,NA,NA,NA,NA,NA,"Rosanae",NA,"42W54'","16S33'",NA
"22","2019-09-04 17:51:55-03","F","FMNH-SEEDPLANTS","V0057739F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Chamaecrista","ulmea","Chamaecrista ulmea",NA,"Isotype","H. S. Irwin & et al.","23535","1969","2","19","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 15 km W of Grão Mogol.","950",NA,NA,NA,"V0057739F","V0057739F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"23","2020-07-23 12:01:50-03","CEPLAC","CEPEC","48643","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Chamaecrista","ulmea","Chamaecrista ulmea",NA,NA,"G. Hatschbach","54297","1990","06","14",NA,"Brasil","Minas Gerais","Trilha dos Garimpeiros, prox. ao corrego.",NA,NA,NA,NA,NA,NA,"G. Hatschbach","GRÃO MOGOL","-42.8897018432617","-16.5594005584717",NA,NA,NA,"67219","auto",NA,NA,NA,"0W0'0","0S0'0","30/12/1990"
"24","2021-02-23 13:22:27-03","MN","R-TIPOS","129606","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","ulmea","Chamaecrista ulmea","H.S. Irwin & Barneby","Isotypus","Irwin, H.S.; Santos, R.R.; Souza, R. & Fonseca, S.F.","23535","1969","02","19",NA,"Brasil","Minas Gerais","Serra do Espinhaço","950","950",NA,NA,"R000129606","R000129606_001","Barneby, R.","Grão Mogol","-42.8897018432617","-16.5594005584717","1976",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA
