"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","locality","class","coordinatePrecision","geoFlag","fieldNumber","previousCatalogNumber"
"11","2016-07-05 11:14:14-03","FFCLRP","LBMBP","1074","S","Plantae","Orchidaceae","Baptistonia","sarcodes","Baptistonia sarcodes","(Lindl.) Chiron & V.P.Castro","E.R. Pansarin",NA,NA,NA,NA,"Brasil","São Paulo","Jundiaí","-46.883333","-23.183333","46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-07-05 11:14:19-03","FFCLRP","LBMBP",NA,"S","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Jundiaí","-46.883333","-23.183333","46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-07-05 11:14:19-03","FFCLRP","LBMBP","1125","S","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.","E.R. Pansarin","E.R.Pansarin",NA,NA,NA,"Brasil","São Paulo","Jundiaí","-46.883333","-23.183333","46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-07-12 11:11:18-03","FFCLRP","LBMBP","1261","S","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Jundiaí","-46.883333","-23.183333","46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:20:15-03","UNICAMP","UEC","131919","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Amaral Jr, A","1972","10","13","Brazil","São Paulo",NA,NA,NA,NA,NA,"UEC027339","UEC027339","Liliopsida",NA,"2015",NA,NA,NA,"Epífita c/ pseudo bulbos cilindricos, bastante desenvolvidos, folhas verde escura, brilhantes, inflorescencia longa de até 1,5m-2m de comprimento, flores amarelas c/ as pétalas c/ quase toda superfície exceto as do bordo que é amarelo,","1188",NA,NA,NA,NA,"Sítio do Sr. Antônio Delala, Próximo mais ou menos 1Km do distrito de Ribião junior. Mata em local alto, pouco úmido, com árvores de porte elevado, sub bosque ralo, altitude aproximada de 890m.",NA,NA,NA,NA,NA
"16","2019-08-20 10:00:46-03","UNICAMP","UEC","95449","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Pansarin, ER; Singer, RB","1997","11","08","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC027342","UEC027342","Liliopsida",NA,"2015",NA,NA,NA,NA,"97/77",NA,NA,NA,NA,"Serra do Japi, Bairro Eloy Chaves, próximo à represa do DAE.",NA,"17840","auto",NA,NA
"17","2020-12-21 16:38:42-03","MBM","MBM","10148","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.","Pabst, G.","Hatschbach, G.","1968","11","14","Brazil","Paraná","Ortigueira","-50.9494018554688","-24.2082996368408",NA,NA,"MBM010148","MBM010148",NA,NA,NA,NA,NA,NA,NA,"20344","Southern America",NA,NA,NA,"Serra dos Mulatos",NA,"46016","auto",NA,NA
"18","2020-12-21 16:38:42-03","MBM","MBM","48899","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.","Pabst, G.","Hatschbach, G.","1952","11",NA,"Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM048899","MBM048899",NA,NA,NA,NA,NA,NA,NA,"2804","Southern America",NA,NA,NA,"Fazenda Monte Alegre",NA,"44368","auto",NA,NA
"19","2019-01-30 11:33:52-02","MNHN","RECOLNAT_MNHN_P","P00437594","PreservedSpecimen",NA,"Orchidaceae","Baptistonia","sarcodes","Baptistonia sarcodes","(Lindl.) Chiron & V.P.Castro","Chiron","Dusén, P.","1917","11","17","Brésil",NA,NA,NA,NA,NA,NA,"P00437594","P00437594_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437594' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"740",NA,"hb","Parana : Jaguariahyva",NA,NA,NA,"15960",NA
"20","2015-09-03 19:31:28-03","MNHN","RECOLNAT_MNHN_P","P00437595","PreservedSpecimen",NA,"Orchidaceae","Baptistonia","sarcodes","Baptistonia sarcodes","(Lindl.) Chiron & V.P.Castro","Chiron","Dusén, P.","1910","11","14","Brésil",NA,NA,NA,NA,NA,NA,"P00437595","P00437595_01",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437595' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb","Parana : Jaguariahyva",NA,NA,NA,"10852",NA
"21","2009-07-21 23:34:00-03","MO","MOBOT","2482551","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.",NA,"Per Dusén",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén 15960","South America",NA,NA,NA,"Jaguariaiva",NA,NA,NA,NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","2835081","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.",NA,"Per Dusén",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén s.n.","South America","740.00000000",NA,NA,"Jaquariabyra in silvula ad truncos arboreau ramosque.",NA,NA,NA,NA,NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","2835165","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.","G. Pabst, 13 May","Per Dusén",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén s.n.","South America","740.00000000",NA,NA,"Jaquariahyra in silvula ad truncos arborum ramosque.",NA,NA,NA,NA,NA
"24","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","49379",NA,"Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017","D.R. Couto","2005","12","05","Brasil","Espírito Santo","Mimoso do Sul","-41.538056","-20.933056","41W32'17","20S55'59","MBML049379","MBML049379",NA,NA,NA,NA,NA,NA,"Holoepífita, flores amarelo com muitas listas marrons.","287",NA,"735","735",NA,"Pedra dos Pontões",NA,NA,NA,NA,NA
"25","2019-10-07 09:20:02-03","UEFS","HUEFS","113313","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","T.E.C.Meneguzzo","Yano, O","1992","12","14","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"HUEFS0113313","HUEFS0113313","Angiospermae","Asparagales","2014","10",NA,NA,NA,"17813",NA,NA,NA,NA,"Parque Estadual da Cantareira.","Lilianae","37574","auto",NA,NA
"26","2020-05-06 11:06:52-03","F","FMNH-SEEDPLANTS","V0434591F","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes",NA,"P. Dusén","P. Dusén","1914","11","17","Brazil","Paraná",NA,NA,NA,NA,NA,"V0434591F","V0434591F_01 V0434591F_02","Spermatophyta",NA,NA,NA,NA,NA,NA,"15960","South America",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"15960",NA
"27","2020-11-04 17:30:10-03","UEM","HUEM","20375","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","2010","12",NA,"Brasil","Paraná","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,"HUEM000009631","HUEM000009631",NA,NA,"2018","03","29",NA,NA,"s.n.",NA,NA,NA,NA,"rio Ivaí, mata ciliar",NA,"19250","auto",NA,NA
"28","2020-11-04 17:30:10-03","UEM","HUEM","24244","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","2013","03",NA,"Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,"HUEM000009457","HUEM000009457",NA,NA,"2018","03","29",NA,"Epífita; flores amarelas com manchas marrons.","s.n.",NA,NA,NA,NA,"Área de alagamento da UHE Mauá",NA,"35037","auto",NA,NA
"29","2016-08-23 09:45:45-03","NHMLondon","NHM-LONDON-BOT","BM000534479","S","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.",NA,"Per Karl Hjalmar Dusén; b.1855; d.1926; Dusén","1914","06","17","Brasil",NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15960",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4651913"
"30","2020-11-12 16:58:07-03","UEL","FUEL","52795","PreservedSpecimen","Plantae","Orchidaceae","Baptistonia","sarcodes","Baptistonia sarcodes","(Lindl.) Chiron & V.P.Castro",NA,"Molina, JMP","2012","11","13","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"FUEL012231",NA,"Tracheophyta","Asparagales",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,"Parque Estadual Mata dos Godoy",NA,"63728","auto",NA,NA
"31","2020-11-12 16:58:07-03","UEL","FUEL","52843","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl) M.W.Chase & N.H.Williams","Molina, JMP","Molina, JMP","2013","12","05","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"FUEL012235",NA,"Tracheophyta","Asparagales","2013","12",NA,NA,NA,"105",NA,NA,NA,NA,"Parque Estadual Mata dos Godoy",NA,"63728","auto",NA,NA
"32","2020-11-12 16:58:10-03","UEL","FUEL","31074","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.",NA,"Ferrarezi, E","2000","12","22","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Tracheophyta","Asparagales",NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,"Orquidário do CCA, Universidade Estadual de Londri",NA,"63728","auto",NA,NA
"33","2017-09-11 17:12:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","flabellulatum","Oncidium flabellulatum","Rchb.f. & L.Linden",NA,"Incógnit",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"secundum J. Linden","s.n.","Southern America",NA,NA,NA,"Habitat in Brasilia australi",NA,NA,NA,NA,NA
"34","2017-09-11 17:12:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","flabellulatum","Oncidium flabellulatum","Rchb.f. & L.Linden",NA,"Incógnit",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"secundum J. Linden","s.n.","Southern America",NA,NA,NA,"Habitat in Brasilia australi",NA,NA,NA,NA,NA
"35","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.",NA,"Veitch",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,"Habitat in arboribus prov. Rio de Janeiro ad Serra dos Orgãos prope Novo-Friburgo",NA,NA,NA,NA,NA
"36","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.",NA,"Williams",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floret Aprili - Maio","s.n.(Hort.","Southern America",NA,NA,NA,"in prov. S. Paulo",NA,NA,NA,NA,NA
"37","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.",NA,"Veitch, JG",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,"Habitat in arboribus prov. Rio de Janeiro ad Serra dos Orgãos prope Novo-Friburgo",NA,NA,NA,NA,NA
"38","2017-09-11 17:12:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.",NA,"Williams, S",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floret Aprili - Maio","s.n.(Hort.","Southern America",NA,NA,NA,"in prov. S. Paulo",NA,NA,NA,NA,NA
"39","2019-11-21 10:12:52-03","IBt","SP","487920","S","Plantae","Orchidaceae","Baptistonia","sarcodes","Baptistonia sarcodes","(Lindl.) Chiron & V.P.Castro","Shirasuna, RT","Shirasuna, RT","2013","12","09","Brasil","São Paulo","São Paulo","-46.70025","-23.44175","-46.70025","-23.44175",NA,NA,NA,NA,"2013",NA,NA,NA,NA,"3128",NA,"799","799",NA,"Lote 1, Projeto de quantificação de carbono e biomassa.",NA,NA,NA,NA,NA
"40","2019-11-21 10:13:20-03","IBt","SP","105075","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Castro, VP; Chiron, GR","s.col.","1964","10","28","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","06","06",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:13:20-03","IBt","SP","29926","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Castro, VP; Chiron, GR","Muus, R","1932","11","16","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","06","06",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:13:20-03","IBt","SP","4587","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Hoehne, FC","1920","11","26","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Serra da Cantareira",NA,NA,NA,NA,NA
"43","2019-11-21 10:13:20-03","IBt","SP","316430","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Amaral Jr, A","1972","10","13","Brasil","São Paulo","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,NA,"2017",NA,NA,NA,NA,"1188",NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA
"44","2019-11-21 10:13:20-03","IBt","SP","361423","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Castro, VP; Chiron, GR","Pinheiro, F","2002","08",NA,"Brasil","São Paulo","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,NA,NA,NA,"2006","06","06",NA,NA,"168",NA,NA,NA,NA,NA,NA,"18989","auto",NA,NA
"45","2019-11-21 10:13:20-03","IBt","SP","27043","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Gehrt, A; Kuhlmann, M","1930","11","30","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2017",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Cidade Jardim",NA,"53584","auto",NA,NA
"46","2019-11-21 10:13:20-03","IBt","SP","257997","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Mamede, MCH","Yano, O; Marcelli, MP","1992","12","14","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2011","05",NA,NA,NA,"17813",NA,"970","970",NA,"Parque Estadual da Cantareira",NA,"53584","auto",NA,NA
"47","2019-11-21 10:13:20-03","IBt","SP","76065","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","Granato, I","1953","10",NA,"Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,"2017",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA
"48","2019-11-21 10:13:20-03","IBt","SP","118392","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams","Mamede, MCH","Brolio, P",NA,NA,NA,"Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,"2011","05",NA,NA,NA,"s.n.",NA,NA,NA,NA,"Praia da Juréia. Cultivada no Jardim Botânico de São Paulo, fl. 8/XI/1965",NA,"41977","auto",NA,NA
"49","2019-11-21 10:13:20-03","IBt","SP","361413","S","Plantae","Orchidaceae","Gomesa","sarcodes","Gomesa sarcodes","(Lindl.) M.W.Chase & N.H.Williams",NA,"Bento, M; Neto, G","1978","04",NA,"Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Sítio da Juréia, Boracéia",NA,"41977","auto",NA,NA
"50","2019-11-21 10:13:38-03","IBt","SP","27325","S","Plantae","Orchidaceae","Oncidium","sarcodes","Oncidium sarcodes","Lindl.",NA,"Loefgren, A","1895","12",NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SP029862","SP029862",NA,NA,NA,NA,NA,NA,NA,"CGG3243",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA
