"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","378831","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","P. X. He; P. J. M. Maas",NA,NA,NA,"A. P. Duarte","3208","1950","12","03","Brazil","Santa Catarina","Palhoça","Reserva Florestal dos Piloes","-48.6678","-27.6456",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460101' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378831","NY00378831_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00836437","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","P. He; P. J. M. Maas",NA,NA,NA,"J. E. B. Warming","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","Ad Lagoa Santa","-43.8894","-19.6272",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=921569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836437","NY00836437_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","378826","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","P. X. He; P. J. M. Maas",NA,NA,NA,"P. K. H. Dusén","9939","1910","06","29","Brazil","Paraná","Sengés","Sengés","-49.4633","-24.1131",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378826","NY00378826_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","378832","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","P. X. He; P. J. M. Maas",NA,NA,NA,"F. C. Hoehne","29784","1932","09","26","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460100' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378832","NY00378832_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","378828","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","P. X. He; P. J. M. Maas",NA,NA,NA,"R. Reitz","3044","1956","04","05","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"250","250","Lenho na xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378828","NY00378828_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","378827","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","P. X. He; P. J. M. Maas",NA,NA,NA,"R. Reitz","3585","1949","11","15","Brazil","Santa Catarina","Brusque","Azambuja, Brusque","-48.910147","-27.126635",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378827","NY00378827_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","378830","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","P. X. He; P. J. M. Maas",NA,NA,NA,"R. M. Klein","936","1954","12","27","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P. Ibirama","-49.5178","-27.0569",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378830","NY00378830_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","378833","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","P. X. He; P. J. M. Maas",NA,NA,NA,"H. de F. Leitão Filho","3213","1976","10","08","Brazil","São Paulo","Jundiaí","Ca. 10 km SW de Jundiaí. Serra do Japí","-46.88","-23.1803",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378833","NY00378833_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","395947","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","P. X. He; P. J. M. Maas",NA,NA,NA,"R. Reitz","1647","1954","03","02","Brazil","Santa Catarina","Ibirama","Horto Forestal, I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"300","300","Fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395947","NY00395947_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02431647","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,NA,"1686","1833","11",NA,"Brazil",NA,NA,"pr. Mugy.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2980277' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431647","NY02431647_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","378834","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","E. H. A. Rodrigues",NA,NA,NA,"E. H. A. Rodrigues","101","1990","10","27","Brazil","São Paulo","Jaboticabal","Jaboticabal. Fazenda Sta. Isabel. Na várzea mais seca da margen esquerda do rio Mogi-Guaçu","-48.3197","-21.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378834","NY00378834_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","378829","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","P. X. He; P. J. M. Maas",NA,NA,NA,"R. M. Klein","886","1954","11","30","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460097' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378829","NY00378829_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","378824","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","P. X. He; P. J. M. Maas",NA,NA,NA,"R. M. Klein","886","1954","11","30","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378824","NY00378824_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG399","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata",NA,NA,NA,NA,NA,"Maielo - Silva, L.",NA,"2011","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N° Ibama (CTF) = 4477412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","1200","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Christianini, S.R.","1997","05","21","Christianini, S.R.","513","1997","02","01","Brasil","São Paulo","Agudos","Fazenda da Cia e Cervejaria Brahma.",NA,NA,"9999","9999",NA,NA,"Mata Mesófila Semidecídua. Árvore, 11m de altura, caule rugoso, folhas cartáceas, frutos verde-claros.","BOTU001200","BOTU001200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","10241","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Kuhlmann, M.","3951","1956","10","04","Brasil","São Paulo","Anhembí","Fazenda Barreiro Rico.",NA,NA,"9999","9999",NA,NA,NA,"BOTU010241","BOTU010241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","24805","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Paschoal, M.E.S.","2001","06","29","Paschoal, M.E.S.","2435","2001","06","29","Brasil","São Paulo","Agudos","Fazenda Monte Alegre, Mata da Copaíba.",NA,NA,"9999","9999",NA,NA,"Floresta Estacional Semidecidual. Árvore de 13m de altura; folhas cartáceas, 49cm de CAP; botões florais verdes.","BOTU024805","BOTU024805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","24807","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Paschoal, M.E.S.","2000","12","28","Paschoal, M.E.S.","2355","2000","11","28","Brasil","São Paulo","Agudos","Fazenda Monte Alegre, Mata da Copaíba. Quadra 68.",NA,NA,"9999","9999",NA,NA,"Floresta Estacional Semidecidual. Árvore de 6m de altura; folhas cartáceas; frutos imaturos verdes.","BOTU024807","BOTU024807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","161","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Amaral Jr., A.","2000","08",NA,"Amaral Jr., A.","1420","1973","01","30","Brasil","São Paulo","Botucatu","Pela estrada da Fazenda Monte Alegre, próximo à estrafa da Fazenda São José.",NA,NA,"9999","9999",NA,NA,"Árvore de 6m de altura, com frutos, na margem da estrada, capoeira.","BOTU000161","BOTU000161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","24806","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Paschoal, M.E.S.","2001","08","10","Paschoal, M.E.S.","2451","2001","07","11","Brasil","São Paulo","Agudos","Fazenda Monte Alegre.",NA,NA,"9999","9999",NA,NA,"Floresta Estacional Semidecidual. Árvore de 9m de altura; botões florais verde-claro; caule rugoso com finas estrias longitudinais.","BOTU024806","BOTU024806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2013-07-03 10:26:39-03","EBDA","BAH","256","S","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Inácio de Menezes",NA,NA,NA,"Inácio de Menezes",NA,"1951","10",NA,"Brasil","Bahia","Salvador","Ilha dos Frades","-38.5108","-12.9711",NA,NA,NA,NA,"Arvore mediana",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA
"32","2020-01-20 14:40:08-03","UPM","MACK","778","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A. St.-Hil.","N. D. Ivanauskas","1992","02","25","E. Kampf","47",NA,NA,NA,"Brasil","SP","Piracicaba","Parque da ESALQ/USP","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:39:21-03","NBC","NL-BOTANY","L.1093242","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","04","05","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1093242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1093242","NL-L1093242",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 09:39:21-03","NBC","NL-BOTANY","L.1093243","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","04","05","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1093243 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1093243","NL-L1093243",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 09:39:21-03","NBC","NL-BOTANY","L.1093244","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","04","05","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1093244 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1093244","NL-L1093244",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 09:39:21-03","NBC","NL-BOTANY","L.1093245","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","04","05","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1093245 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1093245","NL-L1093245",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 09:39:21-03","NBC","NL-BOTANY","L.1094511","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Maas PJM; Zuilen CM van",NA,"1992","09","22","Brazil","São Paulo",NA,"Brazil, Sao Paulo, Mun. Mogi Guacu, Fda. Campinha Estacao Experimental de Mogi Guacu, Rua 16, Quadra B1. Arboretum",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1094511 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1094511","NL-L1094511",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 09:39:21-03","NBC","NL-BOTANY","L.1094512","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Maas PJM; Zuilen CM van",NA,"1992","09","22","Brazil","São Paulo",NA,"Brazil, Sao Paulo, Mun. Mogi Guacu, Fda. Campinha Estacao Experimental de Mogi Guacu, Rua 16, Quadra B1. Arboretum",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1094512 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1094512","NL-L1094512",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 09:39:21-03","NBC","NL-BOTANY","L.3728881","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Unreadable",NA,"2003","06","02","Brazil",NA,NA,"!",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3728881 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3728881","NL-L3728881",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 09:39:21-03","NBC","NL-BOTANY","U 0263626","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","04","05","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200263626 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0263626",NA,NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw6328",NA,NA,NA,NA
"41","2020-02-08 09:39:21-03","NBC","NL-BOTANY","U.1069382","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Maas PJM",NA,NA,NA,"Muniz CFS",NA,"1981","03","12","Brazil","São Paulo",NA,"Brazil, Sao Paulo, Serra do Diabo, Mun. Teodoro Sampaio","-52.583333","-22.466667","-52.583333","-22.466667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1069382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1069382","NL-U1069382",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0012404",NA,NA,NA,NA
"42","2020-02-08 09:39:21-03","NBC","NL-BOTANY","U.1069383","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Maas PJM; He P",NA,NA,NA,"Kuhlmann M",NA,"1956","10","04","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1069383 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1069383","NL-U1069383",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0140360",NA,NA,NA,NA
"43","2020-02-08 09:39:21-03","NBC","NL-BOTANY","U.1069384","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1956","04","05","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1069384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1069384","NL-U1069384",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0140359",NA,NA,NA,NA
"44","2020-02-08 09:39:21-03","NBC","NL-BOTANY","U.1069385","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Maas PJM; He P",NA,NA,NA,"Reitz R",NA,"1949","11","15","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1069385 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1069385","NL-U1069385",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0140354",NA,NA,NA,NA
"45","2020-02-08 09:39:21-03","NBC","NL-BOTANY","U.1069386","PreservedSpecimen","Plantae","Annonaceae","Duguetia","lanceolata","Duguetia lanceolata","A.St.-Hil.","Maas PJM",NA,NA,NA,"Lohmann CEO; et al.",NA,"1992","05","05","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1069386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1069386","NL-U1069386",NA,"Magnoliales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0140353",NA,NA,NA,NA
