"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"536","2019-10-07 09:15:56-03","UEFS","HUEFS","29454","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Jung, S.L.","271","1978","10","05","Brasil","São Paulo","São Paulo","Reserva Biologica, Parque Estadual das Fontes do Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"HUEFS0029454",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,"Angiospermae","Lamiales",NA,"Asteranae",NA,NA,NA,NA,NA
"537","2019-10-07 09:15:56-03","UEFS","HUEFS","65397","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Kollmann, L.","1035","1998","11","17","Brasil","Espírito Santo","Santa Teresa","Santo Antônio, terreno do boza.","-40.6002998352051","-19.9356002807617",NA,NA,"850","850","Mata de encosta.","HUEFS0065397","HUEFS0065397","F.França","2002","11",NA,"23813","auto",NA,NA,NA,"Angiospermae","Lamiales",NA,"Asteranae",NA,NA,NA,NA,NA
"538","2019-10-07 09:15:56-03","UEFS","HUEFS","65400","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Kollmann, L.","2203","1999","03","22","Brasil","Espírito Santo","Santa Teresa","Santo Antônio. Terreno do boza.","-40.6002998352051","-19.9356002807617",NA,NA,"850","850","Mata de encosta.","HUEFS0065400","HUEFS0065400","F.França","2002","11",NA,"23813","auto",NA,NA,NA,"Angiospermae","Lamiales",NA,"Asteranae",NA,NA,NA,NA,NA
"539","2019-10-07 09:15:56-03","UEFS","HUEFS","65401","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Kollmann, L.","4369","2001","08","21","Brasil","Espírito Santo","Santa Teresa","São Lorenço, Estação Biológica de São Lorenço, Trilha do Caravagem.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"HUEFS0065401","HUEFS0065401","F.França","2002","11",NA,"23813","auto",NA,NA,NA,"Angiospermae","Lamiales",NA,"Asteranae",NA,NA,NA,NA,NA
"540","2019-10-07 09:15:56-03","UEFS","HUEFS","29452","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Kirizawa, M.","2721","1992","09","24","Brasil","São Paulo","São Paulo","São Miguel Arcanjo, Parque Estadual de Carlos Botelho, bairro Taquaral.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"HUEFS0029452",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,"Angiospermae","Lamiales",NA,"Asteranae",NA,NA,NA,NA,NA
"541","2019-10-07 09:15:56-03","UEFS","HUEFS","43422","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Barbosa, E.","305","1999","06","12","Brasil","Paraná","Guaratuba","Serra do Araçatuba.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Subida para o morro; matinha baixa.","HUEFS0043422","HUEFS0043422",NA,NA,NA,NA,"41937","auto",NA,NA,NA,"Angiospermae","Lamiales",NA,"Asteranae",NA,NA,NA,NA,NA
"542","2019-10-07 09:15:56-03","UEFS","HUEFS","33644","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Brade, A.C.","19469","1948","11","28","Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, Fazenda Drº Portugal.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"HUEFS0033644","HUEFS0033644",NA,NA,NA,NA,"38539","auto",NA,NA,NA,"Angiospermae","Lamiales",NA,"Asteranae",NA,NA,NA,NA,NA
"543","2019-10-07 09:15:56-03","UEFS","HUEFS","33643","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Dionisio","253","1942","06","28","Brasil","Rio de Janeiro","Teresópolis","Serra Nacional de Serra dos Órgãos.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"HUEFS0033643","HUEFS0033643",NA,NA,NA,NA,"38539","auto",NA,NA,NA,"Angiospermae","Lamiales",NA,"Asteranae",NA,NA,NA,NA,NA
"544","2019-10-07 09:15:56-03","UEFS","HUEFS","33657","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Martinelli, G.","6170","1983","08","08","Brasil","Rio de Janeiro","Petrópolis","Vale das Videiras IIº Distrito de petrópolis, Morro do Cuca.","-43.1786003112793","-22.5049991607666",NA,NA,"1500","1750","Vegetação de encosta Norte do Morro do Cuca.","HUEFS0033657","HUEFS0033657",NA,NA,NA,NA,"36524","auto",NA,NA,NA,"Angiospermae","Lamiales",NA,"Asteranae",NA,NA,NA,NA,NA
"545","2019-01-25 15:41:39-02","IAC","IAC","21111","S","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","H.F. Leitão Filho","1024","1970","06","01","Brasil","São Paulo","São Paulo","Pico do Jaraguá","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,NA,NA,NA,"F. França","2003","06","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2019-01-25 15:41:39-02","IAC","IAC","21957","S","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","H.M. Souza","s/nº","1970","09","20","Brasil","São Paulo","Jundiaí","IAC, Máquina Agrícolas","-46.8842","-23.1864","-46.8842","-23.1864",NA,NA,NA,NA,NA,"F. França","2004","05","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2019-01-25 15:41:39-02","IAC","IAC","22429","S","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","H.M. Souza","s/nº","1971","06","20","Brasil","São Paulo","Campinas","Bosque dos Jequitibás","-47.042331","-22.801017","-47.042331","-22.801017",NA,NA,NA,NA,NA,"F. França","2006","06","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2019-01-25 15:41:39-02","IAC","IAC","39637","S","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","R.B. Torres; J.B. Paula & C.A. Pereira","1290","2000","07","06","Brasil","Minas Gerais","Camanducaia","Mata do Japonês","-46.1447","-22.7553","-46.1447","-22.7553",NA,NA,NA,NA,NA,"R.B. Torres","2000","06","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2019-01-25 15:41:39-02","IAC","IAC","40019","S","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","R.B. Torres; J.B. Paula & C.A. Pereira","1310","2000","09","11","Brasil","Minas Gerais","Camanducaia","Fragmento do Alivercino da Cunha","-46.008229","-22.731733","-46.008229","-22.731733",NA,NA,"UTM(23)= 396464 E, 7485792 N, 1595 m.s.m.",NA,NA,"R.B. Torres","2000","06","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2019-01-25 15:41:39-02","IAC","IAC","42425","S","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","O. Handro","s/nº","1938","04","15","Brasil","São Paulo","São Paulo","Jabaquara","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,NA,NA,NA,"C.S. Zickel & J.Y. Tamashiro","1987","06","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2019-10-03 14:21:02-03","IAC","IAC","57033","S","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","M. Verdi; B. Burkhardt & G. Klemz","5153","2010","07","02","Brasil","Santa Catarina","São Bonifácio","Rio Poncho","-48.869722","-27.99","-48.869722","-27.990000",NA,NA,"Florística IFFSC 198. 27º59#?#24S, 48º52#?#11W.",NA,NA,"A.L. Gasper","2010","09","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2020-07-23 12:24:11-03","CEPLAC","CEPEC","124919","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta",NA,"H. C. de Lima",NA,"1990","05","29","Brasil","Rio de Janeiro","nova friburgo","Área de Porteção Ambiental de Macaé de Cima. Sítio Fazenda Velha. Indivíduo P019.","-42.566667","-22.466667","42W34'0","22S28'0",NA,NA,NA,NA,NA,"C. M. S. Coimbra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/02/1999",NA,NA,NA
"553","2020-07-23 12:24:11-03","CEPLAC","CEPEC","70414","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta",NA,"S. V. A. Pessoa","462","1989","01","01","Brasil","Rio de Janeiro","nova friburgo","Reserva Ecologica Municipal de Macae de Cima. Sitio Sophoronites.","-42.5","-22.55","42W30'","22S33'",NA,NA,NA,NA,NA,"F. França",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/1999",NA,NA,NA
"554","2020-07-23 12:24:11-03","CEPLAC","CEPEC","137116","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta",NA,"M.P.M. de Lima","323",NA,NA,NA,"Brasil","Rio de Janeiro","ITATIAIA",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"Fernanda C. P. T.",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","2020-07-23 12:24:11-03","CEPLAC","CEPEC","124565","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta",NA,"M. Leitman","370",NA,NA,NA,"Brasil","Rio de Janeiro","nova friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"C. M. S. Coimbra",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2020-07-23 12:24:11-03","CEPLAC","CEPEC","130839","PreservedSpecimen","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta",NA,"Moraes, M.A.","157","2008","07","18","Brasil","Rio de Janeiro","PETRÓPOLIS","APA Região Serrana de Petrópolis. Boi Coroado. Serra da Maria Comprida","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"R. Borges",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2020-09-22 13:48:39-03","USP","SPFW","5471","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Cardim, R.H.H.","24","2006","07","24","Brasil","São Paulo","Pedra Bela",NA,"-46.399442","-22.745069","46º23'57,99''W","22º44'42,25''S","1148","1148",NA,NA,NA,"J.R. Pirani 2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","2021-03-10 11:38:40-03","UNILA","EVB","3779","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A.; Kruger, A.","132","2009","09","14","Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.32","-27.45","49º19'12''W","27º27'S","761","761",NA,"EVB003779",NA,"Gasper, A.L. de","2009","09","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","2016-08-23 11:00:27-03","NHMLondon","NHM-LONDON-BOT","BM000992804","S","Plantae","Verbenaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","George Gardner; b.1812; d.1849; Gardner","5830","1841","03",NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/39b90a61c04fbb08298c4357973571341fea3b50/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Harold Norman Moldenke; b.1909; d.1996; Moldenke","1935",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:493969",NA,NA,NA,NA,NA,NA,NA,NA,"Type"
"560","2020-11-12 17:00:27-03","UEL","FUEL","16955","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Torres, RB; Paula, JB; Pereira, CA","1290","2000","07","06","Brasil","Minas Gerais","Camanducaia","Mata do Japonês","-46.246389","-23.264722","-46.246389","-23.264722","1048","1048",NA,"FUEL014958",NA,"Torres, RB","2000",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"561","2020-11-12 17:00:27-03","UEL","FUEL","16929","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Torres, RB; Paula, JB; Pereira, CA","1310","2000","09","11","Brasil","Minas Gerais","Camanducaia","Fragmento do Alivercino da Cunha, UTM= 23/ 396464E 7485792N","-46.008333","-22.731944","-46.008333","-22.731944","1595","1595",NA,"FUEL013318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"562","2020-11-12 17:00:27-03","UEL","FUEL","48500","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A; Kniess, A","4712","2010","10","20","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Rio da Nova Descoberta, Floresta Ombrófila Densa","-48.780833","-27.81","-48.780833","-27.81","558","558",NA,"FUEL013319",NA,"Sobral, M","2010","10","25",NA,NA,NA,NA,NA,"Tracheophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"563","2020-11-12 17:00:27-03","UEL","FUEL","48501","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Stival-Santos, A; Legal, E; Silveira, S","2452","2010","04","08","Brasil","Santa Catarina","Angelina","Rio Fortuna, Floresta Ombrófila Densa","-49.05","-27.450556","-49.05","-27.450556","841","841",NA,"FUEL013320",NA,"Sobral, M","2010","08","15",NA,NA,NA,NA,NA,"Tracheophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"564","2020-11-12 17:00:27-03","UEL","FUEL","54077","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A; Kniess, A","3875","2010","06","24","Brasil","Santa Catarina","Vitor Meireles","Jacú-Paca","-49.77","-26.821667","-49.77","-26.821667","701","701",NA,"FUEL013317",NA,"Korte, A","2010","09","30",NA,NA,NA,NA,NA,"Tracheophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"565","2020-11-12 17:00:27-03","UEL","FUEL","54135","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Korte, A; Kniess, A","2765","2010","04","14","Brasil","Santa Catarina","José Boiteux","Rio Laeisz","-49.588611","-26.911944","-49.588611","-26.911944","823","823",NA,"FUEL013316",NA,"Oliveira, AA","2010","05","01",NA,NA,NA,NA,NA,"Tracheophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"566","2020-11-12 17:00:27-03","UEL","FUEL","41977","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Kulhmann, M","249","1950","06","10","Brasil","Minas Gerais","Delfim Moreira",NA,"-45.2799987792969","-22.5091991424561",NA,NA,NA,NA,NA,"FUEL014955",NA,"França, F","2006","07","21","20219","auto",NA,NA,NA,"Tracheophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"567","2020-11-12 17:00:27-03","UEL","FUEL","9621","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Britez, RM; Silva, SM","1086","1986","11","08","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"FUEL014956",NA,"França, F","2005","08",NA,"24916","auto",NA,NA,NA,"Tracheophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"568","2020-11-12 17:00:27-03","UEL","FUEL","9677","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Vieira, AOS; Yamamoto, KY","26272","1992","05","04","Brasil","Rio de Janeiro","Nova Friburgo","Subida para Pico da Caledonia, Próx. a entrada da DAE","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"FUEL009946",NA,"Meirelles, LD","2004","04",NA,"33190","auto",NA,NA,NA,"Tracheophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"569","2020-11-12 17:00:27-03","UEL","FUEL","16464","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Silva, AR; et al.","706","2008","05","24","Brasil","Santa Catarina","Bombinhas","Saindo de Mariscal, caminho a esquerda do atalho de Porto Belo a Mariscal.","-48.5169982910156","-27.1380004882812",NA,NA,NA,NA,NA,"FUEL013315",NA,"Cordeiro, J; Barboza, E","2008",NA,NA,"11943","auto",NA,NA,NA,"Tracheophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"570","2020-11-12 17:00:27-03","UEL","FUEL","4122","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Hatschbach, G","49524","1985","07","15","Brasil","Santa Catarina","Garuva","Itapoa","-48.8549995422363","-26.0266990661621",NA,NA,"3","5",NA,"FUEL014957",NA,"Hatschbach, G","2005","08",NA,"22441","auto",NA,NA,NA,"Tracheophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"571","2019-11-01 15:01:32-03","UnB","UB","201954","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Polisel, RT; et al.","1218","2013","03","30","Brasil","São Paulo","Tapiraí","Reserva Particular do Votorantim (CBA). Trilha do Chagas, UHE da Fumaça","-47.641583","-24.0745","-47.641583","-24.0745","324","324","Trepadeira lenhosa. Botões castanhos; Floresta Ombrófita Densa à margem esquerda do Rio Juquiá",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"572","2019-11-01 15:01:31-03","UnB","UB","158141","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Silva, JM; Barbosa, E","4774","2006","06","02","Brasil","Paraná ","Guaratuba","Subida para a Serra do Araçatuba.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Trepadeira lenhosa, flor creme.; Limite da floresta atlântica com a nebular.",NA,NA,"Hatschbach, G","2006",NA,NA,"41937","auto","Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"573","2019-11-01 15:01:31-03","UnB","UB","158142","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Melo, MMRF","588","1985","12","06","Brasil","São Paulo","Cananéia","Ilha do Cardoso Ipanema, Morro dasPedras.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Trepadeira. Frutos maduros amarelos.",NA,NA,"Sugiyama, M","1988","06","10","37574","auto","Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"574","2019-11-01 15:01:31-03","UnB","UB","158143","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Rossi, L; Mamede, MCH; Romaniuc Neto, S","526","1989","06","20","Brasil","São Paulo","Cananéia","Parque Estadual do Ilha do Cardoso, Morro do Marujá, trilha rumo à praia de Lajes.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Cipó de base lenhosa. Folhas discolores, face abaxial e râmulos castanho claro. Cálice castanho-esverdeado, pétalas alvas.; Mata da encosta.",NA,NA,"Sugiyama, M","1993","08","09","37574","auto","Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"575","2019-05-06 11:58:13-03","UFU","HUFU","44040","S","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Robim, M.J.; Carvalho, J.P.M.","s.n.","1984","07","18","Brasil","São Paulo","Campos do Jordão","Parque Estadual, Instituto Florestal, estrada do paiol.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Árvore com flores brancas.","HUFU00025012","HUFU00025012","França, F.","2005","10",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","2020-08-20 14:56:45-03","UFSC","FLOR","41093","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Stival-Santos, A.; Legal, E. & Silveira, S.","2452","2010","04","08","Brasil","Santa Catarina","Angelina","Rio Fortuna.","-49.05","-27.450556","49º3'0''W","27º27'2''S","841","841","arbusto, flor branca, 1,5m altura. Florística IFFSC 386.","FLOR0041093",NA,"Sobral, M.","2010","08","15",NA,NA,NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"577","2020-08-20 14:56:45-03","UFSC","FLOR","54369","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Nuernberg, A.; Mello, A.S.","470","2012","01","28","Brasil","Santa Catarina","Bombinhas","Área de Relevante Interesse Ecológico (ARIE) Costeira de Zimbros.","-48.5525","-27.1875","48º33'9''W","27º11'15''S","2","2","arvoreta, frutos secos, marrom. Coordenadas aproximadas.","FLOR0054369",NA,"Mello, A.S.","2012","01","28",NA,NA,NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"578","2020-08-20 14:56:45-03","UFSC","FLOR","54726","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Nuernberg, A.; Mello, A.S.","147","2011","05","06","Brasil","Santa Catarina","Bombinhas","ARIE (Área de Relevante Interesse Ecológico) Costeira de Zimbros.","-48.5525","-27.19","48º33'9''W","27º11'24''S","2","2","Arbóreo de 8 m, em botão. Coordenadas aproximadas.","FLOR0054726",NA,"Mello, A.S.","2011","05","06",NA,NA,NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"579","2020-08-20 14:56:45-03","UFSC","FLOR","63761","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Dreveck, S.; Carneiro, F.E.","1395","2009","11","24","Brasil","Santa Catarina","Corupá","Local: Sertãozinho.","-49.41","-26.369722","49º24'36''W","26º22'11''S","857","857","Florística IFFSC 991 (arbusto); Estádio de suces.: médio de regeneração; Hábito: arbusto","FLOR0063761","FLOR0063761","Gasper, A.L.","2009","12",NA,NA,NA,NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"580","2020-08-20 14:56:45-03","UFSC","FLOR","63940","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Stival-Santos, A.; Legal, E.; Meyer, D.; Silveira, S.","2806","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Local: Parque Estadual do Tabuleiro.","-48.78","-27.72","48º46'48''W","27º43'12''S","612","612","Florística IFFSC 286 (arbusto); Estádio suces.: médio de regeneração; Hábito: arbusto; Cor da flor: branca","FLOR0063940","FLOR0063940","Gasper, A.L. de","2010","09","29",NA,NA,NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"581","2020-08-20 14:56:45-03","UFSC","FLOR","68295","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Souza, K.B.; Caddah, M.K.","124","2019","11","08","Brasil","Santa Catarina","Florianópolis","Trilha da Lagoinha do Leste.","-48.506111","-27.779167","48º30'22''W","27º46'45''S",NA,NA,"Árvore. 4m alt. Com frutos amarelados, com uma base verde que 'abraça' o fruto. Floresta Ombrófila Densa","FLOR0068295",NA,"Funez, L.A.","2020","02","12",NA,NA,NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"582","2021-04-05 20:16:22-03","UFSC","FLOR","68502","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Külkamp, J.; Külkamp, A.","1293","2020","07","12","Brasil","Santa Catarina","Santa Rosa de Lima","Rio do Meio. 1 km acima da igreja Santa Catarina, topo do morro na margem esquerda do rio acima do encontro dos rios Santo Antônio e Rio do Meio. Interior da mata.","-49.178056","-27.983889","49º10'41''W","27º59'2''S","500","500","Arbusto apoiante, 4m de altura, folhas aveludadas, discolores, flores brancas, estames brancos e anteras marrom. Duplicata de RB 805890","FLOR0068502",NA,"Speck, F.","2020","07","19",NA,NA,NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"583","2020-08-20 20:39:19-03","UFSC","FLOR","28871","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Ribas, O.S.; Pereira, L.B.S.","1952","1997","10","19","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, subida para o Pico Paraná.","-49.0553016662598","-25.3055992126465",NA,NA,"1600","1600","arbusto, ramos apoiantes, Fruto Imaturo, , 2m altura","FLOR0028871",NA,"Hatschbach, G.","1998",NA,NA,"55154","auto",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"584","2020-08-20 20:39:19-03","UFSC","FLOR","27048","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Cordeiro, J.; Ribas, O.S.","1396","1996","11","30","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"arbusto, Fruto Imaturo, verde, 3m altura","FLOR0027048",NA,"Hatschbach, G.","1997",NA,NA,"55154","auto",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"585","2020-08-20 20:39:19-03","UFSC","FLOR","19813","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Silva, J.M.; Cordeiro, J.","255","1987","07","14","Brasil","Paraná","Quatro Barras","Morro 7.","-49.0769004821777","-25.3656005859375",NA,NA,"1100","1100","trepadeira lenhosa, flor alva odorífera","FLOR0019813",NA,"Hatschbach, G.","1988",NA,NA,"17116","auto",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
"586","2020-08-20 20:39:19-03","UFSC","FLOR","15942","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","obducta","Aegiphila obducta","Vell.","Falkenberg, D.B.","3450","1986","06","01","Brasil","Santa Catarina","Florianópolis","Lagoinha do Leste, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"80","80","arbusto, flor branca, 2m altura","FLOR0015942",NA,"Falkenberg, D.B.","1990",NA,NA,"27000","auto",NA,NA,NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA
