"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","class"
"22","2021-02-11 17:19:44-03","UFPR","UPCB","84278","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.",NA,NA,NA,NA,"Reginato, M.","1452","2013","02","10","Brasil","Rio de Janeiro","Itatiaia","P. N. do Itatiaia, Agulhas negras","-44.62904","-22.385714","-44.62904","-22.385714","Arbusto 30 cm, com frutos jovens, local sombreado e úmido, campos de altitude..","UPCB0014000","UPCB0014000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-11 17:19:44-03","UFPR","UPCB","50446","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","Camargo, E.A. & Goldenberg, R.","2008","01","01","Stange, E.J.","65","2004","10","17","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,"Refúgio vegetacional..","UPCB0014003","UPCB0014003",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"24","2021-02-11 17:19:44-03","UFPR","UPCB","60143","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","Goldenberg, R.","2008","01","01","Goldenberg, R.","1030","2008","02","16","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,"Arbusto 20cm, frutos maduros roxo-enegrecidos. Bem no topo do Morro, refúgios alto-montanos..","UPCB0014010","UPCB0014010",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"25","2021-02-11 17:19:44-03","UFPR","UPCB","67159","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","Caddah, M.K.","2009","06",NA,"Caddah, M.K.","468","2009","06","09","Brasil","Paraná","Piraquara","Morro do Canal.","-49.0633010864258","-25.4416999816895",NA,NA,NA,"UPCB0014005","UPCB0014005",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"26","2021-02-11 17:19:44-03","UFPR","UPCB","77143","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","Reginato, M.","2016",NA,NA,"Goldenberg, R.","1544","2010","10","08","Brasil","Paraná","Piraquara","Morro do Canal.","-49.0633010864258","-25.4416999816895",NA,NA,"Arbusto 50cm alt.; flores com hipanto vermelho, pétalas brancas e estames amarelos. Flora local/ Formações vegetacionais. Vegetação arbustivano topo do morro..","UPCB0028198","UPCB0028198",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"27","2021-02-11 17:19:44-03","UFPR","UPCB","73071","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","Meyer, F.S.","2011","10","06","Soller, A.","152","2011","09","23","Brasil","São Paulo","Apiaí","P.E. Turístico Alto Ribeira (PETAR)","-48.8400001525879","-24.5",NA,NA,"Estrada p/ Santana.","UPCB0014004","UPCB0014004",NA,NA,NA,NA,NA,NA,"37738","auto",NA,NA,NA,NA
"28","2021-02-11 17:19:44-03","UFPR","UPCB","84267","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.",NA,NA,NA,NA,"Reginato, M.","1433","2013","02","08","Brasil","São Paulo","São José do Barreiro","P. N. da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,"Arbusto 50 cm. Frutos vinosos com cálice avermelhado. Barranco em Campo de altitude..","UPCB0014001","UPCB0014001",NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA
"29","2021-02-11 17:19:44-03","UFPR","UPCB","72954","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","Reginato, M.","2012","03","01","Reginato, M.","1347","2012","02","16","Brasil","Rio de Janeiro","Itatiaia","P.N. do Itatiaia. Trilha para o Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,"Arbusto 0.3m, campo de altitude. Frutos imaturos vermelhos..","UPCB0014007","UPCB0014007",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA
"30","2021-02-11 17:19:44-03","UFPR","UPCB","34660","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","Reginato, M.","2016",NA,NA,"Fernandes, H.M. et al.","49","1997","10","15","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"Arbusto de ± 50 cm, flores alvas, cálice vermelho. Borda de mata nebular..","UPCB0014830","UPCB0014830",NA,NA,NA,NA,"1200","1200","41937","auto",NA,NA,NA,NA
"31","2021-02-11 17:19:44-03","UFPR","UPCB","52134","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","Goldenberg, R.","2005","01","01","Goldenberg, R.","801","2005","10","24","Brasil","Paraná","Campina Grande do Sul","Subida para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,"Subarbusto 30cm, flores com hipanto avermelhado, pétalas e estames brancos. Floresta ombrófila densa. Alt.: 1580m s.n.m..","UPCB0014002","UPCB0014002",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"32","2018-05-15 10:19:00-03","MO","MOBOT","101046148","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","M. Reginato",NA,NA,NA,"Marcelo Reginato|J. B. Pereira|Paulo H. Labiak","Reginato 1433","2013","2","8","Brazil","São Paulo","São José do Barreiro","P.N. da Bocaina.","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"30784","auto",NA,NA,"1",NA
"33","2020-09-12 05:00:02-03","US","US","2592374A","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.",NA,NA,NA,NA,"G. Hatschbach","25378","1970","11","13","Brazil","Paraná","Morretes","Serra Marumbi, Pico Olimpo","-48.834400177002","-25.476900100708",NA,NA,NA,"US01901779","US01901779_01 US01901779_02",NA,"Myrtales","South America - Neotropics",NA,"1500",NA,"30514","auto",NA,NA,"1","Dicotyledonae"
"34","2020-09-12 05:00:02-03","US","US","2404811","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.",NA,NA,NA,NA,"R. Reitz & D. Klein","10299","1960","11","3","Brazil","Santa Catarina","São Francisco do Sul","Monte Cristo, Garuva","-48.6380996704102","-26.2432994842529",NA,NA,NA,"US01901777","US01901777_01 US01901777_02",NA,"Myrtales","South America - Neotropics",NA,"900",NA,"23627","auto",NA,NA,"1","Dicotyledonae"
"35","2020-09-12 05:00:02-03","US","US","2601177","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.",NA,NA,NA,NA,"H. Martins","368","1964","12","3","Brazil","Rio de Janeiro","Itatiaia","Próximo abrigo Rebouças","-44.5633010864258","-22.4960994720459",NA,NA,NA,"US01901780","US01901780_01 US01901780_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"19648","auto",NA,NA,"1","Dicotyledonae"
"36","2020-09-12 05:00:02-03","US","US","2404810","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.",NA,NA,NA,NA,"R. Reitz & D. Klein","10299","1960","11","3","Brazil","Santa Catarina","Garuva","Monte Crista, Garuva","-48.8549995422363","-26.0266990661621",NA,NA,NA,"US01901781","US01901781_01 US01901781_02",NA,"Myrtales","South America - Neotropics",NA,"900",NA,"22441","auto",NA,NA,"1","Dicotyledonae"
"37","2020-09-12 05:00:02-03","US","US","2324834","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.",NA,NA,NA,NA,"R. Reitz & D. Klein","5219","1957","10","18","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,NA,"US01901782","US01901782_01 US01901782_02",NA,"Myrtales","South America - Neotropics",NA,"1400",NA,"37493","auto",NA,NA,"1","Dicotyledonae"
"38","2020-09-12 05:00:02-03","US","US","2687771","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.",NA,NA,NA,NA,"G. Eiten & L. T. Eiten","6547","1965","11","3","Brazil","Rio de Janeiro","Resende","Itatiaia National Park. Planalto of MT. Itatiáia. In valley towards Pedra do Altar, 1/2km N of the shelter house, Abrigo Rebouças","-44.68","-22.42",NA,NA,NA,"US01901778","US01901778_01 US01901778_02",NA,"Myrtales","South America - Neotropics",NA,"2350",NA,NA,NA,NA,NA,"1","Dicotyledonae"
"39","2019-11-13 11:25:24-03","USP","SPF","179499","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","Souza, C","2005",NA,NA,"Cordeiro, J","2108","2003","11","12","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,"SPF00179499",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"40","2021-03-25 13:52:36-03","UNIVILLE","JOI","12980","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","R. Goldenberg","2009","06","30","Meirelles, J.","250","2009","01","30","Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITAT: campos de altitude; HABITO: erva","JOI012980",NA,NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA
"41","2021-03-25 13:52:36-03","UNIVILLE","JOI","10435","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","R. Goldenberg","2010","11","10","Meyer, F.S.","965","2010","11","04","Brasil","Santa Catarina","Garuva","Serra Quiriri, próximo ao Caminho dos Ambrósios.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITAT: entre rochas; HABITO: subarbustiva; TIPO VEGETACIONAL: Estepe Gramíneo-lenhosa","JOI010435",NA,NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA
"42","2019-09-04 19:30:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae",NA,NA,NA,NA,NA,"A. Glaziou","5858",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,"Dicotyledoneae"
"43","2015-03-07 08:51:41-03","F","FMNH-SEEDPLANTS","V0133189F","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0133189F","V0133189F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"44","2015-03-07 08:51:41-03","F","FMNH-SEEDPLANTS","V0133190F","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0133190F","V0133190F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"45","2014-10-09 13:58:24-03","UHH","HBG","522799","S","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","Cogn.","Wurdack, J.J.","1960",NA,NA,"Ule, E.","3353 (151)","1894","03",NA,"Brazil",NA,NA,"Serra do Itatiaia",NA,NA,NA,NA,NA,"HBG522799",NA,NA,NA,"South America",NA,"1800","1800",NA,NA,"Topotype",NA,NA,NA
"46","2014-12-09 11:56:25-02","CAS","CAS-BOT","416800","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.",NA,NA,NA,NA,"Fritsch, P. W.; Aranha Filho, J. L. M.; Barbosa, E.","1811","2005","10",NA,"Brazil","Paraná","piraquara","along a trail on W slope of Morro Canal. Entrance to the trail is along a road ca. 12 km from BR-277 (the turnoff from BR-277 is ca. 500 m befroe the Policia Rodoviaria Federal). Serra do Mar.","-48.9872777778","-25.5146111111","48° 59' 14.2 W","25° 30' 52.6 S","Low shrub 25 cm tall. Calyx lobes red; corolla and stamens white. Rare.",NA,NA,"Magnoliophyta","Myrtales","South America",NA,"1147",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"47","2014-12-02 11:46:03-02","CAS","CAS-BOT","412317","PreservedSpecimen","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","M. Reginato",NA,NA,NA,"Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9838","2009","3",NA,"Brazil","São Paulo",NA,"Municipio São Jose do Barreiro. Road from São Jose do Barreiro (SP-221) to the entrance of Parque Nacional Serra da Bocaina between Km 24 and Km 27.","-44.61657","-22.73318","44.61657° W","22.73318° S","Shrub to 0.7 m tall with glossy leaves. Inflorescences pendent. Flowers completely white. Immature berries green flushed with red. Uncommon.",NA,NA,"Magnoliophyta","Myrtales","South America",NA,"1493","1509",NA,NA,NA,NA,NA,"Magnoliopsida"
"48","2021-02-08 12:43:33-03","UFRGS","ICN","201962","S","Plantae","Melastomataceae","Leandra","itatiaiae","Leandra itatiaiae","(Wawra) Cogn.","Reginato, M","2019","12","04","Nunes, D; Guimarães, PJF; Gouvêa, GTF; Silva, TF","225","2019","11","27","Brasil","RJ","Resende","PARNA do Itatiaia, antes da bifurcação do Abrigo Rebouças e Prateleias.","-44.68","-22.385556","-44.68","-22.385556","Doação Herbário RB; Subarbusto rupícola. 0,2m de altura. Folhas verdes-claras, pouco discolores e membranáceas. hipanto e sépalas cor de creme coberto por tricomas hialinos. Pétalas brancas, androceu e gineceu branco.; Campo de altitude, espécime em",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"2350","2350",NA,NA,NA,NA,NA,NA
