"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","maximumElevationInMeters","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01538650","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"L. O. A. Teixeira","616","1982","South America","Brazil","Rondônia","Mineração Mibrasa, Setor Alto Candeias, km 128. Sudoeste de Ariquemes. Mata perturbada em cima da serra, abundância de pedras.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1806836' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538650","NY01538650_01","(O.Berg) Nied.",NA,"L. R. Landrum","05","19","Aríquemes","-63.583333","-10.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-01-06 11:42:39-03","UFPI-MRV","HDELTA","5380","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Sousa, J. M. S.; REIS, R. B.; SANTOS, J. O.","6","2018",NA,"Brasil","Piauí",NA,NA,NA,"PHYTOBIOS <ll>dwc_commonname:</ll> fruto de jacú","HDELTA005380",NA,"(O.Berg) Nied.",NA,"SOUSA, J. M. S.","05","08","Caxingo","-41.743417","-3.356806","41°44'36,30''W","3°21'24,50''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-09-10 21:43:43-03","UNEMAT","TANG","4466","S","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Antunes, EC; Antunes, LL","142","2012",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,"TANG000004466",NA,"(O.Berg) Nied.",NA,NA,"03","23","Comodoro","-42.35","-13.773611","-42.35","-13.773611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:46:09-03","EAO","IAN","162100","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Plowman, T; Davidse, G","8730","1980","Southern America","Brasil","Pará","Range of low hills ca. 20km. west of Redensão, near córrego São João and Troncamento Santa Teresa.","600",NA,"Tree 15m. tall x 30cm. diameter, fruit green.","IAN162100",NA,"(O.Berg) Nied.","600","Souza, MC; Tuler, A.","02","11","Conceição do Araguaia","-50.166667","-8.05","-50.166667","-8.05","2013","05","29",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:46:09-03","EAO","IAN","80466","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Fróes, RL","30309","1953","Southern America","Brasil","Pará","Colônia Japonêsa, mata do Açaizal. Mata virgem central",NA,NA,"Árvore de 25m.","IAN080466",NA,"(O.Berg) Nied.",NA,"Proenca, C; Faria, JEQ","09","22","Monte Alegre","-54.0691986083984","-2.00778007507324",NA,NA,"2014","02",NA,"279177","auto",NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:46:09-03","EAO","IAN","80462","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Fróes, RL","30305","1953","Southern America","Brasil","Pará","Colônia Japonesa, mata virgem do açaizal.",NA,NA,"Árvore de 25 metros de altura, em terra preta.","IAN080462",NA,"(O.Berg) Nied.",NA,"McVaugh, R","09","21","Monte Alegre","-54.0691986083984","-2.00778007507324",NA,NA,"1969",NA,NA,"279177","auto",NA,NA,NA,NA,NA,NA
"17","2020-11-26 18:08:58-03","CPAN-UFMS","COR","5938","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Damasceno Jr,G.A.;Maria,V.R.;Batilani,J.;Pott,A.;Velasquez,J.","4153","2005",NA,"Brasil","Mato Grosso do Sul","Fazenda Rancho Branco. Mata ciliar Salobrinha; ; Curso d#?#água encaixado entre morros.","155",NA,"Com Flor: botões florais com manchas brancas Habito: Árvore 15m",NA,NA,"(O.Berg) Nied.","155","Sobral","12","15","Bodoquena","-56.778611","-20.688056","56º46'43''W","20º41'17''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:21:46-03","UFBA","ALCB","036479","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Pereira, A; Costa, J","PCD1905","1995","Southern America","Brasil","Bahia","Chapada Diamantina, Morro do Pai Inácio, Cercado, margem esquerda do córrego Água Doce, Fazenda Sta. Helena","520",NA,"2,0 m. Folhas simples, discolores, semicoriáceas. Botões florais verde-claro, flores com cálice verde e corola branca, com muitos estames. Frutos imaturos verdes. Ocasional.; Vegetação arbórea em bom estágio de conservação, maior port","ALCB060930",NA,"(O.Berg) Nied.","520","Barroso, GM","04","28","Lençóis","-41.425833","-12.439167","-41.425833","-12.439167","1996","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:21:46-03","UFBA","ALCB","100997","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Guedes, ML; Queiroz, EP; Costa, AS; Oliveira, GR de;","18465","2011","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Paralela, fragmento do Condomínio Greenville",NA,NA,"de ca 6 m de altura, CAP de 5,73. Folhas coriáceas, discolores. Material estéril.; estádio médio de regeneração","ALCB060928",NA,"(O.Berg) Nied.",NA,"Guedes, ML","04","18","Salvador","-38.5","-12.966667","-38.5","-12.966667","2011","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-25 16:51:17-03","UFBA","ALCB","138309","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Stadnik, A; Alunos de Sistemática Evolução de Espermatófitas","459","2018","Southern America","Brasil","Bahia","Povoado de Maurícia. Trilha para os Gerais de Piatã através da Serra da Tomba.","1353",NA,"ca. 40cm. Folhas discolores. Sépalas verdes. Cálice alvos.","ALCB069148",NA,"(O.Berg) Nied.","1353","Stadnik, A","01","13","Piatã","-41.808056","-13.155833","-41.808056","-13.155833","2018","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:21:46-03","UFBA","ALCB","16245","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Noblick, LR","2928","1984","Southern America","Brasil","Bahia","Paraguaçu, Campus UEFS",NA,NA,"Ca. 1,2 m de altura. Folhas de margens levemente onduladas e frutos verdes. Ocasional.","ALCB057610",NA,"(O.Berg) Nied.",NA,"Landrum, L","02","12","Feira de Santana","-38.966667","-12.25","-38.966667","-12.25","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:21:46-03","UFBA","ALCB","036576","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Harley, RM; Nic Lughadha, E; Soffiatti, P; França, F; Gasson, P","PCD5885","1997","Southern America","Brasil","Bahia","Chapada Diamantina, Serra da Chapadinha",NA,NA,"8,00 m.","ALCB060929",NA,"(O.Berg) Nied.",NA,NA,"02","27","Lençóis","-41","-12","-41","-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:21:46-03","UFBA","ALCB","52133","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Stradmann, MTS; Gomes, DF; Ribeiro, B; Sales, MC","0693","1999","Southern America","Brasil","Bahia","Chapada Diamantina, Foz do rio Capivara, situado a 14 Km de Lençóis, com acesso pela estrada de terra Lençóis/Andaraí. Localizado nos limites do Parque Nacional da Chapada Diamantina e a APA de Iraquara/Marimbus. Dissertação Mestrado em fitossociolog","950",NA,"4,50 m, terrestre, erecta. Folhas coreáceas, discolores. Rara.; Vegetação arbustiva/arbórea, pouco antropizada pela ação dos garimpeiros. Influenciada pela vegetação adjacente dos campos rupestres e da Mata Estacional Decidual. Solo a","ALCB061130",NA,"(O.Berg) Nied.","950","Neves, PS","09","09","Lençóis","-41.369167","-12.635556","-41.369167","-12.635556","2019","04","24",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:21:46-03","UFBA","ALCB","123386","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Guedes, ML; Alunos de Botânica BIOC05","24396","2016","Southern America","Brasil","Bahia","Ponto nº 8. Rio Tijuco.","600",NA,"Folhas coriáceas, discolores. Flores em botões.","ALCB010618","ALCB010618","(O.Berg) Nied.","600","Guedes, ML","03","12","Wagner","-41","-12","-41","-12","2016","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:21:46-03","UFBA","ALCB","7855","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Gusmão, EF de","732","1980","Southern America","Brasil","Bahia","Recôncavo Sul, Vale dos rios Paraguaçu e Jacuipe. Ipuaçu",NA,NA,"Folhas membranáceas. Flores isoladas, axilares e alvas.","ALCB060926",NA,"(O.Berg) Nied.",NA,"Landrum, L","09",NA,"Cachoeira","-39","-12.533333","-39","-12.533333","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:21:46-03","UFBA","ALCB","69970","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Costa, MA; Guedes, ML; Valadão, RM; Campos, G","146","2005","Southern America","Brasil","Bahia","Recôncavo Sul",NA,NA,"Árvore de ca 5,0 m. Folhas coriáceas, discolores. Flores alvas. Frutos imaturos verdes.","ALCB060925",NA,"(O.Berg) Nied.",NA,"Guedes, ML; Costa, MA","10","29","Amargosa","-39.6","-13.016667","-39.6","-13.016667","2006","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:21:46-03","UFBA","ALCB","69972","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Costa, MA; Guedes, ML; Valadão, RM; Campos, G","148","2005","Southern America","Brasil","Bahia","Recôncavo Sul",NA,NA,"Árvore de ca 4,0 m. Folhas cartáceas, face adaxial verde intensa. Inflorescência com botões verdes. Frutos imaturos.","ALCB060927",NA,"(O.Berg) Nied.",NA,"Guedes, ML; Costa, MA","10","30","Amargosa","-39.6","-13.016667","-39.6","-13.016667","2006","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:21:46-03","UFBA","ALCB","52347","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Alves, L. de J.; Santana, DL; Loureiro, DM","17","2001","Southern America","Brasil","Bahia","Chapada Diamantina, Área do lote",NA,NA,"Ca. 3 m de altura. Folhas cartáceas, discolores. Botões esverdeados.",NA,NA,"(O.Berg) Nied.",NA,"Guedes, ML","04","30","Andaraí","-41.3314018249512","-12.8072004318237",NA,NA,"2001","05",NA,"58558","auto",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:21:46-03","UFBA","ALCB","53936","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Loureiro, DM; Alves, L. de J.; Guedes, ML; Santana, DL","153","2001","Southern America","Brasil","Bahia","Chapada Diamantina, Assentamento Piratini, margem da represa",NA,NA,"Ca. 2,5 m de altura. Folhas cartáceas, discolores.",NA,NA,"(O.Berg) Nied.",NA,"Guedes, ML","05","20","Bonito","-41.2658004760742","-11.9694004058838",NA,NA,"2001","09",NA,"24000","auto",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:21:46-03","UFBA","ALCB","16292","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Noblick, LR","2928","1984","Southern America","Brasil","Bahia",NA,NA,NA,"Arbusto de 1,20 m de altura, com folhas de margens levemente onduladas e frutos verdes. Ocasional nos campos caatingados.","ALCB062708",NA,"(O.Berg) Nied.",NA,NA,"02","12","Feira de Santana","-38.9667015075684","-12.2666997909546",NA,NA,NA,NA,NA,"46325","auto",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2527469","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Mitropsidium","oblanceolatum","Mitropsidium oblanceolatum","isotype","Smith HH",NA,"1898","Southern America","Colombia","Magdalena","Santa Marta",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527469","NL-L2527469","Burret",NA,NA,"07","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 10:06:43-03","NBC","NL-BOTANY","U 0005187","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Mitropsidium","oblanceolatum","Mitropsidium oblanceolatum","isotype","Smith HH",NA,"1898","Southern America","Colombia","Magdalena","Santa Marta",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005187 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005187","NL-U0005187","Burret",NA,NA,"07","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","76114",NA,NA,NA,NA
"33","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451623","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Jansen-Jacobs MJ; Welle BJH ter; Chanderbali A; Raghoenandan UPD; James V",NA,"1994","Southern America","Guyana","Rupununi District","Rupununi Distr., Shea Rock.",NA,NA,"Bush on rock.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451623 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451623","NL-U1451623","(O.Berg) Nied.",NA,"Jansen-Jacobs MJ","02","11",NA,"-59.15","2.816667","-59.15","2.816667",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0251759",NA,NA,NA,NA
"34","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U 0284881","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Stoffers AL; Görts-van Rijn ARA",NA,"1982","Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284881 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0284881",NA,"(O.Berg) Nied.",NA,NA,"11","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw30203",NA,NA,NA,NA
"35","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451495","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Williams L; Alston AHG",NA,NA,"Southern America","Venezuela","Miranda",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451495","NL-U1451495","(O.Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0028459",NA,NA,NA,NA
"36","2020-02-08 10:07:35-03","NBC","NL-BOTANY","L.4158859","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Granville J-J de; Crozier F",NA,"2004","Southern America","French Guiana",NA,"Guyame Francaise. Inselbergs du haut Matouini - A: Inselberg de la D.Z.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4158859 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4158859","NL-L4158859","(O.Berg) Nied.",NA,NA,"06","22",NA,"-54.029167","2.608333","-54.029167","2.608333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U 0284847","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Maas PJM",NA,NA,"Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0284847",NA,"(O.Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw32447",NA,NA,NA,NA
"38","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U 0284880","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Jansen-Jacobs MJ; et al.",NA,NA,"Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284880 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0284880",NA,"(O.Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw32247",NA,NA,NA,NA
"39","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451624","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Stoffers AL; Görts-van Rijn ARA",NA,"1982","Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451624","NL-U1451624","(O.Berg) Nied.",NA,NA,"11","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0132276",NA,NA,NA,NA
"40","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451625","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Granville J-J de",NA,NA,"Southern America","French Guiana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451625 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451625","NL-U1451625","(O.Berg) Nied.",NA,"Holst BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0028458",NA,NA,NA,NA
"41","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451626","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Maas PJM",NA,NA,"Southern America","Guyana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451626 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451626","NL-U1451626","(O.Berg) Nied.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0028457",NA,NA,NA,NA
"42","2020-02-08 10:07:35-03","NBC","NL-BOTANY","U.1451627","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Granville J-J de",NA,NA,"Southern America","French Guiana",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451627 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451627","NL-U1451627","(O.Berg) Nied.",NA,"Holst BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0028456",NA,NA,NA,NA
"43","2020-11-04 11:15:10-03","ESALQ","ESA","111407","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Psidium","sartorianum","Psidium sartorianum",NA,"Caliari, C.P.","517.0","2007",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,"ESA111407","ESA111407",NA,NA,"Kuntz, J.","07","05","Barão de Melgaço","-55.9674987792969","-16.1944007873535",NA,NA,"2008","01","20","145819","auto",NA,NA,NA,NA,NA,NA
