"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"741","2009-07-10 17:57:00-03","MO","MOBOT","3089484","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B. Clarke","G. Davidse",NA,NA,NA,"Troels M. Pedersen","1951","10","5","Argentina","Corrientes","Mburucuyá","Estancia Santa Teresa.",NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 1211","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","2014-12-25 13:44:00-02","MO","MOBOT","3089485","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B. Clarke",NA,NA,NA,NA,"S. Rabello|José Barbosa","1908","2","6","Brazil",NA,NA,"Sumpf bei S. Anna unweit S. Paulo in Brasilien auf schwarzer, sehr humoser Erde.",NA,NA,NA,NA,"700.00000000",NA,NA,NA,"Rabello 240","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","2012-09-28 09:55:00-03","MO","MOBOT","3089486","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B. Clarke",NA,NA,NA,NA,"F. Sellow","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sellow s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"744","2014-10-23 16:46:00-02","MO","MOBOT","3089487","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B. Clarke",NA,NA,NA,NA,"W.G. Herter","1926","1",NA,"Uruguay","Montevideo",NA,"Malvin. (Lit. Platens). Aren. Humid. Soli exp.",NA,NA,NA,NA,"0E8","5.00000000",NA,NA,"Herter 343","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"745","2013-08-23 04:12:00-03","MO","MOBOT","3089488","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B. Clarke","G. Davidse",NA,NA,NA,"Pastor Arenas Rodríguez","1975","2","23","Paraguay","Cordillera",NA,"Tobati, Cerro Tobati. Pie del cerro, palustre, vive en asociación con Xyris, graminea, ciperaceas.",NA,NA,NA,NA,NA,NA,NA,NA,"Arenas Rodríguez 1139","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","2013-05-20 09:15:00-03","MO","MOBOT","3089489","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B. Clarke",NA,NA,NA,NA,"Jorge E. Ramos","1987","4","12","Colombia","Valle del Cauca","Restrepo","Vereda de Rio Grande, margen derecha del río abajo del puente, en la cienaguita en predios de la finca de la Familia Reyna, por la carretera entre Pavas y Restrepo.",NA,NA,NA,NA,"1250.00000000","1350.00000000",NA,NA,"Ramos Pérez 733","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","2013-05-20 09:15:00-03","MO","MOBOT","3089490","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B. Clarke",NA,NA,NA,NA,"Jorge E. Ramos","1986","11","17","Colombia","Valle del Cauca","Yumbo","Corregimiento de Mulaló; ca. 1.5 km de la Carretera Panorámica; cerca a la Calera.",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,"Ramos Pérez 673","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","2013-01-28 05:13:00-02","MO","MOBOT","965393","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B. Clarke","Gerrit Davidse (MO)",NA,NA,NA,"Timothy J. Killeen|René Guillén V.","1994","12","8","Bolivia","Santa Cruz","Velasco","Velasco, a 20 Km al S de San Ignacio. Pampa húmeda, inundada, en fondo de un valle, con campo cerrado sobre las alturas.","-60.98916","-16.56638",NA,NA,"450.00000000",NA,NA,NA,"Killeen 7346","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA
"749","2014-12-02 16:26:00-02","MO","MOBOT","981417","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B. Clarke","W.D. Stevens",NA,NA,NA,"Nélida Soria","1993","2",NA,"Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, cerca de la Col. Aceite-i.",NA,NA,NA,NA,NA,NA,NA,NA,"Soria Rey 6110","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"750","2016-08-27 09:55:00-03","MO","MOBOT","100926218","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B. Clarke",NA,NA,NA,NA,"Fátima Mereles","1988","12","20","Paraguay","Caazapá",NA,"Tavai.","-55.3333333","-26.1666667",NA,NA,NA,NA,NA,NA,"Mereles H. 2261","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"751","2019-03-20 10:02:00-03","MO","MOBOT","101091323","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B. Clarke",NA,NA,NA,NA,"J.J. Bruhl|Rosa Guaglianone|N.J. Guarise|W. Reicher","2005","1","8","Argentina","Corrientes",NA,"Dpto. Apostoles. San José, Instituto Agrotécnico Salesiano Pascual Gentilini, 3.6 km E (96º) of entrance to main building. E side of pond. WGS84","-55.6916666","-27.7805556",NA,NA,"152.00000000",NA,NA,NA,"Bruhl 2303","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"752","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","00014","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","James Robert Coleman",NA,NA,NA,"Marina e James Coleman",NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","Est. Exp. Zootec.","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Pastagens;","Tracheophyta","Poales",NA,"20305","auto",NA,"Liliopsida",NA,NA,NA,NA
"753","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","02546","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","C. Moura",NA,NA,NA,"Giorgio de Marinis",NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","represa","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Até 20 cm de altura;","Tracheophyta","Poales",NA,"20305","auto",NA,"Liliopsida",NA,NA,NA,NA
"754","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","00013","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","C. Moura",NA,NA,NA,"Giorgio de Marinis",NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","represa","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Até 20 cm de altura;","Tracheophyta","Poales",NA,"20305","auto",NA,"Liliopsida",NA,NA,NA,NA
"755","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","29107","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.",NA,NA,NA,NA,"Fernandes, A.C.","2006","05",NA,"Brasil","São Paulo","Colina","Área da empresa Colitex","-48.5400009155273","-20.7099990844727",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,"Tracheophyta","Poales",NA,"21359","auto",NA,"Liliopsida",NA,NA,NA,NA
"756","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","00028","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Hiene F. eiten",NA,NA,NA,"G. de Marinis",NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","Estrada para Ipiguá","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Helófita até 40 cm;","Tracheophyta","Poales",NA,"20305","auto",NA,"Liliopsida",NA,NA,NA,NA
"757","2019-03-29 10:41:19-03","UFSM","HDCF","7243","S","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C. B. Clarke","Bertuzzi, T.","2016","04","05","Tust, M. A.","2015","03","24","Brasil","Rio Grande do Sul","Teutônia",NA,"-51.84","-29.52","-51.84","-29.52",NA,NA,NA,NA,NA,"América",NA,NA,"Altura de 0,25 m, RS-368-4-1-H6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","2019-03-29 10:41:19-03","UFSM","HDCF","7245","S","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C. B. Clarke","Bertuzzi, T.","2016","04","05","Tust, M. A.","2015","04","14","Brasil","Rio Grande do Sul","Encruzilhada do Sul",NA,"-52.74","-30.42","-52.74","-30.42",NA,NA,NA,NA,NA,"América",NA,NA,"RS-557-1-9-H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","2019-03-29 10:41:19-03","UFSM","HDCF","7261","S","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C. B. Clarke","Bertuzzi, T.","2016","04","05","Tust, M. A.","2015","03","26","Brasil","Rio Grande do Sul","Venâncio Aires",NA,"-52.02","-29.7","-52.02","-29.7",NA,NA,NA,NA,NA,"América",NA,NA,"RS-407-3-1-H5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","2019-03-29 10:41:19-03","UFSM","HDCF","7246","S","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C. B. Clarke","Bertuzzi, T.","2016","04","05","Zambon, A.","2015","05","11","Brasil","Rio Grande do Sul","Lavras do Sul",NA,"-53.82","-30.78","-53.82","-30.78",NA,NA,NA,NA,NA,"América",NA,NA,"RS-615-4-1-H13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","2019-03-29 10:41:19-03","UFSM","HDCF","7244","S","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C. B. Clarke","Bertuzzi, T.","2016","04","05","Azambuja, C.","2015","03","10","Brasil","Rio Grande do Sul","Vera Cruz",NA,"-52.56","-29.7","-52.56","-29.7",NA,NA,NA,NA,NA,"América",NA,NA,"RS-404-1-1-H1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","2016-04-07 14:03:39-03","UNIOESTE","UNOP","831","S","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.",NA,NA,NA,NA,"Bueno, N.C.","2000","01","27","Brasil","Paraná","Cascavel","Fazenda Miroca","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"697",NA,NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA
"763","2017-09-18 09:21:50-03","UNIOESTE","UNOP","3371","S","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Trevisan, R.","2016","09","02","Liesenfeld, V.; Souza, T.; Jesus, C.S.; Souza, T.; Jesus, C.S.","2016","01","21","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"80",NA,NA,NA,"Herbácea. Folhas lanceoladas, brácteas involucrais bem desenvolvidas, inflorescências amarelo/esbranquiçadas.",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"764","2016-04-07 14:03:39-03","UNIOESTE","UNOP","2671","S","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C. B. Clarke","Simão, P.C.","2013","08","07","Simão, P.C.; Boff, L.; Boff, L.","2012","05","19","Brasil","Paraná","Cascavel","Lago Municipal Paulo Gorski","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,"Erva com cerca de 20 cm, perianto ausente, caule cilindrico, fruto verde e achatado, encontrado às margens do lago por toda a trilha no lago.",NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA
"765","2015-05-20 10:34:32-03","UFERSA","MOSS","2669","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.","Costa, S.M.",NA,NA,NA,"Oliveira, O.F. de","1980","04","13","Brasil","Rio Grande do Norte","São Tomé","Fazenda Rio Novo.","-36.058333","-5.833333","36W03'30","5S50'00","200","200",NA,NA,"255","América do Sul",NA,NA,"erva não hidrófila; solo arenosofrequente; flor pardo-esverdeada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","2015-05-20 10:34:32-03","UFERSA","MOSS","2668","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.",NA,NA,NA,NA,"Oliveira, O.F. de","1980","04","13","Brasil","Rio Grande do Norte","São Tomé","Fazenda Rio Novo.","-36.058333","-5.833333","36W03'30","5S50'00","200","200",NA,NA,"253","América do Sul",NA,NA,"erva não hidrófila; solo arenoso; frequente; flor pardo-amarelada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","2015-05-20 10:34:32-03","UFERSA","MOSS","2659","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.",NA,NA,NA,NA,"Oliveira, O.F. de","1980","04","13","Brasil","Rio Grande do Norte","São Tomé","Fazenda Rio Novo","-36.058333","-5.833333","36W03'30","5S50'00","200","200",NA,NA,"254","América do Sul",NA,NA,"erva não hidrófila; solo arenosofrequente; flor pardo-esverdeada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","2015-05-20 10:34:32-03","UFERSA","MOSS","12208","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.","Ribeiro, A.R.O.","2009","05","14","Oliveira, R.C.","2009","05","14","Brasil","Rio Grande do Norte","Santo Antônio","1 km após o povoado de Lagoa Limpa, em direção a Santo Antônio.","-35.45","-6.429722","35W27'00","6S25'47",NA,NA,NA,NA,"2410","América do Sul",NA,NA,"erva cespitosa; coletada em caatinga antropizada; relevo levemente ondulado; substrato pedregoso; frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","2015-05-20 10:34:32-03","UFERSA","MOSS","2670","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.","Costa, S.M.","2008","04","01","Oliveira, O.F. de","1980","04","13","Brasil","Rio Grande do Norte","Angicos","BR 304 a 2 km de Angicos.","-36.583333","-5.683333","36W35'00","5S41'00","120","120",NA,NA,"225","América do Sul",NA,NA,"erva não hidrófila; solo úmido; ocasional; flor amarela, espiga pardo-amarelada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","2015-05-20 10:34:32-03","UFERSA","MOSS","393","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.","Costa, S.M.","2008","04","01","Reinaldo, F. de A.","1973","06","01","Brasil","Rio Grande do Norte","Mossoró","Bairro Santo Antonio.","-37.344444","-5.191944","37W20'40","5S11'31","10","10",NA,NA,"s.n.","América do Sul",NA,NA,"erva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","2015-05-20 10:34:32-03","UFERSA","MOSS","475","S","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) P. Beauv. ex Rchb.","Costa, S.M.","2008","04","01","Oliveira, O.F. de","1973","06","20","Brasil","Rio Grande do Norte","Mossoró","Campus da ESAM.","-37.344444","-5.191944","37W20'40","5S11'31","10","10",NA,NA,"271","América do Sul",NA,NA,"erva não hidrófila; interesse econ. erva-daninha; inflorescência marrom-claro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","2021-01-10 20:52:13-03","INPA","INPA","256370","S","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B.Clarke","Eiten, LT","1962",NA,NA,"Eiten, G","1959","12","04","Brasil","São Paulo","Mogi Guaçu","Campos das sete lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu. ~6 km. N of Padua Sales. (About 27 km. NW of city of Moji-Mirim).","-47.119444","-22.188333","-47.119444","-22.188333","575","625","INPA0256370","INPA0256370 INPA0256370_e","1531","Southern America",NA,NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","2020-08-31 09:20:43-03","INPA","INPA","256371","S","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B.Clarke","Eiten, LT","1962",NA,NA,"Eiten, G","1959","12","04","Brasil","São Paulo","Mogi Guaçu","Campos das sete lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu. ~6 km. N of Padua Sales. (About 27 km. NW of city of Moji-Mirim).","-48.183333","-22.188333","-48.183333","-22.188333","575","625","INPA0256371","INPA0256371 INPA0256371_e","1532","Southern America",NA,NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","2020-08-31 09:20:43-03","INPA","INPA","256518","S","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B.Clarke","Eiten, LT","1970",NA,NA,"Skvortsov, BV","1964","01","26","Brasil","São Paulo","São Paulo","Ca. 10 km due south of center of São Paulo. Parque do Estado, grounds of the Instituto de Botânica.","-46.64","-23.55","-46.64","-23.55",NA,NA,"INPA0256518","INPA0256518 INPA0256518_e","219","Southern America",NA,NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","2020-08-31 09:20:43-03","INPA","INPA","256513","S","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B.Clarke","Eiten, LT","1970",NA,NA,"Skvortsov, BV","1962","12","15","Brasil","São Paulo","São Paulo","City of Sao Paulo, 6 1/2 - 7 km SW of center of city, along the Rio Pinheiros, opposite Jockey Club.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"INPA0256513","INPA0256513 INPA0256513_e","105","Southern America",NA,NA,NA,"Monocotyledon","Poales",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"776","2020-08-31 09:20:43-03","INPA","INPA","256516","S","Plantae","Cyperaceae","Pycreus","lanceolatus","Pycreus lanceolatus","(Poir.) C.B.Clarke","Eiten, LT","1970",NA,NA,"Skvortsov, BV","1963","07","21","Brasil","São Paulo","São Paulo","Sao Paulo: Bairro of Brooklin.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"INPA0256516","INPA0256516 INPA0256516_e","159","Southern America",NA,NA,NA,"Monocotyledon","Poales",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"777","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","19764",NA,"Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","C. F. S. Muniz/XI-1979",NA,NA,NA,"F. C. Hoehne","1931","04","01","Brasil","São Paulo","São Paulo","Nativa no parque do Estado e Jardim Botânico","-46.623611","-23.641111","46W37'25","23S38'28",NA,NA,"MBML019764","MBML019764",NA,NA,NA,NA,"Em terreno úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","33172",NA,"Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","L. Kollmann/19-12-2007",NA,NA,NA,"L. Kollmann","2007","12","19","Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove, terreno de L.Kollmann","-40.645833","-19.981944","40W38'45","19S58'55","730","730","MBML033172","MBML033172","10224",NA,NA,NA,"Erva 50 cm no sol, no brejo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","38613",NA,"Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","J. Gonçalves/05-05-2016",NA,NA,NA,"R. C. Forzza; C.N.Fraga & R.Goldenberg.","2009","04","08","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Mata de brejo próxima da sede do Parque. Floresta Ombrófila Densa Altomontana com inselbergues.","-41.083611","-20.516111","41W5'1","20S30'58",NA,NA,"MBML038613","MBML038613","5495",NA,NA,NA,"Erva em local alagado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","2020-07-10 09:45:31-03","MBML","MBML-HERBARIO","38352",NA,"Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","J. Gurtler/2018",NA,NA,NA,"A. P. Fontana; et al","2009","01","15","Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.4006004333496","-18.710599899292",NA,NA,NA,NA,"MBML038352","MBML038352","5807",NA,NA,NA,NA,NA,NA,NA,"42400","auto",NA,NA,NA,NA,NA,NA
"781","2021-01-09 21:48:27-03","UNICENTRO","HUCO","0214","S","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Estreichen, L.","2002","04",NA,"Moro, R.S.","2002","04","18","Brasil","Paraná","Ponta Grossa","Fazenda Rivadeira","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"HUCO000214",NA,"s.n.",NA,NA,NA,"Erva coletada ao lado do Parque Est. Vila Velha, próximo a estação abandonada, borda de represa; HABITAT: Erva coletada ao lado do Parque Est. Vila Velha, próximo a estação abandonada, borda de represa",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"782","2021-03-04 11:05:03-03","UFRB","HURB","16133","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","L.P.Silva","2017",NA,NA,"Prata, A.P.; Konno, T.; Lopes, R.C.; & Inácio, C.L.","2000","12","12","Brasil","Sergipe","Itararé","Estrada para Bom Sucesso de Itararé; Km 19, Fazenda Sta. Izabel (RIPASA)","-49.076944","-24.138889","49º04'37W","24º08'20S","900","900","HURB000016133",NA,"1104",NA,NA,NA,"SP 9673.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","2021-03-04 11:05:03-03","UFRB","HURB","8978","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.",NA,NA,NA,NA,"Fonseca, W.O.; Sousa, N.X.M.","2014","09","22","Brasil","Bahia","São Francisco do Conde","Comunidade de São Bento; Rua do Cais, próximo a lagoa","-38.699889","-12.613639","38º41'59,6W","12º36'49,1S",NA,NA,"HURB000008978",NA,"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","2021-03-04 11:05:03-03","UFRB","HURB","9620","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.",NA,NA,NA,NA,"Fonseca, W.O.","2015","05","05","Brasil","Bahia","Muniz Ferreira","Fazenda Sete Brejos; Córrego sob a ponte","-39.126444","-13.020667","39º07'35,2W","13º01'14,4S",NA,NA,"HURB000009620",NA,"152 b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","2020-06-15 15:30:09-03","UNESP-RC","HRCB","20405","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","Silva, L.P.","2016","05","24","Leitão Filho, H.F.","1995","02","14","Brasil","São Paulo","Eldorado","P.E. Jacupiranga","-48.414889","-24.962361","48º24'53.6W","24º57'44,5S",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Herbácea; inflorescência verde-amarelada, com a base tendo pontuações escuras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","2020-06-15 15:30:09-03","UNESP-RC","HRCB","31911","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","Moura, C.","1956",NA,NA,"Marinis, G. de","1965","04","05","Brasil","São Paulo","São José do Rio Preto","Represa","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,"207",NA,NA,NA,"Até 0,2 m de altura",NA,NA,NA,"20305","auto",NA,NA,NA,NA,NA,NA
"787","2020-06-15 15:30:09-03","UNESP-RC","HRCB","40448","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","(Poir.) C.B.Clarke","Silva, L.P.","2016","02","08","Proença, C.","2003","12","17","Brasil","Distrito Federal",NA,"Clube Águas Correntes","-47.933333","-16.05","47º56'W","16º03'S","1050","1050",NA,NA,"2733",NA,NA,NA,"Erva. Flor verde-amarelada. Inflorescêcias verde-amareladas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","2020-06-15 15:30:09-03","UNESP-RC","HRCB","43548","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Rambo",NA,NA,NA,"Pivetta","1954","04","01","Brasil","Rio Grande do Sul","Augusto Pestana",NA,"-53.9921989440918","-28.5168991088867",NA,NA,NA,NA,NA,NA,"739",NA,NA,NA,"Erva perene, flor verde",NA,NA,NA,"15366","auto",NA,NA,NA,NA,NA,NA
"789","2018-12-21 09:08:47-02","UFLA","ESAL","21802","S","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Silva, AF",NA,NA,NA,"Silva, AF; et al.",NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Reserva do Boqueirão","-44.9171981811523","-21.4011001586914",NA,NA,NA,NA,NA,NA,"313/618",NA,NA,NA,"; 30cm; ;",NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA
"790","2018-12-21 09:08:47-02","UFLA","ESAL","29851","S","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","Gonçalves, J","2016","12","19","Silva, R G","2016","02","05","Brasil","Minas Gerais","Januária","Área de Proteção Ambiental de Pandeiros, Margem Esquerda da Lagoa próxima a Pequena Central Hidrelétrica de Pandeiros","-45.262986","-15.838303","-45.262986","-15.838303","500","550",NA,NA,"17",NA,NA,NA,"margem da lagoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
