"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"17","2021-03-15 16:37:00-03","NY","NYBG","684378","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"W. W. Thomas","2002","03","10","Brazil","Bahia","Morro do Chapéu","Cachoeira de Ferro Doido, 29.1 km E of Morro do Chapéu on road to Mundo Novo","-41.001517","-11.625",NA,NA,"920","920","NY00684378","NY00684378_01","12833","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200510' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00919003","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","G. C. Tucker",NA,NA,NA,"W. R. Anderson","1973","04","30","Brazil","Goiás","Caiapônia","Serra do Caiapó, ca. 12 km (straight line) S of Caiapônia.","-51.81666667","-17.0566",NA,NA,"860","860","NY00919003","NY00919003_01","9523","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995156' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","306333","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"M. H. Nee","1998","04","11","Bolivia","Santa Cruz","Florida","Valley along small stream (Quebrada Yunga), along road from Mairana to Yunga de Mairana, 11.8 km (by road), 5 km (by air) NE from the main square at Mairana.","-63.92","-18.1",NA,NA,"1700","1700","NY00306333",NA,"48950","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553330' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","636608","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"R. M. Harley","1974","01","25","Brazil","Bahia",NA,"About 2 km. N. of the town of Rio de Contas in flood plain of the Rio Brumado. Serra do Rio de Contas.","-41.83","-13.58",NA,NA,"980","980","NY00636608","NY00636608_01","15510","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719933' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01174596","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","H. T. O'Neill",NA,NA,NA,"A. Goeldi","1913",NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"NY01174596","NY01174596_01","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396053' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","622559","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","G. C. Tucker",NA,NA,NA,"K. Mizoguchi","1978","02","07","Brazil","São Paulo","Itanhaém","Gaibota, on sandy soil by road side.","-46.834771","-24.201377",NA,NA,NA,NA,"NY00622559","NY00622559_01","368","South America","sheet",NA,"Herb. Oomoto Kameyama Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719938' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01174579","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","H. T. O'Neill",NA,NA,NA,"A. Goeldi","1913",NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"NY01174579","NY01174579_01","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396049' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","622561","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"B. J. Pickel","1933","06","28","Brazil","Pernambuco",NA,"In a swamp, Tapera.","-35.18","-8.12",NA,NA,NA,NA,"NY00622561","NY00622561_01","2449","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553332' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","668430","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"H. S. Irwin","1969","03","14","Brazil","Goiás","Cavalcante","Ca. 40 km north of Veadeiros. Chapada dos Veadeiros.","-47.4583015441895","-13.7974996566772",NA,NA,"1000","1000","NY00668430","NY00668430_01","24352","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553329' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","piceus","92497","auto",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","637182","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"G. Davidse","1976","02","25","Brazil","Minas Gerais",NA,"8 km NE of Cambui.","-46.058189","-22.61045",NA,NA,"910","910","NY00637182","NY00637182_01","10577","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719929' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","637184","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"S. G. Beck","1981","03","22","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz ca. 18 kms. hacia el SE, pasando refineria petrolífera.",NA,NA,NA,NA,"400","400","NY00637184",NA,"6722","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719932' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","636607","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"B. D. Sucre","1968","12","07","Brazil","Rio de Janeiro",NA,"Mata do Judeu, Petrópolis.","-43.18","-22.5",NA,NA,"700","700","NY00636607","NY00636607_01","4256","South America","sheet",NA,"Jardim Botâncio do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719931' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","636609","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"S. A. Mori","1979","07","19","Brazil","Bahia",NA,"Livramento do Brumado. Km 5 da Rodovia Liv. do Brumado/Rio de Contas.","-41.82","-13.63",NA,NA,"600","600","NY00636609","NY00636609_01","12273","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719927' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","637185","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"J. Araque Molina","1949","01","22","Colombia","Chocó",NA,"En montañas ricas con suelos ricos en un lugar denominado El - Diez y Seis.",NA,NA,NA,NA,"1000","1000","NY00637185",NA,"19Ch095","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719928' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00925605","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"H. S. Irwin","1969","03","14","Brazil","Goiás","Cavalcante","Ca. 40 km north of Veadeiros. Chapada dos Veadeiros.","-47.51669","-13.75517",NA,NA,"1000","1000","NY00925605","NY00925605_01","24352","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000180' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","684378","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"W. W. Thomas","2002","03","10","Brazil","Bahia","Morro do Chapéu","Cachoeira de Ferro Doido, 29.1 km E of Morro do Chapéu on road to Mundo Novo","-41.001517","-11.625",NA,NA,"920","920","NY00684378","NY00684378_01","12833","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200510' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","306333","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"M. H. Nee","1998","04","11","Bolivia","Santa Cruz","Florida","Valley along small stream (Quebrada Yunga), along road from Mairana to Yunga de Mairana, 11.8 km (by road), 5 km (by air) NE from the main square at Mairana.","-63.92","-18.1",NA,NA,"1700","1700","NY00306333",NA,"48950","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553330' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","622561","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"B. J. Pickel","1933","06","28","Brazil","Pernambuco",NA,"In a swamp, Tapera.","-35.18","-8.12",NA,NA,NA,NA,"NY00622561","NY00622561_01","2449","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553332' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","668430","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"H. S. Irwin","1969","03","14","Brazil","Goiás","Cavalcante","Ca. 40 km north of Veadeiros. Chapada dos Veadeiros.","-47.4583015441895","-13.7974996566772",NA,NA,"1000","1000","NY00668430","NY00668430_01","24352","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553329' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","piceus","92497","auto",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00925605","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"H. S. Irwin","1969","03","14","Brazil","Goiás","Cavalcante","Ca. 40 km north of Veadeiros. Chapada dos Veadeiros.","-47.51669","-13.75517",NA,NA,"1000","1000","NY00925605","NY00925605_01","24352","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000180' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","602517","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","L. T. Eiten",NA,NA,NA,"G. Eiten","1965","02","06","Brazil","São Paulo","Paraguaçú Paulista","6 km N of city of Paraguaçu Paulista. At state forest station.","-50.575","-22.367",NA,NA,"500","550","NY00602517","NY00602517_01","5859","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546285' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","602503","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1989","01","04","Brazil","Rio Grande do Sul",NA,"Paverama.","-51.727409","-29.575542",NA,NA,NA,NA,"NY00602503","NY00602503_01","5109","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546290' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","602522","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","H. T. O'Neill",NA,NA,NA,"P. von Luetzelburg","1910",NA,NA,"Brazil","Rio de Janeiro",NA,"Serra dos Orgaos. Facenda Inglera.",NA,NA,NA,NA,"1000","1000","NY00602522","NY00602522_01","67","South America","sheet",NA,"Communicavit herb. reg. monacense <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546304' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","602523","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","H. T. O'Neill",NA,NA,NA,"A. F. M. Glaziou","1878","08","13","Brazil","Rio de Janeiro",NA,"Entre Queimado & __ Rio Douro.","-43.559042","-22.685112",NA,NA,NA,NA,"NY00602523","NY00602523_01","9339","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546309' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","476570","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","G. C. Tucker",NA,NA,NA,"M. H. Nee","1998","02","16","Bolivia","Santa Cruz","Florida","Near bottom of valley of Quebrada Guapurucillo, steep slopes, between mountains of massive red sandstone of Serranía de la Cruz to the NE and Cerro Guapurucillo to the south, along dirt road to Bella Vista, 2 km SE from turnoff (the turnoff ca. 3 km E of Cuevas from highway from Santa Cruz to Samaipata).","-63.72","-18.2",NA,NA,"1325","1325","NY00476570",NA,"48365","South America",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546299' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-10-19 09:36:00-02","NY","NYBG","668475","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus",NA,"G. C. Tucker",NA,NA,NA,"T. J. Killeen","1985","10","28","Bolivia","Santa Cruz",NA,"Nuflo de Chavez, Concepcion, laguna W of pueblo.","-62.05","-16.13",NA,NA,"500","500","NY00668475",NA,"1326","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546297' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","602512","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","lanceolatus","Cyperus lanceolatus","Poir.","L. T. Eiten",NA,NA,NA,"G. Eiten","1960","03","23","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. ca. 4 km. NNW of Padua Sales. (About 27 km. NW of city of Moji-Mirim.)","-47.142","-22.242",NA,NA,"575","625","NY00602512","NY00602512_01","1757","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546275' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
