"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"328","2020-09-12 05:00:02-03","US","US","2576372","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J. J. Wurdack & J. V. Monachino","39954","1955","12","17","South America - Neotropics","Venezuela",NA,NA,NA,"US00796184",NA,"Scrophulariales","A. St.-Hil. & Girard","Taylor, P.","Río Orinoco, 2 km E, between mouth of Río Horeda and Cerro Gavilan (Cerro Carichana)",NA,"Bolívar",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"329","2020-09-12 05:00:02-03","US","US","3246004","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","G. T. Prance, I. L. Amaral, J. J. Pipoly, A. S. Tavares & et al.","29069","1984","2","14","South America - Neotropics","Brazil",NA,NA,NA,"US03216461",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Plateau of northern massif of Serra Araca. Souther extremity of Northern Plateau of Serra Araca.","US03216461_01","Amazonas","-63.358","0.9","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"330","2020-09-12 05:00:02-03","US","US","2754999","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","W. R. Anderson, M. T. Kalin Arroyo, S. R. Hill, R. Reis dos Santos & R. Souza","6623","1973","3","8","South America - Neotropics","Brazil",NA,NA,NA,"US03216477",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Chapada dos Veadeiros, 16-17 km by road N of Alto Paraíso.","US03216477_01","Goiás",NA,NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"331","2020-09-12 05:00:02-03","US","US","2576387","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","B. Maguire, R. S. Cowan & J. J. Wurdack","30880","1951","1","14","South America - Neotropics","Venezuela",NA,NA,NA,"US00796186",NA,"Scrophulariales","A. St.-Hil. & Girard","Taylor, P.","Cerro Moriche, Río Ventuari",NA,"Amazonas","-66.35","4.7","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"332","2020-09-12 05:00:02-03","US","US","2280630","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","N. Yensen","14675","1956","4","25","South America - Neotropics","Brazil",NA,NA,NA,"US03216480",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Region of the Chapada dos Veadeiros, on rocks in running water below falls 14 km. south of Veadeiros in sandstone area.","US03216480_01","Goiás","-47.5","-14.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"333","2020-09-12 05:00:02-03","US","US","2582428A","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin, R. Souza, J. W. Grear & R. Reis dos Santos","15569","1966","5","2","South America - Neotropics","Brazil",NA,NA,NA,"US03216474",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Gallery forest, Côrrego Itaquera, ca. 30 km. N. of Formosa.","US03216474_01","Goiás",NA,NA,"850",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"334","2020-09-12 05:00:02-03","US","US","2582624A","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","13715","1966","3","7","South America - Neotropics","Brazil",NA,NA,NA,"US03216468",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Serra dos Cristais, Cerrado, ca. 5 km. S. of Cristalina.","US03216468_01","Goiás",NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"335","2020-09-12 05:00:02-03","US","US","2575518A","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","B. Maguire, R. S. Cowan & J. J. Wurdack","30197","1950","12","13","South America - Neotropics","Venezuela",NA,NA,NA,"US00796189",NA,"Scrophulariales","A. St.-Hil. & Girard","Taylor, P.","Cerro Huachamacari, Río Cunucunuma, Summit camp, right fork of Caño de Dios",NA,"Amazonas",NA,NA,"1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"336","2020-09-12 05:00:02-03","US","US","1199791","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","C. Ule","2621","1892","3","30","South America - Neotropics","Brazil",NA,NA,NA,"US03216485",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,NA,"US03216485_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"337","2020-09-12 05:00:02-03","US","US","2744563","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","G. Hatschbach","28772","1972","1","17","South America - Neotropics","Brazil",NA,NA,NA,"US03216465",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Serra do Cipó (mun. Jaboticatuba).","US03216465_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"338","2020-09-12 05:00:02-03","US","US","2029504","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J. M. Idrobo & R. E. Schultes","627","1950","12","13","South America - Neotropics","Colombia",NA,NA,NA,"US03216481",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Mesa La Lindosa, cerrito a 15-20 km. al sur de San José del Guaviare.",NA,"Vaupés",NA,NA,"400","600",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"339","2020-09-12 05:00:02-03","US","US","2582617A","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","12920","1966","2","16","South America - Neotropics","Brazil",NA,NA,NA,"US03216466",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Chapada dos Veadeiros, Granitic mountain, ca. 20 km. W. of Veadeiros.","US03216466_01","Goiás",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"340","2020-09-12 05:00:02-03","US","US","3017232","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","O. Huber","4391","1979","10","5","South America - Neotropics","Venezuela",NA,NA,NA,"US00796190",NA,"Scrophulariales","A. St.-Hil. & Girard","Taylor, P.","Serranía del Parú (Aroko); sector centro-nororiental de la serrania, al S del Río Parú",NA,"Amazonas","-65.51","4.55","710",NA,"Atabapo",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"341","2020-09-12 05:00:02-03","US","US","2582623A","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","12511","1966","2","10","South America - Neotropics","Brazil",NA,NA,NA,"US03216467",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Chapada dos Veadeiros, Rocky slopes, wet campo, and creek margin, Chapada dos Veadeiros, ca. 20 km. W. of Veadeiros.","US03216467_01","Goiás",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"342","2020-09-12 05:00:02-03","US","US","2197623","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","R. E. Schultes & I. Cabrera","20035","1953","4",NA,"South America - Neotropics","Colombia",NA,NA,NA,"US03216482",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"Río Kuduyarí (tributary of Río Vaupés): Yapobodá, Quarzite savannah near head waters.",NA,"Vaupés","-70.5","1.33","274","305",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"343","2020-09-12 05:00:02-03","US","US","2582507A","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","13715","1966","3","7","South America - Neotropics","Brazil",NA,NA,NA,"US03216475",NA,"Scrophulariales","A. St.-Hil. & Girard",NA,"The Planalto do Brasil, Serra dos Cristais, Cerrado, ca. 5 km. S. of Cristalina.","US03216475_01","Goiás",NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"344","2020-09-02 16:30:31-03","Cenargen","CEN","58653","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","cf. neottioides","Utricularia cf. neottioides","Bruno Machado Teles Walter","4715","2001","01","10",NA,"Brasil","Unicata",NA,"Macrófita aquática.","CEN00058653",NA,NA,"A.St.-Hil. & Girard","C. G. Fontes & B. M. T. Walter","Fazenda Sucupira. Arredores da margem esquerda do Riacho Fundo nos lados da barragem (acima do dique).","CEN00058653","DF","-48.016666","-15.866666","1070","1070","BRASILIA","-48.016666","-15.866666",NA,NA,"2007","02",NA,NA,NA,NA,NA,"1",NA
"345","2020-09-02 16:30:32-03","Cenargen","CEN","92615","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","José Rubens Pirani- CFSC","12236","1991","03","25",NA,"Brasil","Exsicatas",NA,"Erva entre rochas banhadas por água corrente de pequeno curso d'água, perto da Cachoeira do Panelão. Doação da Universidade de São Paulo - Herbário SPF. CFSC (12236). Flora da Serra do Cipó.","CEN00092615",NA,NA,"A.St.-Hil. & Girard",NA,"Parque Nacional da Serra do Cipó. Caminho da Base do IBAMA do Rio Cipó para o Capão dos Palmitos.","CEN00092615","MG","-43.7144012451172","-19.1688995361328","950","950","SANTANA DO RIACHO",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA
"346","2020-09-02 16:30:32-03","Cenargen","CEN","93885","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","José Rubens Pirani","1891","1987","02","08",NA,"Brasil","Exsicatas",NA,"Em corredeiras sobre rochas. Formando densa população. Doação do Departamento de Botânica - SPF - Universidade de São Paulo - Royal Botanical Garden - Kew.","CEN00093885",NA,NA,"A.St.-Hil. & Girard","M. A. Correa","Chapada dos Veadeiros. Rodovia GO 118 ca. 26 km N de Alto Paraíso de Goiás.","CEN00093885","GO","-47.45","-13.966666",NA,NA,"ALTO PARAISO DE GOIAS","-47.45","-13.966666",NA,NA,"1997","07",NA,NA,NA,NA,NA,"1",NA
"347","2020-09-02 16:30:32-03","Cenargen","CEN","75434","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Roberta Gomes Chacon","599","2010","02","24",NA,"Brasil","Exsicatas",NA,NA,"CEN00075434",NA,NA,"A.St.-Hil. & Girard","P. C. Baleeiro-Souza","RPPN Linda Serra dos Topázios, trilha em direção à 1ª vereda da reserva. Margem esquerda da trilha. Dentro do rio Topázio.","CEN00075434","GO","-47.689722","-16.729722",NA,NA,"CRISTALINA","-47.689722","-16.729722",NA,NA,"2012","03",NA,NA,NA,NA,NA,"3",NA
"348","2020-09-02 16:30:32-03","Cenargen","CEN","102334","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Roberto Fontes Vieira","2645","2016","05","15",NA,"Brasil","Exsicatas",NA,"Flores muito aromáticas.","CEN00102334",NA,NA,"A.St.-Hil. & Girard","T. B. Cavalcanti","Fazenda São Bento, nas piscinas da cachoeira Almécega I.","CEN00102334","GO","-47.595277","-14.184722","1143","1143","ALTO PARAISO DE GOIAS","-47.595277","-14.184722",NA,NA,"2016","05",NA,NA,NA,NA,NA,"1",NA
"349","2020-09-02 16:30:32-03","Cenargen","CEN","110936","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J. Moises Mendoza F.","4791","2015","02","25",NA,"Brasil","Unicata",NA,"Flores com centro algo esverdeado. Pequena população na área úmida. Mancha de cerrado campo limpo misturado com partes úmidas e secas, rodeado de cerrado ralo, em área plana e bastante conservada.","CEN00110936",NA,NA,"A.St.-Hil. & Girard","B. M. T. Walter","Chapada Imperial. Ca. 500 m NE da sede da RPPN (atrás), pela trilha na beira do córrego.","CEN00110936","DF","-48.105833","-15.557222","1200","1200","BRASILIA","-48.105833","-15.557222",NA,NA,"2019","09",NA,NA,NA,NA,NA,"1",NA
"350","2020-09-02 16:30:32-03","Cenargen","CEN","17982","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Taciana Barbosa Cavalcanti","1127","1992","03","10",NA,"Brasil","Exsicatas",NA,"Dentro do rio.","CEN00017982",NA,NA,"A.St.-Hil. & Girard","F. Rivadavia-Lopes","Próximo à área de empréstimo de argila - ME 33.","CEN00017982","GO",NA,NA,NA,NA,"MINACU",NA,NA,NA,NA,"2001","01",NA,NA,NA,NA,NA,"5",NA
"351","2020-09-02 16:30:32-03","Cenargen","CEN","24914","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Taciana Barbosa Cavalcanti","1452","1995","06","22",NA,"Brasil","Exsicatas",NA,"Pequena população dentro de riacho de água quase parada.","CEN00024914",NA,NA,"A.St.-Hil. & Girard","F. Rivadavia-Lopes","Estrada Minaçú - UHE Serra da Mesa, 8 km da barreira da UHE Serra da Mesa.","CEN00024914","GO",NA,NA,NA,NA,"MINACU",NA,NA,NA,NA,"2001","01",NA,NA,NA,NA,NA,"2",NA
"352","2020-09-02 16:30:32-03","Cenargen","CEN","59244","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Glocimar Pereira-Silva","9004","2004","04","23",NA,"Brasil","Exsicatas",NA,NA,"CEN00059244",NA,NA,"A.St.-Hil. & Girard","V. Albuquerque","Parques Estadual das Andorinhas, margem esquerda do rio Araguaia.","CEN00059244","PA","-48.409166","-6.3122222","130","130","SAO GERALDO DO ARAGUAIA","-48.409166","-6.3122222",NA,NA,"2010","04",NA,NA,NA,NA,NA,"4",NA
"353","2020-09-02 16:30:32-03","Cenargen","CEN","71403","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Glocimar Pereira-Silva","11632","2007","03","27",NA,"Brasil","Exsicatas",NA,"Plantas vegetando no leito do córrego. Área de influência direta (lago).","CEN00071403",NA,NA,"A.St.-Hil. & Girard","B. M. T. Walter","Fazenda Serrinha (próximo ao curso d'água).","CEN00071403","TO","-48.246388","-12.811666","260","260","SAO SALVADOR DO TOCANTINS","-48.246388","-12.811666",NA,NA,"2018","04",NA,NA,NA,NA,NA,"2",NA
"354","2020-09-02 16:30:32-03","Cenargen","CEN","83037","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Clarissa Gouveia Fontes","37","2007","02","09",NA,"Brasil","Exsicatas",NA,"Planta encontrada em meio aquático.","CEN00083037",NA,NA,"A.St.-Hil. & Girard","B. M. T. Walter","Fazenda Sucupira. Campo limpo abaixo do bambuzal (próximo ao Capril).","CEN00083037","DF","-48.003888","-15.9125","1100","1100","BRASILIA","-48.003888","-15.9125",NA,NA,"2018","03",NA,NA,NA,NA,NA,"6",NA
"355","2020-09-02 16:30:32-03","Cenargen","CEN","93850","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Jenifer de Carvalho Lopes","80","2010","01","26",NA,"Brasil","Exsicatas",NA,"Corola amarelo esverdeada. Doação Universidade de São Paulo - Herbário SPF.","CEN00093850",NA,NA,"A.St.-Hil. & Girard","P. M. Gonella","Parque Estadual do Ibitipoca. Janela do Céu. Na água próximo a queda dágua maior.","CEN00093850","MG","-43.873055","-21.668333","1470","1470","LIMA DUARTE","-43.873055","-21.668333",NA,NA,"2010",NA,NA,NA,NA,NA,NA,"1",NA
"356","2020-09-02 16:30:32-03","Cenargen","CEN","93857","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","N. Hensold","2813","1982","01","11",NA,"Brasil","Exsicatas",NA,"Sobre pedras no interior do rio. Doação do Departamento de Botânica - Universidade de São Paulo - SPF (22293) - CFCR (2813). Flora dos Campos Rupestres.","CEN00093857",NA,NA,"A.St.-Hil. & Girard",NA,"MG, Mun. de José de Melo. Serra da Pedra Redonda, a 18 km de J. de Melo.","CEN00093857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"357","2020-09-02 16:30:32-03","Cenargen","CEN","93887","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","José Rubens Pirani","5661","2007","01","22",NA,"Brasil","Exsicatas",NA,"Grandes afloramentos rochosos (inselbergs) e campos arenosos circundantes. Densa população sobre lajedo banhado por água corrente de riacho, ao sol. Flor muito fragantes. Doção Universidade de São Paulo - Herbário SPF.","CEN00093887",NA,NA,"A.St.-Hil. & Girard","P. M. Gonella","Estrada Diamantina - Conselheiro Mata, km 184, 2,5 km da estrada Diamantina - Gouveia (BR 259)","CEN00093887","MG","-43.736111","-18.291666","1280","1280","DIAMANTINA","-43.736111","-18.291666",NA,NA,"2007","10",NA,NA,NA,NA,NA,"1",NA
"358","2020-09-02 16:30:32-03","Cenargen","CEN","93888","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","B. Stanard","52826","1992","03","24",NA,"Brasil","Exsicatas",NA,"Doação do Projeto dos Campos Rupestres do Brasil.","CEN00093888",NA,NA,"A.St.-Hil. & Girard","G. L. Campos","Garimpo do Bicota. Alt. 1400-1750m.","CEN00093888","BA","-41.85","13.3333333",NA,NA,"ABAIRA","-41.85","13.3333333",NA,NA,"1999","07",NA,NA,NA,NA,NA,"1",NA
"359","2020-09-02 16:30:32-03","Cenargen","CEN","7065","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Alba Evangelista Ramos","152","1982","11","12",NA,"Brasil","Exsicatas",NA,"Flores zigomorfas. Doação do Herbario Ezechias Paulo Heringer - HEPH. Fundação Zoobotânica do Distrito Federal.","CEN00007065",NA,NA,"A.St.-Hil. & Girard","F. Rivadavia-Lopes","Reserva Biológica de Águas Emendadas. Entre: 15º 32' S - 15º 38' S e 47º 33' O - 47º 37' O. Altit.: entre 1000 - 1150 m. Cerca de 40 km a NE de Brasília. Riacho Vereda Grande, local de correnteza muito forte, submersa.","CEN00007065","DF","-47.9296989440918","-15.7797002792358",NA,NA,"BRASILIA",NA,NA,"70570","auto","2001","01",NA,NA,NA,NA,NA,"1",NA
"360","2020-09-02 16:30:32-03","Cenargen","CEN","33876","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Renato de Mello-Silva","1663","1999","06","04",NA,"Brasil","Exsicatas",NA,"Grande população no leito do riacho a montante da cachoeira. Doação da Universidade e São Paulo - Herbário SPF. CENARGEN - Herbário CEN.","CEN00033876",NA,NA,"A.St.-Hil. & Girard","F. Rivadavia-Lopes","Fazenda São Bento, na estrada Alto Paraíso - Colinas do Sul. Divisa com o Parque Nacional Chapada dos Veadeiros. Cachoeira Almécegas II.","CEN00033876","GO","-47.5099983215332","-14.1324996948242",NA,NA,"ALTO PARAISO DE GOIAS",NA,NA,"44724","auto","2001","01",NA,NA,NA,NA,NA,"1",NA
"361","2020-09-02 16:30:32-03","Cenargen","CEN","43097","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Glocimar Pereira-Silva","5185","2001","06","27",NA,"Brasil","Exsicatas",NA,"Vegetando em curso d#?#água. Área de influência da futura Hidrelétrica de Cana Brava, influência indireta.","CEN00043097",NA,NA,"A.St.-Hil. & Girard","A. F. Alves","Balsa Serra Branca. para Vila Veneno - km 2,5.","CEN00043097","GO","-47.4583015441895","-13.7974996566772","330","330","CAVALCANTE","-4808639.0","-1356750.0","92497","auto","2001","09",NA,NA,NA,NA,NA,"3",NA
"362","2020-09-02 16:30:32-03","Cenargen","CEN","49349","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","José Floriano Barêa Pastore","8","2003","05","06",NA,"Brasil","Exsicatas",NA,NA,"CEN00049349",NA,NA,"A.St.-Hil. & Girard",NA,"Fazenda Renascer.","CEN00049349","GO","-47.4583015441895","-13.7974996566772",NA,NA,"CAVALCANTE",NA,NA,"92497","auto",NA,NA,NA,NA,NA,NA,NA,"2",NA
"363","2020-09-02 16:30:32-03","Cenargen","CEN","34186","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Kátia Calago","103","1999","02","28",NA,"Brasil","Unicata",NA,"Espécie dentro d`água com cerca de 70 cm.","CEN00034186",NA,NA,"A.St.-Hil. & Girard","V. Albuquerque","BR-118, km 196. Indo para Teresina de Goiás.","CEN00034186","GO","-47.2647018432617","-13.7763996124268","1514","1514","TERESINA DE GOIAS","-4744139.0","-1393333.0","42211","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA
"364","2020-09-02 16:30:32-03","Cenargen","CEN","37480","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Bruno Machado Teles Walter","4445","2000","04","03",NA,"Brasil","Exsicatas",NA,"Talos verdes. Plantas coletadas em locais inundados, quase minúsculos lagos.","CEN00037480",NA,NA,"A.St.-Hil. & Girard","C. G. Fontes & B. M. T. Walter","Fazenda Sucupira. Região do Vale do Córrego do Riacho Fundo (margem esquerda). Próximo à estrada na entrada sul.","CEN00037480","DF","-47.9296989440918","-15.7797002792358","1050","1050","BRASILIA","-4801667.0","-1586667.0","70570","auto","2007","02",NA,NA,NA,NA,NA,"2",NA
