"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","individualCount","typeStatus"
"15","2020-12-21 16:44:06-03","MBM","MBM","248941","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Santos, T.S. dos; et al.; et al.","4588",NA,NA,NA,"Southern America","Brazil","Bahia","Ilhéus","Área do CEPEC","-39.0494003295898","-14.7889003753662",NA,NA,"MBM248941","MBM248941",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-15 09:04:16-03","UESC","UESC","9515","S","Plantae","Angiospermae","Florideophycidae","Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Paixão, J.L.,","207","2002","05","10",NA,"Brasil","Bahia","Ilhéus",NA,"-39.231944","-14.755833",NA,"Cacau plantation; Árvore com ca. 9m de alt, 19cm de Diamentro.","UESC0009515",NA,"40","50",NA,NA,NA,NA,NA,"39W13'55''","14S45'21''","Dicotyledoneae",NA,NA,NA,NA
"17","2019-08-15 09:04:16-03","UESC","UESC","14310","S","Plantae","Angiospermae","Florideophycidae","Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Lima, Mávyla Santos","1","2012","12","12",NA,"Brasil","Bahia","Ilhéus",NA,"-39.231944","-14.755833",NA,"Cacau plantation; Árvore com ca. 8m de alt.","UESC0014310",NA,"40","50",NA,NA,NA,NA,NA,"39W13'55''","14S45'21''","Dicotyledoneae",NA,NA,NA,NA
"18","2008-05-27 22:02:00-03","MO","MOBOT","2812388","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Thomas","Thomas 12785","2002","3","8","South America","Brazil","Bahia",NA,"Mun. Ilhéus: Ceplac (Centro de Pesquisas do Cacau). Cabruca ca. 2 km W of Cepec along perimeter road. Single tree ca. 15-20 cm DBH among rocks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-12 05:00:02-03","US","US","2579106","PreservedSpecimen","Plantae",NA,"Sapindales","Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","N. T. Silva","58316","1964","7","9","South America - Neotropics","Brazil","Bahia",NA,"CEPLAC",NA,NA,NA,NA,"US01858972","US01858972_01 US01858972_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"20","2019-11-13 11:30:39-03","USP","SPF","150530","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Pirani, JR","4973","2002","02","05",NA,"Brasil","Bahia","Ilhéus",NA,"-39.239444","-14.756667",NA,NA,"SPF00150530",NA,"69","69","Pirani, JR",NA,NA,NA,NA,"-39.239444","-14.756667",NA,NA,NA,NA,NA
"21","2019-11-13 11:30:39-03","USP","SPF","219593","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","El Ottra, JHL","128","2011","03","21",NA,"Brasil","Bahia","Ilhéus","CEPEC. Quadra I. Entrada pelo lado esquerdo da estrada de terra. Em meio a cabruca (plantação de cacau).","-39.239361","-14.756694",NA,NA,"SPF00219593",NA,"57","57","El Ottra, JHL",NA,NA,"2011",NA,"-39.239361","-14.756694",NA,NA,NA,NA,NA
"22","2019-11-13 11:30:39-03","USP","SPF","134602","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Santos, TS","4588","1998","12","15",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"SPF00134602",NA,"50","50","Santos, TS","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-13 11:30:39-03","USP","SPF","131913","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Santos, TS","s.n.","1998","06","03",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"SPF00131913",NA,"50","50","Santos, TS","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-12 16:33:20-03","USP","SPF","68981","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Santos, TS; Mattos-Silva, LA","3709","1981","12","09",NA,"Brasil","Bahia","Ilhéus","Área do CEPEC (Centro de Pesquisas do Cacau), Km 22 da Rodovia Ilhéus/Itabuna (BR- 415). Região de Mata Higrófila Sul Baiana. 5m m alt. Quadra I.","-39.0494003295898","-14.7889003753662",NA,NA,"SPF00068981","SPF00068981",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,"isotype"
"25","2019-10-07 09:36:55-03","UEFS","HUEFS","197168","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Lima, M.S.","1","2012","12","12",NA,"Brasil","Bahia","Ilhéus","Área do CEPEC (Centro de Pesquisa do Cacau), Km 22 da Rod. Ilhéus/Itabuna, (BR 415). Quadra I, em afloramento rochosos, plantação de Cacau.","-39.231944","-14.755833",NA,NA,"HUEFS0197168","HUEFS0197168","40","50",NA,NA,NA,NA,NA,"39W13'55''","14S45'21''","Rosanae",NA,NA,NA,NA
"26","2019-10-07 09:36:55-03","UEFS","HUEFS","204207","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Lima, M.S.","1","2012","12","12",NA,"Brasil","Bahia","Ilhéus","Área do CEPEC (Centro de Pesquisa do Cacau), Km 22 da Rod. Ilhéus/Itabuna, (BR 415). Quadra I, em afloramento rochosos, Plantação de Cacau. Cacau plantation.","-39.231944","-14.755833",NA,NA,"HUEFS0204207","HUEFS0204207","40","50",NA,NA,NA,NA,NA,"39W13'55''","14S45'21''","Rosanae",NA,NA,NA,NA
"27","2019-10-07 09:36:55-03","UEFS","HUEFS","68141","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Pirani, J.R.","4973","2002","02","05",NA,"Brasil","Bahia","Ilhéus","CEPLAC, área de cultivo da cacau","-39.239444","-14.756667",NA,"Mata Higrófila Sul-baiana.","HUEFS0068141","HUEFS0068141","69","69",NA,NA,NA,NA,NA,"39W14'22''","14S45'24''","Rosanae",NA,NA,NA,NA
"28","2019-10-07 09:36:55-03","UEFS","HUEFS","47839","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Santos, T.S.dos","4588","1998","12","15",NA,"Brasil","Bahia","Ilhéus","Área de CEPEC (Centro de Pesquisas do Cacau), Km 22 da Rodovia Ilhéus/Itabuna (BR 415).","-39.0494003295898","-14.7889003753662",NA,"Regiào de Mata Higrófilo Sul Baiana. 50 m alt. Quadra I. em afloramento rochoso.","HUEFS0047839","HUEFS0047839",NA,NA,NA,"61245","auto",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"29","2019-10-07 09:36:55-03","UEFS","HUEFS","34065","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Santos, T.S.dos",NA,"1998","06","03",NA,"Brasil","Bahia","Ilhéus","Área do CEPEC (Centro de Pesquisas do Cacau), Km 22 da Rodovia Ihéus/Itabuna (Br 415)).","-39.0494003295898","-14.7889003753662",NA,"Região de mata Higrófila Sul Baianma. Quadra I em afloramento rochoso.","HUEFS0034065","HUEFS0034065","50","50",NA,"61245","auto",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"30","2020-07-23 12:21:32-03","CEPLAC","CEPEC","150440","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava",NA,"Rocha, F.O.","250","2014","11","04",NA,"Brasil","Bahia","IBICARAÍ","Conglomerado BA_1276-2-10-38","-39.5425","-14.760556",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"R. Asprino",NA,NA,NA,NA,"39W32'33","14S45'38",NA,NA,NA,NA,NA
"31","2020-07-23 12:21:32-03","CEPLAC","CEPEC","121989","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava",NA,"Lopes, M. M. M.","1584","2008","01","14",NA,"Brasil","Bahia","ILHÉUS","CEPEC, Quadra I, próximo ao aceiro.","-39.239722","-14.756944",NA,"Folhas em sílica-gel.",NA,NA,"55","55","M. Lopes",NA,NA,NA,NA,"39W14'23","14S45'25",NA,NA,NA,NA,NA
"32","2020-07-23 12:21:32-03","CEPLAC","CEPEC","26220","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava",NA,"T. S. dos Santos","3709","1981","12","09",NA,"Brasil","Bahia","ILHÉUS","Área do CEPEC. CEPLAC. Km 22 da Rod. Ilhéus/Itabuna (BR-415). Quadra I.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"J. A. Kallunki","61245","auto",NA,NA,NA,NA,NA,"30/12/1998",NA,NA,"Holótipo"
"33","2020-07-23 12:21:32-03","CEPLAC","CEPEC","1391","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava",NA,"C. M. Magalhães","31","1964","07","09",NA,"Brasil","Bahia","ILHÉUS","Área do CEPEC. CEPLAC. KM 22 da Rod. Ilhéus/Itabuna. Quadra I.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"J. A. Kallunki","61245","auto",NA,NA,NA,NA,NA,"30/12/1997",NA,NA,"Paratipo"
"34","2020-07-23 12:21:32-03","CEPLAC","CEPEC","93874","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava",NA,"J. L. da Paixao","207","2002","05","10",NA,"Brasil","Bahia","ILHÉUS","Área do CEPEC. CEPLCA. Quadra I. KM 22 da Rod. Ilhéus/Itabuna (BR-415).","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"J. L. da Paixão","61245","auto",NA,NA,NA,NA,NA,"30/12/2002",NA,NA,NA
"35","2020-07-23 12:21:32-03","CEPLAC","CEPEC","92655","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava",NA,"W. W. Thomas","12785","2002","03","08",NA,"Brasil","Bahia","ILHÉUS","Ca.2Km ao W do CEPEC. Obs.: ùnica àrvore ca. 15-20cm DBH sobre rochas.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"W. W. Thomas","61245","auto",NA,NA,NA,NA,NA,"30/12/2002",NA,NA,NA
"36","2020-07-23 12:21:32-03","CEPLAC","CEPEC","80760","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava",NA,"T. S. dos Santos","4588","1998","12","15",NA,"Brasil","Bahia","ILHÉUS","Quadra I' do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"T. S. dos Santos","61245","auto",NA,NA,NA,NA,NA,"30/12/1998",NA,NA,NA
"37","2020-07-23 12:21:32-03","CEPLAC","CEPEC","78101","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava",NA,"T. S. dos Santos","4587","1974","02","04",NA,"Brasil","Bahia","ILHÉUS","Quadra I' do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"T. S. dos Santos","61245","auto",NA,NA,NA,NA,NA,"30/06/1998",NA,NA,NA
"38","2021-03-05 16:10:09-03","MN","R-TIPOS","149219","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Santos, T.S.","3709","1981","12","09",NA,"Brasil","Bahia","Ilhéus","área do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415), quadra I.","-39.0494003295898","-14.7889003753662",NA,NA,"R000149219","R000149219_001","50","50","Kallunki, J.","61245","auto","1998",NA,NA,NA,NA,NA,NA,NA,"Isotypus de Andreadoxa flava Kallunki"
"39","2019-11-21 10:18:42-03","IBt","SP","359566","S","Plantae",NA,NA,"Rutaceae","Andreadoxa","flava","Andreadoxa flava","Kallunki","Pirani, JR; et al.","4973","2002","02","05",NA,"Brasil","Bahia","Ilhéus","CEPLAC, área de cultivo de cacau.","-39.239444","-14.756667",NA,NA,"SP048419","SP048419","69","69",NA,NA,NA,NA,NA,"-39.239444","-14.756667",NA,NA,NA,NA,NA
