"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus"
"49","2019-10-07 09:36:28-03","UEFS","HUEFS","183820","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta",NA,"Machado, A.F.P.","1070","2011","12","14",NA,"Brasil","São Paulo","Ribeirão Preto.","Fazenda Pau Alto.","-47.846111","-21.341111",NA,NA,"HUEFS0183820","HUEFS0183820","47W50'46''","21S20'28''",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"50","2019-10-07 09:36:28-03","UEFS","HUEFS","187936","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","R.A.S. Pereira.","Palmieri, L.","9","2011","03","15",NA,"Brasil","São Paulo","Gália","Estação Ecológica de Caetetus.","-49.694722","-22.388333",NA,"(Corr.Alegr.) final da trilha do palmito.","HUEFS0187936","HUEFS0187936","49W41'41''","22S23'18''",NA,NA,NA,NA,NA,NA,"Rosanae",NA,"650","650",NA
"51","2019-10-07 09:36:28-03","UEFS","HUEFS","190417","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","A.F.P.Machado","Milliken, W.","4254","2011","03","12",NA,"Brasil","Mato Grosso","Santa Cruz do Xingu","Parque Estadual do Xingu, Rio Fontourinha, após a ponte.","-52.371389","-9.720278",NA,"Afloramento de granito.","HUEFS0190417","HUEFS0190417","52W22'17''","9S43'13''","2013","05",NA,NA,NA,NA,"Rosanae",NA,"356","356",NA
"52","2019-10-07 09:36:28-03","UEFS","HUEFS","169722","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","A.F.P.Machado","Torres, R.B.","963","1999","11","24",NA,"Brasil","Minas Gerais","Camanducaia",NA,"-46.1446990966797","-22.7553005218506",NA,"Mata ciliar do Rio Jaguari.","HUEFS0169722","HUEFS0169722",NA,NA,"2013","02",NA,"22140","auto",NA,"Rosanae",NA,NA,NA,NA
"53","2019-10-07 09:36:28-03","UEFS","HUEFS","98150","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","A.F.P.Machado","Assis, L.C.S.","395","2001","11","26",NA,"Brasil","Minas Gerais","Barroso","Mata do Baú.","-43.9757995605469","-21.1868991851807",NA,NA,"HUEFS0098150",NA,NA,NA,"2011","04",NA,"7934","auto",NA,"Rosanae",NA,NA,NA,NA
"54","2019-12-04 16:39:48-03","FFCLRP","SPFR","11839","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg. & Carauta","Machado, A.F.P.; Pereira, R.A.S.","Coelho, L.F.M.; Palmieri, L.R.; Terra, M.C.","41","2008","12",NA,NA,"Brasil","São Paulo","Ribeirão Preto","A oeste da rodovia Antonio Machado (Ribeirão Preto - Araraquara)","-47.846722","-21.341556",NA,"Na Fazenda Pau Alto (datum Corr. Alegr.)",NA,NA,"47o50'48.2W","21o20'29.6S",NA,NA,NA,NA,NA,NA,NA,NA,"548","548",NA
"55","2019-12-04 16:39:48-03","FFCLRP","SPFR","16394","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg. & Carauta","Farache, F.H.","Farache, F.H.","589","2017","02","22",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.393528","-21.964381",NA,NA,NA,NA,"46o23'36.70W","21o57'51.77S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-12-04 16:39:48-03","FFCLRP","SPFR","16395","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg. & Carauta","Kjellberg, F.; Pereira, R.A.S.","Cara, P.A.A.",NA,"2008","12","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento","-57.018889","-19.576667",NA,"Pantanal, Capão.",NA,NA,"57o01'08.00W","19o34'36.00S","2012","03","12",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-12-04 16:39:48-03","FFCLRP","SPFR","1778","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg. & Carauta","Machado, A.F.P.; Pereira, R.A.S.","Marcondes-Ferreira, W.; Souza, L. M.; Ferreira, F.A.","55","1988","08","18",NA,"Brasil","São Paulo","Cajuru","Fazenda Santa Carlota","-47.300531","-21.275944",NA,"Mata",NA,NA,"47o18'01.91W","21o16'33.40S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-12-04 16:39:48-03","FFCLRP","SPFR","15307","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg. & Carauta","Pereira, R.A.S.; Kjellberg, F.","Pereira, R.A.S.; Costa, P.C.; Kjellberg, F.","174","2012","03","09",NA,"Brasil","Mato Grosso do Sul","Miranda","Estrada Parque do Pantanal","-57.048972","-19.390583",NA,"(Corr. Alegr.)",NA,NA,"57o02'56.3W","19o23'26.1S",NA,NA,NA,NA,NA,NA,NA,NA,"95","95",NA
"59","2019-01-25 15:43:03-02","IAC","IAC","38762","S","Plantae",NA,NA,"Moraceae-5.Ficeae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","G. Pelissari","R.B. Torres et al.","963","1999","11","24",NA,"Brasil","Minas Gerais","Camanducaia",NA,"-46.1447","-22.7553",NA,NA,NA,NA,"-46.1447","-22.7553","2011","03","21",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-01-25 15:43:03-02","IAC","IAC","52032","S","Plantae",NA,NA,"Moraceae-5.Ficeae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","A.F.P. Machado","J.A.M.A. Gomes & C. Aquino","813","2009","11","03",NA,"Brasil","Minas Gerais","Jacutinga","Margem direita, beira da estrada. FL-C3.","-46.6122","-22.2856",NA,"Coordenada do material: 46°39#?#68W, 22°17#?#70S",NA,NA,"-46.6122","-22.2856","2015","08","03",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-01-25 15:43:03-02","IAC","IAC","54539","S","Plantae",NA,NA,"Moraceae-5.Ficeae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","G. Pelissari","G. Pelissari; A. Santos; R.B. Torres & P.S. Pereira","211","2011","10","24",NA,"Brasil","Minas Gerais","Caldas","Serra da Pedra Branca, propriedade do Pro. Roberto Noritaka","-46.3861","-21.9236",NA,"Projeto Capes/PNADB-Estudos etnobotânicos, taxonômicos, fitoquímicos, farmacológicos e agronômicos de figueiras (Ficus subg. Pharmacosycea Miq.)",NA,NA,"-46.3861","-21.9236","2011","10","24",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-01-25 15:43:03-02","IAC","IAC","9076","S","Plantae",NA,NA,"Moraceae-5.Ficeae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","A.F.P. Machado","J.A. Cunha","74","1947","12","03",NA,"Brasil","São Paulo","Monte Alegre do Sul","IAC, Estação Experimental","-46.668492","-22.694886",NA,"Nome popular: figueira branca",NA,NA,"-46.668492","-22.694886","2015","08","04",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-12 17:02:54-03","UEL","FUEL","16233","PreservedSpecimen","Plantae","Tracheophyta","Rosales","Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Pelissari, G","Torres, RB; et al.","963","1999","11","24",NA,"Brasil","Minas Gerais","Camanducaia","rio Jaguari","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,NA,NA,"2011","03","21","22140","auto",NA,NA,NA,NA,NA,NA
"64","2019-05-06 12:00:48-03","UFU","HUFU","47358","S","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Caruta, J.P.P.","Oliveira, A.S.","s.n.","2004","10","20",NA,"Brasil","Minas Gerais","Uberlândia","Clube Tangará","-48.2771987915039","-18.9186000823975",NA,"Árvore. Inflorescência verde.; Floresta semidecidual.","HUFU00016740",NA,NA,NA,"2008",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"65","2021-03-08 15:44:10-03","MN","R-TIPOS","205712","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","Berg, C.C & Carauta, J.P.P","Krieger, L.","8329","1970","01",NA,NA,"Brasil","Minas Gerais","Juiz de Fora","Entre Rios de Minas","-43.3502998352051","-21.7642002105713",NA,NA,"R000205712","R000205712_001",NA,NA,"2002",NA,NA,"36144","auto",NA,NA,NA,NA,NA,"Isoparatypus"
"66","2021-02-23 13:22:50-03","MN","R-TIPOS","205710","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","Carauta, J.P.P.","Krieger, L.","CESJ - 14670","1949","12","23",NA,"Brasil","Minas Gerais","Juiz de Fora","Fazenda Pedra Branca","-43.3502998352051","-21.7642002105713",NA,NA,"R000205710","R000205710_001",NA,NA,"2002",NA,NA,"36144","auto",NA,NA,NA,NA,NA,"Isoparatypus"
"67","2021-03-08 15:44:10-03","MN","R-TIPOS","205711","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C. Berg & Carauta","Carauta, J.P.P.","Carauta, J.P.P; Vieira, M.C.W.","5795","1989","03","12",NA,"Brasil","Minas Gerais","Monte Belo","Fazenda Lagoa","-46.3675003051758","-21.3264007568359",NA,NA,"R000205711","R000205711_001",NA,NA,"2002",NA,NA,"16667","auto",NA,NA,NA,NA,NA,"Isotypus"
"68","2021-03-04 15:45:53-03","IF","SPSF","38656","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","G.Pelissari","J.B.Baitello & O.T. Aguiar & C.R.Lima","1899","2007","08","30","América do Sul","Brasil","SP","Paranapanema","Estação Ecológica de Paranapanema","-48.780278","-23.539722",NA,"COLETA: Árvore 24m, frutos imaturos verdes.; GEOGRAFIA: Trilha 4;",NA,NA,NA,NA,"2011","03","17",NA,NA,NA,"Magnoliopsida",NA,"630","630",NA
"69","2020-04-30 16:07:23-03","UFMT","CNMT","8050","S","Plantae","Angiosperma",NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Córdova, M.O.","Córdova, M.O.","1031","2018","03","10",NA,"Brasil","Mato Grosso","Sinop","Rio Teles Pires, a 3km N da barragem UHE Sinop. Área de Influência UHE Sinop.","-55.449947","-11.247614",NA,"Fruto verde imaturo. Látex branco. Pouco frequente.Projeto de Ictiocoria UHE Sinop. Laboratorio Ictiologia Tropical, UFMT Sinop.","CNMT008050",NA,"55°26'59.81W","11°14'51.41S","2018","06","10",NA,NA,NA,NA,NA,"291","291",NA
"70","2020-12-30 07:49:00-03","IBt","SP","444887","S","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta",NA,"Milliken, W","4254","2011","03","12",NA,"Brasil","Mato Grosso","Santa Cruz do Xingu","Parque Estadual do Xingu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-23 08:49:01-03","IBt","SP","420232","S","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta",NA,"Vieira, MCW","1165","1987","05","18",NA,"Brasil","Minas Gerais","Alfenas",NA,"-45.9472007751465","-21.42919921875",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32044","auto",NA,NA,NA,NA,NA,NA
"72","2020-11-26 10:01:01-03","IBt","SP","367490","S","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta",NA,"Assis, LCS","828","2003","05","03",NA,"Brasil","Minas Gerais","Barroso",NA,"-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA
"73","2020-11-26 10:01:01-03","IBt","SP","367478","S","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta",NA,"Assis, LCS","580","2002","09","28",NA,"Brasil","Minas Gerais","Barroso",NA,"-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA,NA
"74","2020-12-30 07:49:00-03","IBt","SP","441957","S","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta",NA,"Pelissari, G","211","2011","10","24",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA
"75","2020-08-27 12:20:00-03","IBt","SP","304082","S","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta",NA,"Krieger, L","8329","1970","01",NA,NA,"Brasil","Minas Gerais","Entre Rios de Minas",NA,"-44.065601348877","-20.6707992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20620","auto",NA,NA,NA,NA,NA,"Paratype"
"76","2020-08-27 12:20:00-03","IBt","SP","304081","S","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta",NA,"Krieger, L","14670","1949","12","23",NA,"Brasil","Minas Gerais","Juiz de Fora","Fazenda Pedra Branca","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,"Paratype"
"77","2019-11-21 10:10:57-03","IBt","SP","488773","S","Plantae",NA,NA,"Moraceae","Ficus","lagoensis","Ficus lagoensis","C.C.Berg & Carauta","Carauta, JPP","Weyland-Vieira, MC","s.n.","1993","03",NA,NA,"Brasil","Minas Gerais","Monte Belo",NA,"-46.3675003051758","-21.3264007568359",NA,NA,"SP003640","SP003640",NA,NA,"2001","03",NA,"16667","auto",NA,NA,NA,NA,NA,"Paratype"
