"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","scientificNameAuthorship","identifiedBy","recordNumber","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","individualCount","class","order"
"11","2019-11-06 09:56:00-03","UFOP","OUPR","20430","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Messias, M.C.T.B.","2007","05","17","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","1333","22051","auto",NA,NA,"Campo rupestre. Subarbusto, em frutos verdes","2011","12","12",NA,NA,NA,NA
"12","2019-11-06 09:56:00-03","UFOP","OUPR","15581","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Badini, J.","1974","05","08","Brasil","Minas Gerais","Catas Altas",NA,"-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","11966","auto",NA,NA,"Cerrado. Arbusto, flores pálidas","2011","12","12",NA,NA,NA,NA
"13","2019-11-06 09:56:00-03","UFOP","OUPR","18116","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Badini, J.","1973","07","29","Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","20553","auto",NA,NA,"Campos ferruginosos","2001","11","28",NA,NA,NA,NA
"14","2019-11-06 09:56:00-03","UFOP","OUPR","18117","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Badini, J.; Lisboa, M.A.",NA,NA,NA,"Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","20553","auto",NA,NA,"Arbusto de flores branco-esverdeadas","2001","11","28",NA,NA,NA,NA
"15","2019-11-06 09:56:00-03","UFOP","OUPR","15582","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Badini, J.","1974","05","08","Brasil","Minas Gerais","Mariana","Fazenda Macaquinhos","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","33524","auto",NA,NA,NA,"2011","12","12",NA,NA,NA,NA
"16","2019-11-06 09:56:00-03","UFOP","OUPR","15579","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Badini, J.","1974","05","08","Brasil","Minas Gerais","Mariana","Fazenda Macaquinhos, Base do Caraça","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","33524","auto",NA,NA,"Campo. Arbusto, flores barncas","2011","12","12",NA,NA,NA,NA
"17","2019-11-06 09:56:00-03","UFOP","OUPR","2141","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Roschel, M.B.","1995","11","24","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","44599","auto",NA,NA,NA,"2011","12","12",NA,NA,NA,NA
"18","2019-11-06 09:56:00-03","UFOP","OUPR","6500","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Roschel, M.B.; Craig, J.","1997","01","27","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Estrada da torre, SAMARCO Mineração","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","44599","auto",NA,NA,"Campo ferruginoso. Arbusto ca.2,3m, flores esverdeadas","2011","12","12",NA,NA,NA,NA
"19","2019-11-06 09:56:00-03","UFOP","OUPR","8842","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Roschel, M.B.","1999","07","09","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Estrada da Torre, SAMARCO Mineração","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","585","44599","auto",NA,NA,"Campo ferruginoso. Arbusto, ca.2,3m, frutos verdes","2011","12","12",NA,NA,NA,NA
"20","2019-11-06 09:56:00-03","UFOP","OUPR","15571","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Lisboa, M.A.","1975","08","18","Brasil","Minas Gerais","Ouro Preto","Morro do Cruzeiro","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","44599","auto",NA,NA,NA,"2011","12","12",NA,NA,NA,NA
"21","2019-11-06 09:56:00-03","UFOP","OUPR","15578","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Badini, J.","1972","06","17","Brasil","Minas Gerais","Ouro Preto","Morro do Fraga","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","44599","auto",NA,NA,"Sobre a canga. Arbusto, flores amarelas","2011","12","12",NA,NA,NA,NA
"22","2019-11-06 09:56:00-03","UFOP","OUPR","22531","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Bünger, M.O.; Scalon, V.R. & Silva, J.L.","2007","05","29","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Morro do Cachorro","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","44599","auto",NA,NA,"Campo rupestre. Arbusto, ca.2m","2011","12","12",NA,NA,NA,NA
"23","2019-11-06 09:56:00-03","UFOP","OUPR","22298","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Messias, M.C.T.B.","2008","11","28","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.","2256","44599","auto",NA,NA,"Arbusto, 2,6m, flores amarelo-claras, folhas glaucas. Campo rupestre sobre canga ferruginosa","2011","12","13",NA,NA,NA,NA
"24","2019-11-06 09:56:00-03","UFOP","OUPR","20788","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2007","12","05","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.","1636","44599","auto",NA,NA,"Arbusto, 1,5m, flores amarelo-claras, folhas glaucas. Campo rupestre, campo sujo sobre itabirito","2011","12","13",NA,NA,NA,NA
"25","2019-11-06 09:56:00-03","UFOP","OUPR","20812","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2007","11","21","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.","1562","44599","auto",NA,NA,"Arbusto, 2,5m. Campo rupestre, sobre canga ferruginosa","2011","12","13",NA,NA,NA,NA
"26","2019-11-06 09:56:00-03","UFOP","OUPR","20542","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2007","05","04","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.","1291","44599","auto",NA,NA,"Arbusto, 1,3m, em botões florais. Campo rupestre","2011","12","13",NA,NA,NA,NA
"27","2019-11-06 09:56:00-03","UFOP","OUPR","20971","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2007","10","10","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco. Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.","1437","44599","auto",NA,NA,NA,"2011","12","13",NA,NA,NA,NA
"28","2019-11-06 09:56:00-03","UFOP","OUPR","4478","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Badini, J.","1973","07","29","Brasil","Minas Gerais","Ouro Preto","Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","44599","auto",NA,NA,"Campo ferruginoso. Arbusto, flores amarelas","2011","12","12",NA,NA,NA,NA
"29","2019-11-06 09:56:00-03","UFOP","OUPR","18112","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Glaziou, A.F.M.",NA,NA,NA,"Brasil","Minas Gerais","Sabará","Ad Faria","-43.8067016601562","-19.8864002227783",NA,NA,NA,NA,NA,"Kosterm.","Moraes, P.L.R.","s.n.","18805","auto",NA,NA,NA,"2001","11","28",NA,NA,NA,NA
"30","2020-12-21 16:30:44-03","MBM","MBM","265941","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Roth, L.","1957","01","15","Brazil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,"MBM265941","MBM265941",NA,"Kosterm.","Moraes, P.","1724","17082","auto",NA,NA,"Arbusto de Cerrado, fl. esverdeadas. madeira porosa.","2009","05","04","Southern America",NA,NA,NA
"31","2020-12-21 16:30:44-03","MBM","MBM","223744","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Souza, V.C.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"MBM223744","MBM223744",NA,"Kosterm.","Baitello, J.B.","10120","22051","auto",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"32","2020-12-21 16:30:44-03","MBM","MBM","260244","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Teixeira, W.A.","2000","06","17","Brazil","Minas Gerais","Barão de Cocais","Serra Dois Irmãos","-43.4872016906738","-19.94580078125",NA,NA,"MBM260244","MBM260244",NA,"Kosterm.","Werff, H. van der","s.n.","21378","auto",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"33","2020-12-21 16:30:44-03","MBM","MBM","262573","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Lores, F.G.","1995","01","21","Brazil","Minas Gerais","Belo Horizonte","3km ao S de Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"MBM262573","MBM262573",NA,"Kosterm.",NA,"5585","17082","auto",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"34","2020-12-21 16:30:44-03","MBM","MBM","276934","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Trameirão Neto, E.",NA,NA,NA,"Brazil","Minas Gerais","Nova Lima","Mina do Capão Xavier","-43.8466987609863","-19.9855995178223",NA,NA,"MBM276934","MBM276934",NA,"Kosterm.",NA,"3412","29211","auto",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"35","2020-12-11 11:37:00-03","UFMG","BHCB","181705","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Brina, AE","2015","01","27","Brasil","Minas Gerais","Itabirito",NA,"-43.920222","-20.419889","-43.920222","-20.419889",NA,NA,"Dicotyledon","Kosterm.",NA,"s.n.",NA,NA,NA,NA,"Arbusto; Canga Nodular",NA,NA,NA,"Southern America",NA,NA,NA
"36","2020-12-11 11:37:00-03","UFMG","BHCB","167452","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Miranda, E; Tomich, S; Machado, TM; Souza, FS","2013","02","20","Brasil","Minas Gerais","São Gonçalo","Mina Brucutu, Litotipo: Canga; com laterita e, localmente, com fragmentos rolados de rocha.","-43.448333","-19.882222","-43.448333","-19.882222",NA,NA,"Dicotyledon","Kosterm.",NA,"439",NA,NA,"940","940","Arbusto em Campo Rupestre Ferruginoso Arbustivo. Projeto Lacunas do Conhecimento.","2014","04",NA,"Southern America",NA,NA,NA
"37","2020-12-11 11:37:00-03","UFMG","BHCB","167513","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Miranda, E; Tomich, S; Machado, TM; Souza, FS","2013","02","22","Brasil","Minas Gerais","Catas Altas","Mina Fazendão, Litotipo: Canga; fragmentos de formação ferrífera cimentados por limonita.","-43.415556","-20.159167","-43.415556","-20.159167",NA,NA,"Dicotyledon","Kosterm.",NA,"926",NA,NA,"872","872","Arbusto em Campo Rupestre Ferruginoso Aberto, fruto verde. Projeto Lacunas do Conhecimento.","2014","04",NA,"Southern America",NA,NA,NA
"38","2020-12-11 11:37:00-03","UFMG","BHCB","167510","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Miranda, E; Tomich, S; Machado, TM; Souza, FS","2013","02","22","Brasil","Minas Gerais","Catas Altas","Mina Fazendão, Litotipo: Canga; fragmentos de formação ferrífera cimentados por limonita.","-43.415556","-20.159167","-43.415556","-20.159167",NA,NA,"Dicotyledon","Kosterm.",NA,"923",NA,NA,"872","872","Arbustiva em Campo Rupestre Ferruginoso Aberto, frutos verdes. Projeto Lacunas do Conhecimento.","2014","04",NA,"Southern America",NA,NA,NA
"39","2020-12-11 11:37:00-03","UFMG","BHCB","180456","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Rezende, SG; Justo, AG","2015","04","13","Brasil","Minas Gerais","Nova Lima","Serra do Rola Moça, Próximo a entrada do parque","-44.675833","-20.091944","-44.675833","-20.091944",NA,NA,"Dicotyledon","Kosterm.",NA,"4817",NA,NA,"1400","1425","Herbáceo; Campo Sujo","2015","04",NA,"Southern America",NA,NA,NA
"40","2020-12-11 11:37:00-03","UFMG","BHCB","180455","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Rezende, SG; Justo, AG","2015","04","13","Brasil","Minas Gerais","Nova Lima","Serra do Rola Moça, Próximo a entrada do parque","-44.675833","-20.091944","-44.675833","-20.091944",NA,NA,"Dicotyledon","Kosterm.",NA,"4816",NA,NA,"1400","1425","Herbáceo; Campo Sujo","2015","04",NA,"Southern America",NA,NA,NA
"41","2020-12-11 11:37:00-03","UFMG","BHCB","165447","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","02","22","Brasil","Minas Gerais","Catas Altas","Mina de Fazendão, Chapada do Canga. Litotipo: Canga: fragmentos de formação ferrífera cimentados por limonita.","-43.415556","-20.159167","-43.415556","-20.159167",NA,NA,"Dicotyledon","Kosterm.",NA,"2038",NA,NA,"872","872","Arbusto no Campo Rupestre Ferruginoso Arbustivo, flores brancas. Projeto Lacunas do Conhecimento.","2014","04",NA,"Southern America",NA,NA,NA
"42","2020-12-11 11:37:00-03","UFMG","BHCB","163895","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Giorni, VT","2012","11",NA,"Brasil","Minas Gerais","Mariana","Samarco - Córrego das Almas, Coordenadas aproximadas.","-43.854939","-20.2554","-43.854939","-20.2554",NA,NA,"Dicotyledon","Kosterm.",NA,"s.n.",NA,NA,"1100","1100","Coordenadas aproximadas.; Arbustivo.; Campo Rupestre sobre Canga.",NA,NA,NA,"Southern America",NA,NA,NA
"43","2020-12-11 11:37:00-03","UFMG","BHCB","107485","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Mendes, MS; et al.","2007","02","02","Brasil","Minas Gerais","Itabiriro","Região da Gerdal, Próximo a BR 040, Mina Várzea do Lopes",NA,NA,NA,NA,NA,NA,"Dicotyledon","Kosterm.",NA,"s.n.",NA,NA,NA,NA,"Habito: arbustivo",NA,NA,NA,"Southern America",NA,NA,NA
"44","2020-12-11 11:37:00-03","UFMG","BHCB","117163","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Mendes, MS; et al.","2007","02","02","Brasil","Minas Gerais","Itabirito","Mina Várzea do Lopes, Região da Gerdal, próximo a BR 040","-43.932583","-20.301806","-43.932583","-20.301806",NA,NA,"Dicotyledon","Kosterm.",NA,"s.n.",NA,NA,"1260","1260","Campo sujo. Herbácea",NA,NA,NA,"Southern America",NA,NA,NA
"45","2020-12-11 11:37:00-03","UFMG","BHCB","159815","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Vidal, CV; Paula-Souza, J","2012","02","14","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.983906","-20.107833","-43.983906","-20.107833",NA,NA,"Dicotyledon","Kosterm.",NA,"870",NA,NA,NA,NA,"Floresta semidecidual, arbóreo",NA,NA,NA,"Southern America",NA,NA,NA
"46","2020-12-11 11:37:00-03","UFMG","BHCB","165375","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","01","17","Brasil","Minas Gerais","Nova Lima","Capitão do Mato, Litotipo: Canga; capeamento limonítico contendo, em muitos lugares, detritos, calhaus e matacões de formação ferrífera e hematita cimentados.","-43.956111","-20.095556","-43.956111","-20.095556",NA,NA,"Dicotyledon","Kosterm.",NA,"2289",NA,NA,"1531","1531","Arbusto em Campo Rupestre Ferruginoso Arbustivo, flores brancas. Projeto Lacunas do Conhecimento.","2014","04",NA,"Southern America",NA,NA,NA
"47","2020-12-11 11:37:00-03","UFMG","BHCB","165686","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","01","08","Brasil","Minas Gerais","Nova Lima","Retiro das Pedras, Litotipo: Itabirito.","-43.991389","-20.077222","-43.991389","-20.077222",NA,NA,"Dicotyledon","Kosterm.",NA,"1720",NA,NA,"1423","1423","Arbusto com botões florais. Projeto Lacunas do Conhecimento.","2013","01",NA,"Southern America",NA,NA,NA
"48","2020-12-11 11:37:00-03","UFMG","BHCB","165898","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","04","15","Brasil","Minas Gerais","Brumadinho","Córrego do Feijão, Litotipo: Itabirito dolomítico, metacalcário, metacalcário dolomítico e filito.","-44.15","-20.100556","-44.15","-20.100556",NA,NA,"Dicotyledon","Kosterm.",NA,"2603",NA,NA,"1187","1187","Arbusto em Campo Cerrado Ferruginoso, botões cremes. Projeto Lacunas do Conhecimento.","2014","04",NA,"Southern America",NA,NA,NA
"49","2020-12-11 11:37:00-03","UFMG","BHCB","166022","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","01","30","Brasil","Minas Gerais","Congonhas","Mina de Fábrica, Cava João Pereira. Litotipo: Itabirito hematítico, magnetítico indiferenciados.","-43.918889","-20.441111","-43.918889","-20.441111",NA,NA,"Dicotyledon","Kosterm.",NA,"1848",NA,NA,"1470","1470","Arbusto em Campo Rupestre Ferruginoso Arbustivo, com e sem Vellozia, botões verdes. Projeto Lacunas do Conhecimento.","2013","01",NA,"Southern America",NA,NA,NA
"50","2020-12-11 11:37:00-03","UFMG","BHCB","166147","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","03","07","Brasil","Minas Gerais","Mariana","Mina de Alegria, Morro da Mina. Litotipo: Itabirito, itabirito filítico e dolomítico.","-43.453056","-20.161667","-43.453056","-20.161667",NA,NA,"Dicotyledon","Kosterm.",NA,"2102",NA,NA,"993","993","Arbusto no Campo Rupestre Ferruginoso Arbustivo, flores alvas. Projeto Lacunas do Conhecimento.","2014","04",NA,"Southern America",NA,NA,NA
"51","2020-12-11 11:37:00-03","UFMG","BHCB","167337","PreservedSpecimen","Plantae","Lauraceae","Cinnamomum","quadrangulum","Cinnamomum quadrangulum","Miranda, E; Tomich, S; Machado, TM; Souza, FS","2013","02","26","Brasil","Minas Gerais","Nova Lima","Mina Capitão do Mato, Litotipo: Canga rica e talus de hematita: canga de alto teor com calhaus de hematita soltos ou cimentados.","-43.901944","-20.110556","-43.901944","-20.110556",NA,NA,"Dicotyledon","Kosterm.",NA,"717",NA,NA,"1376","1376","Arbusto em Campo Rupestre Ferruginoso Arbustivo. Projeto Lacunas do Conhecimento.","2014","04",NA,"Southern America",NA,NA,NA
