"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","fieldNumber","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","class","previousCatalogNumber","sex"
"47","2020-09-02 16:35:22-03","Cenargen","CEN","64244","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","L. B. Bianchetti","Vali Joana Pott","8554","2005","12","12",NA,"Brasil","MS","Fazenda Laudejá, divisa com Fazenda Santo Antônio, entorno do Parque Nacional da Serra da Bodoquena.","-57.8824996948242","-21.6989002227783","525","525","Exsicatas","Escapo com 50 cm de altura; Esparso; Lábio inferior castanho claro; Campo herbáceo úmido com surgências, em declive, após fogo e chuva; Doação do Herbário HMS (11584) - Herbário Mato Grosso Do Sul. EMBRAPA Gado de Corte. Projeto: Avaliação Ecológica Rápida do Parque Nacional da Serra da Bodoquena.","CEN00064244","CEN00064244","PORTO MURTINHO","185577","auto","2007","06",NA,NA,NA,NA,NA,"1",NA,NA,NA
"48","2020-09-02 16:35:22-03","Cenargen","CEN","101444","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.",NA,"Bárbara Pachêco","6","2016","09","13",NA,"Brasil","GO","Área da mineradora Anglo American Brasil.","-48.9157981872559","-14.9708003997803",NA,NA,"Exsicatas","Doação","CEN00101444","CEN00101444","BARRO ALTO","39532","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"49","2015-02-26 09:30:08-03","NHMLondon","NHM-LONDON-BOT","BM000077494","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.",NA,"George Gardner; b.1812; d.1849; Gardner","3451","1839","10",NA,NA,"Brasil",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"NHMUK:ecatalogue:4634183",NA
"50","2019-11-01 15:15:33-03","UnB","UB","4410","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb. f.) Schltr.","Bianchetti, LB","Oliveira, RS","11","1994","10","04","Southern America","Brasil","Distrito Federal","Santuário Ecológico do Riacho Fundo","-47.95","-15.85","1020","1020",NA,"Sépalas com pelos na parte externa.; Erva. Flor verde; Campo limpo recém-queimado.","UB0019823","UB0019823","Brasília",NA,NA,"1994","10",NA,"05","-47.95","-15.85",NA,NA,NA,NA,NA
"51","2019-11-01 15:15:33-03","UnB","UB","4428","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb. f.) Schltr.","Bianchetti, LB","Oliveira, RS","30","1994","11","29","Southern America","Brasil","Distrito Federal","Santuário Ecológico do Riacho Fundo","-47.95","-15.85","1020","1020",NA,"A planta já se encontrava em senescência, quase seca.; Erva; Campo limpo.","UB0030378","UB0030378","Brasília",NA,NA,"1994","11",NA,"29","-47.95","-15.85",NA,NA,NA,NA,NA
"52","2019-11-01 15:15:33-03","UnB","UB","87735","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb. f.) Schltr.","Barros, F","Incógnito","s.d.s.n.",NA,NA,NA,"Southern America","Brasil","Mato Grosso","Base Camp, Lago Leo","-51.766667","-12.816667",NA,NA,NA,"Erva terrestre com raízes carnosas. Escapo floral com 25cm. Sépalas esverdeadas, pilosas no dorso com a parte interna alvecente","UB0019062","UB0019062",NA,NA,NA,"1996","02",NA,"01","-51.766667","-12.816667",NA,NA,NA,NA,NA
"53","2014-10-09 13:58:31-03","UHH","HBG","506820","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb. f.) Schltr.","Szlachetko, D.L.","Sello, F.",NA,NA,NA,NA,"South America","Brazil",NA,"Brasilia",NA,NA,NA,NA,NA,"Reliquiae d. Sello<br>Orchideae quas accepi non determinatae ex herbario Olfers. Lectae in Brasilia<br>ex Herb. P. Magnus NEOTROP","HBG506820","HBG506820",NA,NA,NA,"1995","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:12:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stenorrhynchos","macranthum","Stenorrhynchos macranthum","(Rchb.f.) Cogn.",NA,"Claussen, P","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in prov. Minas Geraës",NA,NA,NA,NA,NA,"Floret Octobri-Februario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:12:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stenorrhynchos","macranthum","Stenorrhynchos macranthum","(Rchb.f.) Cogn.",NA,"Gardner, G","3451",NA,NA,NA,"Southern America","Brazil","Goiás","in prov. Goyaz",NA,NA,NA,NA,NA,"Floret Octobri-Februario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:12:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stenorrhynchos","macranthum","Stenorrhynchos macranthum","(Rchb.f.) Cogn.",NA,"Riedel, L","653?",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","ad Rio Pardo prope Cassapoa;","-52.3781","-29.9897",NA,NA,NA,"Floret Octobri-Februario; in campis graminosis humidiusculis; HABITAT: in campis graminosis humidiusculis",NA,NA,"Rio Pardo","46320","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:12:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stenorrhynchos","macranthum","Stenorrhynchos macranthum","(Rchb.f.) Cogn.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in paludibus et in campis fertilibus ad ripas lacuum ad Lagoa Santa","-43.8897","-19.6272",NA,NA,NA,"Floret Octobri-Februario",NA,NA,"Lagoa Santa","12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:12:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stenorrhynchos","macranthum","Stenorrhynchos macranthum","(Rchb.f.) Cogn.",NA,"Regnell, AF","ser. III.1198",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in adscensu Serra de Caldas locis umbrosis subsiccis.","-46.3861","-21.9236",NA,NA,NA,"Floret Octobri-Februario",NA,NA,"Caldas","25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:12:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stenorrhynchos","macranthum","Stenorrhynchos macranthum","(Rchb.f.) Cogn.",NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in adscensu Serra de Caldas locis umbrosis subsiccis.","-46.3861","-21.9236",NA,NA,NA,"Floret Octobri-Februario",NA,NA,"Caldas","25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:12:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Stenorrhynchos","macranthum","Stenorrhynchos macranthum","(Rchb.f.) Cogn.",NA,"Mosén, CWH","4419",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in adscensu Serra de Caldas locis umbrosis subsiccis.","-46.3861","-21.9236",NA,NA,NA,"Floret Octobri-Februario",NA,NA,"Caldas","25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:52:22-03","UFRGS","ICN","177603","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb. f.) Schltr.","Buzatto, CR","Bordignon, SAL","s.n.",NA,NA,NA,"América do Sul","Brasil","RS",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"ICN00041108",NA,"São Francisco de Paula","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:52:22-03","UFRGS","ICN","174065","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb. f.) Schltr.","Buzatto, CR","Bordignon, SAL","s.n.","2007","01","23","América do Sul","Brasil","RS",NA,"-50.5835990905762","-29.4480991363525","838","838",NA,NA,NA,NA,"São Francisco de Paula","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:13:47-03","IBt","SP","29061","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Edwall, G","Loefgren, A","CGG4457","1899","12",NA,NA,"Brasil","São Paulo","Mirante Paranapanema.",NA,NA,NA,NA,NA,NA,"SP009689","SP009689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:13:47-03","IBt","SP","29078","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Hoehne, FC","Ininteligível","1198",NA,NA,NA,NA,"Desconhecido",NA,NA,NA,NA,NA,NA,NA,"Rótulo ilegível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:13:47-03","IBt","SP","305452","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Batista, JAN","Cordovil, SP; Santos, HGP; Rocha, DMS","128","1992","10","08",NA,"Brasil","Goiás","Fazenda Aranha a 8 km do Córrego Castelão","-49.1408004760742","-14.5247001647949",NA,NA,NA,NA,NA,NA,"Uruaçu","80860","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:13:47-03","IBt","SP","305453","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Bianchetti, LB","Cordovil, SP; Santos, HGP; Rocha, DMS","63","1992","10","06",NA,"Brasil","Goiás","Fazenda Macaco; margem esquerda do córrego vermelho","-49.1408004760742","-14.5247001647949",NA,NA,NA,NA,NA,NA,"Uruaçu","80860","auto","1992","10",NA,"15",NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:13:47-03","IBt","SP","28449","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Guimarães, LRS","Hoehne, FC","s.n.","1931","11","11",NA,"Brasil","São Paulo","Morro do Jaraguá","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"São Paulo","53584","auto","2011","02",NA,"07",NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:13:47-03","IBt","SP","28449A","S","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(Rchb.f.) Schltr.","Barros, F","Handro, O","s.n.","1938","11","12",NA,"Brasil","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"São Paulo","53584","auto","1980","08",NA,"22",NA,NA,NA,NA,NA,NA,NA
"69","2020-02-21 16:35:07-03","AMES","HU-HERB","AMES 01943691","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(H. G. Reichenbach) Schlechter",NA,"O. E. White","2406","1921",NA,NA,"South America","Bolivia",NA,"[no additional data]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"2406",NA,NA,NA,NA,NA,NA,NA,"undetermined"
"70","2020-02-21 16:32:48-03","AMES","HU-HERB","AMES 01943693","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(H. G. Reichenbach) Schlechter",NA,"O. E. White","2407a","1921",NA,NA,"South America","Bolivia",NA,"[no additional data]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"2407a",NA,NA,NA,NA,NA,NA,NA,"undetermined"
"71","2020-02-21 16:31:48-03","AMES","HU-HERB","AMES 01943694","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(H. G. Reichenbach) Schlechter",NA,"O. E. White","s. n.","1921",NA,NA,"South America","Bolivia",NA,"[no additional data]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"s. n.",NA,NA,NA,NA,NA,NA,NA,"undetermined"
"72","2020-02-21 16:30:02-03","AMES","HU-HERB","AMES 01943696","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(H. G. Reichenbach) Schlechter",NA,"[no data available]",NA,NA,NA,NA,"South America","Venezuela",NA,"[no additional data]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"73","2020-02-21 16:29:06-03","AMES","HU-HERB","AMES 01943697","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(H. G. Reichenbach) Schlechter",NA,"A. Fendler",NA,NA,NA,NA,"South America","Venezuela",NA,"[no additional data]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"74","2020-02-21 16:27:30-03","AMES","HU-HERB","AMES 01943699","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(H. G. Reichenbach) Schlechter",NA,"O. E. White","1504","1921",NA,NA,"South America","Bolivia",NA,"[no additional data]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"1504",NA,NA,NA,NA,NA,NA,NA,"undetermined"
"75","2020-02-21 16:26:42-03","AMES","HU-HERB","AMES 01943700","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(H. G. Reichenbach) Schlechter",NA,"O. E. White","1504","1921","12","25","South America","Bolivia",NA,"near Reyes",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"1504",NA,NA,NA,NA,NA,NA,NA,"undetermined"
"76","2020-02-21 16:23:05-03","AMES","HU-HERB","AMES 01943701","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(H. G. Reichenbach) Schlechter",NA,"M. Cárdenas H.","2918","1934","10",NA,"South America","Bolivia",NA,"Dept. Santa Cruz. Oriente. Ypias (Between José and Roboré)",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"2918",NA,NA,NA,NA,NA,NA,NA,"undetermined"
"77","2020-02-21 16:07:13-03","AMES","HU-HERB","AMES 01943702","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(H. G. Reichenbach) Schlechter",NA,"O. E. White","2406","1921",NA,NA,"South America","Bolivia",NA,"[no additional data]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"2406",NA,NA,NA,NA,NA,NA,NA,"undetermined"
"78","2020-02-21 16:28:18-03","GH","HU-HERB","GH 01943698","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pteroglossa","macrantha","Pteroglossa macrantha","(H. G. Reichenbach) Schlechter",NA,"A. Fendler",NA,NA,NA,NA,"South America","Venezuela",NA,"[no additional data]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
