"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2020-06-29 11:32:52-03","UFRJ","RFA","7189","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"E. Pereira",NA,"Brasil",NA,"Árvore, flor amarela","RFA51070",NA,"4497","1959","02","24","Rio de Janeiro","Rio de Janeiro","Estrada da Barra, São Conrado","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:32:52-03","UFRJ","RFA","10215","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"P. Occhioni",NA,"Brasil",NA,"Árvore grande, copa frondosa, flor amarelo-ouro, frequente","RFA51148",NA,"4237","1971","01","20","Rio de Janeiro","Rio de Janeiro","Guanabara, matas do morro dos Dois Irmãos","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:32:52-03","UFRJ","RFA","4065","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,NA,NA,"Brasil",NA,NA,"RFA51074",NA,NA,NA,NA,NA,"Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:32:52-03","UFRJ","RFA","10536","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"P. Occhioni",NA,"Brasil",NA,"Árvore grande, flor amarela","RFA51065",NA,"4517","1971","04",NA,"Rio de Janeiro","Rio de Janeiro","Guanabara, Morro Dois Irmãos, Gávea","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:25:50-03","UFBA","ALCB","11572","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"s.col.","Southern America","Brasil",NA,NA,"ALCB015686","ALCB015686","s/n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:25:50-03","UFBA","ALCB","11573","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"s.col.","Southern America","Brasil",NA,NA,"ALCB015687","ALCB015687","s/n",NA,NA,NA,NA,NA,"Vochysiaceae comum no sul do Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:25:50-03","UFBA","ALCB","11574","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"s.col.","Southern America","Brasil",NA,NA,"ALCB015688","ALCB015688","s/n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:25:50-03","UFBA","ALCB","61347","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Nascimento, FHF","Southern America","Brasil",NA,"10 m de altura. Folhas cartáceas, discolores. Flores amarelas. Frutos imaturos amarelos. Látex translúcido ocráceo.","ALCB057240",NA,"373","2000","04","01","Bahia","Rio do Pires","Chapada Diamantina, Campo do Cigano.","-41.924722","-13.261944","1750","1750",NA,NA,"-41.924722","-13.261944",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:25:50-03","UFBA","ALCB","61702","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Nascimento, FHF","Southern America","Brasil",NA,"12,0 m de altura. Folhas cartáceas, discolores. Flores amarelas. Frutos imaturos amarelos. Látex translúcido ocráceo.","ALCB057239",NA,"362","2000","04","01","Bahia","Rio do Pires","Chapada Diamantina, Campo do Cigano.","-41.924722","-13.261944","1750","1750",NA,NA,"-41.924722","-13.261944",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:25:50-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Nascimento, FHF","Southern America","Brasil",NA,"10 m de altura. Folhas cartáceas, discolores. Flores amarelas. Frutos imaturos amarelos. Látex translúcido ocráceo.",NA,NA,"373","2000","04","01","Bahia","Rio do Pires","Chapada Diamantina, Campo do Cigano.","-41.924722","-13.261944","1750","1750",NA,NA,"-41.924722","-13.261944",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769645","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Harley RM; et al.","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769645","NL-U1769645",NA,"1977","01","12",NA,NA,"Brazil: Estado da Bahia, coastal Zone, Parque Nacioanl de Monte Pascoal. On N.W. slopes of Monte Pascoal.","-39.416667","-16.883333",NA,NA,NA,NA,"-39.416667","-16.883333","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769646","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Porto PC","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769646 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769646","NL-U1769646",NA,NA,NA,NA,NA,NA,"Rio de Janeiro prope urbem.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769647","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Porto PC","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769647","NL-U1769647",NA,NA,NA,NA,NA,NA,"Rio de Janeiro prope urbem.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769648","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Pessoal do Horto Florestal","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769648","NL-U1769648",NA,"1927","01","08",NA,NA,"Matta do Corvado, Rio.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769649","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Herb Drake E","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769649","NL-U1769649",NA,NA,NA,NA,NA,NA,"Bresil-Rio De Janeiro,leor Covado, Glaziou.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:08:33-03","NBC","NL-BOTANY","U.1769650","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Herb Drake E","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769650","NL-U1769650",NA,NA,NA,NA,NA,NA,"Bresil. Ca. Rio de Janeiro,Nadeaud.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:20:59-03","ESALQ","ESA","70017","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata",NA,"Shimizu, G. H. S.","Krieger, L. et al.",NA,"Brasil",NA,NA,"ESA070017","ESA070017","23377.0","1988","12","17","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:20:59-03","ESALQ","ESA","70190","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Barbosa, A.R.","Franco, G.A.D.C. et al.",NA,"Brasil",NA,NA,"ESA070190","ESA070190","2923.0","2000","04","19","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:33:58-03","MN","R","72739","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Mart.","Vianna, M.C.","Freire Allemão, F.",NA,"Brasil",NA,NA,"R010053371","R010053371_001 R010053371_002",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA
"30","2014-09-04 12:56:05-03","UNICAP","HUCPE","576","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","E. Tavares","Ramalho, F. .B.",NA,"Brasil",NA,"Árvore com mais ou menos 4 m de altura, flores amarelas, sem perfume. Resinífera.",NA,NA,"450","1976","05","14","Maranhão","Barra do Corda","Fazenda Mucunã.","-45.231171","-5.49825",NA,NA,NA,NA,"-45.231171","-5.49825",NA,"1976","01","01",NA,NA,NA,NA
"31","2019-02-15 11:52:07-02","IPA","IPA","2382","S","Plantae","Plantae",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Andrade-Lima","Southern America","Brasil",NA,"Árvore, flores vistosas amarelas.","IPA0002382",NA,"51-960","1951","12","26","Rio de Janeiro",NA,"Morros da Gávea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-07-26 11:41:29-03","IPA","IPA","32763","S","Plantae","Plantae",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Cooper, S.M.","Harley, R.M.; et al.; et al.","Southern America","Brasil",NA,"Tree to 10 metres. Trunk 15cm in diameter. Leaves coriaceous glossy green. Flowers and pedicels bright yellow.; Rain forest, changing to disturbed areas with scattered tree and woodland, dominated by Pteridium, at higher altitudes. Th","IPA0032763",NA,"17866","1977","01","12","Bahia","Porto Seguro","Parque Nacional do Monte Pascoal, on NW slopes of Monte Pascoal.","-39.416667","-16.883333","200","586",NA,NA,"-39.416667","-16.883333",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:52:07-02","IPA","IPA","62643","S","Plantae","Plantae",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Nascimento, F.H.F.; Sousa, A.E.A.; Sousa, A.E.A.","Southern America","Brasil",NA,"Árvore,257 cm perímetro, 23m de altura. Folhas discolores, face adaxial verde escura. frutos verdes, látex translúcido.","IPA0062643",NA,"4","1998","06","20","Bahia","Água Quente","Base do Pico do Itoibira, interior da mata.",NA,NA,"1700","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:43:22-03","UNICAMP","UEC","172470","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Nascimento, FHF","Nascimento, FHF",NA,"Brazil",NA,"Árvore ca. 15m altura. Folhas discolores, coriáceas. Flores e botões amarelos.; Mata do Cafundó. Floresta Alto-montana.","UEC016636","UEC016636","534","2006","01",NA,"Bahia","Rio de Contas","Serra das Almas - Campo do Queiroz.","-41.9625","-13.511944",NA,NA,NA,NA,"-41.9625","-13.511944",NA,"2010","03",NA,NA,NA,NA,NA
"35","2021-03-01 16:43:22-03","UNICAMP","UEC","186283","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Vianna, M","Sucre, D; Barroso, GM; Ichaso, CL",NA,"Brazil",NA,"Árvore mais alta encontrada no local, com cerca de 14 metros de altura; folhas verde lúcido na página ventral com bordas e nervuras central amareladas; face dorsal verde claro; frutos novos verde-amarelados.; Restinga.","UEC111854","UEC111854","5220","1969","06","09","Rio de Janeiro",NA,"Brasil, Estado do Rio de Janeiro (antiga Guanabara), mata alagadiça do lado norte da Pedra do Itaúna, Restinga de Jacarepaguá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979","01",NA,NA,NA,NA,NA
"36","2021-03-01 16:43:22-03","UNICAMP","UEC","192532","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Gomes, M","Baez, C; Gomes, R; Lima, T; Nines, R",NA,"Brazil",NA,"Árvore matriz n° 187; CAP 398 cm; Corte laranja ao aoxidar.Folhas verdes com nervuras e peciolos verde-amarelados. Flores amarelas. Altura:33m . Habitat: Floresta Ombrófila Densa em estágio avançado de regeneração. Solo predominantem","UEC166406","UEC166406","1452","2018","03","10","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Trilha para Pedra do Desengano.","-41.936111","-21.879722","1107","1107",NA,NA,"-41.936111","-21.879722",NA,"2018","07","24",NA,NA,NA,NA
"37","2021-03-01 16:43:22-03","UNICAMP","UEC","41640","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Cooper, SM","Harley, RM; et al.",NA,"Brazil",NA,"Treeto 10 m, trunk 15cm in diameter. Leaves coriaceous glossy greens. Flowers and pedicels bright yellow.; Rain forest, changing to disturbed areas with scattered trees and woodland, dominated by Pteridium, at higher altitudes.","UEC083574","UEC083574","17866","1977","01","12","Bahia",NA,"Parque Nacional de Monte Pascoal. On N.W. slopes of Monte Pascoal. Rain forest, changing to disturbed areas with scattered trees and woodland, dominated by Pteridium, at higher altitudes.&nf;Alt. 200- 586m 29º 25'w, 16º 53's .&nf;this plant growing at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-20 10:28:22-03","UNICAMP","UEC","157720","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Torres, RB",NA,"Brazil",NA,NA,"UEC015883","UEC015883","s.n.",NA,NA,NA,"São Paulo","Campinas","IAC, Monjolinho, CEC, Quadra do Café L17 P29","-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:43:22-03","UNICAMP","UEC","116369","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Barbosa, A","Franco, G; et al.",NA,"Brazil",NA,"Árvore ca. 7m alt., com frutos imaturos verdes, borda de mata.; Floresta Ombrófila densa de encosta com perturbbação.","UEC058742",NA,"2923","2000","04","19","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, estrada da Limeira, 23º 44's, 45º 32'w.","-45.4099998474121","-23.7600002288818",NA,NA,"41977","auto",NA,NA,NA,"2000","06",NA,NA,NA,NA,NA
"40","2021-03-01 16:43:22-03","UNICAMP","UEC","116078","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Barbosa, A","Franco, G; et al.",NA,"Brazil",NA,"Árvore ca. 7m alt., com frutos imaturos verdes, borda de mata.; Floresta Ombrófila densa de encosta com perturbbação.","UEC083576","UEC083576","2923","2000","04","19","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, estrada da Limeira, 23º 44's, 45º 32'w.","-45.4099998474121","-23.7600002288818",NA,NA,"41977","auto",NA,NA,NA,"2000","06",NA,NA,NA,NA,NA
"41","2019-11-06 09:57:56-03","UFOP","OUPR","21808","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.","Shimizu, G.H.; Yamamato, K.","s.col.",NA,"Brasil",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Minas Gerais",NA,"Perto de Conselheiro Lafaiete",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10",NA,NA,NA,NA,NA
"42","2019-07-05 19:08:53-03","UFES","VIES","42264","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"Sossai, B.G.; Souza, T.; Alves-Araújo, A.",NA,"Brasil",NA,NA,"VIES042264","VIES042264","148","2018","04","03","Espírito Santo","Conceição da Barra","Trilha do Canastra. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 09:32:40-03","UFRRJ","RBR","12753","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"M.M.S. Conde",NA,"Brasil",NA,NA,"RBR00012753",NA,"469","2000","04","15","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Caminho da matriz.","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 09:32:40-03","UFRRJ","RBR","35143","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"T.D. Gaui; L.H. Soares",NA,"Brasil",NA,NA,"RBR00035143",NA,"s.n.","2008","04","00","Rio de Janeiro","Mangaratiba","Ilha da Marambaia","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 09:32:40-03","UFRRJ","RBR","12751","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"H.R.P. Lima",NA,"Brasil",NA,NA,"RBR00012751",NA,"351","2000","11","10","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Caminho da matriz.","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-06-29 09:32:40-03","UFRRJ","RBR","34333","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"G.A. Rodrigues",NA,"Brasil",NA,NA,"RBR00034333",NA,"35","2006","12","19","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Cota 100 m, parcela 07, planta 06; Vertente Baía de Sepetiba, morro à direita, após à Gruta (outro lado)","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-06-29 09:32:40-03","UFRRJ","RBR","12752","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","oppugnata","Vochysia oppugnata","(Vell.) Warm.",NA,"L.F.T. Menezes",NA,"Brasil",NA,NA,"RBR00012752",NA,"s.n.","1998","12","28","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praia da armação.","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
