"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"186","2020-09-02 16:19:55-03","Cenargen","CEN","50528","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Glocimar Pereira-Silva","6589","2002","07","06",NA,"Brasil","TO","PARANA","Canteiro da obra, cerca de 1 km a jusante da barragem.","-47.8830986022949","-12.6153001785278","270","Exsicatas",NA,"CEN00050528","CEN00050528","E. S. G. Guarino","270",NA,"2005","11",NA,"96675","auto","-4823417.0","-1279472.0",NA,NA,"4",NA
"187","2021-03-15 18:24:33-03","USP","SPF","44918","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Cid Ferreira, CA","6397","1985","10","10",NA,"Brasil","Mato Grosso","Santa Terezinha","Fazenda União. 5 km da cidade. Cerrado, solo arenoso.","-50.583333","-10.666667",NA,NA,"Arvoreta de 9 m alt. Frutos imaturos verdes. Frutos separados.","SPF00044918","SPF00044918","Marcondes-Ferreira, W",NA,NA,"1996","10",NA,NA,NA,"-50.583333","-10.666667",NA,NA,NA,NA
"188","2021-03-15 18:24:33-03","USP","SPF","147059","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Hatschbach, G","65639","1996","11","17",NA,"Brasil","Mato Grosso","Vila Bela Santíssima Trindade","Rio Guaporé, Próximo à barra do Rio Sararé. Mata às margens do rio.",NA,NA,NA,NA,"Árvore, 10 m, látex alvo.","SPF00147059","SPF00147059","Leeuwenberg, AJM",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-15 18:24:33-03","USP","SPF","71722","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Hashimoto, G","711","1949","07","28",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"Arbusto do cerrado, de 2 m de alt. Flores amarelo-claras.","SPF00071722",NA,"Marcondes-Ferreira, W",NA,NA,"1996","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-03-05 14:11:59-03","UNEMAT","HPAN","2143","PreservedSpecimen","Plantae","Magnoliidae","Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Morais, FF; Monteiro, R","313","2010","07","10","América","Brasil","Mato Grosso","Cáceres","Fazenda São Domingos, BR 070, fronteira Brasil/Bolívia.","-58.304444","-16.358889",NA,NA,"Projeto: Análise da composição e estrutura da comunidade arbustivo - arbórea de Savana no Sudoeste de Mato Grosso - Brasil. Exsiccata doada pelo Herbarium Rioclarense (HRCB 54838).","HPAN000002143",NA,"Araújo, D",NA,NA,"2012","06","13",NA,NA,"-58.304444","-16.358889",NA,NA,NA,NA
"191","2020-03-05 14:11:59-03","UNEMAT","HPAN","3229.1","PreservedSpecimen","Plantae","Magnoliidae","Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Carniello, MA; Lemes, SAL; Silva, MR","5047","2014","07","31","América","Brasil","Mato Grosso","Porto Estrela","Estação Ecol. Serra das Araras, Trilha da sede à cachoeira Boca do José.","-57.205528","-15.641028","237",NA,"Levantamento Florístico e Fitossociológico da Estação Ecológica Serra das Araras ao longo da Trilha da sede à cachoeira Boca do José.","HPAN000003229.1",NA,"Carniello, MA; Silva, DR","237",NA,"2015","02","11",NA,NA,"-57.205528","-15.641028",NA,NA,NA,NA
"192","2020-12-02 09:06:48-03","UNITINS","HUTO","1597","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Santos, E.R.","971","2008","08","27",NA,"Brasil","Tocantins","Palmas",NA,"-48.297778","-10.420833",NA,NA,"Árvore com cerca de 5 m de altura. Flores creme; Cerrado sensu stricto","HUTO001597","HUTO001597",NA,NA,NA,NA,NA,NA,NA,NA,"-48.297778","-10.420833",NA,NA,NA,NA
"193","2020-12-02 09:06:48-03","UNITINS","HUTO","2528","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Fonseca, M.L.","6236","2009","07","11",NA,"Brasil","Tocantins","Sandolândia","Bacia do Araguaia. Sub-bacia do rio Javaés. Serra do Clemente. Solo argiloso escuro com quartzo leitoso. Relevo levemente onduado","-49.771667","-12.561667","368",NA,"Árvore 10 m de altura 7 cm DAP. Casca gretada, cor cinza. Flores cartáceas, discolores. Botões florais cor verde. Flores amarelas. Comum.; Cerrado","HUTO002528","HUTO002528","Fonseca, M.L.","368",NA,"2010","08",NA,NA,NA,"-49.771667","-12.561667",NA,NA,NA,NA
"194","2020-12-02 09:06:48-03","UNITINS","HUTO","2164","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Haidar, R.F.","905","2008","10","08",NA,"Brasil","Tocantins",NA,"Sub-bacia do rio Formoso","-48.466111","-12.090278","286",NA,"Árvore com cerca de 4 m de altura. Flores brancas. Frutos bege-claro-esverdeados, exudação avermelhada; Cerrado típico","HUTO002164","HUTO002164","Haidar, R.F.","286",NA,"2008","10","08",NA,NA,"-48.466111","-12.090278",NA,NA,NA,NA
"195","2020-12-02 09:06:48-03","UNITINS","HUTO","7137","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Lemos, H.L.","133","2017","08","22",NA,"Brasil","Tocantins","Natividade","Bacia do rio Tocantins. Sub-bacia do rio Manuel Alves da Natividade","-47.562778","-11.576111",NA,NA,"Árvore com cerca de 7,50 m de altura. Frutos verdes canescentes. Latéx vermelho.; Cerrado s.s. típico.","HUTO007137",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.562778","-11.576111",NA,NA,NA,NA
"196","2020-12-02 09:06:48-03","UNITINS","HUTO","1522","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Santos, E.R.","882","2008","04","23",NA,"Brasil","Tocantins","Palmas","Sub-bacia do Ribeirão São João. Proximo ao prédio da Unitins Agro","-48.3602981567383","-10.2128000259399",NA,NA,"Inflorescência creme, odor agradável; Área antropica (proximo ao experimento de cultivo)","HUTO001522","HUTO001522",NA,NA,NA,NA,NA,NA,"62375","auto",NA,NA,NA,NA,NA,NA
"197","2020-12-02 09:06:48-03","UNITINS","HUTO","411","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Lemos, H.L.","548","2006","07","02",NA,"Brasil","Tocantins","Palmas","Sub-bacia do Ribeirão São João","-48.229722","-10.417778",NA,NA,"Árvore com cerca de 8 m de altura. Flor de cálice creme, corola amarela.; Cerradão","HUTO000411","HUTO000411",NA,NA,NA,NA,NA,NA,NA,NA,"-48.229722","-10.417778",NA,NA,NA,NA
"198","2019-10-07 09:13:10-03","UEFS","HUEFS","189355","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Pereira, B.A.S.","3724","2011","10","16",NA,"Brasil","Goiás","Niquelândia","Bacia do rio Tocantis. Faixa de domínio da BR-414, no trecho entre São Miguel do Quebra Linha e Niquelândia.","-48.620833","-14.754167","555",NA,NA,"HUEFS0189355","HUEFS0189355",NA,"555",NA,NA,NA,NA,NA,NA,"48W37'15''","14S45'15''","Asteranae",NA,NA,NA
"199","2019-10-07 09:13:10-03","UEFS","HUEFS","209301","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Lemos, H.L.","548","2006","08","02",NA,"Brasil","Tocantins","Palmas","Sub-bacia Ribeirão São João.","-36.229722","-10.417778",NA,NA,"Cerradão.","HUEFS0209301","HUEFS0209301",NA,NA,NA,NA,NA,NA,NA,NA,"36W13'47''","10S25'4''","Asteranae",NA,NA,NA
"200","2019-10-07 09:13:10-03","UEFS","HUEFS","209303","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Santos, E.R.","971","2008","08","27",NA,"Brasil","Tocantins","Palmas",NA,"-48.297778","-10.420833",NA,NA,"Cerrado sensu stricto.","HUEFS0209303","HUEFS0209303",NA,NA,NA,NA,NA,NA,NA,NA,"48W17'52''","10S25'15''","Asteranae",NA,NA,NA
"201","2019-10-07 09:13:10-03","UEFS","HUEFS","233743","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Fonseca, M.L.","4894","2003","10","20",NA,"Brasil","Goiás","Vila Propício","Assunção de Goiás. Fazenda Baixão.","-48.672222","-15.207778",NA,NA,"Cerrado.","HUEFS0233743","HUEFS0233743","M.L.Fonseca",NA,NA,"2004",NA,NA,NA,NA,"48W40'20''","15S12'28''","Asteranae",NA,NA,NA
"202","2019-10-07 09:13:10-03","UEFS","HUEFS","79416","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Duarte, A.P.","8182","1967","07","16",NA,"Brasil","Goiás",NA,"Base da Serra Dourada, vertente oriental.",NA,NA,NA,NA,NA,"HUEFS0079416","HUEFS0079416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"203","2019-10-07 09:13:10-03","UEFS","HUEFS","209300","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Santos, E.R.","882","2008","04","23",NA,"Brasil","Tocantins","Palmas","Sub-bacia Ribeirão São João. Próximo ao prédio da Unitins-Agro.","-48.3602981567383","-10.2128000259399",NA,NA,"Área antrópica (próximo a experimento de cultivo).","HUEFS0209300","HUEFS0209300",NA,NA,NA,NA,NA,NA,"62375","auto",NA,NA,"Asteranae",NA,NA,NA
"204","2019-12-04 16:39:37-03","FFCLRP","SPFR","1986","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Hatchkach",NA,"1973","08","29",NA,"Brasil","Mato Grosso do Sul","Coxim","Rodovia BR-163","-54.749231","-18.487075",NA,NA,NA,NA,NA,"Marcondes-Ferreira, W.",NA,NA,NA,NA,NA,NA,NA,"54o44'57.23W","18o29'13.47S",NA,NA,NA,NA
"205","2019-12-04 16:39:37-03","FFCLRP","SPFR","86","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile","Müll.Arg.","Lorenzi",NA,NA,NA,NA,NA,"Brasil","São Paulo","Mococa","Rio Pardo - Próximo à represa do Limoeiro","-46.996694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46o59'48.10W","21o25'23.34S",NA,NA,NA,NA
"206","2019-09-05 17:05:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"J. B. E. Pohl","s.n.",NA,NA,NA,"South America","Brazil","Goiás",NA,NA,"-48","-12",NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"207","2019-07-09 09:07:32-03","F","FMNH-SEEDPLANTS","V0092470F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"J. B. E. Pohl","1229 (1866)",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0092470F","V0092470F_01",NA,NA,"Isosyntype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"208","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421213F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"M. Nee","34716","1987","4","10","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0421213F","V0421213F_01 V0421213F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"209","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421214F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. Glaziou","20414","1907",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0421214F","V0421214F_01 V0421214F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"210","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421215F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"C. A. Cid Ferreira","6397","1985","10","10","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0421215F","V0421215F_01 V0421215F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"211","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421216F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"G. T. Prance","58443","1964","7","28","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0421216F","V0421216F_01 V0421216F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"212","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421217F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"C. A. Cid Ferreira","8801","1987","4","11","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0421217F","V0421217F_01 V0421217F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"213","2019-06-11 13:09:45-03","F","FMNH-SEEDPLANTS","V0421218F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"T. J. Killeen","2154","1986","9","4","South America","Bolivia","Santa Cruz",NA,NA,"-61.5","-17.5",NA,NA,NA,"V0421218F","V0421218F_01 V0421218F_02 V0421218F_03","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","2154",NA,NA
"214","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421219F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"T. J. Killeen","1092","1985","8","6","South America","Bolivia","Santa Cruz",NA,NA,"-61.5","-17.5",NA,NA,NA,"V0421219F","V0421219F_01 V0421219F_02 V0421219F_03","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","1092",NA,NA
"215","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421220F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"C. A. Cid Ferreira","6118","1985","9","18","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0421220F","V0421220F_01 V0421220F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"216","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421221F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"T. J. Killeen","1908","1986","4","4","South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,"V0421221F","V0421221F_01 V0421221F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"217","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421222F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. P. Duarte","8182","1964","7","16","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0421222F","V0421222F_01 V0421222F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"218","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421223F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"H. A. Weddell","2001","1844","5",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0421223F","V0421223F_01 V0421223F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"219","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421224F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"C. A. Cid Ferreira","6163","1985","9","19","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0421224F","V0421224F_01 V0421224F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"220","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421225F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"O. Kuntze",NA,"1892","7",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0421225F","V0421225F_01 V0421225F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"221","2018-10-25 11:27:03-03","F","FMNH-SEEDPLANTS","V0421226F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. P. Duarte","8182","1964","7","16","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0421226F","V0421226F_01 V0421226F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"222","2019-09-05 17:05:12-03","F","FMNH-SEEDPLANTS","V0092469F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. Saint-Hilaire","760","1816",NA,NA,"South America","Brazil","Goiás",NA,NA,"-48","-12",NA,NA,NA,"V0092469F","V0092469F_01",NA,NA,"Isosyntype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"223","2020-07-23 11:57:17-03","CEPLAC","CEPEC","64112","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","5253","1994","09","27",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1058 Parcela 27.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"224","2020-07-23 11:57:17-03","CEPLAC","CEPEC","64145","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","5274","1994","09","27",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão.Árvore n. 1084 A, Parcela n. 28.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"225","2020-07-23 11:57:17-03","CEPLAC","CEPEC","64205","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","5311","1994","09","27",NA,"Brasil","Bahia","ILHÉUS","Maa da Esperança. Entrada a 2Km a aprtir da antiga ponte do Rio Fundão. Árvore n. 1146 Parcela 30.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"226","2020-07-23 11:57:17-03","CEPLAC","CEPEC","64243","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","5495","1995","01","12",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1368 Parcela n. 33.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"227","2020-07-23 11:57:17-03","CEPLAC","CEPEC","64251","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","5328","1994","09","27",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1173 Parcela n. 30.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"228","2020-07-23 11:57:17-03","CEPLAC","CEPEC","64263","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","5493","1995","01","12",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1366 Parcela n. 33.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"229","2020-07-23 11:57:17-03","CEPLAC","CEPEC","64274","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","5491","1995","01","12",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1363 Parcela n. 33.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"230","2020-07-23 11:57:17-03","CEPLAC","CEPEC","64367","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","4659","1994","09","17",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 59 Parcela n. 2.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"231","2020-07-23 11:57:17-03","CEPLAC","CEPEC","64415","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","5427","1995","01","12",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundãp. Árvore n. 1261 Parcela n. 32.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"232","2020-07-23 11:57:17-03","CEPLAC","CEPEC","64531","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","4908","1994","09","21",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 392 Parcela n. 11.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"233","2020-07-23 11:57:17-03","CEPLAC","CEPEC","64573","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","4927","1994","09","22",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entra da a 2Km a partir da antiga ponte Rio Fundão. Árvore n. 417 Parcela n. 12.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"234","2020-07-23 11:57:17-03","CEPLAC","CEPEC","64988","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","5587","1995","01","13",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1558 Parcela n. 37","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"235","2020-07-23 11:57:17-03","CEPLAC","CEPEC","65332","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","5675","1995","01","14",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1706 Parcela n. 39.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
"236","2020-07-23 11:57:17-03","CEPLAC","CEPEC","65389","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","nobile","Aspidosperma nobile",NA,"A. M. de Carvalho","5106","1994","09","24",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 779 Parcela n. 20.","-39.069167","-14.781944",NA,NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1996"
