"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"11","2021-04-05 14:26:11-03","UNESC","CRI","4239","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","Valdemar Boff","Valdemar Boff","1995","11","20","Brasil","Santa Catarina","Siderópolis","-49.425278","-28.598889","49º25'31''W","28º35'56''S","CRI012666","CRI012666",NA,"1995","11","20","Jordão",NA,NA,"Habitat: Terrestre Habito: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:43:50-03","E","E","304746","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia",NA,NA,"Ribas, O.S.; Pereira, L.B. S.","1997","02","10","BR",NA,NA,NA,NA,NA,NA,"E00304746",NA,"1716",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00304746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:314605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","486847","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","L. B. Smith","L. B. Smith","1964","10","26","Brazil","Santa Catarina","Videira","-51.15","-27",NA,NA,"NY00486847","NY00486847_01","12969",NA,NA,NA,"Parque da Uva","700","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435912' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","486863","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","L. B. Smith","R. Reitz","1949","11","25","Brazil","Santa Catarina","Brusque","-48.9","-27.1",NA,NA,"NY00486863","NY00486863_01","3216",NA,NA,NA,"Mata do Hoffmann","50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435907' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","823088","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","J. C. Lindeman","J. C. Lindeman","1967","03","16","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00823088","NY00823088_01","4917",NA,NA,NA,"Planalto near Fazenda Reserva, 80 km SE of Guarapuava.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936891' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","486849","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","P. K. H. Dusén","P. K. H. Dusén","1909","02","03","Brazil","Paraná","Ponta Grossa","-50.1617","-25.095",NA,NA,"NY00486849","NY00486849_01","7745",NA,NA,NA,"Capao Grande",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435899' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","486844","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","L. B. Smith; S. F. Smith","G. G. Hatschbach","1967","11","22","Brazil","Paraná","Guaratuba","-48.5744","-25.8831",NA,NA,"NY00486844","NY00486844_01","17941",NA,NA,NA,"Rio da Praia","4","4","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435903' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01090531","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","B. Santos Lorenzo","L. R. Landrum","1981","12","02","Brazil","Paraná","Palmeira","-49.83","-25.42",NA,NA,"NY01090531","NY01090531_01","3928",NA,NA,NA,"Fazenda Santa Rita, ca. 65 km W of Curitiba on rd to Ponta Grossa.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1223158' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","486838","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand",NA,"A. C. Cervi","1990","10","23","Brazil","Paraná","Jaguariaíva","-49.68","-24.23",NA,NA,"NY00486838","NY00486838_01","3279",NA,NA,NA,"Rio das Mortes",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435922' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","486865","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand",NA,"A. F. Regnell","1867","11","06","Brazil","Minas Gerais","Caldas","-46.3858","-21.9236",NA,NA,"NY00486865","NY00486865_01","II40",NA,NA,NA,"Caldas",NA,NA,"[date 18 6/11 67] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435925' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales","syntype",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","486852","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","P. K. H. Dusén","P. K. H. Dusén","1914","11","03","Brazil","Paraná","Pinhais","-49.157618","-25.419851",NA,NA,"NY00486852","NY00486852_01","15801",NA,NA,NA,NA,"885","885","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435901' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","486854","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand",NA,"G. G. Hatschbach","1982","11","26","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,"NY00486854","NY00486854_01","45741",NA,NA,NA,"Rio do Meio","50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435924' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","821683","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","J. L. M. A. Filho","F. J. Fernández Casas","1982","12","17","Paraguay","Canindeyú",NA,NA,NA,NA,NA,"NY00821683","NY00821683_01","7653",NA,NA,NA,"40 km al Sur de Catueté, unos 3 km al Norte del Río Ytambeí","350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=901335' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","486857","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","G. G. Hatschbach","G. G. Hatschbach","1977","11","07","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,"NY00486857","NY00486857_01","40298",NA,NA,NA,"Contenda",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435918' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","487018","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","J. L. M. A. Filho","L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00487018","NY00487018_01","120",NA,NA,NA,"Rio Parana et Pardo",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=77503' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","486848","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","P. K. H. Dusén","P. K. H. Dusén","1911","04","22","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"NY00486848","NY00486848_01","11463",NA,NA,NA,"Porto dom Pedro II",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435898' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","487000","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","J. L. M. A. Filho","L. Riedel","1825","12","01","Brazil","São Paulo","Itu","-47.29","-23.2603",NA,NA,"NY00487000","NY00487000_01",NA,NA,NA,NA,"Pr. Ytu",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=77494' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","486846","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","L. B. Smith; S. F. Smith","C. Koczicki","1968","02","23","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,"NY00486846","NY00486846_01","77",NA,NA,NA,"Col. Roseira",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435904' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","487001","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","J. L. M. A. Filho","L. Riedel","1825","11",NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00487001","NY00487001_01","120",NA,NA,NA,"Pr. Ytu et Porto felics [Feliz]",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=77495' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","821684","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","J. L. M. A. Filho","L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00821684","NY00821684_01","120",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=901552' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","486853","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","P. K. H. Dusén","P. K. H. Dusén","1908","11","18","Brazil","Paraná","Rio Branco do Sul","-49.3142","-25.1903",NA,NA,"NY00486853","NY00486853_01","7152",NA,NA,NA,"Itaperussú",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435902' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","486858","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","L. B. Smith","R. Reitz","1957","10","25","Brazil","Santa Catarina","Bom Retiro","-49.4892","-27.7972",NA,NA,"NY00486858","NY00486858_01","5444",NA,NA,NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435913' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","486859","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","L. B. Smith","R. Reitz","1965","12","17","Brazil","Paraná","Castro","-50.152803","-24.908517",NA,NA,"NY00486859","NY00486859_01","17849",NA,NA,NA,"Carambeí, Rio S. Joao","950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435910' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","486840","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","L. B. Smith","C. Koczicki","1968","02","23","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,"NY00486840","NY00486840_01","77",NA,NA,NA,"Col. Roseira",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435911' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1146295","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand",NA,"P. W. Fritsch","2005","10","15","Brazil","Paraná","Piraquara","-49.0053","-25.51219",NA,NA,"NY01146295","NY01146295_01","1813",NA,NA,NA,"Along road to Morro Canal, ca. 8 km from BR-277 (the turnoff from BR-277 is ca. 500 m before the Olicia Rodoviaria Federal). Serra do Mar.","964","964","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1336718' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","297038","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand",NA,"A. F. Regnell","1861","11","15","Brazil","Minas Gerais","Caldas","-46.3858","-21.9236",NA,NA,"NY00297038","NY00297038_01","40",NA,NA,NA,"Caldas",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435921' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales","syntype",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","486855","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","G. G. Hatschbach","G. G. Hatschbach","1980","11","12","Brazil","Paraná","Balsa Nova","-49.769797","-25.530491",NA,NA,"NY00486855","NY00486855_01","43348",NA,NA,NA,"Tamandua",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435920' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","486845","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","G. G. Hatschbach","G. G. Hatschbach","1972","11","19","Brazil","Paraná","General Carneiro","-51.3156","-26.4275",NA,NA,"NY00486845","NY00486845_01","30714",NA,NA,NA,"Passo da Galinha",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435916' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","486841","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","P. K. H. Dusén","P. K. H. Dusén","1914","11","14","Brazil","Paraná","Ponta Grossa","-50.1617","-25.095",NA,NA,"NY00486841","NY00486841_01","15858",NA,NA,NA,NA,"890","890","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435897' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","487013","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","J. L. M. A. Filho","L. Riedel","1821",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00487013","NY00487013_01","s.n.",NA,NA,NA,"Rio Pardo",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=77499' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","486839","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","G. G. Hatschbach","G. G. Hatschbach","1976","12","18","Brazil","Paraná","Piraí do Sul","-49.9483","-24.5261",NA,NA,"NY00486839","NY00486839_01","39198",NA,NA,NA,"Joaquim Murtinho",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435917' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1146300","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand",NA,"P. W. Fritsch","2005","10","16","Brazil","Paraná","Jaguariaíva","-49.66689","-24.16625",NA,NA,"NY01146300","NY01146300_01","1822",NA,NA,NA,"aguariaíva State Park. Coordinates are for the visitors center. Locally abundat near the edge of the canyon of the Rio Jaguariaíva.","805","805","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1336724' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","486842","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","J. C. Lindeman","J. C. Lindeman","1967","03","09","Brazil","Paraná","Guarapuava","-52.0758963","-25.9309469",NA,NA,"NY00486842","NY00486842_01","4744",NA,NA,NA,"Fazenda Reserva, 85 km SW of Guarapuava","1000","1000","Wood sample no. U 14159 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435905' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","486850","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","P. K. H. Dusén","G. Jönsson","1914","04","04","Brazil","Paraná","Curitiba","-49.2731","-25.4281",NA,NA,"NY00486850","NY00486850_01","132a",NA,NA,NA,"Curitiba opp","900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435900' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","486864","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","L. B. Smith","R. Reitz","1954","03","09","Brazil","Santa Catarina","Brusque","-48.910147","-27.126635",NA,NA,"NY00486864","NY00486864_01","5830",NA,NA,NA,"Azambuja","50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435908' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","486861","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","tenuifolia","Symplocos tenuifolia","Brand","L. B. Smith","L. B. Smith","1956","12","02","Brazil","Santa Catarina","Lages","-50.3258","-27.8161",NA,NA,"NY00486861","NY00486861_01","8111",NA,NA,NA,"Between Palmeiras and Lajes","800","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435914' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
