"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","4103308","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.",NA,"H. D. Clarke","1999","09","10","Guyana","Upper Takutu-Upper Essequibo",NA,"Wassarai Mts., summit of highest peak, 14 km S of S. Kassikaityu R.","-59.2397","1.5286",NA,NA,"1135",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423349' target='other'> <mi>dwc_moreinfo</mi></a>","NY04103308",NA,"Magnoliophyta","Asparagales","8396","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4103309","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.",NA,"T. W. Henkel","1993","01","29","Guyana",NA,NA,"Region: Potaro-Siparuni. Pakaraima Mts, Cipo Mtn; summit ridge 0.5 km N to NE'ernmost escarpment.","-60.08","4.9",NA,NA,"1250",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423350' target='other'> <mi>dwc_moreinfo</mi></a>","NY04103309",NA,"Magnoliophyta","Asparagales","1103","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4103311","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.",NA,"M. H. Nee","1985","01","31","Venezuela",NA,NA,"Cerro de la Neblina, Camp VII, 5 km. NE of Pico Phelps (=Neblina)","-65.9694","0.8458",NA,NA,"1730","1850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423352' target='other'> <mi>dwc_moreinfo</mi></a>","NY04103311",NA,"Magnoliophyta","Asparagales","30672","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1032129","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.",NA,"O. Handro","1975","05","10","Brazil","São Paulo",NA,"Serra de Paranabiacaba, (linha São Paulo-Santos), Estação Biológica.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190581' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032129","NY01032129_01","Magnoliophyta","Asparagales","2275","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4103306","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.",NA,"H. S. Irwin","1963","08","22","Suriname",NA,NA,"Wilhelmina Gebergte. Summit of Frederik Top, 3 km southeast of Juliana Top.",NA,NA,NA,NA,"1050",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423347' target='other'> <mi>dwc_moreinfo</mi></a>","NY04103306",NA,"Magnoliophyta","Asparagales","54978","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4103313","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.",NA,"J. A. Steyermark","1944","09","30","Venezuela","Bolívar",NA,"Mount Roraima, southwest-facing forested slopes between Rondón Camp and base of sandstone bluffs",NA,NA,NA,NA,"2040","2255","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423354' target='other'> <mi>dwc_moreinfo</mi></a>","NY04103313",NA,"Magnoliophyta","Asparagales","58979","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","73814","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.",NA,"B. Maguire","1944","08",NA,"Suriname",NA,NA,"Tafelberg (Table Mountain): above Arrowhead Basin","-56.18333333","3.916666667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663532' target='other'> <mi>dwc_moreinfo</mi></a>","NY00073814","NY00073814_01","Magnoliophyta","Asparagales","26212","South America","sheet","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1032130","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.",NA,"R. Reitz","1956","06","07","Brazil","Santa Catarina",NA,"Pilões, Palhoça","-48.694057","-27.77489",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190583' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032130","NY01032130_01","Magnoliophyta","Asparagales","3276","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4103310","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.",NA,"A. H. Gentry","1984","04","12","Venezuela","Amazonas",NA,"Trail S from Cerro Neblina camp # 5","-66","0.82",NA,NA,"1200","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423351' target='other'> <mi>dwc_moreinfo</mi></a>","NY04103310",NA,"Magnoliophyta","Asparagales","46564","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4103305","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.",NA,"J. A. Steyermark","1955","02","27","Venezuela","Bolívar",NA,"Northwest-facing forested slopes between Summit Camp and base of escarpment",NA,NA,NA,NA,"1880","1970","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423346' target='other'> <mi>dwc_moreinfo</mi></a>","NY04103305",NA,"Magnoliophyta","Asparagales","1179","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4103312","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.",NA,"R. L. Liesner","1984","03","21","Venezuela","Amazonas","Río Negro","Cerro de La Neblina Camp V. Valley north base of Pico Cardona","-66","0.82",NA,NA,"1250",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423353' target='other'> <mi>dwc_moreinfo</mi></a>","NY04103312",NA,"Magnoliophyta","Asparagales","16878","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4103307","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.",NA,"H. S. Irwin","1963","08","13","Suriname",NA,NA,"Wilhelmina Gebergte. Upper slopes and summit of Juliana Top, 15 km north of Lucie Rivier.",NA,NA,NA,NA,"1236",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4423348' target='other'> <mi>dwc_moreinfo</mi></a>","NY04103307",NA,"Magnoliophyta","Asparagales","54749","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1032135","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","sertulifera","Malaxis sertulifera","(Barb.Rodr.) Pabst","E. A. Christenson","O. Handro","1975","05","10","Brazil","São Paulo",NA,"Paranapiacaba (linha São Paulo-Santos), Estação Biológica.","-46.3","-23.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190593' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032135","NY01032135_01","Magnoliophyta","Asparagales","2275","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1032136","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","sertulifera","Malaxis sertulifera","(Barb.Rodr.) Pabst","E. A. Christenson","F. C. Hoehne","1921","04","21","Brazil","São Paulo",NA,"Jaragua; Matta da base do Morro.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190594' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032136","NY01032136_01","Magnoliophyta","Asparagales","5469","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:46:26-03","NBC","NL-BOTANY","U.1470068","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) Kuntze",NA,"Werff H van der; Wingfield RC","1978","08","27","Venezuela",NA,NA,"Flora del Estado Falcon. Sierra de San Luis, Curimagua - San Luis, 3km.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1470068 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1470068","NL-U1470068",NA,"Asparagales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:46:26-03","NBC","NL-BOTANY","U.1470069","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) Kuntze",NA,"Jaramillo Mejía R; Hammen T van der; Cleef AM; Rangel O","1977","07","16","Colombia",NA,NA,"Depto. del Magdalena: Sierra Nevada de Sta. Marta; Transecto del Alto Rio Buritaca.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1470069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1470069","NL-U1470069",NA,"Asparagales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:46:26-03","NBC","NL-BOTANY","U.1470065","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.","Christenson EA","Clarke HD; Williams (Guyana) R; Perry C","1999","09","10","Guyana","Upper Takutu-Upper Essequibo",NA,NA,"-59.233333","1.516667","-59.233333","1.516667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1470065 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1470065","NL-U1470065",NA,"Asparagales",NA,"Southern America",NA,NA,"Magnoliopsidae","2001","06","01","U 0088577",NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:46:26-03","NBC","NL-BOTANY","U.1470066","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","maguirei","Malaxis maguirei","C.Schweinf.","Christenson EA","Henkel TW","1993","01","29","Guyana",NA,NA,"Potaro - Siparuni . Pakaraima Mnts, S rim summit ridge, Cipa Mt 0.5km N to NE ernmost escarpment",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1470066 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1470066","NL-U1470066",NA,"Asparagales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,"U 0027187",NA,NA,NA,NA,NA,NA
"29","2020-11-04 12:17:31-03","ESALQ","ESA","76054","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) Kuntze","Forster, W.","Souza, J.P.; Souza, V.C.; Ivanauskas, N.M.; Rodrigues, R.R.; Gandolfi, S.; Tamashiro, J.Y.","2001","04","14","Brasil","São Paulo","São Paulo","BLOQUEADO","-46.6300010681152","-23.5400009155273",NA,NA,"850","850","Erva terrestre, tépalas alvo-esverdeadas, labelo verde escuro com manchas laterais alaranjadas.","ESA076054","ESA076054","Magnoliophyta",NA,"3549.0",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"30","2021-03-31 13:41:08-03","MN","R","221455","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) Kuntze","Menini Neto, L.","Menini Neto, L.; Alves, R.J.V.","2003","12","02","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Universidade Federal de Juiz de Fora Herbario CESJ",NA,NA,NA,NA,"72",NA,NA,NA,NA,"2003","12",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:41:08-03","MN","R","95861","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) Kuntze","Pabst, G.F.J.","Sampaio, A.J.","1917","03","29","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,"1967","09","07",NA,"38539","auto",NA,NA,NA,NA
"32","2021-03-31 13:41:09-03","MN","R","13835","PreservedSpecimen","Plantae","Orchidaceae","Microstylis","sertulifera","Microstylis sertulifera","(Barb. Rodr.) Schltr.","Hoehne, F.C.","Hoehne, F.C.","1921","04","21","Brasil","São Paulo","São Paulo","Jaraguá","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Seção de Botânica do Museu Paulista",NA,NA,NA,NA,"5469",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"33","2021-04-02 11:40:58-03","UFPI","TEPB","10441","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) Kuntze","L. P. Félix","L. P. Félix","1998","05","19","Brasil","Pernambuco","Bonito","Reserva Biológica Municipal","-35.7285995483398","-8.47027969360352",NA,NA,NA,NA,"Segmento vegetativos e flores verdes",NA,NA,NA,NA,"8464",NA,NA,NA,NA,"1998","01","01",NA,"20932","auto",NA,NA,NA,NA
"34","2019-02-15 11:46:57-02","IPA","IPA","65917","S","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) Kuntze","Félix, L.P.","Oliveira, M.; Grillo, A.A.; Grillo, A.A.","2002","05","07","Brasil","Alagoas","Ibateguara","Usina Serra Grande, Coimbra. Cerrado da Burra.","-35.9393997192383","-8.97249984741211",NA,NA,NA,NA,"Erva terrestre; flores alvas, anteras amarelas. Rara.; Vegetação herbácea. Solo humoso.","IPA0065917",NA,"Plantae",NA,"960","Southern America",NA,NA,NA,"2003",NA,NA,NA,"16798","auto",NA,NA,NA,NA
"35","2020-12-20 21:18:46-03","UFV","VIC","45778","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) kumtze","Vieira, T.L.","Paula, C.C. de; et al.","2002","12","08","Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco, Area 2","-43.709444","-20.490278","-43.709444","-20.490278","1541","1541","Terrestre; floresta de galeria; erva de 0,20 m; frequência de 5 indivíduos num raio de aprox. 5m;Folhas com a face abaxial prateada e adaxial verde escuro; sépalas verdes claras; labelo verde escuro; cresce sobe a serrapilheira de form","VIC045778","VIC045778",NA,NA,"529",NA,NA,NA,NA,"2013","08",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:40:53-03","UFJF","CESJ","58562","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) Kuntze","L. Menini Neto","F.E. Alves; L. Menini Neto; B.R. M. Bastos","2010","09","11","Brasil","Minas Gerais","Olaria","Serra do Cruz, Mata nebular. 21º53'26,53S, 44º04'58,81O. 1480m.s.m.","-44.083003","-21.890703","-44.083003","-21.890703","1480","1480","Epífita em interior de mata. Epífita em samambaiaçu, próximo à sua base. Frutos passados.","CESJ058562",NA,"Angiosperma",NA,"19","América do Sul",NA,NA,NA,"2010","09","11",NA,NA,NA,NA,NA,NA,NA
"37","2020-11-09 19:01:10-03","UFJF","CESJ","32689","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) Kuntze",NA,"F.R.G. Salimena","2000","12",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"CESJ032689",NA,"Angiosperma",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"38","2019-08-20 10:00:54-03","UNICAMP","UEC","137649","S","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","Kuntze","Pansarin, ER","Pansarin, ER","2005","02","01","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"UEC034224","UEC034224","Liliopsida",NA,"1171",NA,NA,NA,NA,"2005","02",NA,NA,"17840","auto",NA,NA,NA,NA
"39","2021-03-01 16:20:15-03","UNICAMP","UEC","86140","S","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","Kuntze","Forster, W","Lombardi, JA; Saka, MN; Fonseca, R","2011","04","26","Brazil","São Paulo","São Lourenço da Serra","RPPN Paiol Maria, Trilhas das Águas e entorno e limite bordeando a cerca acessada pela Trilha das Águas.","-46.939998626709","-23.8500003814697",NA,NA,NA,NA,"Erva terrestre, folhas carnosas verdes, mais claras na face abaxial, tépalas branco hialinas, labelo laranja.; Borda e Trilhas no interior de mata atlântica secundárias a beira da estrada.","UEC017812","UEC017812","Liliopsida",NA,"8525",NA,NA,NA,NA,"2011","12",NA,NA,"10031","auto",NA,NA,NA,NA
"40","2019-08-20 10:00:54-03","UNICAMP","UEC","121692","S","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","Kuntze","Forster, W","Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM; Gandolfi, S","2001","04","14","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha para o Mirante.","-46.6300010681152","-23.5400009155273",NA,NA,"850","850","Erva terrestre, tépalas alvo-esverdeadas, labelo verde escuro com manchas laterais alaranjadas.","UEC034221","UEC034221","Liliopsida",NA,"3549",NA,NA,NA,NA,"2001",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"41","2020-04-22 16:26:38-03","UFPB","JPB","40727","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) Kuntze","Vilaça, M.","Jardim, JG; Amorim, AM; Gomes, LCJ; Chautens, A; et al.","2007","05","04","Brasil","Bahia","Wenceslau Guimarães","Estação Ecológica estadual Nova Esperança, Trilha para o Pico do Urubu, parte superior.","-39.723056","-13.581944","-39.723056","-13.581944","700","814","; HABITAT: Floresta Ombrófila sub-montana e campos de altitude.; DESC: Herbácea sobre serrapilheira no interior da floresta. Folhas discolores, verde com a face inferior verde-prateada. Corola laranja, labelo verde-escuro.",NA,NA,"Angiosperma","Monocotyledon","5084","Southern America",NA,NA,NA,"2017","08","15",NA,NA,NA,NA,NA,NA,NA
"42","2020-04-22 16:26:38-03","UFPB","JPB","47618","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) Kuntze","Chagas, ECO","Viana, JL; Machado, EO","2011","06","07","Brasil","Pernambuco","Lagoa dos Gatos","RPPN Pedra D'Anta, Petra flor","-34.9","-8.658333","-34.9","-8.658333","464","464","; HABITAT: Mata Atlântica.; DESC: Erva terrestre ca. De 25 cm, coletada no interior de mata.","JPB0047618",NA,"Angiosperma","Monocotyledon","307","Southern America",NA,NA,NA,"2011","06","07",NA,NA,NA,NA,NA,NA,NA
"43","2020-04-22 16:26:38-03","UFPB","JPB","61576","PreservedSpecimen","Plantae","Orchidaceae","Malaxis","excavata","Malaxis excavata","(Lindl.) Kuntze",NA,"Moreira, LHL; Thomas, WW; Costa, RMT; Mello, PPAC","2015","07","03","Brasil","Pernambuco","Lagoa dos Gatos","RPPN Pedra D'Anta","-35.9","-8.658333","-35.9","-8.658333","464","464","; HABITAT: Mata Atlântica; DESC: Erva terrestre ca. De 15 cm, coletada no interior da mata sobre denso folhedo; Flores de coloração verde.","JPB0061576",NA,"Angiosperma","Monocotyledon","18","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
