"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","typeStatus","coordinatePrecision","geoFlag","class","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00861623","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Axonopus","comans","Axonopus comans","(Trin.) Kuhlm.","T. de S. Filgueiras","759","1980","09","15","South America","Brazil","Distrito Federal","Brasília","Cabeça do Veado","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936024' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861623","NY00861623_01","J. F. M. Valls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:53:01-03","EAO","IAN","89604","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","camargoanus","Axonopus camargoanus","G.A.Black","Black, GA","18676","1955","08","16","Southern America","Brasil","Pará",NA,"Maicuru; Passagem Nova",NA,NA,NA,NA,NA,"ZULOAGA & MORRONE (2003:119) citaram: T-Protol.: Brazil: Pará: damp campinara, (small open area with damp sandy soil), São Francisco near Limpo do Alemaes, Maicuru, Aug 1955, G. A. Black & J. Abbott 55-18676 [HT: US; IT: IAN]. T-Speci","IAN089604",NA,"Black, GA","1957","isotipo",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:53:03-03","EAO","IAN","62290","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin.) Kuhlm.","Glaziou, AFM","22488","1894","06",NA,"Southern America","Brasil","Goiás",NA,"(Herb. do Jardim Botânico do Rio de Janeiro).",NA,NA,NA,NA,NA,NA,"IAN062290","IAN062290 IAN062290_e IAN062290_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:53:03-03","EAO","IAN","66220","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin.) Kuhlm.","Brito, S","123","1910","11",NA,"Southern America","Brasil","Minas Gerais","Uberlândia","Catalão.","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"IAN066220",NA,"Black, GA","1956",NA,"58223","auto",NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:53:03-03","EAO","IAN","65122","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin.) Kuhlm.","Dusén, PKH","2523","1903","12","10","Southern America","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"IAN065122",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219399","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Axonopus","comans","Axonopus comans","(Döll) Kuhlm.","Alleizette AC d'",NA,"1894","08","11","Southern America","Brazil",NA,NA,"Chico costa. *?",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219399 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219399","NL-L1219399",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"17","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219400","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Axonopus","comans","Axonopus comans","(Döll) Kuhlm.","Balansa B",NA,"1874","09","30","Southern America","Paraguay",NA,NA,"Souche cestpiteuse. - Pastores - mia f'Est de la Cordillere de Nilla - Rica, dans les prairies marecageuses. *.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219400 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219400","NL-L1219400",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"18","2020-11-04 12:15:42-03","ESALQ","ESA","141402","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans",NA,"Amaral, A.F.",NA,"2001","03","26",NA,"Brasil","Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"ESA141402",NA,"Delfini, C.",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:42:08-03","UFJF","CESJ","48185","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","A.F.Amaral; G.L.Cardoso","s.n.","2000","02","18","América do Sul","Brasil","Minas Gerais","Uberlândia","Reserva Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Borda da vereda, lado direito. Espécie rara.","CESJ048185",NA,"P.L. Viana","2007",NA,"58223","auto",NA,"07",NA,NA,NA,NA
"20","2019-11-21 14:42:08-03","UFJF","CESJ","48184","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","G.M. Araújo","1798","1997","09","15","América do Sul","Brasil","Minas Gerais","Uberlândia","Reserva Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"CESJ048184",NA,"P.L. Viana","2007",NA,"58223","auto",NA,"07",NA,NA,NA,NA
"21","2019-11-21 14:42:08-03","UFJF","CESJ","48132","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","G.M. Araújo","1796","1997","09","15","América do Sul","Brasil","Minas Gerais","Uberlândia","Reserva Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva com 0,6 m de altura.","CESJ048132",NA,"P.L. Viana","2007",NA,"58223","auto",NA,"07",NA,NA,NA,NA
"22","2021-04-07 11:47:13-03","UFMS","CGMS","14711","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","V.J. Pott; A.C.M. Cristaldo; A. Pott; O.A. Corsino Jr.","7288","2004","11","11",NA,"Brasil","Mato Grosso do Sul","Paranaíba","Fazenda Ponte Nova (Fazenda do Lageado), nascente de córrego que deságua no Córrego do Lageado.","-51.5383333","-19.8358333","430","430",NA,NA,"CGMS1044195",NA,NA,NA,NA,NA,NA,NA,NA,"-51,5383333","-19,8358333",NA,NA
"23","2021-04-07 11:47:13-03","UFMS","CGMS","50811","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","V.J. Pott; E. Scremin-Dias; A. Pott","8463","2005","12","08",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Baía das Garças, divisa com Fazenda Princezinha.","-56.8338889","-21.05","550","550",NA,NA,"CGMS1080794",NA,"J.F.M. Valls","2015",NA,NA,NA,NA,"08","-56,8338889","-21,05","13",NA
"24","2021-04-07 11:47:13-03","UFMS","CGMS","57887","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","V.J. Pott; S.N. Moreira; A. Pott","10915","2010","06","10",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo, Embrapa, varjão próximo à ferrovia Campo Grande - Ponta Porã.","-54.7902777","-20.5583333","506","506",NA,"Folha filiforme. Habitat: Campo úmido graminoso com buriti (2 cm de profundidade). Solo argiloso orgânico. Relevo plano. Frequente. Habito: Erva cespitosa, anfíbia, 60 - 70 cm de altura.","CGMS1087825",NA,"J.F.M. Valls","2015",NA,NA,NA,NA,"08","-54,7902777","-20,5583333","12",NA
"25","2021-04-07 11:47:13-03","UFMS","CGMS","23535","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","S.N. Moreira; V.J.Pott; A. Pott","68","2007","10","09",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte; Área de Varjão prox. à ferrovia.","-54.79","-20.5566667","504","504",NA,"Flor branca. Fruto ausente. Habitat: Campo úmido graminoso de Vereda em domínio de Cerrado Habito: Erva; 0,30-0,40 m de altura; Escapo 0,60-0,70 m de altura","CGMS1052947",NA,"J.F.M. Valls","2015",NA,NA,NA,NA,"08","-54,79","-20,5566667","12",NA
"26","2021-04-07 11:47:13-03","UFMS","CGMS","13631","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6972","2004","04","06",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Rio Sucuriú, cerca de 500 m da ponte da cachoeira, lado direito do rio.","-53.1630556","-18.9869444","490","490",NA,NA,"CGMS1043081",NA,"J.F.M. Valls",NA,NA,NA,NA,NA,NA,"-53,1630556","-18,9869444",NA,NA
"27","2021-04-07 11:47:13-03","UFMS","CGMS","22701","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","V.J. Pott; A. Pott","10220","2008","03","22",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","Fazenda Harmonia, 1,5Km Leste da sede; Buritizal próximo a Serra do Bom jardim.","-53.7044444","-18.1155556","378","378",NA,NA,"CGMS1052117",NA,"J.F.M. Valls","2015",NA,NA,NA,NA,"08","-53,7044444","-18,1155556","12",NA
"28","2021-04-07 11:47:13-03","UFMS","CGMS","50813","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","V.J. Pott; E. Scremin-Dias; A. Pott","8403","2005","12","08",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Laudejá, 1 Km próximo a ponte do rio Perdido, rodovia MS-382, entorno do Parque Nacional da Serra da Bodoquena.","-56.7697223","-21.1191667","525","525",NA,"Folha filiforme. Habitat: Brejo de capim-navalha (Cladium jamaicense) com água corrente. Solo argiloso. Relevo plano em vale. Habito: Erva cespitosa, anfíbia. 50 cm de altura. Ocasional. Escapo 90 cm de altura.","CGMS1080796",NA,"J.F.M. Valls","2015",NA,NA,NA,NA,"08","-56,7697223","-21,1191667","12",NA
"29","2021-04-07 11:47:13-03","UFMS","CGMS","66137","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","V.J. Pott; A. Pott; G. Catian","12231","2016","10","21",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Gramado.","-56.6108333","-21.3916666","355","355",NA,"Flor esverdeada. Escapo com anel de tricomas esbranquiçados. Habitat: Campo úmido de vereda sem buriti, com valas de drenagem. Solo hidromórfico, orgânico preto acinzentado escuro. Relevo plano. Habito: Erva cespitosa. 50-70 cm de al","CGMS1099098",NA,"V.J. Pott","2016",NA,NA,NA,NA,"10","-56,6108333","-21,3916666","21",NA
"30","2020-12-21 16:40:05-03","MBM","MBM","293748","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin.) Kuhlm.","Silva, S.M.; et al.; et al.","2113","1988","02","17","Southern America","Brazil","Paraná","Castro","Rio Cunhaporanga","-50.0119018554688","-24.7910995483398",NA,NA,NA,"Erva cespitosa com flor verde, escapo vinoso. Frequente em campo turfoso","MBM293748",NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:40:03-03","MBM","MBM","197051","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin.) Kuhlm.","Dombrowski, L.T.","10237",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM197051",NA,"Renvoize, S.A.",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:40:05-03","MBM","MBM","58031","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin.) Kuhlm.","Hatschbach, G.","40445",NA,NA,NA,"Southern America","Brazil","Paraná","Tijucas do Sul","Rincão","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM058031","MBM058031","Davidse, G.",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:44:59-03","UFMG","BHCB","142617","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Döll) Kuhlm.","Silva, LVC; Arruda, AJ; Pivari, MOD; Santos, AO","938","2010","05","24","Southern America","Brasil","Pará","Canaã dos Carajás","S .Tarzan, brejo sobre canga","-51.222222","-6.346389","700","700",NA,"Erva 40cm - porção mais externa do brejo","BHCB016516",NA,NA,NA,NA,NA,NA,NA,NA,"-51.222222","-6.346389",NA,NA
"34","2020-12-11 11:45:00-03","UFMG","BHCB","157903","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Axonopus","comans","Axonopus comans","(Döll) Kuhlm.","Viana, PL; Marino, F; Arruda, AJ; Jorge, TB; Meyer, PB","5323","2012","03","25","Southern America","Brasil","Pará","Parauapebas","N7, Campo graminoso sobre canga.","-50.172222","-6.153611","692","692",NA,NA,"BHCB016518",NA,NA,NA,NA,NA,NA,NA,NA,"-50.172222","-6.153611",NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","1007951","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","camargoanus","Axonopus camargoanus","G.A. Black","Howard S. Irwin|et al.","Irwin 9046","1965","10","7","South America","Brazil","Distrito Federal",NA,"Gallery forest and adjacent meadow, ca 2 km S of Sobradinho.",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","220893","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","camargoanus","Axonopus camargoanus","G.A. Black","Howard S. Irwin|et al.","Irwin 8824",NA,NA,NA,"South America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","227303","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","camargoanus","Axonopus camargoanus","G.A. Black","Howard S. Irwin|et al.","Irwin 9043","1965","10","7","South America","Brazil","Distrito Federal",NA,"2 km S Sobradinho. Gallery forest and adjacent meadow",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","248328","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","camargoanus","Axonopus camargoanus","G.A. Black","George A. Black|J. Abbott","Black 55-18676","1955","8",NA,"South America","Brazil","Pará",NA,"Sao Francisco near Limpo do Alemaes, Maicuru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-16 06:16:00-03","MO","MOBOT","2518661","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Benedict (Benjamin) Balansa","Balansa 104","1874","9","20","South America","Paraguay","Guairá",NA,"Cordillera de Villarica","-56.45","-25.78333",NA,NA,NA,NA,NA,NA,"Morrone, O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2012-05-14 14:15:00-03","MO","MOBOT","1005594","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Tarciso S. Filgueiras","Filgueiras 1147","1984","10","5","South America","Brazil","Distrito Federal",NA,"Brejo recem queimado próximo à Cabeça do Veado. Abundante localmente.",NA,NA,NA,NA,NA,NA,NA,NA,"O. Morrone (SI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2012-05-14 14:15:00-03","MO","MOBOT","1006638","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Tarciso S. Filgueiras","Filgueiras 905","1981","8","9","South America","Brazil","Distrito Federal",NA,"Área da Proflora entre Taguatinga e Braslândia. Brejo. Frequente na área. Muito pastado.",NA,NA,NA,NA,NA,NA,NA,NA,"T.S. Filgueiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","1006644","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Howard S. Irwin|et al.","Irwin 9078","1965","10","9","South America","Brazil","Distrito Federal",NA,"Confluence of Rio Torto with Lagoa Paranoá. Swampy area and adjacent cerrado.",NA,NA,"975.00000000",NA,NA,NA,NA,NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","1580573","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Howard S. Irwin|et al.","Irwin 10606","1965","11","23","South America","Brazil","Distrito Federal",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","1580574","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Howard S. Irwin|et al.","Irwin 8687","1965","9","26","South America","Brazil","Distrito Federal",NA,"Creek margin. Creek valley, Córrego Gama, between Gama and Brasilia, near road to Anapolis",NA,NA,"1175.00000000",NA,NA,NA,NA,NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2011-02-04 18:21:00-02","MO","MOBOT","1879009","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Antonio C. Allem","Allem 357","1976","11","6","South America","Brazil","Distrito Federal",NA,"Tamanduá-Gama-Distrito Federal. Beira de estrada",NA,NA,NA,NA,NA,NA,NA,NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2009-07-17 14:12:00-03","MO","MOBOT","1879011","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 9817","1965","11","2","South America","Brazil","Goiás",NA,"Periodically flooded creek bank, 6 km S of Cristalina","-48","-17","1125.00000000",NA,NA,NA,NA,NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","1879012","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Gert G. Hatschbach","Hatschbach 40445","1977","10","21","South America","Brazil","Paraná",NA,"Rincão (mun. Tijucas do Sul). Do brejo",NA,NA,NA,NA,NA,NA,NA,NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2011-02-26 17:14:00-03","MO","MOBOT","228165","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Tarciso S. Filgueiras","Filgueiras 759","1980","9","15","South America","Brazil","Distrito Federal",NA,"Cabeca de Veado.",NA,NA,NA,NA,NA,NA,NA,NA,"J.F.M. Valls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","228175","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Per Dusén","Dusén 2523","1903","12","10","South America","Brazil","Paraná",NA,"Mpio. Ponta Grossa.",NA,NA,NA,NA,NA,NA,NA,NA,"A. Chase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2008-07-02 03:32:00-03","MO","MOBOT","1005598","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Axonopus","comans","Axonopus comans","(Trin. ex Döll) Kuhlm.","Howard S. Irwin|Thomas R. Soderstrom","Irwin 6942","1964","10","16","South America","Brazil","Mato Grosso",NA,"Vicinity of Barro do Garças. Burned-over campo, ca 50 km N of Barra do Garças on road to Xavantina.","-52.25","-15.88333","300.00000000","400.00000000",NA,NA,NA,NA,"O. Morrone (SI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
