"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"12","2021-03-15 16:37:00-03","NY","NYBG","470169","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","R. M. de Carvalho-Okano","G. G. Hatschbach","1965","06","20","Brazil","Paraná","Quatro Barras","Monte Alegre","-49.0767","-25.3658",NA,NA,NA,NA,"NY00470169","NY00470169_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311866' target='other'> <mi>dwc_moreinfo</mi></a>","12633","South America","sheet",NA,"Magnoliophyta","Celastrales",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","470175","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","R. M. de Carvalho-Okano","R. Reitz","1959","09","18","Brazil","Santa Catarina","Blumenau","Morro Spintzkopf, Blumenau","-49.0658","-26.9194",NA,NA,"950","950","NY00470175","NY00470175_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311869' target='other'> <mi>dwc_moreinfo</mi></a>","9149","South America","sheet",NA,"Magnoliophyta","Celastrales",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01081380","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","L. Biral","K. Kubitzki","1984","03","08","Brazil","São Paulo",NA,"Campos do Jordão Parque Estadual, São José dos Alpes","-45.455385","-22.725628",NA,NA,"1800","1800","NY01081380","NY01081380_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226049' target='other'> <mi>dwc_moreinfo</mi></a>","84-50","South America","sheet",NA,"Magnoliophyta","Celastrales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","470178","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","R. M. de Carvalho-Okano","R. Reitz","1957","10","17","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2656","-26.1925",NA,NA,"900","900","NY00470178","NY00470178_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311865' target='other'> <mi>dwc_moreinfo</mi></a>","5169","South America","sheet",NA,"Magnoliophyta","Celastrales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","470176","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","R. M. de Carvalho-Okano","F. C. Hoehne","1936","10","28","Brazil","São Paulo","Santo André","Alto da Serra","-46.5297","-23.66",NA,NA,NA,NA,"NY00470176","NY00470176_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311868' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Celastrales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","470168","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","G. G. Hatschbach","J. Cordeiro","1992","11","19","Brazil","Santa Catarina","Campo Alegre","Serra do Iquererim","-49.2656","-26.1925",NA,NA,"1700","1700","NY00470168","NY00470168_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311867' target='other'> <mi>dwc_moreinfo</mi></a>","946","South America","sheet",NA,"Magnoliophyta","Celastrales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","470179","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","R. M. de Carvalho-Okano","G. G. Hatschbach","1970","11","13","Brazil","Paraná","Morretes","Serra Murumbi, Pico Olimpo","-48.8342","-25.4769",NA,NA,NA,NA,"NY00470179","NY00470179_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311864' target='other'> <mi>dwc_moreinfo</mi></a>","25388","South America","sheet",NA,"Magnoliophyta","Celastrales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","470167","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","E. P. dos Santos","H. M. Fernandes","1997","09","18","Brazil","Paraná","Guaratuba","Sierra de Amambay","-48.5744","-25.8831",NA,NA,"1200","1200","NY00470167","NY00470167_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311857' target='other'> <mi>dwc_moreinfo</mi></a>","38","South America","sheet",NA,"Magnoliophyta","Celastrales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","470171","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","R. M. de Carvalho-Okano","G. G. Hatschbach","1970","04","28","Brazil","Paraná","Piraquara","Nova Tirol","-49.048057","-25.507775",NA,NA,NA,NA,"NY00470171","NY00470171_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311861' target='other'> <mi>dwc_moreinfo</mi></a>","24205","South America","sheet",NA,"Magnoliophyta","Celastrales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","470170","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","R. M. de Carvalho-Okano","G. G. Hatschbach","1975","02","05","Brazil","Paraná","Sao José dos Pinhais","Guaricana","-49.2064","-25.5347",NA,NA,NA,NA,"NY00470170","NY00470170_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=311862' target='other'> <mi>dwc_moreinfo</mi></a>","34911","South America","sheet",NA,"Magnoliophyta","Celastrales",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:19:19-03","UFRJ","RFA","8801","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","G.G. Hatschbach","G.G. Hatschbach","1967","09","12","Brasil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,"800","800","RFA36935",NA,NA,NA,NA,"Arvoreta 3 m de altura. Flor creme","17147",NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"23","2020-11-13 09:19:19-03","UFRJ","RFA","10007","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","G.G. Hatschbach","G.G. Hatschbach","1970","11","13","Brasil","Paraná","Morretes","Serra Marumbi, Pico Olimpo","-48.834400177002","-25.476900100708",NA,NA,"1500","1500","RFA36934",NA,NA,NA,NA,"Arbusto 2 m de altura. Flor creme esverdeada","25388",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"24","2020-01-20 14:40:22-03","UPM","MACK","1541","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","D. Sampaio","A. Buccaran; et al.","2011","04","29","Brasil","SP","Campos do Jordão","Floresta Ombrófila Mista","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"25","2019-12-04 15:25:02-03","PUCPR","HUCP","20416","S","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek.","Selusniaki, M","Bonaldi, R","2008","10","04","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00010099","HUCP00010099",NA,NA,NA,NA,"409",NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA
"26","2019-12-04 15:25:02-03","PUCPR","HUCP","18560","S","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek.","Selusniaki, M","Selusniaki, M","2007","10","27","Brasil","Paraná","Quatro Barras","Morro do Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"HUCP00010425","HUCP00010425",NA,NA,NA,NA,"1385",NA,NA,NA,"Eudicotiledonea",NA,"17116","auto",NA,NA,NA,NA,NA
"27","2019-12-04 15:25:02-03","PUCPR","HUCP","12384","S","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek.","Santos, EP","Santos, EP","1996","11","23","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"HUCP00010368","HUCP00010368",NA,NA,NA,"Nº 34145.","283",NA,NA,NA,"Eudicotiledonea",NA,"41937","auto",NA,NA,NA,NA,NA
"28","2019-12-04 15:25:02-03","PUCPR","HUCP","13815","S","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek.","Hatschbach, GG","Kummrow, R","1982","11","11","Brasil","Paraná","São José dos Pinhais","Zinco","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"HUCP00010373","HUCP00010373",NA,NA,NA,NA,"2086",NA,NA,NA,"Eudicotiledonea",NA,"45291","auto",NA,NA,NA,NA,NA
"29","2020-11-26 18:07:35-03","CPAN-UFMS","COR","7474","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","G. Hatschbach","J.Cordeiro,J.M.Silva,R.Fendrich;F.R.V.Pacheco","1999","01","21","Brasil","Paraná","São José dos Pinhais","Zinco. Floresta Atlântica; ;.","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,NA,NA,NA,"frutos imaturos; Com Fruto: Verde","1517",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"30","2020-11-26 18:07:35-03","CPAN-UFMS","COR","7910","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek","R. M. Carvalho","E. Barbosa; J. Cordeiro; J. M. Silva","2000","10","04","Brasil","Paraná","Tijucas do Sul","Palermo. Alto do morro;","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,NA,"2001",NA,NA,"Flor cor creme Habito: Arbusto","532",NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA
"31","2019-10-09 11:12:47-03","UFBA","ALCB","050077","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","glaucescens","Monteverdia glaucescens","(Reissek) Biral","Hatschbach, G","Cordeiro, I; Silva, JM; Fendrich, R; Pacheco, FRV","1999","01","21","Brasil","Paraná","São José dos Pinhais","Zinco","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"ALCB036244","ALCB036244","1999",NA,NA,"Ca. 1,8 m de altura. Frutos imaturos verdes.","1517","Southern America",NA,NA,"Dicotyledon",NA,"45291","auto",NA,NA,NA,NA,NA
"32","2019-10-09 11:12:47-03","UFBA","ALCB","60017","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","glaucescens","Monteverdia glaucescens","(Reissek) Biral","Carvalho-Okano, AM","Barbosa, E; Cordeiro, J; Silva, JM","2000","10","04","Brasil","Paraná","Tijucas do Sul","Palermo","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"ALCB036242","ALCB036242","2001",NA,NA,"Ca. 2 m de altura. Flor creme.; Alto do morro.","532","Southern America",NA,NA,"Dicotyledon",NA,"25228","auto",NA,NA,NA,NA,NA
"33","2019-10-09 11:12:47-03","UFBA","ALCB","96145","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","glaucescens","Monteverdia glaucescens","(Reissek) Biral","Cordeiro, J","Cordeiro, J; Cordeiro, J; Barbosa, E; Lozano, ED","2009","04","07","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"ALCB036245","ALCB036245","2010",NA,NA,"1,20 m alt. Frutos vermelhos.; nebular.","3017","Southern America",NA,NA,"Dicotyledon",NA,"37493","auto",NA,NA,NA,NA,NA
"34","2019-10-09 11:12:47-03","UFBA","ALCB","043271","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","glaucescens","Monteverdia glaucescens","(Reissek) Biral","Hatschbach, G","Barbosa, E; Cordeiro, J","1998","10","20","Brasil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"ALCB036246","ALCB036246","1999",NA,NA,"Ca. 2 m de altura. Flores creme esverdeadas.","139","Southern America",NA,NA,"Dicotyledon",NA,"45291","auto",NA,NA,NA,NA,NA
"35","2019-10-09 11:12:47-03","UFBA","ALCB","032476","PreservedSpecimen","Plantae","Celastraceae","Monteverdia","glaucescens","Monteverdia glaucescens","(Reissek) Biral","Okano, RC","Hatschbach, G","1982","09","10","Brasil","Paraná","São José dos Pinhais","Purgatório","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"ALCB036243","ALCB036243","1992",NA,NA,"Pequena. Flores esverdeadas.; Encosta de pequenos morros.","45291","Southern America",NA,NA,"Dicotyledon",NA,"45291","auto",NA,NA,NA,NA,NA
"36","2020-02-08 08:57:29-03","NBC","NL-BOTANY","WAG.1331713","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek",NA,"Hatschbach GG","1975","11","05","Brazil",NA,NA,"Guaricana (mun. S. José dos Pinhaes) Paranà.",NA,NA,NA,NA,NA,NA,"NL-WAG1331713","NL-WAG1331713",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1331713 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Celastrales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 08:57:29-03","NBC","NL-BOTANY","L.2284365","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek",NA,"Hatschbach GG","1967","10","30","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2284365","NL-L2284365",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2284365 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Celastrales",NA,NA,"Magnoliopsidae","L 0096709",NA,NA,NA
"38","2020-02-08 08:57:29-03","NBC","NL-BOTANY","L.2284366","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek",NA,"Hatschbach GG","1967","10","05","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2284366","NL-L2284366",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2284366 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Celastrales",NA,NA,"Magnoliopsidae","L 0096710",NA,NA,NA
"39","2020-02-08 08:57:29-03","NBC","NL-BOTANY","L.2284367","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek",NA,"Hatschbach GG","1966","10","12","Brazil","Paraná",NA,"Col.Sto. Andrada (Mun. S. José dos Pinhaes) Paraná.",NA,NA,NA,NA,NA,NA,"NL-L2284367","NL-L2284367",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2284367 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Celastrales",NA,NA,"Magnoliopsidae","L 0096708",NA,NA,NA
"40","2020-02-08 08:57:29-03","NBC","NL-BOTANY","U.1194784","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek",NA,"Lindeman JC; Haas JH de","1967","04","16","Brazil",NA,NA,"Brasiliae Australis, Est. Rio de Janeiro, Parque Nacional do Itatiaia, in shrubby low wood along road from park seat to planalto.",NA,NA,NA,NA,NA,NA,"NL-U1194784","NL-U1194784",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194784 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Celastrales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 08:57:29-03","NBC","NL-BOTANY","U.1194785","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek",NA,"Reitz R; Klein RM","1959","09","18","Brazil",NA,NA,"Santa Catarina, Morro Spitzkopf, Blumenau, Tôpo de morro, matinha.",NA,NA,NA,NA,NA,NA,"NL-U1194785","NL-U1194785",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1194785 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Celastrales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 08:57:29-03","NBC","NL-BOTANY","WAG.1331712","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek",NA,"Ribas OS; Cordeiro J","1993","11","10","Brazil",NA,NA,"Guaricana (mun. São José dos Pinhais) Paraná.",NA,NA,NA,NA,NA,NA,"NL-WAG1331712","NL-WAG1331712",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1331712 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Celastrales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 08:57:29-03","NBC","NL-BOTANY","WAG.1331714","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reissek",NA,"Hatschbach GG","1966","10","12","Brazil","Paraná",NA,"Col.Sto. Andrada (Mun. S. José dos Pinhaes) Paraná.",NA,NA,NA,NA,NA,NA,"NL-WAG1331714","NL-WAG1331714",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1331714 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Celastrales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-11-04 11:04:43-03","ESALQ","ESA","37254","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reiss.","Carvalho-Okano, R.M.","Jarenkow, J.A. ; Sobral, M.","1993","03","30","Brasil","Rio Grande do Sul","Morinhos do Sul",NA,NA,NA,NA,NA,NA,NA,"ESA037254",NA,NA,NA,NA,NA,"2356.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:04:43-03","ESALQ","ESA","75465","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reiss.",NA,"Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","14","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Subosque de Pinus com ca. 40 anos de plantio.","-46.44","-23.59","-46.44","-23.59","800","800","ESA075465",NA,NA,NA,NA,"Arvoreta, 1, 5m alt. Frutos vermelhos.","172.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:04:43-03","ESALQ","ESA","75210","PreservedSpecimen","Plantae","Celastraceae","Maytenus","glaucescens","Maytenus glaucescens","Reiss.","Biral, L.","Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","13","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu.","-464.631","-23.592","-464,631","-23,592","750","750","ESA075210","ESA075210","2013",NA,NA,"Arbusto, frutos vermelhos.","2231.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
