"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"633","2017-01-02 10:44:00-02","MO","MOBOT","3080933","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Guillermo Klug","Klug 3974","1935","3",NA,"South America","Peru","San Martín",NA,"Chazuta, Río Huallaga.",NA,NA,NA,NA,NA,NA,"260.00000000",NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"634","2017-01-02 10:41:00-02","MO","MOBOT","3080942","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","René Chávez A.","Chávez Alfaro 1732","1973","11","16","South America","Peru","Madre de Dios","Tahuamanu","Rio Tahuamanu.",NA,NA,NA,NA,NA,NA,"180.00000000",NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"635","2017-01-02 10:39:00-02","MO","MOBOT","3080953","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Franklin Ayala","Ayala Flores 7","1972","10","26","South America","Peru","Loreto","Maynas","Dtto. Iquitos.",NA,NA,NA,NA,NA,NA,"100.00000000",NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"636","2017-01-02 10:45:00-02","MO","MOBOT","3105225","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","D.B. Pickel","Pickel 4A-20M-12-16-29","1930","12",NA,"South America","Brazil","Pernambuco",NA,"Probably cultivated at Tapera",NA,NA,NA,NA,NA,NA,NA,NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"637","2017-01-02 10:55:00-02","MO","MOBOT","3105269","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil","Bahia",NA,"Bahia in ruderalis",NA,NA,NA,NA,NA,NA,NA,NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"638","2016-11-16 15:22:00-02","MO","MOBOT","3151334","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Julian A. Steyermark|Bruce K. Holst|Bruno J. Manara","Steyermark 131094","1985","9","2","South America","Venezuela","Bolívar","Cedeño","Savanna, 2.8-3 km SW of Caicara del Orinoco.","-66.2","7.6333333",NA,NA,NA,NA,"50.00000000",NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"639","2016-11-16 15:19:00-02","MO","MOBOT","3151729","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Kenneth R. Robertson|Derek Burch","Robertson 297","1967","6","18","South America","Guyana",NA,NA,"Triumph E Coast Demarara.",NA,NA,NA,NA,NA,NA,NA,NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"640","2017-01-02 10:32:00-02","MO","MOBOT","3337641","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Isau Huamantupa|Nigel Smith|M. Vásquez","Huamantupa Chuquimaco 7606","2006","4","18","South America","Peru","Loreto","Ucayali","Dist. Contamana, San Carlos, alrededores del pueblo. Bosque Inundable","-74.3625","-5.3347222",NA,NA,NA,NA,"103.00000000",NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"641","2020-02-26 07:23:00-03","MO","MOBOT","786356","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","James L. Zarucchi|Hermes Cuadros V.","Zarucchi 3961","1985","8","6","South America","Colombia","Bolívar",NA,"Mun. de Cartagena; ca. 18 km SW of crossing of Canal del Dique at Pasacaballos, Isla Barú, along Playa Mohán, sand dunes and mangrove swamp behind dunes.","-75.5333333","10.25",NA,NA,NA,NA,"0E8","2.00000000","gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-11","10",NA
"642","2017-01-02 10:31:00-02","MO","MOBOT","790398","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Walter H. Lewis|M. C. Gnerre","Lewis 10366","1985","12","26","South America","Peru","Loreto","Alto Amazonas","Old Andoas, Río Pastaza, 2º55'S, 76º25'W, 190 m elev. Low rain- forest, mostly terra firma, including ruderal and cultivated areas.","-76.4166667","-2.9166667",NA,NA,NA,NA,"190.00000000",NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-4","3",NA
"643","2017-01-02 10:41:00-02","MO","MOBOT","790781","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Walter H. Lewis|Memory Elvin-Lewis|Camilo Díaz S.","Lewis 11623","1986","7","3","South America","Peru","Loreto","Alto Amazonas","Old Andoas, Río Pastaza. Low rainforest, mostly terra firma, including ruderal and cultivated areas. Quichua","-76.4166667","-2.9166667",NA,NA,NA,NA,"190.00000000",NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-8","3",NA
"644","2017-01-02 10:42:00-02","MO","MOBOT","790798","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Walter H. Lewis|Memory Elvin-Lewis|Camilo Díaz S.","Lewis 11673","1986","7","5","South America","Peru","Loreto","Alto Amazonas","Huagramona, Río Pastaza. Low rainforest, including ruderal and cultivated areas. Quichua","-76.4166667","-3.1666667",NA,NA,NA,NA,"185.00000000",NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-9","3",NA
"645","2018-02-08 16:21:00-02","MO","MOBOT","791144","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Walter H. Lewis|Memory Elvin-Lewis|José Campos de la Cruz|Daniel Fast","Lewis 12606","1986","12","5","South America","Peru","Loreto",NA,"Kapawari, Río Pastaza.","-76.6","-2.6833333",NA,NA,NA,NA,"190.00000000",NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-21","3",NA
"646","2018-03-27 10:48:00-03","MO","MOBOT","812005","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Elsa M. Zardini|Tulio Tillería","Zardini 38592","1994","2","24","South America","Paraguay","Misiones",NA,"Itayurú, between San Miguel and San Juan Bautista.","-57.1","-26.5833333",NA,NA,NA,NA,NA,NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"884","4",NA
"647","2016-11-16 15:20:00-02","MO","MOBOT","3105227","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Christopher Davidson|Gustavo Martinelli","Davidson 10584","1980","6","29","South America","Brazil","Pará","Oriximiná","Tall forest adjacent to riverside fazendas, along Rio Trombetas, ca. 8-10 km SE (downriver) from Cachoeira Porteira. Terra firme. (Assoc.: Dipteryx, Bertholletia, Couratari, a few bamboos)","-55.8661003112793","-1.76556003093719",NA,NA,NA,NA,NA,NA,"gossypiifolia",NA,"479450","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"648","2018-01-31 17:03:00-02","MO","MOBOT","100961041","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.L. Liesner (MO)","Saúl Flores|R. Herrera|J. Valles","Flores 90","1995","1","24","South America","Venezuela","Anzoátegui",NA,"Mapire, Distrito Monagas.","-64.5","7.5",NA,NA,NA,NA,"50.00000000",NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"649","2016-11-16 15:23:00-02","MO","MOBOT","152981","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"R.Liesner (MO)","Elsa M. Zardini|Tulio Tillería","Zardini 38011","1994","1","20","South America","Paraguay","Boquerón",NA,"(ex Nueva Asunción) Between La Patria and Fortin Teniente E. Ochoa, 40 km from La Patria. Dry forest.","-61.05","-21.65",NA,NA,NA,NA,NA,NA,"gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"870","4",NA
"650","2017-01-17 10:06:00-02","MO","MOBOT","155157","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia gossypiifolia",NA,"(cf.also J.fortunato)R.Liesner (MO)","Carlos E. Cerón|3er Curso Biología U. Central","Cerón Martínez 7035","1989","6","24","South America","Ecuador","Imbabura",NA,"El Chota.","-77.8666667","0.4333333",NA,NA,NA,NA,"2000.00000000","2200.00000000","gossypiifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-33","4",NA
"651","2012-11-09 08:49:00-02","MO","MOBOT","100541239","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia latifolia","Chodat & Hassl.",NA,"Émile Hassler","Hassler 4495","1897","9",NA,"South America","Paraguay",NA,NA,"Centralis. In campo pr. flumen Corrientes, Sept.",NA,NA,NA,NA,NA,NA,NA,NA,"latifolia","Syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"652","2012-11-09 09:28:00-02","MO","MOBOT","100541253","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia rhombifolia","Chodat & Hassl.",NA,"Émile Hassler","Hassler 5930","1898",NA,NA,"South America","Paraguay",NA,NA,"Campos am Flusse Capibary.",NA,NA,NA,NA,NA,NA,NA,NA,"rhombifolia","Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"653","2017-01-02 12:08:00-02","MO","MOBOT","100316106","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","B. Hoffman|Harold Ameer|C. Capellaro","Hoffman 725","1992","1","19","South America","Guyana",NA,NA,"Region: Demerara-Mahaica. Atlantic coastline W of Mahaica R, between seawall and hospital.","-57.9166667","6.6333333",NA,NA,NA,NA,"0E8","5.00000000","staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"654","2017-04-15 11:25:00-03","MO","MOBOT","100663209","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","Francisco J. Roldán|L. Betancur","Roldán 3512","2000","9","28","South America","Colombia","Antioquia","Santa Fé de Antioquia","Carretera Santafé-Manglar, km 4-6, orilla de la carretera, río.","-75.9166667","6.5833333",NA,NA,NA,NA,NA,NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"655","2017-04-15 11:23:00-03","MO","MOBOT","142221","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","Thomas B. Croat","Croat 62793","1986","7","5","South America","Colombia","Valle del Cauca",NA,"Along new road between Cali and Buenaventura, between Loboguerrero and Cisneros; Along Quebrada de los Indios, near west end of tunnel #2; Elev. about 500 m.; 19.1 km East of Cisneros; 44.7 km East of turnoff to Bajo Calima; 49.3 km East of Puente El Piñal in Buena-","-76.7","3.775",NA,NA,NA,NA,"500.00000000",NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-71","2",NA
"656","2017-01-02 12:56:00-02","MO","MOBOT","146004","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","Bijan Dehgan 2012 (!RL)","James L. Zarucchi|Alan E. Brant|et al.","Zarucchi 5467","1987","9","19","South America","Colombia","Antioquia",NA,"Mpio. de Antioquia; along road Santa Fé de Antioquia-Anzá, 9 km from crossing of Río Tonuzco on way to Anzá along west bank of Río Cauca. Disturbed tropical dry forest.","-75.85","6.4666667",NA,NA,NA,NA,"590.00000000",NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-65","9",NA
"657","2017-01-02 12:51:00-02","MO","MOBOT","153462","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","Carlos E. Cerón|Mery Montesdeoca","Cerón Martínez 12453","1990","12","7","South America","Ecuador","Imbabura","Ibarra","Parroquia Ambuquí. 1 Km al Este del pueblo. Bosque Seco Premontano. Topografía colinada, suelo pedregoso.","-77.9833333","0.4333333",NA,NA,NA,NA,"1800.00000000",NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-98","7",NA
"658","2017-01-03 13:30:00-02","MO","MOBOT","153469","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","Carlos E. Cerón|Mery Montesdeoca","Cerón Martínez 12499","1990","12","8","South America","Ecuador","Imbabura","Ibarra","Parroquia Ambuquí. Bosque Seco Premontano. Informantes: Manuel Guevara, Teresa Peñaherrera, Magdalena Sánchez, Renato Placencia, Carlos Montenegro.","-77.9833333","0.4333333",NA,NA,NA,NA,"1800.00000000",NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-99","6",NA
"659","2017-02-09 16:20:00-02","MO","MOBOT","155592","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","Bijan Dehgan 2012 (!RL)","Hermes Cuadros V.","Cuadros Villalobos 802","1979","5","22","South America","Colombia","Valle del Cauca","Yumbo","La Calera, Mulaló. Altura 1050 m.","-76.4841666","3.6363889",NA,NA,NA,NA,"1050.00000000",NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-9","1",NA
"660","2017-01-02 12:48:00-02","MO","MOBOT","1578232","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","Ramiro Fonnegra G.|et al.","Fonnegra G. 7336","2000","11","3","South America","Colombia","Antioquia",NA,"Municipio. Santa Fe de Antioquia. Carretera Santa Fé. Manglar. Río Tonuzco.",NA,NA,NA,NA,NA,NA,"500.00000000",NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"661","2017-01-02 12:55:00-02","MO","MOBOT","2947582","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","Bijan Dehgan 2012 (!RL)","Robert Kral","Kral 70650","1983","8","7","South America","Venezuela","Distrito Federal",NA,"Hills s.w. of National Herbarium, Caracas.",NA,NA,NA,NA,NA,NA,"700.00000000",NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"662","2017-01-03 13:37:00-02","MO","MOBOT","2949099","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","Beatriz Madrigal","Madrigal 1363","1995","11","4","South America","Colombia","Huila",NA,"Municipio Villaveja desierto de la Tatacoa, zona del Cardón.","-75","3",NA,NA,NA,NA,"400.00000000","500.00000000","staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"663","2017-01-02 12:48:00-02","MO","MOBOT","2950467","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","Marc A. Baker","Baker 6867","1986","4","2","South America","Ecuador","Imbabura",NA,"1 k south of Rio Chota, 10 k NNE of Laguna de yahuarcocha; desert scrub.","-78.0333333","0.4666667",NA,NA,NA,NA,NA,NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"664","2016-11-09 11:49:00-02","MO","MOBOT","2950561","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","Manuel Rimachi Y.","Rimachi Y. 8948","1988","9","30","South America","Peru","Loreto",NA,"Maynas. Dtto. Indiana. Rio Amazonas, pasto de la comunidad d ePucallpa aprox. 2 horas de Iquitos, enterreno bajo y arenoso.",NA,NA,NA,NA,NA,NA,"100.00000000",NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"665","2017-01-03 13:30:00-02","MO","MOBOT","2950838","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","Omar Zambrano|D. Pacheco|G. Sthormes","Zambrano 1924","1989",NA,NA,"South America","Venezuela","Zulia",NA,"Carretera Paraguaipoa, a 9 kms del desvio hacia paraguachon via Cojoro. Sector Guayamuris. Municipio Goajira. Distrito Paez.",NA,NA,NA,NA,NA,NA,NA,NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"666","2017-01-02 12:47:00-02","MO","MOBOT","2952025","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","Orlando Marulanda","Marulanda 916","1989","4","6","South America","Colombia","Bolívar",NA,"Municipio Santa Catalina; Galerazamba, vegetacion cerca a la play a orilla de carretera.","-75.2522222","10.2847222",NA,NA,NA,NA,NA,NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"667","2017-01-02 12:10:00-02","MO","MOBOT","2952062","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","Jorge E. Ramos","Ramos Pérez 1969","1989","11","5","South America","Colombia","Valle del Cauca","Yumbo","Corregimiento de Mulaló, por la carretera panorama, en la via Yumbo-Vijes, por la quebrada.",NA,NA,NA,NA,NA,NA,NA,NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"668","2017-01-02 11:45:00-02","MO","MOBOT","3068284","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","Bijan Dehgan 2012 (!RL)","Julian A. Steyermark|Victor Carreño E.|Bruno J. Manara","Steyermark 108243","1973","9","8","South America","Venezuela","Sucre",NA,"Playa Manzanillo Oeste del Hotel Cumanagoto y Suroeste de Cumaná: espinares y cardonales.",NA,NA,NA,NA,NA,NA,"0E8",NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"669","2017-01-02 11:47:00-02","MO","MOBOT","3150716","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","Bijan Dehgan 2006 (!RL)","Cyril Allen","Allen 169","1924","7","25","South America","Colombia","Magdalena",NA,"Savana, Chiriguana. Magdalena Valley.",NA,NA,NA,NA,NA,NA,NA,NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"670","2017-01-02 12:57:00-02","MO","MOBOT","3150785","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","Bijan Dehgan 2012 (!RL)","A. Beuther","Beuther 53","1961","5","19","South America","Colombia","Bolívar",NA,"Macayepo, 20 km. ESE San Onofre.",NA,NA,NA,NA,NA,NA,"130.00000000",NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"671","2017-05-20 02:15:00-03","MO","MOBOT","3151036","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","Bijan Dehgan 2006 (!RL)","Arthur Schott","Schott s.n.","1857",NA,NA,"South America","Colombia",NA,NA,"Cartagena [Carthajena].",NA,NA,NA,NA,NA,NA,NA,NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"672","2017-01-02 11:52:00-02","MO","MOBOT","3152446","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","Bijan Dehgan 2006 (!RL)","Laurence E. Skog|Christian P.G.-A. Feuillet","Skog 7539","1986","11","21","South America","French Guiana",NA,NA,"Sinnamary region; Battures de Malmanoury, end of Rte. D7, ca. 16 km SE from Sinnamary. Forest margins and beach scrub on white sand.","-52.8","5.3166667",NA,NA,NA,NA,NA,NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"673","2017-01-02 12:09:00-02","MO","MOBOT","3279440","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","R.Liesner (MO)","Terry W. Henkel|R. Williams|Mohammed H. Ameer","Henkel 2623","1993","8","17","South America","Guyana",NA,NA,"Demerara-Mahaica Region. Mahaica Coast near Cane Grove. Creekside secondary forest; brackish trenches.","-57.9666667","6.6666667",NA,NA,NA,NA,"0E8","10.00000000","staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"674","2017-01-02 12:55:00-02","MO","MOBOT","3401183","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","Bijan Dehgan 2012 (!RL)","B.B. Larsen|Jens E. Madsen","Larsen 283","1985","10","19","South America","Ecuador","Imbabura",NA,"Carretera Ibarra-Tulcan, a 15 km de Ibarra, Valle del Rio Chota. Matorral dominado por Opuntia, Croton y Acacia en area seca.",NA,NA,NA,NA,NA,NA,"1700.00000000",NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"675","2017-01-02 12:54:00-02","MO","MOBOT","1846394","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia staphysagriifolia","(Mill.) Müll. Arg.","Bijan Dehgan 2006 (!RL)","Alwyn H. Gentry|Douglas C. Daly|Henry León|César E. Barbosa","Gentry 18094","1977","3","5","South America","Colombia","Cundinamarca",NA,"Road from Pto. Bogota, N along Río Magdalena to Pto. Salgar, 1-6 km N of Bogota, disturbed forest with mesquite and Scheelea, tropical moist forest.","-74.9833333","5.7833333",NA,NA,NA,NA,"350.00000000",NA,"staphysagriifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4168","1",NA
"676","2020-09-09 13:31:23-03","UNESP-IBILCE","SJRP","00922","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Cordeiro, J.","Brognaro",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","São José do Rio Preto","Bosque Municipal","-49.3544444","-20.77694444",NA,"Bosque municipal.;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.3544444","-20.77694444",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"677","2018-04-19 15:15:12-03","UNIOESTE","UNOP","3911","S","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Caxambu, M.G.","Miranda, C.B.","s.n.","2005","03","08",NA,"Brasil","Mato Grosso do Sul","Itaguisaé",NA,NA,NA,NA,"Arbusto grande com folhas simples alternas sendo as mais novas de coloração roxa. Com pelos na superfície superior ao peciolo e na margem das folhas(pelos menores) +/- 2 m de altura - exuda latex",NA,NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,"04","06",NA,NA,NA,NA,NA
"678","2015-05-20 10:34:50-03","UFERSA","MOSS","5553","S","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.","Oliveira, O.F. de","Jales, F.E.B.","11","1994","06","17","América do Sul","Brasil","Rio Grande do Norte","Messias Targino","próximo a sede do município.","-37.513889","-6.078889",NA,"flor vermelha, fruto marrom; n.v. pinhão.",NA,NA,"181","181",NA,NA,NA,NA,"1998","37W30'50","6S04'44","08","12",NA,NA,NA,NA,NA
"679","2015-05-20 10:34:50-03","UFERSA","MOSS","11488","S","Plantae",NA,NA,"Euphorbiaceae","Jatropha","gossypiifolia","Jatropha gossypiifolia","L.",NA,"Goes, G.B.","s.n.","2000","08","23","América do Sul","Brasil","Rio Grande do Norte","Mossoró","Avenida Leste-Oeste.","-37.344167","-5.1875",NA,"n.v. pinhão-roxo.",NA,NA,"16","16",NA,NA,NA,NA,NA,"37W20'39","5S11'15",NA,NA,NA,NA,NA,NA,NA
