"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"726","2016-03-10 15:49:00-03","MO","MOBOT","1529309","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Michael H. Nee","1988","12","7","Bolivia","Santa Cruz","Andrés Ibáñez","Southern outskirts of Santa Cruz, 7 km SSE of center of Santa Cruz.","-63.2","-17.74166",NA,NA,"410.00000000",NA,NA,NA,NA,"Nee 37029",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"727","2016-03-10 15:34:00-03","MO","MOBOT","1530962","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Michael H. Nee",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.6","-17.5",NA,NA,"350.00000000",NA,NA,NA,NA,"Nee 40218",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"728","2016-03-10 15:35:00-03","MO","MOBOT","1530974","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Michael H. Nee",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.6","-17.5",NA,NA,"350.00000000",NA,NA,NA,NA,"Nee 40219",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"729","2016-03-10 15:55:00-03","MO","MOBOT","1531863","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Michael H. Nee","1999","11","6","Bolivia","Santa Cruz","Florida","2.5 km by dirt road S from turnoff from Bermejo-Samaipata highway. Dry forest on slope above Quebrada La Coca. With Anadenanthera colubrina, Myroxylum balsamum, Cariniana estrellensis, Terminalia triflora, Zehyeria tuberculosa.","-63.6833333","-18.15",NA,NA,"1150.00000000",NA,NA,NA,NA,"Nee 50503",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"730","2016-03-10 15:50:00-03","MO","MOBOT","1531887","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Michael H. Nee","1989","12","21","Bolivia","Santa Cruz",NA,"Prov. Andres Ibanaez, 3 km. Nw of center of Cotoca, atbridge over Arroyo Callejas, now with no running water, only stagnant pools. Disturbed subtropical semideciduous forest and brushy areas, Gallesia integrifolia, Anadenanthera macrocarpa.","-63","-17.7333333",NA,NA,"375.00000000",NA,NA,NA,NA,"Nee 38220",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"731","2016-03-10 15:51:00-03","MO","MOBOT","1532370","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Michael H. Nee",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"450.00000000",NA,NA,NA,NA,"Nee 48479",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"732","2016-03-10 15:29:00-03","MO","MOBOT","1532681","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Michael H. Nee|G. Coimbra S.","1988","1","30","Bolivia","Santa Cruz","Ichilo","2 km WSW of Buena Vista on road to El Cairo.","-63.6","-17.5",NA,NA,"340.00000000",NA,NA,NA,NA,"Nee 36094",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"733","2016-03-10 15:46:00-03","MO","MOBOT","1533565","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Michael H. Nee","1987","1","11","Bolivia","Santa Cruz","Andrés Ibáñez","W side of Santa Cruz, edge of floodplain of Rio Pirai, flat, sandy, brushy, grassy or weedy areas.","-63.2","-17.74166",NA,NA,"420.00000000",NA,NA,NA,NA,"Nee 33420",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"734","2016-03-10 15:37:00-03","MO","MOBOT","1533593","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Michael H. Nee",NA,NA,NA,"Bolivia","Santa Cruz",NA,"Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833",NA,NA,"315.00000000",NA,NA,NA,NA,"Nee 39379",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"735","2016-03-10 14:00:00-03","MO","MOBOT","1533631","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Michael H. Nee","1997","12","26","Bolivia","Santa Cruz",NA,"Prov. Warnes; at Puente las chacras on the Montero Okinawa hwy., 14 km ENE from Hwy. junction just N of Montero. brushy areas and disturbed woods along channel.","-63.15","-17.2833333",NA,NA,"275.00000000",NA,NA,NA,NA,"Nee 47554",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"736","2016-03-10 15:38:00-03","MO","MOBOT","1716609","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Israel G. Vargas C.|Mario Saldias P.","2000","10","5","Bolivia","Santa Cruz","Ichilo","Buena Vista, patio del Hotel Amboró del Sr. Robin Klarke (2 km al W de Buena Vista, por el camino al Cairo). Bosque muy intervenido con Vitex pseudolea y Pachira insignis.","-63.6833333","-17.5166667",NA,NA,"370.00000000",NA,NA,NA,NA,"Vargas Caballero 5380",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"737","2020-07-05 18:58:00-03","MO","MOBOT","1750290","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Carlos E. Cerón","1992","8","13","Ecuador","Guayas","Naranjal","Reserva Ecológica Manglares - Churute. Cerca a la Cumbre del Cerro Pancho Diablo de frente al Puerto del Gallo. Topografía colinada. Suelo claro con esacasas piedras. Transectos de 50 x 2 m x 5 (0.5 Ha.).","-79.5833333","-2.4166667",NA,NA,"610.00000000","590.00000000",NA,NA,NA,"Cerón Martínez 20153",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"5","93",NA,NA
"738","2020-07-05 21:44:00-03","MO","MOBOT","2361795","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Alejandro Araujo M.|Paola Gismondi|Norma Flores","2004","12","3","Bolivia","La Paz","Abel Iturralde","Serranías de los alrededores de Municipio de San Buenaventura.","-67.5363889","-14.4388889",NA,NA,"250.00000000",NA,NA,NA,NA,"Araujo Murakami 1340",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1","04-14",NA,NA
"739","2020-07-05 19:01:00-03","MO","MOBOT","2689452","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Jens E. Madsen","1987","12","3","Ecuador","Guayas",NA,"Isla Puná. Puná Nueva to La Polvora. Semi-deciduous forest.","-79.9166667","-2.7333333",NA,NA,NA,NA,NA,NA,NA,"Madsen 64149",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"740","2020-07-05 19:03:00-03","MO","MOBOT","2690156","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Jens E. Madsen|L. Ellemann|E. Montero","1988","10","12","Ecuador","Guayas",NA,"Isla Puná. Vicinity of La Polvora. Dry forest close to beach.","-79.9","-2.7666667",NA,NA,"0E8","50.00000000",NA,NA,NA,"Madsen 75487A",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"741","2020-10-23 11:59:00-03","MO","MOBOT","2871587","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"T. Herzog","1911","1",NA,"Bolivia",NA,NA,"Rio Pirai.","-63.21","-17.7391666",NA,NA,NA,NA,NA,NA,NA,"Herzog 1463",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"742","2020-10-23 12:02:00-03","MO","MOBOT","2871589","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"José Steinbach","1925","10","2","Bolivia","Santa Cruz","Sara","Sara. Meereshoe. Bosque de Buena Vista.","-63.6666667","-17.45",NA,NA,"450.00000000",NA,NA,NA,NA,"Steinbach G. 7253",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"743","2016-03-10 15:31:00-03","MO","MOBOT","2871591","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"José Steinbach","1925","11","25","Bolivia","Santa Cruz","Sara","BuenaVista.","-63.66666","-17.45",NA,NA,"450.00000000",NA,NA,NA,NA,"Steinbach G. 7340",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"744","2020-10-23 12:06:00-03","MO","MOBOT","2871594","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"José Steinbach","1925","12","29","Bolivia","Santa Cruz","Sara","Sara Standort Buena Vista. Ri´o Palometillas,","-63.6333333","-17.4",NA,NA,"400.00000000",NA,NA,NA,NA,"Steinbach G. 7362",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"745","2016-03-10 13:45:00-03","MO","MOBOT","3060699","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"M. Toledo G.","2000","11","17","Bolivia","Santa Cruz","Guarayos","Empresa Forestal La Chonta. Parcelas Permanentes de Investigación. Bosque húmedo de llanura.","-62.7666667","-15.6833333",NA,NA,"400.00000000",NA,NA,NA,NA,"Toledo G. 1410",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"746","2016-03-10 15:39:00-03","MO","MOBOT","3257924","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Michael H. Nee","2006","1","14","Bolivia","Santa Cruz","Ichilo","4.5 km SSE of Buena Vista, secondary semi-evergreen forest around Hotel Flora y Fauna, with Cecropia poly stachya, Miconia molybdea.","-63.6444444","-17.4972222",NA,NA,"400.00000000",NA,NA,NA,NA,"Nee 53793",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"747","2016-03-10 15:53:00-03","MO","MOBOT","3384105","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Michael H. Nee","2002","4","18","Bolivia","Santa Cruz","Florida","At Achira Camping resort. Dry forest of Schinopsis haenkeana, Acacia aroma, in bottom of valley.","-63.8166667","-18.1666667",NA,NA,"1370.00000000",NA,NA,NA,NA,"Nee 52196",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"748","2020-07-05 20:36:00-03","MO","MOBOT","3385164","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Guillermo Klug","1936","3",NA,"Peru","San Martín",NA,"Juan Jui, ALto Rio Huallaga.","-76.75","-7.1833333",NA,NA,"400.00000000","800.00000000",NA,NA,NA,"Klug 4270",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"749","2016-03-10 13:58:00-03","MO","MOBOT","3387414","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"R.C. Quevedo","1991","7","6","Bolivia","Santa Cruz","Nuflo de Chavez","SanRamon. Ladera del Cerro Puquio Sur.","-62.45","-16.6375",NA,NA,"505.00000000",NA,NA,NA,NA,"Quevedo Sopepí 594",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"750","2016-03-10 15:43:00-03","MO","MOBOT","3388361","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"SALDIAS","1990","3","2","Bolivia","Santa Cruz",NA,"Andres Ibanez. loc. Parque Palestina; 35 km E linea recta del centro de Santa Cruz; Orilla rio Surutu.","-63.5333333","-17.7666667",NA,NA,"480.00000000",NA,NA,NA,NA,"SALDIAS 996",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"751","2020-10-23 12:11:00-03","MO","MOBOT","3388485","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Nur Ritter","1996","1","14","Bolivia","Santa Cruz",NA,"A large wetland complex, across the highway from the international airport.","-63.1666667","-17.8166667",NA,NA,"430.00000000",NA,NA,NA,NA,"Ritter 2778",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"752","2020-10-23 12:15:00-03","MO","MOBOT","3389316","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Antonio C. Krapovickas|Aurelio Schinini","1980","4","12","Bolivia","Santa Cruz",NA,"Santa Cruz, alrededores del Country Club Las Palmas","-63.1833333","-17.7666667",NA,NA,"400.00000000",NA,NA,NA,NA,"Krapovickas 36112",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"1",NA,NA,NA
"753","2020-07-05 19:31:00-03","MO","MOBOT","3390164","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.",NA,NA,NA,NA,"William T. Gillis","1970","11","20","Ecuador","Guayas",NA,"Introduced by Mrs. Ynes Mexia from Guayas, Ecuador; Native to Peru. Furrowed bark. Cultivated at the USDA Platn introduction Station, Miamai,.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gillis 9980",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,NA,NA,NA,NA
"754","2020-07-05 21:35:00-03","MO","MOBOT","3488823","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Luis Valenzuela G.","2007","7","14","Peru","Madre de Dios","Tambopata","Distrito Las Piedras, Reserva Amazonica, Trocha Canopy, Jardín Botánico. Bosque primario.","-69.045","-12.5308334",NA,NA,"193.00000000",NA,NA,NA,NA,"Valenzuela Gamarra 9870",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"5",NA,NA,NA
"755","2020-07-05 21:31:00-03","MO","MOBOT","409983","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Percy Núñez V.","1990","6","18","Peru","Madre de Dios","Tambopata","Cusco Amazónico Lodge. 15 km NE of Puerto Maldoønado.","-69.05","-12.5833333",NA,NA,"200.00000000",NA,NA,NA,NA,"Núñez Vargas 12238",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"5","50",NA,NA
"756","2020-07-05 21:33:00-03","MO","MOBOT","409999","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Percy Núñez V.","1990","6","28","Peru","Madre de Dios","Tambopata","10 km NE of Puerto Maldonado, Lago Sanø dobal, lake edge, ravines; aguajal.","-69.05","-12.5833333",NA,NA,"400.00000000",NA,NA,NA,NA,"Núñez Vargas 12369",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"7","53",NA,NA
"757","2020-10-23 11:04:00-03","MO","MOBOT","410021","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Camilo Díaz S.|M. Alexiades","1989","7","13","Peru","Madre de Dios","Tambopata","Río Tambopata, Comunidad Nativa de Infierno: Hermosa Chica.","-69.2833333","-12.8333333",NA,NA,"260.00000000",NA,NA,NA,NA,"Díaz Santibáñez 3653",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"3","28",NA,NA
"758","2020-10-23 11:07:00-03","MO","MOBOT","410029","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Camilo Díaz S.|Rodolfo Vásquez","1989","7","19","Peru","Madre de Dios","Tambopata","Puerto Maldonado, riveras del Río Madre de Dios.","-69.1666667","-12.5833333",NA,NA,NA,NA,NA,NA,NA,"Díaz Santibáñez 3670",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"6","32",NA,NA
"759","2020-10-23 11:10:00-03","MO","MOBOT","410039","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Percy Núñez V.|Y. Terborgh|et al.","1991","10","19","Peru","Madre de Dios","Manu","Manu National Park; Río Manu; Cocha Salvador forest plots.","-71.25","-11.9666667",NA,NA,"370.00000000",NA,NA,NA,NA,"Núñez Vargas 14462",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"5","85",NA,NA
"760","2020-07-05 19:13:00-03","MO","MOBOT","410507","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Alwyn H. Gentry|Carmen Josse","1991","1","24","Ecuador","Manabí",NA,"Machalilla National Park, Estero Manta Blanca, 2 hours SE of Agua Blanca, dry forest. TRANSECT # 1","-80.7166667","-1.5833333",NA,NA,"350.00000000","370.00000000",NA,NA,NA,"Gentry 72731",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"7","561",NA,NA
"761","2020-07-05 19:20:00-03","MO","MOBOT","410511","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Daniel Rubio|Galo A. Tipaz|W. Herzog|Tamara Núñez","1991","8","15","Ecuador","Guayas","Guayaquil","Bosque Protector Cerro Blanco. Carretera a Salinas, km 15. Bosque seco Tropical. Suelo derivado de roca caliza.","-79.9666667","-2.1666667",NA,NA,"200.00000000",NA,NA,NA,NA,"Rubio 1886",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"5","91-8",NA,NA
"762","2020-07-05 19:19:00-03","MO","MOBOT","410519","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Daniel Rubio|Galo A. Tipaz|W. Herzog|Tamara Núñez","1991","8","15","Ecuador","Guayas","Guayaquil","Bosque Protector Cerro Blanco. Carretera a Salinas, km 15. Bosque seco Tropical. Suelo derivado de roca caliza.","-79.9666667","-2.1666667",NA,NA,"200.00000000",NA,NA,NA,NA,"Rubio 1901",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"3","91-8",NA,NA
"763","2020-07-05 21:16:00-03","MO","MOBOT","410745","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"M. Alexiades|Camilo Díaz S.","1989","7","12","Peru","Madre de Dios","Tambopata","Comunidad Nativa de Infierno. Hermosa Chica. Transect 1.","-69.2833333","-12.8333333",NA,NA,"260.00000000",NA,NA,NA,NA,"Alexiades 801",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"3","88",NA,NA
"764","2016-03-10 13:28:00-03","MO","MOBOT","410763","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Alwyn H. Gentry|Robin B. Foster","1990","6","13","Bolivia","La Paz",NA,"Chaquimayo-Apolo trail ca 15 km NW of Apolo, near Río Machariapo, small patch of cerrado vegetation.","-68.4666667","-14.5666667",NA,NA,"1400.00000000","1500.00000000",NA,NA,NA,"Gentry 71174",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"8","382",NA,NA
"765","2016-03-10 13:40:00-03","MO","MOBOT","410769","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","fide Wallöfer",NA,NA,NA,"Israel G. Vargas C.","1990","6","13","Bolivia","Santa Cruz","Nuflo de Chavez","1 km N0 de Perseverancia, senda hacia el Chaco.","-62.6166667","-14.6333333",NA,NA,"257.00000000",NA,NA,NA,NA,"Vargas Caballero 612",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"4","93",NA,NA
"766","2020-07-05 21:22:00-03","MO","MOBOT","410770","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Alwyn H. Gentry","1989","12","19","Peru","Madre de Dios","Tambopata","Cusco Amazónico, across Río Madre de Dios on road to Lago Sandoval.","-69.0833333","-12.5833333",NA,NA,"200.00000000",NA,NA,NA,NA,"Gentry 68986",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"7","410",NA,NA
"767","2020-07-05 21:27:00-03","MO","MOBOT","410791","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Alwyn H. Gentry","1989","12","19","Peru","Madre de Dios","Tambopata","Cusco Amazónico, across Río Madre de Dios on road to Lago Sandoval.","-69.0833333","-12.5833333",NA,NA,"200.00000000",NA,NA,NA,NA,"Gentry 68996",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"7","410",NA,NA
"768","2020-07-05 19:19:00-03","MO","MOBOT","410842","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Daniel Rubio|Galo A. Tipaz|W. Herzog|Tamara Núñez","1991","8","18","Ecuador","Guayas","Guayaquil","Cerro Azul. Carretera a Salinas, km 13. Bosque seco Tropical, transición a bosque húmedo.","-79.9666667","-2.1666667",NA,NA,"350.00000000","500.00000000",NA,NA,NA,"Rubio 2103",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"10","91-10",NA,NA
"769","2020-07-05 21:12:00-03","MO","MOBOT","410992","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Robin B. Foster","1984","7","18","Peru","Madre de Dios","Manu","Parque Nacional del Manu. Río Manu, Cocha Cashu Station. Floodplain forest.","-71.4166667","-11.8333333",NA,NA,"350.00000000",NA,NA,NA,NA,"Foster 9653",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"6","84-31",NA,NA
"770","2020-07-05 21:29:00-03","MO","MOBOT","411018","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Alwyn H. Gentry|Percy Núñez V.","1990","2","21","Peru","Madre de Dios","Tambopata","Cusco Amazónico, trail to Lago Sandoø val across Río Madre de Dios, ca. 12 km E of Puerto Maldonado.","-69.0666667","-12.5833333",NA,NA,"200.00000000",NA,NA,NA,NA,"Gentry 69352",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"7","416",NA,NA
"771","2020-07-05 19:18:00-03","MO","MOBOT","738725","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Daniel Rubio|Galo A. Tipaz|W. Herzog|Tamara Núñez","1991","8","17","Ecuador","Guayas","Guayaquil","Bosque Protector Cerro Blanco. Carretera a Salinas, km 15.","-79.9666667","-2.1666667",NA,NA,"300.00000000",NA,NA,NA,NA,"Rubio 1975",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"4","91-9",NA,NA
"772","2020-07-05 20:44:00-03","MO","MOBOT","799852","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B. Walln.","B. Wallnöfer (W)",NA,NA,NA,"Percy Núñez V.","1986","7","19","Peru","Madre de Dios","Manu","Manu Park, Cocha Cashu uplands.","-71.1666667","-11.75",NA,NA,"400.00000000",NA,NA,NA,NA,"Núñez Vargas 5450",NA,NA,"South America",NA,"psidioides",NA,NA,NA,NA,"4","86-16",NA,NA
