"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"13","2016-09-29 18:16:00-03","NY","NYBG","777267","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","B. Wallnöfer",NA,NA,NA,"E. M. Zardini","1998","03","13","Paraguay","San Pedro",NA,"Yaguarete Forest (Sustainable Forest Systems site)","-56.1497","-23.7983",NA,NA,"152","152","NY00777267",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743140' target='other'> <mi>dwc_moreinfo</mi></a>","48505",NA,"Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","03123323","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B.Walln.","B. Wallnöfer",NA,NA,NA,"C. A. Cid Ferreira","1992","03","19","Brazil","Acre","Marechal Thaumaturgo","Upper Rio Juruá, left bank, Volta Grande","-72.75","-9.13",NA,NA,NA,NA,"NY03123323","NY03123323_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503219' target='other'> <mi>dwc_moreinfo</mi></a>","10870","Magnoliophyta","Ericales","South America","sheet","psidioides",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","197017","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","C. A. Sothers",NA,NA,NA,"M. N. Alexiades","1989","07","12","Peru","Madre de Dios","Tambopata","Comunidad Nativa de Infierno. Hermosa Chica. Transect 1","-69.28","-12.83",NA,NA,"260","260","NY00197017",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743152' target='other'> <mi>dwc_moreinfo</mi></a>","801","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1146324","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"D. B. O. S. Cardoso","2005","02","08","Brazil","Bahia","Ruy Barbosa","Rui Barbosa: Serra do Orobó. Trilha para o Pátio das Orquídeas.","-40.4889","-12.3031",NA,NA,"496","496","NY01146324","NY01146324_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1337069' target='other'> <mi>dwc_moreinfo</mi></a>","256","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1018195","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"R. C. Lopes","1996","02","25","Brazil","Rio de Janeiro",NA,"Itaipuaçu, Restinga de Itaipuaçu próximo a rua 82.",NA,NA,NA,NA,NA,NA,"NY01018195","NY01018195_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250208' target='other'> <mi>dwc_moreinfo</mi></a>","69","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","305992","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","04","03","Bolivia","Santa Cruz","Andrés Ibáñez","Jardín Botánico de Santa Cruz, 12 km E of center of Santa Cruz on road to Cotoca.","-63.07","-17.77",NA,NA,"375","375","NY00305992",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743136' target='other'> <mi>dwc_moreinfo</mi></a>","48820","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","03123391","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans psidioides","(Kunth) B.Walln.","B. Wallnöfer",NA,NA,NA,"A. R. S. de Oliveira","1994","06","21","Brazil","Acre","Porto Acre","Reserva Florestal do Humaitá-UFAC.","-67.63","-9.75",NA,NA,NA,NA,"NY03123391","NY03123391_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=61313' target='other'> <mi>dwc_moreinfo</mi></a>","259","Magnoliophyta","Ericales","South America","sheet","psidioides",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1016825","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","G. G. Hatschbach",NA,NA,NA,"J. M. Silva","2000","08","22","Brazil","Paraná","Adrianópolis","Tejuco Alto. Mata do cale do Rio Ribeira.","-48.9908","-24.6572",NA,NA,NA,NA,"NY01016825","NY01016825_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193492' target='other'> <mi>dwc_moreinfo</mi></a>","3193","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02636771","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans obovata","(Mart. ex Miq.) B.Walln.","B. Wallnöfer",NA,NA,NA,"P. Fiaschi","2003","03","08","Brazil","Bahia","Boa Nova","Fazenda cotermaia (proprietário Alipe Maia), entrada à esquerda., ca. 1,2km E de Boa Nova, na estrada para Dario Meira.","-40.1875","-14.3736",NA,NA,NA,NA,"NY02636771","NY02636771_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475187' target='other'> <mi>dwc_moreinfo</mi></a>","1404","Magnoliophyta","Ericales","South America","sheet","obovata",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","230330","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","02","01","Bolivia","Santa Cruz","Florida","Bottom of valley of Río Achira and steep slopes above highway from Santa Cruz to Samaipata, near cemetery near Achira.","-63.78","-18.17",NA,NA,"1300","1300","NY00230330",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743135' target='other'> <mi>dwc_moreinfo</mi></a>","48220","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","821593","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","T. S. dos Santos",NA,NA,NA,"L. A. Mattos Silva","1979","04","03","Brazil","Bahia","Santa Cruz Cabrália","Estação Ecológica do Pau-brasil, cerca de 16 km a W de Porto Seguro. Folha SE-24 (16-39c). Parcela no 38 do arboreto, instalada em junho/72.","-39.1815805","-16.3721094",NA,NA,NA,NA,"NY00821593","NY00821593_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=898850' target='other'> <mi>dwc_moreinfo</mi></a>","331","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00972872","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","B. Wallnöfer",NA,NA,NA,"W. W. Thomas","1985","10","26","Brazil","Mato Grosso","Poconé","Pantanal. 16 km NW of Porto Jofre on Transpantaneira (MT060) to Poconé.","-56.92","-17.25",NA,NA,NA,NA,"NY00972872","NY00972872_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131531' target='other'> <mi>dwc_moreinfo</mi></a>","4619","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","777265","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","M. C. Dias",NA,NA,NA,"E. M. Francisco","1998","04","02","Brazil","Paraná","Assaí","Assaí; Fazenda Sao Francisco","-50.8414","-23.3733",NA,NA,NA,NA,"NY00777265","NY00777265_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743138' target='other'> <mi>dwc_moreinfo</mi></a>","s.n.","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1019341","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","C. A. Sothers",NA,NA,NA,"S. S. Lira","1995","10","10","Brazil","Pernambuco","Bezerros","Parque ecológico de Serra Negra.","-35.8167","-8.2",NA,NA,"471","471","NY01019341","NY01019341_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280661' target='other'> <mi>dwc_moreinfo</mi></a>","77","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1019281","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"L. P. de Queiroz",NA,NA,NA,"Brazil","Bahia","Ipirá","Fazenda Nova Fanele, ca. 2.5 km S de Ipirá.","-39.77","-12.1792",NA,NA,"278","278","NY01019281","NY01019281_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280255' target='other'> <mi>dwc_moreinfo</mi></a>","10602","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-27 01:52:00-03","NY","NYBG","777266","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","D. A. Neill",NA,NA,NA,"D. A. Neill","1996","03","01","Ecuador","Guayas","Guayaquil","Guayaquil Cantón. Bosque Protector Cerro Blanco. Lower area of reserve, on sloping plain below base of mountain","-79.97","-2.17",NA,NA,"50","50","NY00777266",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743139' target='other'> <mi>dwc_moreinfo</mi></a>","10523",NA,"Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","886003","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","A. Q. Lobão",NA,NA,NA,"A. Q. Lobão","1998","10","22","Brazil","Rio de Janeiro","Armaçao dos Búzios","Praia Gorda.","-41.9706","-22.7308",NA,NA,NA,NA,"NY00886003","NY00886003_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950035' target='other'> <mi>dwc_moreinfo</mi></a>","357","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00089229","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","M. H. Nee",NA,NA,NA,"M. Saldías Paz","1991","05","12","Bolivia","Santa Cruz","Andrés Ibáñez","Urbanización Monteverde: 3.5 km SW del centro de Santa Cruz","-63.33","-17.8",NA,NA,"415","415","NY00089229",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1148526' target='other'> <mi>dwc_moreinfo</mi></a>","1357","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","584763","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","B. Wallnöfer",NA,NA,NA,"D. C. Daly","1998","03","22","Brazil","Acre","Brasiléia","Basin of Rio Purus, upper Rio Acre, left bank.","-69.02306","-10.98528",NA,NA,NA,NA,"NY00584763","NY00584763_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503204' target='other'> <mi>dwc_moreinfo</mi></a>","9713","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","584764","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","B. Wallnöfer",NA,NA,NA,"D. C. Daly","1998","03","22","Brazil","Acre","Brasiléia","Basin of Rio Purus, upper Rio Acre, left bank.","-69.02306","-10.98528",NA,NA,NA,NA,"NY00584764","NY00584764_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503205' target='other'> <mi>dwc_moreinfo</mi></a>","9715","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","2422976","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"A. C. S. Cavalcanti","2007","11","06","Brazil","Espírito Santo","São Mateus","Urussuquara, próximo a entrada de Campo Grande e Barra Nova do Sul.","-39.8588981628418","-18.716100692749",NA,NA,NA,NA,"NY02422976","NY02422976_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2675687' target='other'> <mi>dwc_moreinfo</mi></a>","11","Magnoliophyta","Ericales","South America","sheet",NA,"56510","auto",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02703884","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"C. Farney","1999","06","24","Brazil","Rio de Janeiro","Armação de Buzios","Serra das Emerenças, Vertente para a Praia de Tucuns, Mata de Encosta.","-41.8816986083984","-22.7469005584717",NA,NA,NA,NA,"NY02703884","NY02703884_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2989189' target='other'> <mi>dwc_moreinfo</mi></a>","3919","Magnoliophyta","Ericales","South America","sheet",NA,"12927","auto",NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","1727","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Camargo, P.F.A.","1998","03","04","Assis Camargo, P.F.","1998","02","18","Brasil","São Paulo","Agudos",NA,NA,NA,"9999","9999",NA,NA,"BOTU001727",NA,"Árvore de 6,0 m, caule rugoso e escuro, folhas cartáceas, fruto vrede","521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","1702","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Camargo, P.F.A.","1997","10",NA,"Assis Camargo, P.F.","1997","10","03","Brasil","São Paulo","Agudos",NA,NA,NA,"9999","9999",NA,NA,"BOTU001702",NA,"Àrvore de 8,0m, caule rugoso, folhas membranáceas, botões florais verdes","439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","27185","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"Medri, C.","1998","03","07","Brasil","Paraná","Sapopema",NA,NA,NA,"9999","9999",NA,NA,"BOTU027185",NA,"Árvore 5,0 m de altura, frutos imaturo verdes e maduros avermelhados","572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","1695","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Cordeiro, I.","1997","04","02","Assis Camargo, P.F.","1997","01","17","Brasil","São Paulo","Agudos",NA,NA,NA,"9999","9999",NA,NA,"BOTU001695",NA,"Arbusto de 3,0 m, caule semi#?#rugoso, folhas cartáceas, fruto verde e quando jovem apresenta um endumento ferrugíneo","349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","1716","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Camargo, P.F.A.","1997","10",NA,"Assis Camargo, P.F.","1997","10","22","Brasil","São Paulo","Agudos",NA,NA,NA,"9999","9999",NA,NA,"BOTU001716",NA,"Árvore de 6,0 m, caule rugoso e escuro, folhas cartáceas e membranáceas quando jovem, flores com pilosidade branca, cálice verde e corola verde-claro","474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:30:08-03","UFRJ","RFA","6411","PreservedSpecimen","Plantae","Ebenaceae","Maba","inconstans","Maba inconstans","Griseb.",NA,NA,NA,NA,NA,"1948","12","04","Argentina",NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,"RFA26376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-24 17:10:38-03","UTFPR","DVPR","2912","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Vieira, AOS","1998",NA,NA,"Souza, LRM; Ferreira, JA; Francisco, EM","1997","12","12","Brasil","Paraná","Jataizinho","Beira da estrada de ferro para Rancho Alegre","-50.9799995422363","-23.2541999816895",NA,NA,NA,NA,"DVPR002912",NA,"Árvore 6m, frutos imaturos verdes.; Beira do barranco.","s.n.","Magnoliophyta",NA,NA,NA,NA,"16845","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-24 17:10:38-03","UTFPR","DVPR","2913","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Vieira, AOS","1998","05","04","Chagas-Silva, F; Soares-Silva, LH","1995","10","04","Brasil","Paraná","Sapopema","Próximo ao Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"DVPR002913",NA,"Árvore 8m, botões florais esverdeados.","1835","Magnoliophyta",NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-24 17:10:38-03","UTFPR","DVPR","2909","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Dias, MC","1998",NA,NA,"Medri, C; Kinupp, VF; Francisco, EM","1997","04","19","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"DVPR002909",NA,"Árvore 5m, frutos esverdeados e arroxeados.; Borda da mata.","s.n.","Magnoliophyta",NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-24 17:10:38-03","UTFPR","DVPR","2910","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Dias, MC","1999","01",NA,"Medri, C; Francisco, EM","1998","10","10","Brasil","Paraná","Sapopema","Salto das Orquídeas. Próximo à casa.","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"DVPR002910",NA,"Árvore 5m, flores verdes.; Beira do penhasco.","697","Magnoliophyta",NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:37:48-03","EAO","IAN","118288","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.","Cavalcante, PB","1960",NA,NA,"Pires, JM","1965","06","29","Brasil","Rondônia",NA,"Rio Jamarí, Sta. Cruz, capoeira alta.",NA,NA,NA,NA,NA,NA,"IAN118288",NA,NA,"10002","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:37:48-03","EAO","IAN","126250","PreservedSpecimen","Plantae","Ebenaceae","Diospyros","inconstans","Diospyros inconstans","Jacq.",NA,NA,NA,NA,"Cavalcante, PB","1962","02",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,"IAN126250",NA,NA,"985","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
