"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","557547","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","M. Sobral","O. dos S. Ribas","1204","1996","02","10","Brazil","Santa Catarina","Otacílio Costa","Fazenda do Cardoso","-50.1219","-27.4831",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557547",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","557567","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","G. G. Hatschbach","G. G. Hatschbach","42645","1979","12","14","Brazil","Paraná","Balsa Nova","Sao Luis do Puruna","-49.6356","-25.5842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557567","NY00557567_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","557550","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","C. M. D. E. Legrand","R. Reitz","11571","1962","01","05","Brazil","Santa Catarina","Canoinhas","Pinheiros, Canoinhas","-50.3897","-26.1772",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557550",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1017389","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","J. E. Q. de Faria","O. Handro","s.n.","1933","10","01","Brazil","São Paulo","São Paulo","Nativa no Jardim Botanico.","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206458' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017389","NY01017389_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","557552","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","C. M. D. E. Legrand","R. Reitz","6496","1963","02","01","Brazil","Santa Catarina","Sao José do Cerrito","Canoas, Sao José do Cerrito","-50.58","-27.6633",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108552' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557552","NY00557552_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","533274","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","M. Sobral","M. R. C. Paiva","26858","2000","05","05","Brazil","Paraná","Ivaí","Local: Passinhos. Cidade: Ivaí. Propriedade do Sr. Ribeiro.","-50.8589","-25.0108",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533274",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-10-19 09:41:00-02","NY","NYBG","557542","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"B. K. Holst","E. M. Zardini","16800","1989","12","14","Paraguay","Paraguarí",NA,"Between Nueva Italia and Carapeguá, 30.2 km SE of Nueva Italia","-57.27","-25.72",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557542",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","557568","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","G. G. Hatschbach","J. M. Silva","1823","1996","12","13","Brazil","Paraná","Tibagi","Canyon Guartelá","-50.4133","-24.5094",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557568","NY00557568_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","557563","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","C. M. D. E. Legrand","G. G. Hatschbach","23174","1969","12","08","Brazil","Paraná","Foz do Iguaçu","Parque Nacional, Cataratas","-54.5881","-25.5481",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557563",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1017391","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","J. E. Q. de Faria","F. C. Hoehne","s.n.","1918","10","19","Brazil","São Paulo","São Paulo","Ipiranga.","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206462' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017391","NY01017391_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","557548","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","M. L. Kawasaki","J. M. Silva","1536","1995","10","05","Brazil","Paraná","Ponta Grossa","Iaiacoca","-50.1617","-25.095",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557548",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","557544","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.",NA,"J. A. Ratter","R5109","1985","10","05","Brazil","Mato Grosso do Sul",NA,"Fazenda Nhumirim (Pantanal subregion of Nhecolândia), ca. 100 km SE of Corumbá","-57.02","-19.23",NA,NA,"89","89","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557544","NY00557544_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","557546","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","L. R. Landrum","R. A. Wasum","5308","1989","02","07","Brazil","Rio Grande do Sul","Flores da Cunha","Otavio Rocha - Flores da Cunha","-51.26034","-29.061484",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557546",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00907441","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","M. L. Kawasaki","J. C. Gomes","2272","1964","10","15","Brazil","Mato Grosso do Sul","Três Lagoas","Três Lagoas, Fazenda do Dr. José Mendes, margem esquerda do Sucuriú","-51.6781","-20.7511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907441","NY00907441_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","557554","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","B. K. Holst","J. R. Mattos","8662","1960","11","29","Brazil","São Paulo","Sao Simao","Fazenda Bocaina","-47.5497","-21.47",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557554","NY00557554_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","557892","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","F. F. Mazine","J. de C. Novaes","506",NA,NA,NA,"Brazil","São Paulo","Campinas","Campinas","-47.039738","-22.887661",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557892","NY00557892_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","557549","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","C. M. D. E. Legrand","R. M. Klein","3455","1962","12","07","Brazil","Santa Catarina","Caçador","Rio do Bugre, Caçador","-51.0147","-26.7756",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557549",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00907437","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","B. K. Holst","E. Pereira","377","1953","10","17","Brazil","Mato Grosso do Sul","Corumbá","Fazenda Aguassuzinho (Pantanal)","-57.6531","-19.0094",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907437","NY00907437_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-10-19 09:41:00-02","NY","NYBG","557543","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"B. K. Holst","A. Krapovickas","29753","1976","11","04","Argentina","Misiones","San Ignacio","San Ignacio casa de H. Quiroga",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108571' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557543",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","557551","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","C. M. D. E. Legrand","L. B. Smith","14137","1964","12","18","Brazil","Santa Catarina","Itapiranga","Santo Antonio","-53.78","-27.12",NA,NA,"200","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557551","NY00557551_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2017-01-12 11:05:00-02","NY","NYBG","885942","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis",NA,"F. F. Mazine","M. Kuhlmann","4002","1956","10","06","Brazil","São Paulo","Anhembi","Fazenda Barreiro Rico","-48.1469","-22.6647",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885942","NY00885942_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","557564","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","J. C. Lindeman","J. C. Lindeman","4672","1967","03","07","Brazil","Paraná",NA,"Fazenda Reserva, ca. 85 km SE of Guarapuava, W of Barbaquá",NA,NA,NA,NA,"1050","1050","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557564",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","579741","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","J. E. Q. de Faria","V. Gelain","s.n.","1990","12","24","Brazil","Rio Grande do Sul","Nova Prata","Nova Prata.","-51.61","-28.7842",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579741","NY00579741_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","557556","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","B. K. Holst","R. Reitz","17378","1965","12","10","Brazil","Santa Catarina","Itaiópolis","Irabuta, Itaió, Itaiópolis","-49.9064","-26.3367",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108562' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557556","NY00557556_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","557559","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","B. K. Holst","M. Kuhlmann","4002","1956","12","06","Brazil","São Paulo","Anhembi","Fazenda Barreiro Rico","-48.1469","-22.6647",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557559","NY00557559_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1582695","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","B. K. Holst","J. E. de Paula","1859","1985","09","13","Brazil","Mato Grosso do Sul","Corumbá","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1074369' target='other'> <mi>dwc_moreinfo</mi></a>","NY01582695","NY01582695_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"295160","auto",NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","558068","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","M. Sobral","G. Eiten","6582","1965","11","04","Brazil","Rio de Janeiro","Resende","Mt. Itatiaia, planalto. East slope of south end of rock outcrop, Prateleiras","-44.4467010498047","-22.468900680542",NA,NA,"2300","2300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479640' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558068","NY00558068_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,"36089","auto",NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00907439","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","L. R. Landrum","B. Dubs","1032","1989","09","24","Brazil","Mato Grosso do Sul",NA,"Fazenda Barranco, Pantanal do Rio Negro.","-56.17","-19.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907439","NY00907439_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","557569","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","S. M. Silva","S. B. Mikich","UPCB25966","1995","11","22","Brazil","Paraná","Fênix","Parque Estadual Vila Rica","-52.45","-23.4",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108557' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557569",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","557566","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","G. G. Hatschbach","G. G. Hatschbach","40663","1977","12","14","Brazil","Paraná","Curitiba","Bom Retiro","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108568' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557566","NY00557566_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00907438","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","B. K. Holst","C. A. W. Schwacke","14088","1894","10","26","Brazil","Minas Gerais",NA,"Ouro Prêto (culta)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907438","NY00907438_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","557558","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","B. K. Holst","C. Ritter","35660","1946","12","29","Brazil","Rio Grande do Sul","Montenegro","S. Salvador, Montenegro","-51.4608","-29.6886",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557558","NY00557558_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","557553","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","B. K. Holst","G. G. Hatschbach","12950","1965","10","13","Brazil","Paraná","Campo Mourao","Campo Mourao","-52.3831","-24.0458",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557553","NY00557553_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","557561","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","B. K. Holst","G. G. Hatschbach","41853","1978","12","05","Brazil","Paraná",NA,"Bocaiuva do Sul, arredores","-48.888796","-25.118389",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557561",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","557557","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pyriformis","Eugenia pyriformis","Cambess.","B. K. Holst","G. G. Hatschbach","15476","1966","12","14","Brazil","Paraná","Palmas","Rio Chopin","-51.9906","-26.4844",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557557","NY00557557_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
