"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"196","2015-08-13 05:50:00-03","MO","MOBOT","3013871","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Howard S. Irwin|R.M. Harley|Gary L. Smith","Irwin 32186","South America","Brazil","Goiás",NA,"Chapada dos Veadeiros. Campo. Gallery forest and adjacent wet campo (brejo), ca. 20km N. of Alto do Paraiso.",NA,NA,NA,NA,NA,NA,"1971","3","19","1250.00000000","D. Philcox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2015-08-13 05:50:00-03","MO","MOBOT","3014065","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","R.M. Harley","Harley 10144","South America","Brazil",NA,NA,"Mato Grosso. Expedition Base Camp. R 10, c. 12 km SW of base camp. In gently sloping campo.","-51.76666","-12.81666",NA,NA,NA,NA,"1968","9","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2010-10-07 15:27:00-03","MO","MOBOT","3014179","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 13045","South America","Brazil","Distrito Federal",NA,"Cerrado, ca. 25 km. S.W. of Brasília.",NA,NA,NA,NA,NA,NA,"1966","2","20","1000.00000000","G.M. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2010-10-07 15:27:00-03","MO","MOBOT","3014327","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 14844","South America","Brazil","Bahia",NA,"Drainage of the Rio Corrente. Wet campo, near Rio Piau, ca. 150 km. S.W. of Barreiras.",NA,NA,NA,NA,NA,NA,"1966","4","14","850.00000000","G.M. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2010-10-07 15:27:00-03","MO","MOBOT","3014468","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 13420","South America","Brazil","Goiás",NA,"Sera dos Cristais. Wet places. Infrequent. Campo, ca. 5 km. S. of Cristalina.","-48.00015","-17.00096",NA,NA,NA,NA,"1966","3","4","1200.00000000","D. Philcox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2013-03-02 14:40:00-03","MO","MOBOT","3014590","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","D. Philcox|A. Ferreira","Philcox 4503","South America","Brazil",NA,NA,"Mato Grosso. Expedition Base Camp. C. 0.5 km. E. of km. 248, Xavantina-Cachimbo road. Wet campo.","-51.76666","-12.81666",NA,NA,NA,NA,"1968","3","10",NA,"D. Philcox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2015-08-13 05:50:00-03","MO","MOBOT","3014781","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Howard S. Irwin|R.M. Harley|Gary L. Smith","Irwin 32186","South America","Brazil","Goiás",NA,"Chapada dos Veadeiros. Campo. Gallery forest and adjacent wet campo (brejo), ca. 20km N. of Alto do Paraíso.",NA,NA,NA,NA,NA,NA,"1971","3","19","1250.00000000","D. Philcox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2015-08-13 05:50:00-03","MO","MOBOT","3014863","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Howard S. Irwin|R.M. Harley|Gary L. Smith","Irwin 32125","South America","Brazil","Goiás",NA,"Chapada dos Veadeiros. Campo. Wet campo and adjacent gallery forest, ca. 20km N. of Alto do Paraíso.",NA,NA,NA,NA,NA,NA,"1971","3","18","1250.00000000","D. Philcox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2014-08-23 05:35:00-03","MO","MOBOT","3015183","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 21875","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Frequent in meadow. Grassy meadow and adjacent gallery forest, ca. 27km S.W. of Diamantina on road to Gouveia.",NA,NA,NA,NA,NA,NA,"1969","1","13","1300.00000000","D. Philcox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2014-08-23 05:35:00-03","MO","MOBOT","3015288","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 27872","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Brejo. Cerrado and brejo at creek margin, ca. 18km E. of Diamantina.",NA,NA,NA,NA,NA,NA,"1970","3","18","900.00000000","D. Philcox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2010-10-07 15:27:00-03","MO","MOBOT","3015676","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 16401","South America","Brazil",NA,NA,"Mato Grosso. Serra Do Roncador. Wet campo between gallery and cerrado, ca. 84 km. N. of Xavantina.",NA,NA,NA,NA,NA,NA,"1966","6","1","550.00000000","G.M. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2009-08-21 06:48:00-03","MO","MOBOT","3015816","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Howard S. Irwin|Thomas R. Soderstrom","Irwin 5186","South America","Brazil","Distrito Federal",NA,"Chapada da Contagem, ca. 20 km E. of Brasilia. Cerrado and fields, limestone slopes.",NA,NA,NA,NA,NA,NA,"1964",NA,NA,"700.00000000","G.M. Barroso","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2013-02-13 05:33:00-02","MO","MOBOT","935128","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Timothy J. Killeen|Mario Saldias P.|René Guillén V.|E. Gutiérrez|M. Menacho","Killeen 5734","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Pampa húmeda Los Fierros, con termiteros y islas de bosque; a 10 km al Sur de la carretera.","-60.93666","-14.71666",NA,NA,NA,NA,"1993","10","21","155.00000000","Noel H. Holmgren (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2008-05-27 22:02:00-03","MO","MOBOT","937434","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Antony Jardim|G. Chamos","Jardim 121","South America","Bolivia","Santa Cruz","Velasco","Arriba en la meseta cerca Los Fierros. Pampa húmeda alado un arroyo.","-60.76138","-14.55833",NA,NA,NA,NA,"1993","11","12","700.00000000","Noel H. Holmgren (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2014-04-08 08:17:00-03","MO","MOBOT","978380","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","René Guillén V.|R. Gonzáles","Guillén Villarroel 4184","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Los Fierros; La Meseta. Campo rupestre. Suelos limo arenosos con afloramiento de roca.","-60.7733334","-14.5633333",NA,NA,NA,NA,"1995","8","28","650.00000000","V.C. Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"211","2014-04-07 08:29:00-03","MO","MOBOT","3013844","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","E. Tameirão Neto","Tameirão Neto 1891","South America","Brazil","Minas Gerais","Araguari",NA,"-48.187198638916","-18.6471996307373",NA,NA,NA,NA,"1996","3","4",NA,"V.C. Souza",NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"212","2014-04-07 08:36:00-03","MO","MOBOT","3003599","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","M.R. Silva","Silva 936","South America","Brazil","Goiás","Aporé","Rodovia GO-184 Aporé-Serranópolis, ca 53 km de Aporé, Fazenda São Jorge.","-52.0166667","-19.95",NA,NA,NA,NA,"1993","6","11","750.00000000","V.C. Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"213","2020-06-22 14:18:27-03","UNESP-IBILCE","SJRP","08335","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham.","Silva, M.R.",NA,"América do Sul","Brasil","Goiás","Aporé","ca. 53 km de Aporé, sentido Serranópolis","-51.92583333","-18.965",NA,"Brejo, flor roxa, 60 cm de altura;",NA,NA,NA,NA,NA,NA,"Vinicius C. Souza",NA,NA,NA,NA,"-51.92583333","-18.96500000","Magnoliopsida",NA,NA,NA,NA,NA,NA
"214","2020-06-22 14:18:27-03","UNESP-IBILCE","SJRP","04055","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham.","B. Ollgaard et Windisch",NA,"América do Sul","Brasil","Mato Grosso","Campo Verde","chapada dos guimarães","-55.1688995361328","-15.5466995239258",NA,"Planta herbácea;",NA,NA,NA,NA,NA,NA,"Vinicius C. Souza",NA,"92328","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"215","2018-09-12 14:48:23-03","UNIOESTE","UNOP","7924","S","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Saridakis, D.P.; Barboza, E.; Cordeiro, J.; Saridakis, D.P.","949",NA,"Brasil","Paraná","Piraí do Sul","Fazenda Nova Era","-49.849222","-24.389503",NA,"Planta ereta, flores vinosas. Estepe Gramíneo-Lenhosa (campo limpo).",NA,NA,"2013","02","15","1208","Cordeiro, J.; Brotto, M.L.","1208",NA,NA,"2013","-49.849222","-24.389503",NA,NA,"02","18",NA,NA,NA
"216","2020-08-31 08:59:20-03","INPA","INPA","93478","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Irwin, HS","32186","Southern America","Brasil","Goiás",NA,"Chapada dos Veadeiros. Campo. Gallery forest and adjacent wet campo (brejo), ca 20km N of Alto do Paraíso.","-47.868347","-14.027567",NA,NA,"INPA0093478","INPA0093478 INPA0093478_e","1971","03","19","1250","Philcox, D","1250",NA,NA,"1978","-47.868347","-14.027567",NA,NA,NA,NA,NA,NA,NA
"217","2019-12-13 08:11:47-03","ICAUFMG","MCCA","2252","S","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","XAVIER, M.V.B.","53",NA,"Brasil","Minas Gerais","Montes Claros",NA,"-43.8616981506348","-16.7350006103516",NA,"Local aberto","MCCA02336","MCCA02336","2018","05","04",NA,"XAVIER, M.V.B.",NA,"72568","auto","2018",NA,NA,NA,NA,"07","03",NA,NA,NA
"218","2019-12-19 11:20:27-03","UFG","UFG","8341","S","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Rizzo, J.A.","8227",NA,"Brasil","Goiás","Campos Belos","A 8km de Campos Belos para Taguatinga. Mata secundária e cerradão.","-46.7717018127441","-13.0367002487183",NA,"40cm de altura, corola roxa.",NA,NA,"1972","08","06",NA,"Souza, V.C.",NA,"70364","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-12-19 11:20:27-03","UFG","UFG","14279","S","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Rizzo, J.A.","7968",NA,"Brasil","Goiás","Alto Paraíso","Chapada dos Veadeiros, Campo rupestre. Cerrado.",NA,NA,NA,"Corola lilás.",NA,NA,"1972","04","06",NA,"Souza, V.C.",NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-12-19 11:20:27-03","UFG","UFG","8327","S","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Rizzo, J.A.","8293",NA,"Brasil","Goiás","Alto Paraíso","Chapada dos Veadeiros, Campo rupestre.",NA,NA,NA,"50cm de altura, corola roxa.",NA,NA,"1972","09","05",NA,"Souza, V.C.",NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-06-10 10:11:22-03","FZB-BH","BHZB","327","S","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea",NA,"Pôrto de Paula, L.M. et al.",NA,NA,"Brasil","MG","Moeda","Serra da Moeda,à 1350m de altitude","-44.0527992248535","-20.3330993652344",NA,"Grupo Caraça da formação Moeda Quartzito. Solos pouco evoluídos.",NA,NA,"1990","10","01","1350","Scatigna, A.V.","1350","14750","auto","2014",NA,NA,NA,NA,"09",NA,NA,NA,NA
"222","2019-06-10 10:11:22-03","FZB-BH","BHZB","5846","S","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea",NA,"Mendes, M.S. et al.","1231",NA,"Brasil","MG","Ouro Preto","Área da CVRD","-43.863611","-20.443611",NA,"Coord. UTM Lat. 7.739.016 e Long. 618.535. Doação de duplicata para Herbário UEC em setembro de 2014",NA,NA,"2005","08","30",NA,"Scatigna, A.V",NA,NA,NA,"2014","43W 51' 49","20S 26' 37",NA,NA,"09","19",NA,NA,NA
"223","2020-09-02 16:35:27-03","Cenargen","CEN","92786","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","José Rubens Pirani","1786",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Chapada do Veadeiros - Rodovia GO 118. 41 Km ao Norte de Alto Paraíso de Goiás.","-47.3","-13.866666","Exsicatas","Campo brejoso e mata ciliar com buritis (Mauritia). Doação Departamento de Botânica - Universidade de São Paulo.","CEN00092786","CEN00092786","1987","02","08",NA,"V. C. Souza",NA,NA,NA,"1988","-47.3","-13.866666",NA,NA,"06",NA,NA,NA,"1"
"224","2020-09-02 16:35:27-03","Cenargen","CEN","14316","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Taciana Barbosa Cavalcanti","1018",NA,"Brasil","GO","MINACU","Margem da estrada Minaçú - Serra da Mesa, a 7 km do canteiro de obras. Antigo viveiro.","48.1666666","-13.566666","Exsicatas",NA,"CEN00014316","CEN00014316","1991","10","11","840","V. C. Souza","840",NA,NA,"1994","48.1666666","-13.566666",NA,NA,"10",NA,NA,NA,"2"
"225","2020-09-02 16:35:27-03","Cenargen","CEN","105042","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Gustavo Paiva Evangelista Rocha","285",NA,"Brasil","MG","UNAI","Fazenda Palmeira.","-47.249722","-16.528611","Exsicatas",NA,"CEN00105042","CEN00105042","2013","07","30","913","B. M. T. Walter","913",NA,NA,"2018","-47.249722","-16.528611",NA,NA,"06",NA,NA,NA,"3"
"226","2020-09-02 16:35:27-03","Cenargen","CEN","94702","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Carlos Romero Martins","2210",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília - Cascalheira entre a administração do parque e o Centro de Visitantes.","-47.927222","-15.735833","Unicata","Vegetação do entorno cerrado. Doação Flora do Brasil - Distrito Federal.","CEN00094702","CEN00094702","2016","06","05",NA,"V. C. Souza",NA,NA,NA,"2016","-47.927222","-15.735833",NA,NA,"06",NA,NA,NA,"1"
"227","2020-09-02 16:35:27-03","Cenargen","CEN","31173","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","João Marcelo de Rezende","299",NA,"Brasil","DF","BRASILIA","Parque Boca da Mata, a esquerda da Polícia Rodoviária.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00031173","CEN00031173","1996","01","12","1150","V. C. Souza","1150","70570","auto","1999","-4848333.0","-1586667.0",NA,NA,"01",NA,NA,NA,"4"
"228","2020-09-02 16:35:27-03","Cenargen","CEN","15389","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Bruno Machado Teles Walter","1065",NA,"Brasil","GO","COLINAS DO SUL","2 km da estrada S. da Mesa/Colinas do Sul. A meio caminho entre esta estrada e a linha de transmissão.","-48.0783004760742","-14.1513996124268","Exsicatas","Cálice verde-arroxeado. Corola roxo-clara. Altura mostrada na exsicata. Área de influência da UHE Serra da Mesa.","CEN00015389","CEN00015389","1991","12","12","410","V. C. Souza","410","58154","auto","1994","-4828333.0","-1383333.0",NA,NA,"10",NA,NA,NA,"5"
"229","2020-09-02 16:35:27-03","Cenargen","CEN","34249","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Bruno Machado Teles Walter","4315",NA,"Brasil","GO","NIQUELANDIA","Estrada de terra Colinas do Sul - Niquelândia. Cerca de 7 km de Colinas, cerca de 2 km após ponte do Rio Tocantinzinho.","-48.4597015380859","-14.4738998413086","Exsicatas","Área de influência do AHE Serra da Mesa.","CEN00034249","CEN00034249","1999","06","22","550","A. V. Scatigna","550","74171","auto","2015","-4808333.0","-1418333.0",NA,NA,"04",NA,NA,NA,"3"
"230","2020-09-02 16:35:27-03","Cenargen","CEN","17139","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Bruno Machado Teles Walter","1360",NA,"Brasil","GO","NIQUELANDIA","Região da Serra Negra, margem esquerda do rio Bagagem, próximo à Fazenda Aroeira, após a CODEMIN (10 km desta).","-48.4597015380859","-14.4738998413086","Exsicatas","Inflorescência vinácea. Bacia de inundação da UHE Serra da Mesa.","CEN00017139","CEN00017139","1992","04","15","420","R. M. Harley & A. M. Giulietti","420","74171","auto","2002","-4838333.0","-1411667.0",NA,NA,"05",NA,NA,NA,"4"
"231","2019-06-05 10:33:55-03","UFG","HJ","8366","S","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Souza, L.F.; Pereira, F.C.","4792",NA,"Brasil","Goiás","Jataí","Assentamento Rio Paraíso","-51.545833","-17.743056",NA,NA,"HJ00008366",NA,"2011","05","21","873","I.L.M. Resende","873",NA,NA,"2015","51º32'45''W","17º44'35''S",NA,NA,"10","27",NA,NA,NA
"232","2019-12-09 17:30:36-03","UFPR","EFC","10322","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Kozera, C.; Kersten, R.","2021",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527",NA,"Herbácea, com cerca de 30cm, flores roxas, campo.","EFC010322",NA,"2005","03","29","830","Kozera, C.","830",NA,NA,"2006","-49.8071","-25.5527",NA,NA,"01","01",NA,NA,NA
"233","2019-12-09 17:30:36-03","UFPR","EFC","8762","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Hatschbach, G.; Ziller, S.R.","68918",NA,"Brasil","Paraná","Palmeira","Rodovia BR-277, próximo do Haras Valente","-50.0064010620117","-25.4293994903564",NA,"Herbácea ereta, flores lilases. Campo limpo, seco.","EFC008762",NA,"1999","02","04",NA,"Hatschbach, G.",NA,"35166","auto","1999",NA,NA,NA,NA,"03","01",NA,NA,NA
"234","2019-11-13 11:31:51-03","USP","SPF","49510","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Pirani, JR","1786",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.3","-13.866667",NA,NA,"SPF00049510","SPF00049510","1987","02","08",NA,"Souza, VC",NA,NA,NA,"1988","-47.3","-13.866667",NA,NA,"06",NA,NA,NA,NA
"235","2019-11-13 11:31:50-03","USP","SPF","108062","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Souza, VC","7238",NA,"Brasil","São Paulo","Itararé",NA,"-49.201667","-24.085",NA,NA,"SPF00108062","SPF00108062","1994","11","14",NA,"Souza, VC",NA,NA,NA,"1994","-49.201667","-24.085",NA,NA,NA,NA,NA,NA,NA
"236","2019-11-13 11:31:50-03","USP","SPF","140514","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Souza, VC","22420",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.191944","-17.708056",NA,NA,"SPF00140514","SPF00140514","1999","05","15",NA,"Souza, VC",NA,NA,NA,"1999","-44.191944","-17.708056",NA,NA,NA,NA,NA,NA,NA
"237","2019-11-13 11:31:50-03","USP","SPF","152075","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Souza, VC","20923",NA,"Brasil","Minas Gerais","Gouveia",NA,"-43.936556","-18.591361",NA,NA,"SPF00152075","SPF00152075","1998","04","05",NA,"Souza, VC",NA,NA,NA,"1998","-43.936556","-18.591361",NA,NA,"04",NA,NA,NA,NA
"238","2019-11-13 11:31:52-03","USP","SPF","62725","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Cavalcanti, TB","103",NA,"Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.5099983215332","-14.1324996948242",NA,NA,"SPF00062725","SPF00062725","1988","12","04",NA,"Souza, VC",NA,"44724","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-11-13 11:31:52-03","USP","SPF","64228","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Rizzo, JA","7968",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,"SPF00064228","SPF00064228","1972","04","06",NA,"Souza, VC; Paula-Souza, J",NA,"44724","auto","1996",NA,NA,NA,NA,"02",NA,NA,NA,NA
"240","2019-11-13 11:31:52-03","USP","SPF","64231","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Rizzo, JA","8293",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,"SPF00064231","SPF00064231","1972","09","05",NA,"Souza, VC",NA,"44724","auto","1989",NA,NA,NA,NA,"11",NA,NA,NA,NA
"241","2019-11-13 11:31:51-03","USP","SPF","48083","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Hatschbach, G","51084",NA,"Brasil","Minas Gerais","Datas",NA,"-43.6557998657227","-18.4456005096436",NA,NA,"SPF00048083","SPF00048083","1987","03","18","1100","Souza, VC","1100","23532","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-11-13 11:31:51-03","USP","SPF","21631","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Giulietti, AM","CFCR1851",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00021631","SPF00021631","1981","08","30",NA,"Calil, AAM",NA,"101169","auto","1983",NA,NA,NA,NA,"05",NA,NA,NA,NA
"243","2019-11-13 11:31:52-03","USP","SPF","65629","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Souza, VC","CFCR12324",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00065629","SPF00065629","1989","09","07",NA,"Souza, VC",NA,"101169","auto","1990",NA,NA,NA,NA,"10",NA,NA,NA,NA
"244","2019-11-13 11:31:51-03","USP","SPF","220386","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Souza, VC","CFCR12133",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Conselheiro Mata. Ca. 13 km de Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,"SPF00220386","SPF00220386","1989","03","19",NA,"Souza, VC",NA,"101169","auto","1989",NA,NA,NA,NA,"03",NA,NA,NA,NA
"245","2019-11-13 11:31:50-03","USP","SPF","152074","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Souza, VC","8551",NA,"Brasil","Minas Gerais","Gouveia",NA,"-43.7407989501953","-18.4543991088867",NA,NA,"SPF00152074","SPF00152074","1995","03","13",NA,"Souza, VC",NA,"37970","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-11-13 11:31:52-03","USP","SPF","66531","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Cerati, TM","218",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"SPF00066531","SPF00066531","1985","07","06","850","Souza, VC","850","37503","auto","1990",NA,NA,NA,NA,"07",NA,NA,NA,NA
