"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","911540","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","R. M. Harley","10144","South America","Brazil","Mato Grosso",NA,"R 10, c. 12 km SW of base camp.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911540","NY00911540_01","1968","09","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","911531","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","W. R. Anderson","35311","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 8 km N of Gouveia on road to Diamantina","-43.6836","-18.41575","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911531","NY00911531_01","1972","02","03","1220","H. N. Moldenke","1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","911539","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","B. Maguire","56322","South America","Brazil","Mato Grosso",NA,"15-120 km beyond Alto Araguaia, road to Cuiaba. Brasilia-Acre Highway.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995636' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911539","NY00911539_01","1963","08","25",NA,"G. M. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","911537","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","E. P. Heringer","7967","South America","Brazil","Distrito Federal","Brasília","Fundação Zoobotanica","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911537","NY00911537_01","1961","02","20",NA,"D. Philcox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","911538","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","A. Macedo","3343","South America","Brazil","Goiás","Jataí","Balsam","-51.7142","-17.8817","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995634' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911538","NY00911538_01","1951","07","20",NA,"H. N. Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","499355","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","L. Riedel","2278","South America","Brazil","São Paulo","Batatais","Pr. Batataes (civ. Sao Paulo).","-47.58","-20.89","sheet","L. Riedel & Lund: Iter Brasiliense 1833-35. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=182779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00499355","NY00499355_01","1834","05",NA,NA,"D. Philcox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00750345","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","H. S. Irwin","8030a","South America","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 25 km NE of Brasília","-47.75172","-15.62355","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750345","NY00750345_01","1965","09","07","1000","D. Philcox","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","911544","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Gates","46","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, 5 km E of Alto Paraíso","-47","-14","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911544","NY00911544_01","1979","01","25","1500","K. A. Vincent","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","911542","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","D. R. Hunt","5662","South America","Brazil","Mato Grosso","Água Boa","Xavantina-Cachimbo road, 85 km. from Xavantina.","-52.1583","-14.0503","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911542","NY00911542_01","1966","05","31","600","D. Philcox","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","499359","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","D. Philcox","4503","South America","Brazil","Mato Grosso",NA,"C. 0.5 km E of km 248, Xavantina-Cachimbo road. Expedition Base Camp.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=182781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00499359","NY00499359_01","1968","03","10",NA,"D. Philcox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00750343","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","H. S. Irwin","5186","South America","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km E. of Brasília.","-47.82","-15.65","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750343","NY00750343_01","1964","08","16","700","G. M. Barroso","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","499361","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","M. Cárdenas","2018","South America","Bolivia","La Paz",NA,"Ixiamas.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=182780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00499361",NA,"1921","12","19","213.4","D. Philcox","243.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","911535","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","H. S. Irwin","24979","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 10 km west of Alto do Paraíso (formerly Veadeiros)","-47.6094444","-14.1167","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911535","NY00911535_01","1969","03","24","1000","D. Philcox","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","911536","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","E. P. Heringer","2324","South America","Brazil","Goiás",NA,"Estrada Alto Paraiso - Teresina.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995629' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911536","NY00911536_01","1979","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","911534","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","H. S. Irwin","21875","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 27 km S.W. of Diamantina on road to Gouveia","-43.69275","-18.4205","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911534","NY00911534_01","1969","01","13","1300","D. Philcox","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1005056","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","H. S. Irwin","32125","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1071439' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005056","NY01005056_01","1971","03","18","1250","D. Philcox","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","911533","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","H. S. Irwin","12807","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","-47.65562","-14.1167","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911533","NY00911533_01","1966","02","14","1000","G. M. Barroso","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","911541","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","D. R. Hunt","6613","South America","Brazil","Distrito Federal","Brasília","Córrego Vicente Pires, Setor Industrial, Brasilia.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911541","NY00911541_01","1966","07","12","900",NA,"1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-13 09:20:36-03","UFRJ","RFA","10866","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","G.G. Hatschbach","24643",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante","Rodovia BR-167","-54.5463981628418","-21.8019008636475",NA,"Flor lilás","RFA48920",NA,"1970","08","14",NA,"G.G. Hatschbach",NA,"65544","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-13 09:20:36-03","UFRJ","RFA","10796","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","G.G. Hatschbach","12264",NA,"Brasil","Paraná","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611",NA,"Flor lilás","RFA48919",NA,"1965","01","18",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:20:36-03","UFRJ","RFA","8367","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","G.G. Hatschbach","13936",NA,"Brasil","Paraná","Jaguariaíva","Serra das Furnas, Campo das Cinzas","-49.7057991027832","-24.2511005401611",NA,"Flor 5 P 6/8","RFA48917",NA,"1966","03","02",NA,"G.G. Hatschbach",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:32:59-03","EAO","IAN","129794","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Irwin, HS; Grear Jr., JW; Grear Jr., JW","12536","Southern America","Brasil","Goiás",NA,"Rocky slopes, wet campo and creek margin, Chapada dos Veadeiros, ca. 20km W of Veadeiros.",NA,NA,NA,NA,"IAN129794",NA,"1966","02","10","1000","Barroso, GM","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:32:59-03","EAO","IAN","129841","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Irwin, HS; Grear Jr., JW; Grear Jr., JW","13045","Southern America","Brasil","Distrito Federal",NA,"Cerrado, ca. 25km SW of Brasília.",NA,NA,NA,NA,"IAN129841",NA,"1966","02","20","1000","Barroso, GM","1000",NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:32:59-03","EAO","IAN","130045","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Irwin, HS; Grear Jr., JW; Grear Jr., JW","14844","Southern America","Brasil","Bahia",NA,"Locally frequent. Wet campo, near Rio Piau, ca. 150km SW of Barreiras.",NA,NA,NA,NA,"IAN130045",NA,"1966","04","14","850","Barroso, GM","850",NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:32:59-03","EAO","IAN","130223","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Irwin, HS; Grear Jr., JW; Grear Jr., JW","16401","Southern America","Brasil","Mato Grosso",NA,"Serra do Roncador. Wet campo between gallery and cerrado, ca. 84km N of Xavantina.",NA,NA,NA,NA,"IAN130223",NA,"1966","06","01","550","Barroso, GM","550",NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:32:59-03","EAO","IAN","138170","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Irwin, HS; Soderstrom, TR","5186","Southern America","Brasil","Distrito Federal",NA,"Cerrado and fields, limestone slopes, Chapada da Contagem, ca. 20km E of Brasília.",NA,NA,NA,NA,"IAN138170",NA,"1964","08","16","1000","Barroso, GM","1000",NA,NA,"1964",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:32:59-03","EAO","IAN","15078","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Oliveira, E","106","Southern America","Brasil","Minas Gerais","Indianápolis","Campo. Lagoa dos Bexiguentos.",NA,NA,NA,NA,"IAN015078","IAN015078 IAN015078_e","1940","06","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:32:59-03","EAO","IAN","137923","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Harley, RM; Souza, R","10144","Southern America","Brasil","Mato Grosso",NA,"R 10, c. 12km SW of Base Camp. In gently sloping campo.","-51.766667","-12.816667",NA,NA,"IAN137923",NA,"1968","09","20",NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:33:36-03","NBC","NL-BOTANY","L.2780471","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Hatschbach GG",NA,"Southern America","Brazil",NA,NA,"Joaquim Murtinho (Mun. Pirai do Sul) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2780471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2780471","NL-L2780471","1968","03","21",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:33:36-03","NBC","NL-BOTANY","L.2780472","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Hatschbach GG",NA,"Southern America","Brazil",NA,NA,"Parana, Mun Arapoti, Arapoti.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2780472 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2780472","NL-L2780472","1960","09","09",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:33:36-03","NBC","NL-BOTANY","U.1599754","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Hunt DR; Ramos JF",NA,"Southern America","Brazil","Mato Grosso",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599754 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599754","NL-U1599754","1966","05","31",NA,"Philcox D",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0114021",NA,NA,NA,NA,NA
"43","2020-02-08 09:33:36-03","NBC","NL-BOTANY","U.1599755","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Hatschbach GG; Haas H",NA,"Southern America","Brazil",NA,NA,"Serra das Furnaz campo dos Cinsas mun Jaguariaiva Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1599755 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1599755","NL-U1599755","1966","03","02",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"44","2020-11-04 12:17:46-03","ESALQ","ESA","22707","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Cham. & Schltdl.","Nakajima, J.N. et al.","1197.0",NA,"Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,"ESA022707","ESA022707","1995","07","14",NA,"Souza, V.C.",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 12:17:40-03","ESALQ","ESA","126263","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orobanchaceae","Buchnera","cf. juncea","Buchnera cf. juncea","Cham. & Schltdl.","Sobral, M.","14905.0",NA,"Brasil","Minas Gerais","Itutinga",NA,"-44.6577987670898","-21.2980995178223",NA,NA,"ESA126263","ESA126263","1905","07","04",NA,"Scatigna, A.V.",NA,"24458","auto","2019",NA,NA,NA,NA,"12","17",NA,NA,NA
"46","2020-11-04 12:17:46-03","ESALQ","ESA","46260","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orobanchaceae","Buchnera","juncea","Buchnera juncea","Kunth","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","17244.0",NA,"Brasil","Mato Grosso","Nobres","26 Km ENE de Nobres. Savana gramíneo-lenhosa (campo limpo de cerrado).","-56.05",NA,NA,"Erva; corola lilás.","ESA046260","ESA046260","1997","05","24",NA,"Souza, V.C.",NA,NA,NA,NA,"-56.05","-14,566,667",NA,NA,NA,NA,NA,NA,NA
