"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","county","year","month","day","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","imagecode","class","infraspecificEpithet","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount"
"37","2017-03-28 17:03:38-03","MNHN","RECOLNAT_MNHN_P","P00649760","PreservedSpecimen",NA,"Primulaceae","Anagallis","alternifolia","Anagallis alternifolia parvula","Saint-Hilaire, A. de",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649760' target='other'> <mi>dwc_moreinfo</mi></a>","P00649760",NA,"Minas Geraes, dans la Serra do Papagaio partie méridionale de la prov. de S. Paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A.St.-Hil.","P00649760_01",NA,"parvula",NA,NA,NA,NA,NA,NA,"D 515","type",NA
"38","2015-09-26 01:09:36-03","MNHN","RECOLNAT_MNHN_P","P00649762","PreservedSpecimen",NA,"Primulaceae","Anagallis","alternifolia","Anagallis alternifolia tenelliformis","Regnell, A.F.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649762' target='other'> <mi>dwc_moreinfo</mi></a>","P00649762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Knuth","P00649762_01",NA,"tenelliformis",NA,NA,NA,NA,NA,NA,"III 853","type",NA
"39","2005-02-10 10:20:47-02","MNHN","RECOLNAT_MNHN_P","P00649763","PreservedSpecimen",NA,"Primulaceae","Anagallis","alternifolia","Anagallis alternifolia tenelliformis","Regnell, A.F.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649763' target='other'> <mi>dwc_moreinfo</mi></a>","P00649763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Knuth","P00649763_01",NA,"tenelliformis",NA,NA,NA,NA,NA,NA,"III 853","isotype",NA
"40","2011-11-24 05:01:00-02","MO","MOBOT","3211879","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Carlos Grandjot","Grandjot s.n.","South America","Chile",NA,NA,NA,NA,"Maule",NA,"Curicó","1933","1",NA,"2800.00000000",NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","3211645","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Troels M. Pedersen","Pedersen s.n.","South America","Chile",NA,NA,NA,NA,"Los Lagos","Humid depressions behind the dunes. Cucao.","Chiloé","1986","1","26",NA,NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,"J. Pruski",NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-11-05 22:07:00-02","MO","MOBOT","3210824","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","R. Godoy B.","Godoy B. s.n.","South America","Chile",NA,NA,NA,NA,NA,"Lago Rupanco; Islote.",NA,"1979","1",NA,"200.00000000",NA,"-72.41666","-40.86666",NA,NA,NA,NA,"Cav.",NA,NA,NA,"J.C. Solomon",NA,NA,NA,NA,NA,NA,NA,NA
"43","2011-11-24 05:01:00-02","MO","MOBOT","3212386","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Carlos Grandjot","Grandjot s.n.","South America","Chile",NA,NA,NA,NA,"Maule","In monte Volcán Peteroa.","Curicó","1933","1",NA,"2800.00000000",NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,"C. Grandjot",NA,NA,NA,NA,NA,NA,NA,NA
"44","2013-12-01 05:44:00-02","MO","MOBOT","3212683","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Konrad Behn","Behn s.n.","South America","Chile",NA,NA,NA,NA,NA,"Perún.",NA,"1919","12","15",NA,NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2013-03-15 09:07:00-03","MO","MOBOT","3212889","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Carlo L.G. Bertero","Bertero 798","South America","Chile",NA,NA,NA,NA,"Valparaiso","Ad ripas, in humidiusculis secus rivolos.",NA,"1827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"46","2008-05-27 22:02:00-03","MO","MOBOT","3242649","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Leslie R. Landrum","Landrum 5910","South America","Chile",NA,NA,NA,NA,NA,"Llanquihue: Los Muermos, ca 0.3-1 km along road to Cumbre Alta off road to Quenuil. Evergreen forest dominated by Nothofagus and Myrtaceae.",NA,"1988","1","18",NA,NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-10-14 17:08:00-03","MO","MOBOT","3360822","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Fred G. Meyer","Meyer 9736","South America","Chile",NA,NA,NA,NA,NA,"Concepción. In woodland along the unused road, 8 km. north of Lirquen, then 5 km. east along a dirt road where the unused road takes off to the left along a planting of pines thence to the Estero Bellavista.",NA,"1966","1","3",NA,NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2009-10-28 11:55:00-02","MO","MOBOT","3361003","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","R.N.P. Goodall","Goodall 4730","South America","Argentina",NA,NA,NA,NA,"Tierra del Fuego","Isla Conejo, south of Ushuaia Bay. Large island with hills and rocky coasts. Growing on one low area near sea.",NA,"1974","1","2",NA,NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2013-05-07 06:03:00-03","MO","MOBOT","3363166","PreservedSpecimen","Plantae","Primulaceae","Anagallis","alternifolia","Anagallis alternifolia","Ynés Mexia","Mexia 8000","South America","Chile",NA,NA,NA,NA,"Magallanes","Last Hope Inlet; Peninsula Antonio Varas; openings in Notofagus wood.",NA,"1936","4","10","25.00000000",NA,NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,"Killip",NA,NA,NA,NA,NA,NA,NA,NA
