"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"832","2019-11-01 15:15:08-03","UnB","UB","102635","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia purgans","Irwin, HS","5388","1964","08","21","Southern America","Brasil",NA,NA,"Fruit green; Cerrado","UB0014867","Monocotyledonae",NA,"Ravenna",NA,"Distrito Federal",NA,"35km ao E de Brasílai",NA,NA,NA,NA,"UB0014867","purgans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","2019-11-01 15:15:06-03","UnB","UB","163145","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Munhoz, CBR; Emmert, P; Mello, TRB","7134","2010","03","31","Southern America","Brasil",NA,NA,"Erva. Frutos presentes; Afloramento de rocha em campo limpo úmido","UB0014802","Monocotyledonae",NA,"Klatt","Emmert, P","Minas Gerais","Diamantina","Acesso por São João da Chapada, Vila Macacos. Parque Nacional das Sempre Vivas","-43.792222","-17.903611","1268","1268","UB0014802",NA,NA,NA,NA,"2010",NA,"-43.792222","-17.903611",NA,NA,NA,NA,NA,NA
"834","2019-11-01 15:15:08-03","UnB","UB","6522","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Irwin, HS; Souza, R; Santos, RR","9001","1965","10","06","Southern America","Brasil",NA,NA,"Cálice violeta-claro no exterior, corola com listas marrom-violetas; Delgada 0,5m. Flor laranja; Campo e margem de mata de galeria","UB0014806","Monocotyledonae",NA,"Klatt","Chukr, NS","Distrito Federal","Brasília","3 Km S de Sobradinho","-47.9296989440918","-15.7797002792358","1075","1075","UB0014806",NA,NA,"70570","auto","1997","12",NA,NA,NA,NA,NA,NA,NA,NA
"835","2019-11-01 15:15:08-03","UnB","UB","6266","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Heringer, EP","13084","1974","01","04","Southern America","Brasil",NA,NA,"Planta ereta 0,4m. Flor amarela; Cerrado sujeito ao fogo.","UB0014837","Monocotyledonae",NA,"Klatt","Dias, EBA","Distrito Federal","Brasília","Chapada da Contagem","-47.9296989440918","-15.7797002792358",NA,NA,"UB0014837",NA,NA,"70570","auto","2012","10",NA,NA,NA,NA,NA,NA,NA,NA
"836","2019-11-01 15:15:08-03","UnB","UB","6280","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Belém, RP; Mendes, JM","50","1964","12","16","Southern America","Brasil",NA,NA,"Bulbo avermelhado.; Planta pequena","UB0014836","Monocotyledonae",NA,"Klatt","Dias, EBA","Distrito Federal","Brasília","DF-5","-47.9296989440918","-15.7797002792358",NA,NA,"UB0014836",NA,NA,"70570","auto","2012","10",NA,NA,NA,NA,NA,NA,NA,NA
"837","2019-11-01 15:15:08-03","UnB","UB","6520","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Pires, JM","58075","1964","06","30","Southern America","Brasil",NA,NA,"Planta com frutos.; 0,5m; Cerrado.","UB0014839","Monocotyledonae",NA,"Klatt","Dias, EBA","Distrito Federal","Brasília","Entre Brasília e Fercal","-47.9296989440918","-15.7797002792358",NA,NA,"UB0014839",NA,NA,"70570","auto","2012","10",NA,NA,NA,NA,NA,NA,NA,NA
"838","2019-11-01 15:15:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Eugênio, CUO; Giotto, AC; Almeida, RF; Munhoz, CBR; Reis, VA","51","2011","12","07","Southern America","Brasil",NA,NA,"Campo limpo úmido",NA,"Monocotyledonae",NA,"Klatt","Mello, TRB","Distrito Federal","Brasília","FAL CL","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"70570","auto","2012","12",NA,NA,NA,NA,NA,NA,NA,NA
"839","2019-11-01 15:15:06-03","UnB","UB","197791","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Vale, GD; et al.","325","2007","02","02","Southern America","Brasil",NA,NA,"Particupantes: Gabriel Damasco do Vale, João Benedito Pereira, Juarez Pereira do Amaral.&nf;Patrocinadores: EMBRAPA - CENARGEN; Flor amarela. Subarbusto com cerca de 1 m de altura; Campo limpo úmido","UB0014828","Monocotyledonae",NA,"Klatt","Vale, GD","Distrito Federal","Brasília","Fazenda Sucupira","-47.9296989440918","-15.7797002792358",NA,NA,"UB0014828",NA,NA,"70570","auto","2007","06",NA,NA,NA,NA,NA,NA,NA,NA
"840","2019-11-01 15:15:08-03","UnB","UB","6521","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Heringer, EP","8863/1057","1962","02","01","Southern America","Brasil",NA,NA,"Cerrado","UB0014825","Monocotyledonae",NA,"Klatt","Dantas-Queiroz, MV","Distrito Federal","Brasília","Fundação Zoobotânica","-47.9296989440918","-15.7797002792358",NA,NA,"UB0014825",NA,NA,"70570","auto","2010","08",NA,NA,"03",NA,NA,NA,NA,NA
"841","2019-11-01 15:15:07-03","UnB","UB","6264","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Heringer, EP","8793","1961","11","10","Southern America","Brasil",NA,NA,"Planta pequena; Cerrado","UB0014866","Monocotyledonae",NA,"Klatt","Henrich, JE; Goldblatt, P","Distrito Federal","Brasília","Horto do Guará","-47.9296989440918","-15.7797002792358",NA,NA,"UB0014866",NA,NA,"70570","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","2019-11-01 15:15:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Oliveira, AD","s.n.","1986","10",NA,"Southern America","Brasil",NA,NA,"Erva. Flor amarela; Cerrado. Relevo: plano. Substrato geral: cascalho","UB0014809","Monocotyledonae",NA,"Klatt","Chukr, NS","Distrito Federal","Brasília","MSPW Q 05 Conj 02","-47.9296989440918","-15.7797002792358",NA,NA,"UB0014809",NA,NA,"70570","auto","1997","06",NA,NA,NA,NA,NA,NA,NA,NA
"843","2019-11-01 15:15:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Irwin, HS; Souza, R; Santos, RR","11603","1966","01","12","Southern America","Brasil",NA,NA,"Flor em botão.; Erva cormosa 1m; Cerrado.","UB0014874","Monocotyledonae",NA,"Klatt","Chukr, NS","Distrito Federal","Brasília","Pico da Chapada da Contagem","-47.9296989440918","-15.7797002792358","1100","1100","UB0014874",NA,NA,"70570","auto","1997","12",NA,NA,NA,NA,NA,NA,NA,NA
"844","2019-11-01 15:15:06-03","UnB","UB","6260","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Heringer, EP","8144","1961","03","10","Southern America","Brasil",NA,NA,"Solo amarelo zona de exudação","UB0014826","Monocotyledonae",NA,"Klatt","Dantas-Queiroz, MV","Distrito Federal","Brasília","Saia Velha","-47.9296989440918","-15.7797002792358",NA,NA,"UB0014826",NA,NA,"70570","auto","2010","08",NA,NA,"03",NA,NA,NA,NA,NA
"845","2019-11-01 15:15:06-03","UnB","UB","122833","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Barroso, GM; et al.","673","1968","12","21","Southern America","Brasil",NA,NA,"Erva; Brejo.","UB0014337","Monocotyledonae",NA,"Klatt","Chukr, NS","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,"UB0014337",NA,NA,"44724","auto","1997","06",NA,NA,NA,NA,NA,NA,NA,NA
"846","2019-11-01 15:15:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Melo, MS; Oliveira, DE","180","2018","01","03","Southern America","Brasil",NA,NA,"Erva de 60cm de altura. Flores amarelas com manchas marrons; Cerrado stricto sensu",NA,"Monocotyledonae",NA,"Klatt",NA,"Goiás","Jaraguá","Parque Estadual da Serra de Jaraguá","-49.334400177002","-15.7568998336792",NA,NA,NA,NA,NA,"39368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","2019-11-01 15:15:06-03","UnB","UB","6254","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Hatschbach, G; Hatschbach, M; Silva, JM","60214","1994","02","09","Southern America","Brasil",NA,NA,"Flor com máculas vermelhas; Flor amarela; Campo cerrado","UB0014807","Monocotyledonae",NA,"Klatt","Ravenna, PF","Goiás","São João d'Aliança","Próximo a Barra do Jacaré","-47.5247001647949","-14.7055997848511",NA,NA,"UB0014807",NA,NA,"91641","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","2019-11-01 15:15:06-03","UnB","UB","6259","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Heringer, EP","9454","1959","10","05","Southern America","Brasil",NA,NA,"Planta; Cerrado","UB0014820","Monocotyledonae",NA,"Klatt","Dantas-Queiroz, MV","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,"UB0014820",NA,NA,"26090","auto","2010","08",NA,NA,"03",NA,NA,NA,NA,NA
"849","2019-11-01 15:15:07-03","UnB","UB","6261","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Heringer, EP","s.n.","1958","11","20","Southern America","Brasil",NA,NA,"Número do Herbário do Horto Florestal de Paraopeba 6.484.; Cerrado.",NA,"Monocotyledonae",NA,"Klatt","Ravenna, PF","Minas Gerais","Paraopeba","Lagoa Preta, margem do Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","2019-11-01 15:15:06-03","UnB","UB","6179","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Felfili, JM; Alvarenga, D; Walter, BMT","31","1988","11","15","Southern America","Brasil",NA,NA,"Flores com pintas marrons. Projeto Biogeografia do Bioma Cerrado. SEPLAN / FUB / IBGE / EMBRAPA / FZDF.; Erva 0,6m. Flor amarela; Cerrado.",NA,"Monocotyledonae",NA,"Klatt",NA,"Minas Gerais","Patrocínio","Chapada da Pratinha","-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","2019-11-01 15:15:08-03","UnB","UB","102633","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia parviflora","Irwin, HS","8677","1965","09","26","Southern America","Brasil",NA,NA,"Herb 0,5m. Perianth yellow, spotted brown; Wet ground, creek margin","UB0014875","Monocotyledonae",NA,"Ravenna","Ravenna, PF","Distrito Federal",NA,"Córrego do Gama, indo para Anáposlis",NA,NA,NA,NA,"UB0014875","parviflora",NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","2019-05-06 11:58:12-03","UFU","HUFU","1254","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Castro, N.M.; Barbosa, A.A.A.","213","1987","11","20",NA,"Brasil",NA,NA,"Herbácea, ca. 40 cm. Sistema subterrâneo desenvolvido, tépalas laranja com manchas de tom avermelhado, anteras verdes, base da tépala com estrias vináceas.; Campo arenoso úmido.","HUFU00029838",NA,NA,"(Klatt) Benth. & Hook.","Chukr, N.S.","Goiás","Alto Paraíso Goiás","Parque Nacional Chapada dos Veadeiros, Entrada norte do Parque.",NA,NA,NA,NA,"HUFU00029838",NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","2020-08-04 12:48:09-03","UFU","HUFU","42988","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Romero, R.; Arantes, A.A.A.; Rezende, T.M. & Hattori, E.K.O.","3992","2005","09","30",NA,"Brasil",NA,NA,"planta ca. de 0,3 m. Cálice e corola alaranjados, anteras marrons.; Campo litólico.","HUFU00039774",NA,NA,"(Klatt) Benth. & Hook.","Melo, K.B.S.","Minas Gerais",NA,"Região da Represa de Furnas, Morro próximo a Pousada do Rio Turvo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","08",NA,NA,"09",NA,NA,NA,NA,NA
"854","2019-05-06 11:58:12-03","UFU","HUFU","43830","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Romero, R.; Castro, W.S.; Melo, K.B.S. & Bernardes, P.H.N.","4162","2005","12","09",NA,"Brasil",NA,NA,"Planta, ca. 1 m. Frutos imaturos esverdeados.; Campo rupestre.","HUFU00039761",NA,NA,"(Klatt) Benth. & Hook.","Melo, K.B.S.","Minas Gerais",NA,"Região da Represa de Furnas., Morro em frente a Pousada do Rio Turvo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","08",NA,NA,"09",NA,NA,NA,NA,NA
"855","2020-08-04 12:48:09-03","UFU","HUFU","44519","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Arantes, A.A.A.; Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O. & Freitas, F.S.","1635","2006","02","15",NA,"Brasil",NA,NA,"Erva ca. de 1 m. Corola vermelho coral, interiormente com estrias marrons.","HUFU00039766",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais",NA,"Região da Represa de Furnas., Estrada para Cachoeira Feixo da Serra, Rio Turvo, próximo ao trecho de asfalto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","2020-08-04 12:48:09-03","UFU","HUFU","44545","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Arantes, A.A.A.; Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O. & Freitas, F.S.","1747","2006","02","17",NA,"Brasil",NA,NA,"Erva, ca. 1 m. Frutos verdes.","HUFU00039775",NA,NA,"(Klatt) Benth. & Hook.","Melo, K.B.S.","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Pedreira Souza, ca. de 2 Km da MG 050.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","08",NA,NA,"09",NA,NA,NA,NA,NA
"857","2020-08-04 12:48:09-03","UFU","HUFU","44597","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O.; Arantes, A.A.A. & Freitas, F.S.","7635","2006","02","16",NA,"Brasil",NA,NA,"Planta ca. de 0,7 m. Cálice e corola alaranjados com mácula vináceas.; Campo rupestre.","HUFU00039765",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais",NA,"Região da Represa de Furnas, Paraiso Perdido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","2019-05-06 11:58:12-03","UFU","HUFU","46215","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Bernardes, P.H.N.; Melo, K.B.S.; Soares, P.N. & Loeuille, B.","4336","2006","10","26",NA,"Brasil",NA,NA,"Planta ca. de 0,8 m. Cálice e corola avermelhados, estrias marrons.; Campo rupestre.","HUFU00039762",NA,NA,"(Klatt) Benth. & Hook.","Melo, K.B.S.","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Mineradora Gabi Extrações, depois do terceiro córrego.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","12",NA,NA,"11",NA,NA,NA,NA,NA
"859","2019-05-06 11:58:12-03","UFU","HUFU","46235","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Bernardes, P.H.N.; Melo, K.B.S.; Soares, P.N. & Loeuille, B.","4392","2006","10","26",NA,"Brasil",NA,NA,"Planta ca. de 0,6 m. Cálice e corola amarelos, manchas marrons.; Cerrado.","HUFU00039763",NA,NA,"(Klatt) Benth. & Hook.","Melo, K.B.S.","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para mineradoras, antes da entrada para Furnas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","12",NA,NA,"11",NA,NA,NA,NA,NA
"860","2020-08-04 12:48:09-03","UFU","HUFU","54676","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Arantes, A.A.A.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","836","2008","02","22",NA,"Brasil",NA,NA,"FLores amarelas.","HUFU00029825",NA,NA,"(Klatt) Benth. & Hook.",NA,"Goiás",NA,"Serra do Facão",NA,NA,NA,NA,"HUFU00029825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","2019-05-06 11:58:12-03","UFU","HUFU","69074","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Hemsing, P.K.B.; Aguilar, J.C.","321","2014","10","09",NA,"Brasil",NA,NA,"Subarbusto ca 0,4m. Sépalas amarelas, corola amarela rajadas com laranja-avermelhado.; CAMPO COM MURUNDU","HUFU00029823",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Uberlândia","Bacia do Rio Uberabinha, Área 6.","-47.912222","-19.375833","987","987","HUFU00029823",NA,NA,NA,NA,NA,NA,"-47.912222","-19.375833",NA,NA,NA,NA,NA,NA
"862","2019-05-06 11:58:12-03","UFU","HUFU","69416","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Da Silva, D.B.; Meira, F.A.; Souza, J.H.I. & Pelegrine, V.G.M.","41","2014","12","16",NA,"Brasil",NA,NA,"Erva. Cálice verde; Corola alaranjadas com 3 pétalas com manchas rochas e brancas.; Campo rupestre.","HUFU00030318",NA,NA,"(Klatt) Benth. & Hook.","Meira, F.A.; Da Silva, D.B.","Goiás","Cocalzinho de Goiás","Estrada para a Fazenda Ana Paula, Final da estrada.","-48.824722","-15.8325",NA,NA,"HUFU00030318",NA,NA,NA,NA,"2015","02","-48.824722","-15.8325","13",NA,NA,NA,NA,NA
"863","2019-05-06 11:58:12-03","UFU","HUFU","69475","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Honórios, L.C.; Mendes, T.M.","32","2014","11","16",NA,"Brasil",NA,NA,"Erva, 20cm. Cálice e corola alaranjados e com manchas roxas; estames e estigmas amarelos.; Cerrado.","HUFU00030317",NA,NA,"(Klatt) Benth. & Hook.","Honório, L.C.; Mendes, T.M.","Goiás","Cocalzinho de Goiás","Estrada para a Fazenda Ana Paula, Final da estrada.","-48.824722","-15.8325",NA,NA,"HUFU00030317",NA,NA,NA,NA,"2015","02","-48.824722","-15.8325","13",NA,NA,NA,NA,NA
"864","2020-06-01 13:10:37-03","UFU","HUFU","79839","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Ramos, P.C.M.","590","1991","01","21",NA,"Brasil",NA,NA,"Erva 0,5 m. Flor amarela.","HUFU00077524",NA,NA,"(Klatt) Benth. & Hook.","Proença, C.","Distrito Federal","Brasília","Parque Nacional de Brasília, Estrada Torre/Sismologia, port. 5.","-47.933333","-15.883333",NA,NA,NA,NA,NA,NA,NA,"1995","10","-47.933333","-15.883333","17",NA,NA,NA,NA,NA
"865","2019-05-06 11:58:12-03","UFU","HUFU","34935","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Volpi, R.L.; Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R. & Rosa, P.O.","746","2003","10","23",NA,"Brasil",NA,NA,"Planta ca. de 0,6 m. Brácteas verdes, cálice e corola alaranjados com estrias vinho no interior.; Campo rupestre.","HUFU00039776",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Delfinópolis","Fazenda Zé Antunes, Trilha das Cachoeiras.","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","2019-05-06 11:58:12-03","UFU","HUFU","7009","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Nakajima, J.N.","1567","1994","12","10",NA,"Brasil",NA,NA,"Planta ca. 0,50 m. Cálice e Corola alaranjados; estrias vinho e estigma amarelo.; Campo limpo dois meses após queimada, solo pedregoso.","HUFU00039801",NA,NA,"(Klatt) Benth. & Hook.","Capellari-Júnior, L.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeria Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00039801",NA,NA,"57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"867","2019-05-06 11:58:12-03","UFU","HUFU","24072","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Mello-Silva, R.; Farinaccio, M.A. & Costa, F.N.","1691","1999","10","01",NA,"Brasil",NA,NA,"Tétalas abóbora e alaranjadas tigradas de grená na base. Estilete abóbora. Anteras amarelas.; Campo limpo.","HUFU00039793",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para Sacramento, 6km além de Jaguarê (Jaguari).","-46.3657989501953","-20.2453002929688","1450","1450",NA,NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"868","2019-05-06 11:58:12-03","UFU","HUFU","7170","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Romero, R.","767","1994","12","11",NA,"Brasil",NA,NA,"Planta, ca. 0,40 m. Cálice e corola alaranjada; estrias marrom.; Campo limpo com afloramento rochoso.","HUFU00039803",NA,NA,"(Klatt) Benth. & Hook.","Capellari-Júnior, L.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento. Próximo a torre de observação.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00039803",NA,NA,"57119","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"869","2019-05-06 11:58:12-03","UFU","HUFU","30132","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Araújo, F.; Resende, M. & Farias, Y.","6612","2002","11","20",NA,"Brasil",NA,NA,"Erva ca. 30 cm. Corola amarela, cálice verde..; Campo rupestre.","HUFU00039788",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem de Pedra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"870","2019-05-06 11:58:12-03","UFU","HUFU","30001","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Araújo, F.; Resende, M. & Farias, Y.","6575","2002","11","20",NA,"Brasil",NA,NA,"Erva ca. 25 cm. Tétalas amarelo alaranjadas no ápice e pintalgadas com listas amarronzadas..; Campo hidromórfico.","HUFU00051929",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00051929",NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"871","2019-05-06 11:58:12-03","UFU","HUFU","30290","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Duarte, P.C.; Valadão, R.M.; Romero, R. & Nakajima, J.N.","93","2002","11","20",NA,"Brasil",NA,NA,"Herbácea aprox. 30 cm. Hipanto verde, corola amarelo alaranjada com listas transversais ruivas, gineceu laranja, anteras amarelo alaranjadas.","HUFU00039792",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Nascente do Rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"872","2019-05-06 11:58:12-03","UFU","HUFU","30092","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Romero, R.; Araújo, F.; Resende, M. & Farias, Y.","6652","2002","11","21",NA,"Brasil",NA,NA,"Erva 30 cm. Tétalas roxa pintalgadas, fruto verde..; Campo limpo.","HUFU00039789",NA,NA,"(Klatt) Benth. & Hook.","Resende, M.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Próximo a cachoeria dos Rolinhos.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2003","01",NA,NA,"31",NA,NA,NA,NA,NA
"873","2019-05-06 11:58:12-03","UFU","HUFU","16216","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nakajima, J.N.; Romero, R.; Farinaccio, M.A. & Roque, N.","2933","1997","10","17",NA,"Brasil",NA,NA,"Planta ca. 0,6m. Cálice e Corola amarelado-alaranjado, base e estrias marrom. Estames alaranjados; Campo limpo dois meses após queimada.","HUFU00039783",NA,NA,"(Klatt) Benth. & Hook.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Torre de observação, estrada para divisa do parque.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"57119","auto","2005","02",NA,NA,"15",NA,NA,NA,NA,NA
"874","2019-05-06 11:58:12-03","UFU","HUFU","21413","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Araújo, G.M.; Amaral, A.F.","2805","1999","10","08",NA,"Brasil",NA,NA,"Flor amarela.; Vereda.","HUFU00029831",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Uberlândia","Estrada para Campo Florido, Meio direito da vereda 2.","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00029831",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","2019-05-06 11:58:12-03","UFU","HUFU","32304","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Barbosa, A.A.A.; Silva, M.R.","s.n.","1999","11","16",NA,"Brasil",NA,NA,"Erva. Corola roxa e pintalgada de branco.; Vereda.","HUFU00029830",NA,NA,"(Klatt) Benth. & Hook.","Barbosa, A.A.A.","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00029830",NA,NA,"58223","auto","2002","10",NA,NA,"02",NA,NA,NA,NA,NA
