"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","dayIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","recordNumber","continentOcean","preparationType","barcode","imagecode","class","relatedCatalogItem","fieldNumber","typeStatus","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","687178","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg","R. de Castro",NA,NA,"J. R. Pirani","1996","02","19","Brazil","São Paulo","Penápolis","Fazenda São Sebastião, ca. 26 km de Penápolis na Rodovia Assis Chateaubrind (SP 425)",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859404' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-50.0697","-21.4203",NA,NA,"vitifolia","s.n.","South America","sheet","NY00687178","NY00687178_01",NA,NA,NA,NA,NA
"12","2016-09-30 14:32:00-03","NY","NYBG","02128320","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia paraguariensis","(Hassl.) C.C.Berg","C. C. Berg",NA,NA,"E. Hassler",NA,NA,NA,"Paraguay",NA,NA,"[no specific locality on this sheet]",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2286272' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"paraguariensis","7598a","South America","sheet","NY02128320",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02172163","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"H. S. Irwin","1964","08","23","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320045' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"vitifolia","5515","South America","sheet","NY02172163","NY02172163_01",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","565959","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia","Vell.","O. Handro",NA,NA,"F. C. Hoehne","1936","11","18","Brazil","São Paulo","Moji-Mirim","Mogí Mirim",NA,NA,NA,NA,NA,"Pollen sample removed by Shana Weber, The Ohio State University, 4/10/92 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=393135' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-46.96013","-22.425035",NA,NA,NA,"s.n.","South America","sheet","NY00565959","NY00565959_01",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","565958","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia","Vell.","J. P. P. Carauta",NA,NA,"S. A. Mori","1978","03","02","Brazil","Bahia","Itapé","Rodovia BR-415, 19 km a Oeste de Itabuna",NA,NA,"200","200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=393143' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-39.4255221","-14.8640373",NA,NA,NA,"9348","South America","sheet","NY00565958","NY00565958_01",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2172170","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"H. S. Irwin","1970","01","25","Brazil","Goiás","Catalão","Contraforte Central, ca. 24 km N.E. of Catalão",NA,NA,"875","875",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320054' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-47.78961","-18.01337",NA,NA,"vitifolia","25413","South America","sheet","NY02172170","NY02172170_01",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2172173","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"H. S. Irwin","1966","05","02","Brazil","Goiás","Formosa","Côrrego Itaquera, ca. 30 km N. of Formosa",NA,NA,"850","850",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320057' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-47.43","-15.3",NA,NA,"vitifolia","15589","South America","sheet","NY02172173","NY02172173_01",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","869159","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","C. C. Berg",NA,NA,"H. S. Irwin","1965","11","19","Brazil","Goiás","Cabeceiras","Serra do Rio Preto, ca.10 km E. of Cabeceiras",NA,NA,"1000","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030852' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-46.89","-15.8",NA,NA,"asaroides","10501","South America","sheet","NY00869159","NY00869159_01",NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1413873","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","C. C. Berg",NA,NA,"H. Medeiros","2010","04","17","Brazil","Acre","Senador Guiomard","Fazenda Experimental Catuaba, BR 364, Km 35.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412527' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-67.62","-10.07",NA,NA,"asaroides","402","South America","sheet","NY01413873","NY01413873_01",NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2172167","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"H. S. Irwin","1964","10","31","Brazil","Goiás","Caiapônia","Ca. 20 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.",NA,NA,"800","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320051' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-51.82","-17.1",NA,NA,"vitifolia","7620","South America","sheet","NY02172167","NY02172167_01",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2172179","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"H. S. Irwin","1965","11","19","Brazil","Goiás","Cabeceiras","Serra do Rio Preto, ca. 10 km E. of Cabeceiras",NA,NA,"1000","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320095' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-46.88996","-15.8",NA,NA,"vitifolia","10568","South America","sheet","NY02172179","NY02172179_01",NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2172174","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"H. S. Irwin","1968","01","25","Brazil","Goiás","Cocalzinho de Goiás","50 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.",NA,NA,"800","800",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320058' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-48.6","-15.57",NA,NA,"vitifolia","19155","South America","sheet","NY02172174","NY02172174_01",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2172169","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"E. P. Heringer","1979","11","20","Brazil","Goiás","Caldas Novas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320053' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-48.6247","-17.7419",NA,NA,"vitifolia","17648","South America","sheet","NY02172169","NY02172169_01",NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","110659","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia cayapia","Vell.","C. C. Berg",NA,NA,"W. W. Thomas","1996","11","14","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Along road from park entrance to nature/conference center.",NA,NA,"150","150",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699856' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-40.5747","-15.2647",NA,NA,"cayapia","11326","South America","sheet","NY00110659","NY00110659_01",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2172168","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"H. S. Irwin","1965","11","17","Brazil","Goiás","Cabeceiras","Serra do Rio Preto, ca. 15 km E. of Cabeceiras",NA,NA,"1000","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320052' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-46.8433","-15.8",NA,NA,"vitifolia","10408","South America","sheet","NY02172168","NY02172168_01",NA,NA,NA,NA,NA
"26","2016-09-30 14:32:00-03","NY","NYBG","02128318","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia paraguariensis","(Hassl.) C.C.Berg","C. C. Berg",NA,NA,"A. L. Woolston","1956","06","07","Paraguay","San Pedro",NA,"Alto Paraguay: Primavera,",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2286268' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"paraguariensis","684","South America","sheet","NY02128318",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","869166","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg",NA,NA,NA,"J. A. Ratter","1972","10","24","Brazil","Minas Gerais","Januária","Approx. 10 km W of Januária",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031103' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-44.5","-15.5",NA,NA,"asaroides","2662","South America","sheet","NY00869166","NY00869166_01",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02172162","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg",NA,NA,NA,"H. S. Irwin","1970","03","04","Brazil","Minas Gerais","Corinto","Ca. 12 km W of Corinto.",NA,NA,"600","600",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320028' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-44.55675","-18.3589",NA,NA,"asaroides","26892","South America","sheet","NY02172162","NY02172162_01",NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2172165","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"G. Eiten","1969","11","22","Brazil","Mato Grosso","Barra do Garças","69 km north of Xavantina. Fazenda Santa Maria, 2.5 km north of Córrego Beiracaia (a tributary of the Rio Cruá, which is a tributary of the Rio das Mortes).",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320049' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-52.2567","-15.8903",NA,NA,"vitifolia","9496","South America","sheet","NY02172165","NY02172165_01",NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","585795","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia","Vell.","C. C. Berg",NA,NA,"A. M. V. de Carvalho","1999","02","27","Brazil","Bahia","Jussari","Ca. 2.5 km N de Palmira, na rod. Palmira -Itaju do Colônia. Faz. Sao Roque (Luis Fernando Verde)",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=393138' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-39.57","-15.13",NA,NA,NA,"6710","South America","sheet","NY00585795",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","869163","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg",NA,NA,NA,"H. S. Irwin","1966","01","22","Brazil","Goiás","Itaberaí","Lower slopes of Serra Dourada, ca. 30 km SE of Goiás Velho",NA,NA,"650","650",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031086' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-50","-14",NA,NA,"asaroides","11968","South America","sheet","NY00869163","NY00869163_01",NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2172172","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia vitifolia","(Gardner) C.C.Berg",NA,NA,NA,"H. S. Irwin","1966","01","22","Brazil","Goiás","Itaberaí","Lower slopes of Serra Dourada, ca. 30 km SE of Goiás Velho",NA,NA,"650","650",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320056' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-50","-14",NA,NA,"vitifolia","11968","South America","sheet","NY02172172","NY02172172_01",NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","565960","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia","Vell.",NA,NA,NA,"R. M. Harley","1974","02","12","Brazil","Bahia",NA,"Reserva Biologica do Pau Brasil, 17 km W from Porto Seguro on the road to Eunapolis",NA,NA,NA,"20",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=393139' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-39.2","-16.42",NA,NA,NA,"16140","South America","sheet","NY00565960","NY00565960_01",NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","565957","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia","Vell.","C. C. Berg",NA,NA,"A. Euponino","1976","11","03","Brazil","Bahia","Santa Cruz Cabrália","Estaçao Ecológica do Pau-brasil, cerca de 16 km a W de Porto Seguro. Folha SE-24 (16-39c)",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=393137' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-39.1815805","-16.3721094",NA,NA,NA,"363","South America","sheet","NY00565957","NY00565957_01",NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02434845","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia","Vell.",NA,NA,NA,NA,NA,NA,NA,"Brazil","Rio de Janeiro",NA,"National Museum",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2671387' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"South America","sheet","NY02434845","NY02434845_01",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00933133","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","R. de Castro",NA,NA,"R. de Mello-Silva","2003","11","29","Brazil","Goiás","Mossâmedes","Encostas da Serra Dourada. Estrada para a Reserva Ecológica de Serra Dourada, 4 km da rodovia Goiás-Mossâmedes (GO 164)",NA,NA,"785","785",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008344' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-50.1853","-16.0956",NA,NA,"asaroides","2233","South America","sheet","NY00933133","NY00933133_01",NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","869165","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg",NA,NA,NA,"H. S. Irwin","1965","11","17","Brazil","Goiás","Cabeceiras","Serra do Rio Preto, ca. 15 km E. of Cabeceiras",NA,NA,"1000","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031098' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-46.8433","-15.8",NA,NA,"asaroides","10408","South America","sheet","NY00869165","NY00869165_01",NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","869169","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg","C. C. Berg",NA,NA,"H. S. Irwin","1964","10","15","Brazil","Mato Grosso",NA,"Ca. 50 km N of Barra do Garças on road to Xavantina.",NA,NA,"300","400",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031117' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-52.25","-15.88",NA,NA,"asaroides","6881","South America","sheet","NY00869169","NY00869169_01",NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","869158","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg",NA,NA,NA,"R. M. Harley","1968","11","05","Brazil","Mato Grosso",NA,"R 12, c. 5 km. S. of base camp.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030828' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-51.77","-12.82",NA,NA,"asaroides","10949","South America","sheet","NY00869158","NY00869158_01",NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02172161","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg",NA,NA,NA,"T. C. Plowman","1980","02","02","Brazil","Goiás","Presidente Kennedy","Road. from highway BR-153 to Itaporã 12 km.west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Féinho",NA,NA,"400.00","400.00",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2320005' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-48.616667","-3.416667",NA,NA,"asaroides","8279","South America","sheet","NY02172161","NY02172161_01",NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","869156","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","cayapia","Dorstenia cayapia asaroides","(Hook.) C.C.Berg",NA,NA,NA,"C. C. Berg","1973","10","16","Brazil","Mato Grosso",NA,"On road from Humboldt Centre to port on Rio Aripuanã",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030817' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-59.35","-10.2",NA,NA,"asaroides","P18573","South America","sheet","NY00869156","NY00869156_01",NA,NA,NA,NA,NA
