"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"11","2020-06-29 11:29:54-03","UFRJ","RFA","11017","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"A.P. Duarte","10705","1967","12",NA,"Brasil","Goiás","Chapada dos Veadeiros","-50.1403007507324","-15.9343996047974",NA,NA,"RFA39657",NA,"Joaquim Falcão","18","Goiás",NA,NA,NA,NA,"1975","04","08","63502","auto",NA,NA,NA
"12","2020-02-08 10:34:08-03","NBC","NL-BOTANY","U.1220921","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Riedel L",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1220921 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1220921","NL-U1220921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"13","2020-11-04 11:05:14-03","ESALQ","ESA","97923","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides",NA,NA,"Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32821.0","2007","02",NA,"Brasil","Minas Gerais","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Senhorinha. Campo rupestre.","-437.498","-189.422",NA,"Erva, flores azuis","ESA097923","ESA097923","Silva, C.V.","19","Santana do Pirapama.","1300","1300","-437,498","-189,422","2013",NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:27:20-03","MN","R","12208","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","canescens","Evolvulus canescens","Meisn.",NA,"Glaziou, A.F.M.","8187","1876","01",NA,"Brasil","São Paulo","Campos da Bocaina",NA,NA,NA,"Plantas do Brasil Central","R000012208","R000012208_001",NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-14 15:27:20-03","MN","R","200381","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Segadas -Vianna, F.","2532","1951","03",NA,"Brasil","São Paulo",NA,"-44.8499984741211","-22.6599998474121",NA,NA,NA,NA,"Smith, L.B.","26","Silveiras",NA,NA,NA,NA,"1960",NA,NA,"26704","auto",NA,NA,NA
"16","2021-03-01 16:28:37-03","UNICAMP","UEC","30747","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Shepherd, GJ; Semir, J; Andrade, JB; Salgado, PR","7004","1978","02",NA,"Brazil","Minas Gerais","Furnas, Reserva de Furnas.",NA,NA,NA,"Prostrada, flores azuis.; Campo rupestree cerrado.","UEC094968","UEC094968","Smith, SF","20",NA,"900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:28:37-03","UNICAMP","UEC","3944","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Martins, FR","215","1975","04",NA,"Brazil","Minas Gerais","Furnas. Fazenda Salto.","-46.3880996704102","-20.8635997772217",NA,"Erva 0,15 m, flores azuis.; Campo rupestre.","UEC090754","UEC090754","Silva, CV","05","Alpinópolis",NA,NA,NA,NA,"2013","07","05","22010","auto",NA,NA,NA
"18","2021-03-01 16:28:37-03","UNICAMP","UEC","20552","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Martins, FR","215","1975","04",NA,"Brazil","Minas Gerais","Furnas. Fazenda Salto.","-46.3880996704102","-20.8635997772217",NA,"Erva 0,15 m, flores azuis.; Campo rupestre.","UEC102518","UEC102518","Silva, CV","05","Alpinópolis",NA,NA,NA,NA,"2013","07","05","22010","auto",NA,NA,NA
"19","2021-03-01 16:28:37-03","UNICAMP","UEC","3943","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Martins, FR","199","1975","04",NA,"Brazil","Minas Gerais","Furnas. Fazenda Salto.","-46.3880996704102","-20.8635997772217",NA,"Erva 0,15 m, flores roxas.; Campo rupestre.","UEC090753","UEC090753","Kojima, RK","05","Alpinópolis","960","1030",NA,NA,"2018","08","21","22010","auto",NA,NA,NA
"20","2021-03-01 16:28:37-03","UNICAMP","UEC","22654","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Leitão Filho, HF; Shepherd, F; Martins, FR; et al.","11874","1980","12",NA,"Brazil","Minas Gerais","Próximo à cidade.","-44.999698638916","-21.2453002929688",NA,"Herbáceo, prostrado, flores lilas-claro.; Em campo rupestre.","UEC019102","UEC019102","Silva, CV","09","Lavras",NA,NA,NA,NA,"2012","03","13","20044","auto",NA,NA,NA
"21","2021-03-01 16:28:37-03","UNICAMP","UEC","41363","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"DAC; et al.","s.n.","1987","02",NA,"Brazil","Minas Gerais","Serra da Bocaina","-44.999698638916","-21.2453002929688",NA,"Erva, roxa, cerca de 20 cm.; Campo rupestre.","UEC094965","UEC094965","Simão-Bianchini, R","13","Lavras","1200","1200",NA,NA,"1997","05","14","20044","auto",NA,NA,NA
"22","2021-03-01 16:28:37-03","UNICAMP","UEC","43882","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"DAC; et al.","s.n.","1987","02",NA,"Brazil","Minas Gerais","Serra da Bocaina","-44.999698638916","-21.2453002929688",NA,"Erva, roxa, cerac de 20 cm.; Campo rupestre.","UEC094967","UEC094967","Tamashiro, JY","13","Lavras","1200","1200",NA,NA,"1987","08",NA,"20044","auto",NA,NA,NA
"23","2021-03-01 16:28:37-03","UNICAMP","UEC","84780","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Marcondes-Ferreira, W; Belinello, R","1250","1996","01",NA,"Brazil","São Paulo","No começo da estrada para estreito.","-47.4700012207031","-20.25",NA,"Subarbusto com flores azuladas.; Campo com solo arenoso, com muito cascalho.","UEC094970","UEC094970","Simão-Bianchini, R","17","Pedregulho",NA,NA,NA,NA,"1997","05","14","27552","auto",NA,NA,NA
"24","2021-03-01 16:28:37-03","UNICAMP","UEC","79683","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Marcondes-Ferreira, W; Belinello, R","1250","1996","01",NA,"Brazil","São Paulo","No começo da estrada para estreito.","-47.4700012207031","-20.25",NA,"Subarbusto com flores azuladas.; Campo com solo arenoso, com muito cascalho.","UEC094972","UEC094972","Simão-Bianchini, R","17","Pedregulho",NA,NA,NA,NA,"1997","05","14","27552","auto",NA,NA,NA
"25","2014-10-14 15:57:05-03","BS","M","M-0184321","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.","HOLOTYPE","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,"in campis editis prope Villa de Campanha. Provinciae Min. Ger. nec non in campi Prov. S. Pauli interior.",NA,NA,NA,NA,"M0184321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"26","2020-12-21 16:21:22-03","MBM","MBM","32932","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Hatschbach, G.","35765","1974","07","Southern America","Brazil","Goiás","Rod. BR-452",NA,NA,NA,NA,"MBM032932","MBM032932","Falcão, J.I.","25","Bom Jesus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-09-26 10:51:37-03","MNHN","RECOLNAT_MNHN_P","P00746289","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil","Minas Gerais","Province de Minas Geraes, Provinces de Minas-Geraës",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746289' target='other'> <mi>dwc_moreinfo</mi></a>","P00746289","P00746289_01","Ooststroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 187",NA
"28","2015-09-04 12:48:37-03","MNHN","RECOLNAT_MNHN_P","P00746290","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil","Minas Gerais","Province de Minas Geraes, Provinces de Minas-Geraës",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746290' target='other'> <mi>dwc_moreinfo</mi></a>","P00746290","P00746290_01","Ooststroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 187",NA
"29","2015-09-04 12:48:58-03","MNHN","RECOLNAT_MNHN_P","P03545580","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil",NA,". Brasil, América do Sul",NA,NA,"hb",". s.d. Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03545580' target='other'> <mi>dwc_moreinfo</mi></a>","P03545580","P03545580_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"234",NA
"30","2015-09-04 12:48:58-03","MNHN","RECOLNAT_MNHN_P","P03545581","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Glaziou, A.",NA,"1895","2",NA,"Brasil","Goiás","Brésil: (Goyaz) Guara, prés Vicente Pires. Goiás, Centro-oeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03545581' target='other'> <mi>dwc_moreinfo</mi></a>","P03545581","P03545581_01",NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21805",NA
"31","2015-09-04 12:48:58-03","MNHN","RECOLNAT_MNHN_P","P03545582","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Glaziou, A.",NA,"1895","2",NA,"Brasil","Goiás","Brésil: (Goyaz) Guara, pres de Vicente Pires. Goiás, Centro-oeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03545582' target='other'> <mi>dwc_moreinfo</mi></a>","P03545582","P03545582_01",NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21805",NA
"32","2015-09-04 12:48:58-03","MNHN","RECOLNAT_MNHN_P","P03545585","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Weddell, H.A.",NA,"1844","1",NA,"Brasil","Minas Gerais","Brésil. Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03545585' target='other'> <mi>dwc_moreinfo</mi></a>","P03545585","P03545585_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1085",NA
"33","2020-10-01 14:25:07-03","JBB","HEPH","31087","S","Plantae","Dicotyledon","Solanales","Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Rosa, PO; Jesus, FPR de; Soares, ACA; Oliveira, MS","1539","2015","06","Southern America","Brasil","Distrito Federal","Campo Experimental Fazenda Sucupira, Propriedade Embrapa Recursos Genéticos e Biotecnologia","-47.999167","-15.909722",NA,NA,NA,NA,"Rosa, PO","02","Brasília","1144","1144","-47.999167","-15.909722","2015","06",NA,NA,NA,NA,NA,NA
"34","2011-04-08 11:46:00-03","MO","MOBOT","100364183","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","canescens","Evolvulus canescens","Meisn.",NA,"Miguel Bang","Bang 2274",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"Foster's catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"35","2014-11-06 05:37:00-02","MO","MOBOT","1152425","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","canescens","Evolvulus canescens","Meisn.",NA,"Silvia Jiménez|E. Gutiérrez|Juan Surubí","Jiménez 1267","1997","3","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado; Campamento Huanchaca II. Bosque cerrado a 5 km del campamento hacia antigua pista del huanchaca II.","-60.74444","-14.52416",NA,NA,NA,NA,"A. Fuentes (USZ)","8","Velasco","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2014-11-06 05:37:00-02","MO","MOBOT","1152429","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","canescens","Evolvulus canescens","Meisn.",NA,"Silvia Jiménez|E. Gutiérrez","Jiménez 1271","1997","3","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado; Campamento Huanchaca II. Bosque cerrado a 5 km del campamento hacia antigua pista del huanchaca II.","-60.74444","-14.52416",NA,NA,NA,NA,"A. Fuentes (USZ)","8","Velasco","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2010-01-01 05:41:00-02","MO","MOBOT","2830112","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","canescens","Evolvulus canescens","Meisn.",NA,"Henry H. Rusby","Rusby 2274",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2011-03-02 10:37:00-03","MO","MOBOT","2860164","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Johan F. Widgren","Widgren s.n.",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"S.J. van Ooststroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2009-07-17 14:12:00-03","MO","MOBOT","3396731","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 10750","1965","11","South America","Brazil","Goiás","Frequent. Rocky cerrado, ''canga'' soil, ca. 14 km. S. of Corumba de Goiás.",NA,NA,NA,NA,NA,NA,"R. Simao-Bianchini","30",NA,"975.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2013-06-17 13:35:00-03","MO","MOBOT","935762","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"E. Gutiérrez|Luzmila Arroyo P.|Jean Wellens","Gutiérrez Crespo 1419","1994","6","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Las Gamas. Cerrado. Bosque húmedo con muchas epífitas. Cabecera de Serranía. Cascadas a 4 km. de la parcela de bosque.","-60.3927777","-14.7983333",NA,NA,NA,NA,"R. Simão-Bianchini (SP)","13","Velasco","825.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"41","2020-06-15 15:30:04-03","UNESP-RC","HRCB","13355","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Campos, M.J.O.","s.n.","1990","12",NA,"Brasil","Minas Gerais",NA,"-46.1189002990723","-20.9719009399414",NA,"Flores azuladas",NA,NA,"Simão-Bianchini, R.","03","Carmo do Rio Claro",NA,NA,NA,NA,"1997","05","07","25874","auto",NA,NA,NA
"42","2018-10-09 16:31:11-03","UFLA","ESAL","24032","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Mansanares, ME; Andrade, EA; Reis, GH; do","2089","2010","12",NA,"Brasil","Minas Gerais","Morro da Janela, Ponto 13","-44.883889","-21.346944",NA,"Projeto CSBC; Crescendo em fenda de rocha. Flores com corola azul, estruturas reprodutivas brancas. Campo rupestre.",NA,NA,"Bianchini, RS","15","Itumirim",NA,NA,"-44.883889","-21.346944",NA,NA,NA,NA,NA,NA,NA,NA
"43","2018-10-09 16:31:11-03","UFLA","ESAL","24033","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Mansanares, ME; Van den Berg, E; Andrade, EA","1224","2010","05",NA,"Brasil","Minas Gerais","Ponto 11 - beira da estrada. Próximo a Cachoeira das Aranhas","-44.774167","-21.375556",NA,"Projeto CSBC; Afloramento com campo graminoso ao redor. Flores azul com estruturas reprodutivas brancas.",NA,NA,"Bianchini, RS","01","Itumirim",NA,NA,"-44.774167","-21.375556",NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-10-09 16:31:11-03","UFLA","ESAL","24034","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Mansanares, ME; Campos, CF; Andrade, E; Rei","2570","2012","01",NA,"Brasil","Minas Gerais","Morro da Janela, Ponto 13","-44.883889","-21.346944",NA,"Projeto CSBC; Crescendo em campo arenoso/graminoso na beira do afloramento. Erva. Flores com corola azul, estames brancos.",NA,NA,"Bianchini, RS","24","Itumirim",NA,NA,"-44.883889","-21.346944",NA,NA,NA,NA,NA,NA,NA,NA
"45","2018-10-09 16:31:11-03","UFLA","ESAL","24035","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Mansanares, ME; Campos, CF; Andrade, E; Rei","2596","2012","01",NA,"Brasil","Minas Gerais","Ponto 14 - afloramento próximo da Cachoeira das Aranhas","-44.774167","-21.373333",NA,"Projeto CSBC; Crescendo em solo arenoso. Flores com corola azul, estruturas reprodutivas brancas.",NA,NA,"Bianchini, RS","24","Itumirim",NA,NA,"-44.774167","-21.373333",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-06-07 18:05:00-03","UFLA","ESAL","31288","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Arruda, I A C; Martins, C P V; Ribeiro, W S","594","2016","03",NA,"Brasil","Minas Gerais","Serra do Pombeiro porção Norte","-44.738694","-21.368611",NA,"Erva, 15cm, corola azul claro e anteras creme.; Campo Rupestre, campo geral c/ cascalho.",NA,NA,"Arruda, I A C","21","Itutinga","1184","1184","-44.738694","-21.368611","2016","12",NA,NA,NA,NA,NA,NA
"47","2017-11-24 14:10:26-02","UFLA","ESAL","27092","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Andrade, EA","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Reserva Biológica do Boqueirão","-44.9171981811523","-21.4011001586914",NA,"; ; ;; campo rupestre",NA,NA,"R. Simão-Bianchini",NA,"Ingaí","1","1",NA,NA,NA,NA,NA,"16664","auto",NA,NA,NA
"48","2019-12-19 11:18:13-03","UFG","UFG","983","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Rizzo, J.A.; Barbosa, A.","3509","1969","01",NA,"Brasil","Goiás",NA,"-49.2538986206055","-16.6786003112793",NA,NA,"UFG0000983","UFG0000983","Simão-Bianchini, R.","29","Goiânia",NA,NA,NA,NA,"1991","01","23","25250","auto",NA,NA,NA
"49","2019-12-19 11:18:13-03","UFG","UFG","2435","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","cressoides","Evolvulus cressoides","Mart.",NA,"Rizzo, J.A.; Barbosa, A.","3249","1968","12",NA,"Brasil","Goiás",NA,"-49.2538986206055","-16.6786003112793",NA,NA,"UFG0002435","UFG0002435","Simão-Bianchini, R.","31","Goiânia",NA,NA,NA,NA,"1995","12","30","25250","auto",NA,NA,NA
