"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","relatedCatalogItem","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","631982","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","W. Ganev","2480","1993","11","14","South America","Brazil","Bahia","Rio de Contas","Carrapato, Beira Rio da Agua Suja-Acima da barragem","-41.8","-13.38","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=737228' target='other'> <mi>dwc_moreinfo</mi></a>","NY00631982","NY00631982_01","D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","408362","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","T. D. Pennington","10177","1978","03","04","South America","Brazil","Bahia","Barra do Choça","Road to Vitoria da Conquista-Barro da Choca km 19","-40.57","-14.88","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=737233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408362","NY00408362_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","54887","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","subalata","Trichilia subalata","C.DC.","J. E. B. Warming","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais","Lagoa Santa","Lagoa Santa","-43.8894","-19.6272",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00054887","NY00054887_01",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:20:20-03","UFRJ","RFA","26498","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Flávio Brito Pereira","47/63","2001","01","15",NA,"Brasil","Rio de Janeiro","São José do Vale do Rio Preto","Sítio Serra do Capim.","-42.876389","-22.156667","849","849",NA,"Árvore, 8m de altura, 7cm de DAP, flores vermelhas, frutos vermelhos, rara no local.","RFA41595",NA,"A. Piratininga",NA,NA,NA,"2001","09","17","42º52'35''W","22º9'24''S",NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:42:48-03","EAO","IAN","21598","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Blanchet, JS","2197",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN021598","IAN021598_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:42:49-03","EAO","IAN","23665","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Meliaceae","Trichilia","subalata","Trichilia subalata","C.DC.","Martius, CFP von","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN023665","IAN023665_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:20:47-03","UFBA","ALCB","83826","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Guedes, ML; Gomes, FS","14432","2008","05","23","Southern America","Brasil","Bahia","Caetité","Serra Geral, Bloco 4, Parcela nº 5., Ind. nº 15","-42.018056","-14.020833",NA,NA,NA,"de ca 6 m de altura, CAP 15 cm. Folhas com folíolos cartáceos, com a face adaxial brilhante.","ALCB064016",NA,"Flores, TB",NA,NA,NA,"2016","05","27","-42.018056","-14.020833",NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:20:47-03","UFBA","ALCB","121060","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Guedes, ML; Alunos de Botânica BIOC05","23534","2015","06","12","Southern America","Brasil","Bahia","Ipupiara","Caminho para o Rio Verde.","-42.466667","-11.835556","863","863",NA,"Folhas com folíolos cartáceos. Inflorescência racemosa, flores com pétalas cremes.","ALCB000752","ALCB000752","Flores, TB",NA,NA,NA,"2016","05","27","-42.466667","-11.835556",NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:20:47-03","UFBA","ALCB","49981","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Kuniyoshi, YS","4215","1977","04","28","Southern America","Brasil","Paraná","Londrina","IAPAR","-51.15","-23.3",NA,NA,NA,"frequente.; interior da floresta.","ALCB064018",NA,"Flores, TB",NA,NA,NA,"2016","05","27","-51.15","-23.3",NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:20:47-03","UFBA","ALCB","52244","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Stradmann, MTS; Gomes, DF; Ribeiro, B; Sales, MC","0769","1999","09","08","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Foz do rio Capivara, situado a 14 Km de Lençóis, com acesso pela estrada de terra Lençóis/Andaraí. Localizado nos limites do Parque Nacional da Chapada Diamantina e a APA de Iraquara/Marimbus. Dissertação Mestrado em fitossociolog","-41.369167","-12.635556","950","950",NA,"6,5 m, terrestre, erecta. Folhas membranáceas,concolores. Ocasional.; Vegetação arbustiva/arbórea, pouco antropizada pela ação dos garimpeiros. Influenciada pela vegetação adjacente dos campos rupestres e da Mata Estacional Decidual.","ALCB064015",NA,"Flores, TB",NA,NA,NA,"2016","05","27","-41.369167","-12.635556",NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:20:47-03","UFBA","ALCB","93238","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Guedes, ML; Gomes, FS; Melo, E; et al.","16796","2009","12","10","Southern America","Brasil","Bahia","Licínio de Almeida","Serra Geral, fazenda São Domingos. Jurema. P04","-42.525","-14.451389","878","878",NA,"ca. 8 m alt. Folhas compostas, imparipinadas, folíolos brilhantes. Inflorescência axilares, flores alvas.","ALCB064017",NA,"Flores, TB",NA,NA,NA,"2016","05","27","-42.525","-14.451389",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:20:47-03","UFBA","ALCB","93397","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Roque, N; Acevedo-Rodríguez, P; Abreu, IS","2679","2010","02","12","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Arapiranga, caminho para o rio da Água suja. Mapdatum - WGS84","-41.778056","-13.481111","683","683",NA,"ca. 4 m alt. Folhas levemente discolores. Flores creme-esverdeada.","ALCB064019",NA,"Flores, TB",NA,NA,NA,"2016","05","27","-41.778056","-13.481111",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:20:47-03","UFBA","ALCB","53601","PreservedSpecimen","Plantae","Dicotyledon",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C.DC.","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","207","2001","04","13","Southern America","Brasil","Bahia","Itaête","Paraguaçu, Fazenda Baixão, rio Una","-40.9724998474121","-12.9863996505737",NA,NA,NA,"4,0m. Folhas membranáceas, discolores. Frutos capsulares, maduros marrons, imaturos verdes.; Mata ciliar.","ALCB064014",NA,"Flores, TB","36442","auto",NA,"2016","05","27",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 10:56:11-03","ESALQ","ESA","136055","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","D.A. Folli","6442.0","2009","10","22",NA,"Brasil","Espirito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"ESA136055",NA,"T.B. Flores","48094","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 10:56:11-03","ESALQ","ESA","136059","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","L. Kollmann","3382.0","2000","11","23",NA,"Brasil","Espirito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA136059",NA,"T.B. Flores","23813","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 10:56:11-03","ESALQ","ESA","136057","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","S.V. Pereira","24.0","1990","10","13",NA,"Brasil","Espirito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA136057",NA,"T.B. Flores","23813","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 10:56:11-03","ESALQ","ESA","136056","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","L. Kollmann","3974.0","2001","06","19",NA,"Brasil","Espirito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA136056",NA,"T.B. Flores","23813","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:14:00-03","ESALQ","ESA","87539","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Krieger, L.","21172.0","1972","01","21",NA,"Brasil","Minas Gerais","São João Del Rey",NA,"-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,"ESA087539","ESA087539","Pirani, J.R.","39093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:00-03","ESALQ","ESA","126071","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata",NA,"Braga, J.M.A.","1983.0","1905","06","17",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"ESA126071",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:00-03","ESALQ","ESA","122807","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata",NA,"Flores, T.B.","1678.0","2012","10","29",NA,"Brasil","Espírito Santo","Castelo","Propriedade particular ( Sidinei Casagrande - Elias Fassine) em frente a sede do Parque Estadual de Forno Grande.","-41.184700012207","-20.6035995483398","752","752",NA,"Árvore, ca. 6m de alt. Frutos imaturos verdes avermelhados. Frutos passados (sem sementes) marrons.","ESA122807",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:00-03","ESALQ","ESA","120285","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata",NA,"Flores, T.B.","1102.0","2012","08","01",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Estrada para os municípios de João Neiva e Nova Lombardia","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Árvore, ca. 4m de alt.","ESA120285",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 10:56:11-03","ESALQ","ESA","136062","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","D.A. Folli","6245.0","2008","11","30",NA,"Brasil","Espirito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"ESA136062",NA,"T.B. Flores","48094","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 10:56:11-03","ESALQ","ESA","136058","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","L.D. Thomaz","1565.0","1993","06","30",NA,"Brasil","Espirito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA136058",NA,"T.B. Flores","23813","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 10:56:11-03","ESALQ","ESA","136061","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","V. Demuner","651.0","2000","02","01",NA,"Brasil","Espirito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA136061",NA,"T.B. Flores","23813","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 10:56:11-03","ESALQ","ESA","136063","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","R.R. Vervloet","2356.0","2003","05","06",NA,"Brasil","Espirito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA136063",NA,"T.B. Flores","23813","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 10:56:11-03","ESALQ","ESA","136060","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","V. Demuner","2904.0","2006","10","17",NA,"Brasil","Espirito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA136060",NA,"T.B. Flores","23813","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 10:56:11-03","ESALQ","ESA","136064","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","L. Kollmann","1479.0","1999","01","06",NA,"Brasil","Espirito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA136064",NA,"T.B. Flores","23813","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 10:56:11-03","ESALQ","ESA","136065","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","L. Kollmann","4228.0","2001","08","02",NA,"Brasil","Espirito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA136065",NA,"T.B. Flores","23813","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:14:00-03","ESALQ","ESA","122690","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata",NA,"Flores, T.B.","1561.0","2012","10","25",NA,"Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238","1047","1047",NA,"Arvoreta, ca. 2m de altura.","ESA122690",NA,NA,"22282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-02-02 14:38:33-02","BGBM","B","B 10 0248765","S","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","C.DC.","O. Handro","28348","1931","10","15","Middle and South America","Brazil",NA,NA,"Jardim botanico, S.Paulo.",NA,NA,NA,NA,NA,"1a. secção: Botanica e Agronomia do Instituto Biologico; Jardim botanico S. Paulo, planta viva no. 107; I cult. <a href=http://herbarium.bgbm.org/object/B100248765 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248765","B100248765",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-02-02 14:38:33-02","BGBM","B","B 10 0248766","S","Plantae",NA,NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","C.DC.","O. Handro","28348","1931","10","15","Middle and South America","Brazil",NA,NA,"Jardim botanico, S.Paulo.",NA,NA,NA,NA,NA,"1a. secção: Botanica e Agronomia do Instituto Biologico; Jardim botanico S. Paulo, planta viva no. 107; II cult. <a href=http://herbarium.bgbm.org/object/B100248766 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248766","B100248766",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-02-15 11:45:56-02","IPA","IPA","40484","S","Plantae","Plantae",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Blanchet","2797",NA,NA,NA,"Southern America","Brasil","Bahia",NA,"Serra do Açuruá, Rio São Francisco.",NA,NA,NA,NA,NA,NA,"IPA0040484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-02-15 11:45:56-02","IPA","IPA","19482","S","Plantae","Plantae",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Academia Brasileira de Ciências","599","1971","05","06","Southern America","Brasil","Pernambuco","Exu","Serra do Araripe, além de Exu Velho.","-39.7242012023926","-7.51194000244141",NA,NA,NA,"Arbusto 4m, botão.","IPA0019482",NA,"PIratininga, A.","29194","auto",NA,"1998","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-02-15 11:45:56-02","IPA","IPA","21049","S","Plantae","Plantae",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Andrade-Lima","70-5780","1970","03","24","Southern America","Brasil","Pernambuco","Triunfo","mata do Engenho de Júlio Ramos.","-38.1016998291016","-7.83805990219116",NA,NA,NA,"Árvore 8 - 9m.","IPA0021049",NA,"Andrade-Lima","14606","auto",NA,"1970","04","04",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-02-15 11:45:56-02","IPA","IPA","5528","S","Plantae","Plantae",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Andrade-Lima","53-1203","1953","01","14","Southern America","Brasil","Pernambuco","Floresta","Serra Negra, alto da serra.","-38.5685997009277","-8.60111045837402",NA,NA,NA,"Árvore. Flor creme.","IPA0005528",NA,"Andrade-Lima","87756","auto",NA,"1963","09","05",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-02-15 11:45:56-02","IPA","IPA","40485","S","Plantae","Plantae",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Blanchet","2797",NA,NA,NA,"Southern America","Brasil","Bahia",NA,"Serra do Açuruá, Rio São Francisco.",NA,NA,NA,NA,NA,NA,"IPA0040485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-02-15 11:45:56-02","IPA","IPA","2156","S","Plantae","Plantae",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Andrade-Lima","51-901","1951","02","15","Southern America","Brasil","Pernambuco",NA,"Serra Negra, alto da serra.",NA,NA,NA,NA,NA,"Árvore. Flores creme-claro.","IPA0002156",NA,"Andrade-Lima",NA,NA,NA,"1963","09","05",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-02-15 11:45:56-02","IPA","IPA","5437","S","Plantae","Plantae",NA,"Meliaceae","Trichilia","emarginata","Trichilia emarginata","(Turcz.) C. DC.","Magalhães, M.","4824","1952","07","09","Southern America","Brasil","Pernambuco","Floresta","Serra Negra. Mata.","-38.5685997009277","-8.60111045837402",NA,NA,NA,"Árvore cerca de 15 M. Frequente. Frutos. Sementes com arilo vermelho.","IPA0005437",NA,"Andrade-Lima","87756","auto",NA,"1963","09","05",NA,NA,NA,NA,NA,NA,NA,NA
