"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","relatedCatalogItem"
"11","2020-06-29 11:28:57-03","UFRJ","RFA","11109","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","J. Fontella","P. Occhioni; Eliane e Carmem","189","1970","05","28",NA,"Brasil","Minas Gerais","Minas Gerais","Serra do Cipó km 113. Represa",NA,NA,NA,"Subarbusto ca. 40 - 60 cm de altura; flores esverdeadas","RFA10938",NA,NA,NA,NA,NA,"1978","12","14",NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:28:57-03","UFRJ","RFA","11110","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","J. Fontella","P. Occhioni; Eliane e Carmem","167","1970","05","27",NA,"Brasil","Minas Gerais","Minas Gerais","Serra do Cipó. km 110 a 131",NA,NA,NA,"Subarbusto ca. 50 - 60 cm de altura. Flores creme esverdeadas, cálice arroxeado","RFA10939",NA,NA,NA,NA,NA,"1978","12","14",NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:18:51-03","UFRJ","RFA","11111","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"P. Occhioni; Elena 190, Carmem","s.n.","1970","05","28",NA,"Brasil","Minas Gerais","Minas Gerais","Serra do Cipó. km 113. Represa.",NA,NA,NA,"Ereto 30 - 60 cm de altura. Flores verdes","RFA10940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:18:51-03","UFRJ","RFA","11112","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"P. Occhioni; Elena 168 e Carmem","s.n.","1970","05","27",NA,"Brasil","Minas Gerais","Minas Gerais","Serra do Cipó km 110 a 131",NA,NA,NA,"Subarbusto de 50 a 60 cm de altura. Flor creme esverdeada","RFA10941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:34:25-03","EAO","IAN","69999","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Oxypetalum","strictum","Oxypetalum strictum strictum","Mart.","Fontelle, H","Black, GA; Pires, JM","12175","1951","04","04","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó, km 132.",NA,NA,NA,NA,"IAN069999",NA,NA,NA,NA,NA,"1988","02",NA,"strictum",NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:34:25-03","EAO","IAN","15087","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Oxypetalum","strictum","Oxypetalum strictum strictum","Mart.","Barreto, M","Oliveira, JE de","7","1940","02","23","Southern America","Brasil","Minas Gerais","Belo Horizonte","Campo, serra do Taquaril, pouco frequente.","-43.937801361084","-19.9207992553711",NA,"Subarbusto.","IAN015087","IAN015087 IAN015087_e",NA,NA,"17082","auto",NA,NA,NA,"strictum",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:09:02-03","UFBA","ALCB","69577","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","Guedes, ML","Guedes, ML; Velozo, ES","11718","2005","03","25","Southern America","Brasil","Bahia","Abaíra","Chapada Diamantina","-41.65","-13.233333",NA,"herbácea, látex alvo. Folhas membranáceas, discolores. Inflorescência axilar, flores esverdeadas. Ocasional.",NA,NA,NA,NA,NA,NA,"2005","11",NA,NA,"-41.65","-13.233333",NA,NA,NA,NA
"18","2019-10-09 11:09:02-03","UFBA","ALCB","95106","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum strictum","Mart.","Guedes, ML","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","17187","2010","06","14","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Caminho para Abaíra","-41.498333","-13.072222",NA,"trepadeira, vilosa com látex leitoso. Folhas discolores. Flores esverdeadas. Frutos imaturos verdes, vilosos.",NA,NA,"1021","1021",NA,NA,"2010","07",NA,"strictum","-41.498333","-13.072222",NA,NA,NA,NA
"19","2020-02-08 09:20:04-03","NBC","NL-BOTANY","L.2726199","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Irwin HS; Reis dos Santos R; Souza R; Fonsêca F da",NA,"1969","01","24","Southern America","Brazil",NA,NA,"Plants of the Planalto do Brasil. Estado de Minas Gerais Serra do Espinhaco.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2726199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2726199","NL-L2726199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"20","2020-02-08 09:20:04-03","NBC","NL-BOTANY","L.2726200","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Herb Lugd Bat",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2726200 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2726200","NL-L2726200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"21","2020-02-08 09:20:04-03","NBC","NL-BOTANY","U.1092284","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Irwin HS; Reis dos Santos R; Souza R; Fonseca SF da",NA,"1969","01","19","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092284","NL-U1092284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"22","2020-02-08 09:20:04-03","NBC","NL-BOTANY","U.1092285","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Irwin HS; Reis dos Santos R; Souza R; Fonseca SF da",NA,"1969","01","18","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092285 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092285","NL-U1092285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"23","2020-02-08 09:20:04-03","NBC","NL-BOTANY","U.1092286","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Irwin HS; Reis dos Santos R; Souza R; Fonsêca F da",NA,"1969","01","24","Southern America","Brazil",NA,NA,"Plants of the Planalto do Brasil. Estado de Minas Gerais Serra do Espinhaco.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092286 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092286","NL-U1092286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"24","2020-02-08 09:20:04-03","NBC","NL-BOTANY","U.1092288","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Irwin HS; Maxwell H; Wasshausen DC",NA,"1968","02","15","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092288 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092288","NL-U1092288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"25","2020-02-08 09:20:04-03","NBC","NL-BOTANY","U.1092289","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","22","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092289 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092289","NL-U1092289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"26","2020-11-04 10:59:58-03","ESALQ","ESA","73386","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum",NA,"Rapini, A.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25135.0","2001","07","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro. Próximo à Bifurcação para Morro do Pilar. 19o13'13S, 43o29'57W. 1500 m.s.m. Campo rupestre com mata ciliar no fundo do vale.","-43.7144012451172","-19.1688995361328",NA,"Erva; frutos castanhos.","ESA073386","ESA073386",NA,NA,"26557","auto","2008",NA,NA,NA,"-43,499,167","-19,220,278",NA,NA,NA,NA
"27","2020-11-04 10:59:58-03","ESALQ","ESA","22269","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum",NA,"Rapini, A.","Souza, V.C. et al.","8237.0","1995","03","10",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA022269","ESA022269",NA,NA,"26557","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 10:59:58-03","ESALQ","ESA","31059","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","Rapini, A.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","10244.0","1996","01","12",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Rod. Belo Horizonte - Conceição do Mato Dentro, ca. 2 km após o Córrego Palácio. Campo rupestre úmido.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto; flores verdes.","ESA031059","ESA031059",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 10:59:58-03","ESALQ","ESA","83006","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum",NA,"Rapini, A.","Araújo, A.O.; Romão, G.O.; Vieira, S.",NA,"2003","01","12",NA,"Brasil","Minas Gerais","Ouro Preto","estrada Ouro Branco-Ouro Preto. 1220 m altitude","-43.345","-202.728",NA,"subarbusto 30 cm, ereto; botões verdes; corola verde-arroxeada, estilete arroxeado","ESA083006","ESA083006",NA,NA,NA,NA,"2008",NA,NA,NA,"-43,345","-202,728",NA,NA,NA,NA
"30","2020-11-04 10:59:58-03","ESALQ","ESA","41390","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","Rapini, A.","Souza, J.P.; Souza, V.C.; Capellari Jr., L.; Elias, S.I.; Forster, W.","2216.0","1998","04","09",NA,"Brasil","Minas Gerais","Lapinha","Rodovia Lagoa Santa-Serra do Cipó, ca. 5km de Lapinha em direção à Serra do Cipó",NA,NA,NA,"Erva, pétalas esverdeadas, estames castanho-vináceos, frutos imaturos verdes","ESA041390","ESA041390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 10:59:58-03","ESALQ","ESA","97919","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum",NA,"Rapini, A.","Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32817.0","2007","02","19",NA,"Brasil","Minas Gerais","Santana do Pirapama.","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Senhorinha. Campo rupestre.","-437.498","-189.422",NA,"Erva, flores e frutos imaturos verdes","ESA097919","ESA097919","1300","1300",NA,NA,"2008",NA,NA,NA,"-437,498","-189,422",NA,NA,NA,NA
"32","2020-11-04 10:59:58-03","ESALQ","ESA","69062","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","Silva, N.M.F.","Roth, L.","16337.0","1955","04","09",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,"ESA069062","ESA069062",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 10:59:58-03","ESALQ","ESA","36097","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","Rapini, A.","Souza, V.C. et al.","10283.0","1995","01","12",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA036097","ESA036097",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 10:59:58-03","ESALQ","ESA","64165","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum",NA,"Silva, N.M.F.","Souza, V.C. et al.","10264.0","1996","01","12",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"ESA064165","ESA064165",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 10:59:58-03","ESALQ","ESA","78124","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum",NA,"Rapini, A.","Souza, V.C.; Romão, G.O.; Sampaio, D.; Araújo, A.O.; Elias, S.I.","28626.0","2002","02","28",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, km 121. Próximo à sede do IBAMA. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto; flores verdes.","ESA078124","ESA078124","1300","1300","26557","auto","2008",NA,NA,NA,"-43,527,222","-19,253,611",NA,NA,NA,NA
"36","2021-03-31 13:35:23-03","MN","R","11740","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","Silva, N.M.F.","Glaziou, A.F.M.","17147","1888","04","23",NA,"Brasil","Minas Gerais","São João del-Rei",NA,NA,NA,NA,"Plantas do Brasil Central","R000011740","R000011740_001",NA,NA,NA,NA,"2003","03",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-31 13:35:23-03","MN","R","199371","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","Spellman, D.L.","Irwin, H.S.; Santos, R.R.; Souza, R. & Fonseca, F.",NA,"1969","01","24",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"1300","1300",NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-31 13:35:23-03","MN","R","5143","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Schwacke, C.A.W.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"R010020893,R010020894","R010020893 R010020894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-31 13:35:23-03","MN","R","95114","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","Rapini, A.","Mello Barreto, H.L.",NA,"1933","06","18",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"17082","auto","1998","08",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-31 13:35:23-03","MN","R","32633","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Mello Barreto, H.L. 1336; Brade, A.C.",NA,"1935","04","19",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,"R010020896","R010020896",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-31 13:35:23-03","MN","R","216079","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","Marquete, N.F.S.","Hoehne, F.C.","5894","1915","11",NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,"Comissão Rondon",NA,NA,NA,NA,"22051","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-31 13:35:23-03","MN","R","216080","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Hoehne, F.C.","5899","1915","11",NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,"Comissão Rondon",NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-31 13:35:23-03","MN","R","5101","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Hoehne, F.C.","5896","1915","11",NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,"Comissão Rondon","R010020885,R010020886","R010020885 R010020886",NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-31 13:35:23-03","MN","R","52836","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Hoehne, F.C.","5897","1915","11",NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,"Comissão Rondon","R010020897,R010020898","R010020897 R010020898",NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-31 13:35:23-03","MN","R","95110","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","Rapini, A.","Mello Barreto, H.L.",NA,"1933","12","02",NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,NA,"22051","auto","1998","08",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-31 13:35:23-03","MN","R","216081","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Hoehne, F.C.","5898","1915","11",NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,"Comissão Rondon",NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-31 13:35:23-03","MN","R","216076","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.",NA,"Hoehne, F.C.","5904","1915","11",NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,"Comissão Rondon",NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-31 13:35:23-03","MN","R","216077","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","strictum","Oxypetalum strictum","Mart.","Hoehne, F.C.","Hoehne, F.C.","5900","1915","11",NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,"Comissão Rondon",NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
